kgm_id	preferred_term	parent_ontology_id	parent_ontology_label	relation	created_by	created_at	notes
kgmicrobe.ingredient:vermont_soil	Vermont Soil	ENVO:00001998	soil	rdfs:subClassOf	mint_kgm_ingredient	2026-05-02T01:28:25+00:00	minted from data/ingredients/mapped/Vermont_Soil.yaml (was ENVO:00001998)
