subject_id	subject_label	object_id	object_label	verdict	new_candidates	only_in_oak	only_in_ols	notes
MIM:Izalpinin	Izalpinin	cas:480-14-4	Izalpinin	UNKNOWN_TERM				neither OAK nor OLS resolves cas:480-14-4
MIM:Jasmonic_Acid	Jasmonic acid	CHEBI:18292	jasmonic acid	CONFIRMED				
MIM:Juglone	Juglone	CHEBI:15794	juglone	CONFIRMED				
MIM:K-acetate	K-acetate	CHEBI:32029	potassium acetate	SYNONYM_ENRICH	K-acetate			
MIM:K2co3	K2CO3	CHEBI:131526	potassium carbonate	CONFIRMED				
MIM:K2cro4	K2CrO4	CHEBI:75249	potassium chromate	SYNONYM_ENRICH	K2CrO4			
MIM:K2hpo4	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	SYNONYM_ENRICH	K 2HPO4|KH2HPO4|Potassium phosphate dibasic			
MIM:K2hpo4_X_3_H2o	K2HPO4 x 3 H2O	CHEBI:131527	dipotassium hydrogen phosphate	SYNONYM_ENRICH	K2HPO4 x 3 H2O|K2HPO4 x 3H2O|K2HPO4 · 3 H2O|K2HPO4.3H2O|K2HPO4x 3 H2O|K2HPO4·3H2O|K2HPO4・3H2O			
MIM:K2s4o6	K2S4O6	CHEBI:86466	potassium tetrathionate	SYNONYM_ENRICH	K2S4O6			
MIM:K2so4	K2SO4	CHEBI:32036	potassium sulfate	CONFIRMED				
MIM:K2so4_X_7_H2o	K2SO4 x 7 H2O	CHEBI:32036	potassium sulfate	SYNONYM_ENRICH	K2SO4 x 7 H2O|K2SO4·7H2O|K2SO4・7H2O			
MIM:Kanamycin	Kanamycin	CHEBI:6104	kanamycin	CONFIRMED				
MIM:Kanamycin_Sulfate	Kanamycin sulfate	CHEBI:6109	kanamycin A sulfate	CONFIRMED				
MIM:Kanchanomycin	Kanchanomycin	mesh:C001493	kanchanomycin	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:C001493
MIM:Kao_And_Michayluk_Vitamin_Solution	Kao and Michayluk vitamin solution	MICRO:0000460	vitamin solution	UNKNOWN_TERM				neither OAK nor OLS resolves MICRO:0000460
MIM:Kao_And_Michayluk_Vitamin_Solution	Kao and Michayluk vitamin solution	kgmicrobe.ingredient:kao_and_michayluk_vitamin_solution	Kao and Michayluk vitamin solution	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.ingredient:kao_and_michayluk_vitamin_solution
MIM:Karanjin	Karanjin	CHEBI:166631	Karanjin	CONFIRMED				
MIM:Kawain	Kawain	CHEBI:6117	Kawain	CONFIRMED				
MIM:Kbr	KBr	CHEBI:32030	potassium bromide	SYNONYM_ENRICH	K HPO			
MIM:Kcl	KCl	CHEBI:32588	potassium chloride	SYNONYM_ENRICH	KCl (Fisher P 217)|KCl(CAS: 7447-40-7)|KCl(CAS:7447-40-7)|KCl(Fisher P 217)			
MIM:Ketomycin	Ketomycin	mesh:C008231	ketomycin	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:C008231
MIM:Kf	KF	CHEBI:73605	Lys-Phe	CONFIRMED				
MIM:Kh2po4	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	SYNONYM_ENRICH	KH2PO4|KH PO|(dibasic)			
MIM:Khco3	KHCO3	CHEBI:81862	potassium hydrogencarbonate	CONFIRMED				
MIM:Ki	KI	CHEBI:8346	potassium iodide	CONFIRMED				
MIM:Kijanimicin	kijanimicin	CHEBI:220048	Kijanimicin	CONFIRMED				
MIM:Kno3	KNO3	CHEBI:63043	potassium nitrate	SYNONYM_ENRICH	KNO3|(enhances growth)|2,8-dibenzyl-6-(4-hydroxyphenyl)imidazo[1,2-a]pyrazin-3-yl sulfate|Renilla luciferyl sulfate anion|KNO			
MIM:Koh	KOH	CHEBI:32035	potassium hydroxide	CONFIRMED				
MIM:Kscn	KSCN	CHEBI:30951	potassium thiocyanate	CONFIRMED				
MIM:L-~28~29-Ergothioneine	L-(+)-Ergothioneine	CHEBI:4828	ergothioneine	SYNONYM_ENRICH	L-(+)-Ergothioneine			
MIM:L-~28~29-Erythrulose	L-(+)-Erythrulose	CHEBI:23958	erythrulose	SYNONYM_ENRICH	L-(+)-Erythrulose			
MIM:L-~28-~29-sorbose	L-(-)-sorbose	CHEBI:17266	L-sorbose	SYNONYM_ENRICH	L-(-)-sorbose			
MIM:L-2-Aminobutyric_Acid	L-2-Aminobutyric acid	CHEBI:35619	L-alpha-aminobutyric acid	CONFIRMED				
MIM:L-Arabinose	L-Arabinose	CHEBI:30849	L-arabinose	CONFIRMED				
MIM:L-Asparagine_Monohydrate	L-Asparagine monohydrate	NCIT:C87433	Asparagine Monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves NCIT:C87433
MIM:L-Asparagine_Monohydrate	L-Asparagine monohydrate	cas:5794-13-8	L-Asparagine monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:5794-13-8
MIM:L-Asparagine_Monohydrate	L-Asparagine monohydrate	kgmicrobe.compound:l-asparagine_monohydrate	L-Asparagine monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:l-asparagine_monohydrate
MIM:L-Aspartic_Acid_Potassium_Salt	L-Aspartic acid potassium salt	CHEBI:17053	L-aspartic acid	SYNONYM_ENRICH	L-Aspartic acid potassium salt			
MIM:L-Aspartic_Acid_Potassium_Salt	L-Aspartic acid potassium salt	cas:1115-63-5	L-Aspartic acid potassium salt	UNKNOWN_TERM				neither OAK nor OLS resolves cas:1115-63-5
MIM:L-Aspartic_Acid_Potassium_Salt	L-Aspartic acid potassium salt	kgmicrobe.compound:l-aspartic_acid_potassium_salt	L-Aspartic acid potassium salt	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:l-aspartic_acid_potassium_salt
MIM:L-Aspartic_Acid_Sodium_Salt_Monohydrate	L-Aspartic acid sodium salt monohydrate	CHEBI:17053	L-aspartic acid	SYNONYM_ENRICH	L-Aspartic acid sodium salt monohydrate			
MIM:L-Aspartic_Acid_Sodium_Salt_Monohydrate	L-Aspartic acid sodium salt monohydrate	cas:323194-76-9	L-Aspartic acid sodium salt monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:323194-76-9
MIM:L-Aspartic_Acid_Sodium_Salt_Monohydrate	L-Aspartic acid sodium salt monohydrate	kgmicrobe.compound:l-aspartic_acid_sodium_salt_monohydrate	L-Aspartic acid sodium salt monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:l-aspartic_acid_sodium_salt_monohydrate
MIM:L-Carnitine	L-Carnitine	CHEBI:17126	carnitine	SYNONYM_ENRICH	L-Carnitine			
MIM:L-Carnitine_Hydrochloride	L-Carnitine hydrochloride	CHEBI:233463	levocarnitine chloride	SYNONYM_ENRICH	L-Carnitine hydrochloride			
MIM:L-Cysteic_Acid_Monohydrate	L-Cysteic acid monohydrate	CHEBI:17285	L-cysteic acid	SYNONYM_ENRICH	L-Cysteic acid monohydrate			
MIM:L-Cysteic_Acid_Monohydrate	L-Cysteic acid monohydrate	cas:23537-25-9	L-Cysteic acid monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:23537-25-9
MIM:L-Cysteic_Acid_Monohydrate	L-Cysteic acid monohydrate	kgmicrobe.compound:l-cysteic_acid_monohydrate	L-Cysteic acid monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:l-cysteic_acid_monohydrate
MIM:L-Deoxyalliin	L-Deoxyalliin	CHEBI:74077	S-allylcysteine	CONFIRMED				
MIM:L-Galactose	L-Galactose	CHEBI:37618	L-galactose	CONFIRMED				
MIM:L-Glutamic_Acid_Monopotassium_Salt_Monohydrate	L-Glutamic acid monopotassium salt monohydrate	CHEBI:16015	L-glutamic acid	SYNONYM_ENRICH	L-Glutamic acid monopotassium salt monohydrate|L-Glutamic acid potassium salt monohydrate, L-Glutamic acid potassium salt			
MIM:L-Glutamic_Acid_Monopotassium_Salt_Monohydrate	L-Glutamic acid monopotassium salt monohydrate	cas:6382-01-0	L-Glutamic acid monopotassium salt monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:6382-01-0
MIM:L-Glutamic_Acid_Monopotassium_Salt_Monohydrate	L-Glutamic acid monopotassium salt monohydrate	kgmicrobe.compound:l-glutamic_acid_monopotassium_salt_monohydrate	L-Glutamic acid monopotassium salt monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:l-glutamic_acid_monopotassium_salt_monohydrate
MIM:L-Glutathione	L-Glutathione	CHEBI:16856	glutathione	SYNONYM_ENRICH	L-Glutathione			
MIM:L-Histidine_Monohydrochloride_Monohydrate	L-Histidine monohydrochloride monohydrate	NCIT:C87334	Histidine Monohydrochloride Monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves NCIT:C87334
MIM:L-Histidine_Monohydrochloride_Monohydrate	L-Histidine monohydrochloride monohydrate	cas:5934-29-2	L-Histidine monohydrochloride monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:5934-29-2
MIM:L-Histidine_Monohydrochloride_Monohydrate	L-Histidine monohydrochloride monohydrate	kgmicrobe.compound:l-histidine_monohydrochloride_monohydrate	L-Histidine monohydrochloride monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:l-histidine_monohydrochloride_monohydrate
MIM:L-Homoserine	L-Homoserine	CHEBI:15699	L-homoserine	CONFIRMED				
MIM:L-Malic_Acid	L-Malic acid	CHEBI:30797	(S)-malic acid	CONFIRMED				
MIM:L-Malic_Acid_Disodium_Salt_Monohydrate	L-Malic acid disodium salt monohydrate	NCIT:C80654	Malic Acid	UNKNOWN_TERM				neither OAK nor OLS resolves NCIT:C80654
MIM:L-Malic_Acid_Disodium_Salt_Monohydrate	L-Malic acid disodium salt monohydrate	cas:207511-06-6	L-Malic acid disodium salt monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:207511-06-6
MIM:L-Malic_Acid_Disodium_Salt_Monohydrate	L-Malic acid disodium salt monohydrate	kgmicrobe.compound:l-malic_acid_disodium_salt_monohydrate	L-Malic acid disodium salt monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:l-malic_acid_disodium_salt_monohydrate
MIM:L-Meta-tyrosine	L-Meta-tyrosine	CHEBI:44303	L-m-tyrosine	SYNONYM_ENRICH	L-Meta-tyrosine			
MIM:L-Meta-tyrosine	L-Meta-tyrosine	cas:587-33-7	L-Meta-tyrosine	UNKNOWN_TERM				neither OAK nor OLS resolves cas:587-33-7
MIM:L-Meta-tyrosine	L-Meta-tyrosine	kgmicrobe.compound:l-meta-tyrosine	L-Meta-tyrosine	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:l-meta-tyrosine
MIM:L-Pipecolic_Acid	L-Pipecolic Acid	CHEBI:30913	L-pipecolic acid	SYNONYM_ENRICH	pipercolic acid			
MIM:L-Pyroglutamic_Acid	L-Pyroglutamic acid	CHEBI:18183	5-oxo-L-proline	CONFIRMED				
MIM:L-Rhamnose_Monohydrate	L-Rhamnose monohydrate	cas:10030-85-0	L-Rhamnose monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:10030-85-0
MIM:L-Xylose	L-Xylose	CHEBI:65328	L-xylose	CONFIRMED				
MIM:L-alanine	L-Alanine	CHEBI:16977	L-alanine	CONFIRMED				
MIM:L-alliin	L-alliin	CHEBI:2596	alliin	SYNONYM_ENRICH	L-alliin			
MIM:L-arginine	L-Arginine	CHEBI:16467	L-arginine	CONFIRMED				
MIM:L-arginine_X_Hcl	L-Arginine x HCl	CHEBI:31235	Arginine hydrochloride	SYNONYM_ENRICH	L-Arginine x HCl|L-Arginine x HCI			
MIM:L-ascorbic_Acid	L-Ascorbic acid	CHEBI:29073	L-ascorbic acid	CONFIRMED				
MIM:L-asparagine	L-Asparagine	CHEBI:17196	L-asparagine	CONFIRMED				
MIM:L-aspartic_Acid	L-Aspartic acid	CHEBI:17053	L-aspartic acid	CONFIRMED				
MIM:L-cysteine	L-Cysteine	CHEBI:17561	L-cysteine	SYNONYM_ENRICH	(2R)-2-ammonio-3-mercaptopropanoate|(2R)-2-ammonio-3-sulfanylpropanoate|Cysteine-HCl∙H2O|L-cysteine zwitterion			
MIM:L-cysteine_Hcl	L-Cysteine HCl	CHEBI:91247	L-cysteine hydrochloride	SYNONYM_ENRICH	L-Cysteine HCl|(add to make medium anoxic)|Cysteine-HCl|L-Cysteiniumchloride|N-(9-{2-[(4-{[(2,5-dioxopyrrolidin-1-yl)oxy]carbonyl}piperidin-1-yl)sulfonyl]phenyl}-6-[methyl(4-sulfophenyl)amino]-3H-xanthen-3-ylidene)-N-methyl-4-sulfoanilinium			
MIM:L-cysteine_Hcl_X_H2o	L-Cysteine HCl x H2O	CHEBI:91248	L-cysteine hydrochloride hydrate	SYNONYM_ENRICH	L-Cysteine HCl x H2O|L--Cysteine・HCl・H2O|L-Cysteine・HCl・H2O|L--Cysteine HCl H2O|L-Cysteine HCl monohydrate|Cystein-HCl x 2 H2O (5% (w/v))|L-cysteine HCl.H2O|L-Cysteine-HCl x H2O|Cysteine-HCl x H2O|Cysteine-HCl·H2O|Cysteine-HCl⋅H2O|L-Cysteine-HCl·H2O			
MIM:L-cysteine_Zwitterion	L-cysteine zwitterion	CHEBI:35235	L-cysteine zwitterion	CONFIRMED				
MIM:L-cystine	L-Cystine	CHEBI:16283	L-cystine	CONFIRMED				
MIM:L-fucose	L-Fucose	CHEBI:18287	L-fucose	CONFIRMED				
MIM:L-glutamic_Acid	L-Glutamic acid	CHEBI:16015	L-glutamic acid	SYNONYM_ENRICH	L-Glutamate			
MIM:L-glutamine	L-Glutamine	CHEBI:18050	L-glutamine	CONFIRMED				
MIM:L-histidine	L-Histidine	CHEBI:15971	L-histidine	CONFIRMED				
MIM:L-isoleucine	L-Isoleucine	CHEBI:17191	L-isoleucine	CONFIRMED				
MIM:L-leucine	L-Leucine	CHEBI:15603	L-leucine	CONFIRMED				
MIM:L-lysine	L-Lysine	CHEBI:18019	L-lysine	CONFIRMED				
MIM:L-lysine_Hcl	L-Lysine HCl	CHEBI:53633	L-lysine hydrochloride	SYNONYM_ENRICH	L-Lysine HCl			
MIM:L-methionine	L-Methionine	CHEBI:16643	L-methionine	CONFIRMED				
MIM:L-phenylalanine	L-Phenylalanine	CHEBI:17295	L-phenylalanine	CONFIRMED				
MIM:L-proline	L-Proline	CHEBI:17203	L-proline	CONFIRMED				
MIM:L-rhamnose	L-Rhamnose	CHEBI:62345	L-rhamnose	CONFIRMED				
MIM:L-serine	L-Serine	CHEBI:17115	L-serine	CONFIRMED				
MIM:L-threonine	L-Threonine	CHEBI:16857	L-threonine	CONFIRMED				
MIM:L-tryptophan	L-Tryptophan	CHEBI:16828	L-tryptophan	CONFIRMED				
MIM:L-tyrosine	L-Tyrosine	CHEBI:17895	L-tyrosine	CONFIRMED				
MIM:L-valine	L-Valine	CHEBI:16414	L-valine	CONFIRMED				
MIM:L-~3B1-Phosphatidylinositol_From_Glycine_Max_~28soybean~29	L-α-Phosphatidylinositol from Glycine max (soybean)	mesh:D013025	Glycine max	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:D013025
MIM:L-~3B1-Phosphatidylinositol_From_Glycine_Max_~28soybean~29	L-α-Phosphatidylinositol from Glycine max (soybean)	cas:97281-52-2	L-α-Phosphatidylinositol from Glycine max (soybean)	UNKNOWN_TERM				neither OAK nor OLS resolves cas:97281-52-2
MIM:L-~3B1-Phosphatidylinositol_From_Glycine_Max_~28soybean~29	L-α-Phosphatidylinositol from Glycine max (soybean)	kgmicrobe.compound:l-~3b1-phosphatidylinositol_from_glycine_max_~28soybean~29	L-α-Phosphatidylinositol from Glycine max (soybean)	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:l-~3b1-phosphatidylinositol_from_glycine_max_~28soybean~29
MIM:LL-37	LL-37	CHEBI:81664	LL-37	CONFIRMED				
MIM:L_-tartaric_Acid	L(+)-Tartaric acid	CHEBI:15671	L-tartaric acid	CONFIRMED				
MIM:L_Citrulline	L-Citrulline	CHEBI:16349	L-citrulline	CONFIRMED				
MIM:L_Cysteine_hydrochloride_monohydrate	L-Cysteine hydrochloride monohydrate	CHEBI:91248	L-cysteine hydrochloride hydrate	SYNONYM_ENRICH	Cystein-HCl x 2 H2O (5% (w/v))|L--Cysteine・HCL・H2O|L-Cysteine HCl x H2O|L-Cysteine・HCl・H2O|L-cysteine HCl.H2O			
MIM:L_Ornithine	L-Ornithine	CHEBI:15729	L-ornithine	CONFIRMED				
MIM:L_ornithine_monohydrochloride	L-ornithine monohydrochloride	CHEBI:195690	L-Ornithine monochlorohydrate/ornithine	SYNONYM_ENRICH	L-ornithine monohydrochloride			
MIM:L_tyrosine_disodium_salt	L-tyrosine disodium salt	CHEBI:53696	disodium L-tyrosinate	CONFIRMED				
MIM:Lacidipine	Lacidipine	CHEBI:135737	lacidipine	CONFIRMED				
MIM:Lactalbumin_Hydrolysate	Lactalbumin hydrolysate	MICRO:0001365	lactalbumin hydrolysate	UNKNOWN_TERM				neither OAK nor OLS resolves MICRO:0001365
MIM:Lactate	Lactate	CHEBI:24996	lactate	SYNONYM_ENRICH	(+)-lactate|(2S)-2-hydroxypropanoate|(S)-lactate|L(+)-lactate|L-(+)-lactate|L-lactate|produces: DL-lactate			
MIM:Lactitol	Lactitol	CHEBI:75323	lactitol	CONFIRMED				
MIM:Lacto-N-fucopentaose_I	Lacto-N-fucopentaose I	mesh:C045442	lacto-N-fucopentaose I	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:C045442
MIM:Lacto-N-fucopentaose_I	Lacto-N-fucopentaose I	cas:7578-25-8	Lacto-N-fucopentaose I	UNKNOWN_TERM				neither OAK nor OLS resolves cas:7578-25-8
MIM:Lacto-N-fucopentaose_I	Lacto-N-fucopentaose I	kgmicrobe.compound:lacto-n-fucopentaose_i	Lacto-N-fucopentaose I	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:lacto-n-fucopentaose_i
MIM:Lacto-N-fucopentaose_II	Lacto-N-fucopentaose II	CHEBI:89932	Lacto-N-fucopentaose-2	CONFIRMED				
MIM:Lacto-N-fucopentaose_III	Lacto-N-fucopentaose III	mesh:C434666	lacto-N-fucopentaose III	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:C434666
MIM:Lacto-N-fucopentaose_III	Lacto-N-fucopentaose III	cas:25541-09-7	Lacto-N-fucopentaose III	UNKNOWN_TERM				neither OAK nor OLS resolves cas:25541-09-7
MIM:Lacto-N-fucopentaose_III	Lacto-N-fucopentaose III	kgmicrobe.compound:lacto-n-fucopentaose_iii	Lacto-N-fucopentaose III	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:lacto-n-fucopentaose_iii
MIM:Lacto-N-neotetraose	Lacto-N-neotetraose	CHEBI:60239	beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc	CONFIRMED				
MIM:Lacto-N-tetraose	Lacto-N-tetraose	CHEBI:30248	beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc	CONFIRMED				
MIM:Lacto-N-tetraose	Lacto-N-tetraose	cas:14116-68-8	Lacto-N-tetraose	UNKNOWN_TERM				neither OAK nor OLS resolves cas:14116-68-8
MIM:Lacto-N-tetraose	Lacto-N-tetraose	kgmicrobe.compound:lacto-n-tetraose	Lacto-N-tetraose	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:lacto-n-tetraose
MIM:Lactose	Lactose	CHEBI:36219	alpha-lactose	SYNONYM_ENRICH	(+)-lactose|1-beta-D-Galactopyranosyl-4-D-glucopyranose|4-(beta-D-galactosido)-D-glucose|4-O-beta-D-galactopyranosyl-D-glucose|4-O-beta-D-galactopyranosyl-beta-D-glucopyranose|D-lactose|D-lactose (lactose)|Galb1-4Glcb|Galbeta1-4Glc|Galbeta1-4Glcbeta|Lac|Laktobiose|Laktose|Milchzucker|beta lactose|beta-D-Gal-(1->4)-D-Glc|beta-D-Galp-(1->4)-D-Glcp|beta-D-Galp-(1->4)-beta-D-Glcp			
MIM:Lactose	Lactose	kgmicrobe.compound:lactose	Lactose	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:lactose
MIM:Lactulose	Lactulose	CHEBI:6359	lactulose	CONFIRMED				
MIM:Laminaribiose	Laminaribiose	CHEBI:18411	laminarabiose	CONFIRMED				
MIM:Laminarin_From_Laminaria_Digitata	Laminarin from Laminaria digitata	CHEBI:6364	laminarin	SYNONYM_ENRICH	Laminarin from Laminaria digitata			
MIM:Lanthanum_~28III~29_Chloride	Lanthanum (III) chloride	CHEBI:231515	lanthanum trichloride	SYNONYM_ENRICH	Lanthanum (III) chloride			
MIM:Lanthanum_~28III~29_Chloride	Lanthanum (III) chloride	cas:20211-76-1	Lanthanum (III) chloride	UNKNOWN_TERM				neither OAK nor OLS resolves cas:20211-76-1
MIM:Lanthanum_~28III~29_Chloride	Lanthanum (III) chloride	kgmicrobe.compound:lanthanum_~28iii~29_chloride	Lanthanum (III) chloride	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:lanthanum_~28iii~29_chloride
MIM:Lapachol	Lapachol	CHEBI:6377	lapachol	CONFIRMED				
MIM:Lauric_Acid	Lauric acid	CHEBI:30805	dodecanoic acid	CONFIRMED				
MIM:Lawsone	Lawsone	CHEBI:44401	lawsone	CONFIRMED				
MIM:Lead_~28II~29_Chloride	lead (II) chloride	CHEBI:88212	lead(II) chloride	SYNONYM_ENRICH	lead (II) chloride			
MIM:Lead_~28II~29_Nitrate	Lead (II) nitrate	CHEBI:37187	lead nitrate	SYNONYM_ENRICH	Lead (II) nitrate			
MIM:Lemon	Lemon	NCIT:C72005	Lemon	UNKNOWN_TERM				neither OAK nor OLS resolves NCIT:C72005
MIM:Lentilan_From_Mushroom	Lentilan from mushroom	CHEBI:31770	lentinan	SYNONYM_ENRICH	Lentilan from mushroom			
MIM:Leucodin	Leucodin	CHEBI:4441	Desacetoxymatricarin	CONFIRMED				
MIM:Levan_-_From_Erwinia_Herbicola	Levan - from Erwinia herbicola	CHEBI:16703	(2->6)-beta-D-fructan	SYNONYM_ENRICH	Levan - from Erwinia herbicola			
MIM:Levodopa	Levodopa	CHEBI:15765	L-dopa	CONFIRMED				
MIM:Levofloxacin	Levofloxacin	CHEBI:63598	levofloxacin	CONFIRMED				
MIM:Levomenthol	Levomenthol	CHEBI:15409	(-)-menthol	CONFIRMED				
MIM:Levorin	Levorin	kgmicrobe.compound:levorin	Levorin	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:levorin
MIM:Levulinic_Acid	Levulinic Acid	CHEBI:45630	4-oxopentanoic acid	CONFIRMED				
MIM:Lichenan_~28icelandic_Moss~29	Lichenan (icelandic moss)	CHEBI:6452	lichenin	SYNONYM_ENRICH	Lichenan (icelandic moss)			
MIM:Licl	LiCl	CHEBI:48607	lithium chloride	CONFIRMED				
MIM:Lignin_Alkali	Lignin alkali	cas:8068-05-1	Lignin alkali	UNKNOWN_TERM				neither OAK nor OLS resolves cas:8068-05-1
MIM:Limocrocin	Limocrocin	mesh:C079132	limocrocin	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:C079132
MIM:Limonin	Limonin	CHEBI:16226	limonin	CONFIRMED				
MIM:Linalool	Linalool	CHEBI:17580	linalool	CONFIRMED				
MIM:Lincomycin_Hydrochloride	Lincomycin hydrochloride	CHEBI:182465	Lincomycin hydrochloride	CONFIRMED				
MIM:Linezolid	Linezolid	CHEBI:63607	linezolid	CONFIRMED				
MIM:Lipopolysaccharide	Lipopolysaccharide	CHEBI:16412	lipopolysaccharide	CONFIRMED				
MIM:Lithium_Chloride_Hydrate	Lithium chloride hydrate	CHEBI:48607	lithium chloride	SYNONYM_ENRICH	Lithium chloride hydrate			
MIM:Lithium_Chloride_Hydrate	Lithium chloride hydrate	cas:85144-11-2	Lithium chloride hydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:85144-11-2
MIM:Lithium_Chloride_Hydrate	Lithium chloride hydrate	kgmicrobe.compound:lithium_chloride_hydrate	Lithium chloride hydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:lithium_chloride_hydrate
MIM:Lithocholic_Acid	Lithocholic acid	CHEBI:16325	lithocholic acid	CONFIRMED				
MIM:Liver_Digest	Liver digest	MICRO:0001668	liver digest	UNKNOWN_TERM				neither OAK nor OLS resolves MICRO:0001668
MIM:Liver_Extract	Liver extract	MICRO:0001363	liver extract	UNKNOWN_TERM				neither OAK nor OLS resolves MICRO:0001363
MIM:Liver_Extract_Concentrate	Liver extract concentrate	MICRO:0001363	liver extract	UNKNOWN_TERM				neither OAK nor OLS resolves MICRO:0001363
MIM:Liver_Extract_Infusion	Liver extract infusion	MICRO:0001363	liver extract	UNKNOWN_TERM				neither OAK nor OLS resolves MICRO:0001363
MIM:Locust_Bean_Gum	Locust bean gum	FOODON:03413132	locust bean gum	SYNONYM_ENRICH	autoclaved			
MIM:Locust_Bean_Gum	Locust bean gum	cas:9000-40-2	Locust bean gum	UNKNOWN_TERM				neither OAK nor OLS resolves cas:9000-40-2
MIM:Locust_Bean_Gum	Locust bean gum	kgmicrobe.ingredient:locust_bean_gum	Locust bean gum	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.ingredient:locust_bean_gum
MIM:Lomefloxacin_Hydrochloride	Lomefloxacin hydrochloride	CHEBI:6518	lomefloxacin hydrochloride	CONFIRMED				
MIM:Loratadine	Loratadine	CHEBI:6538	loratadine	CONFIRMED				
MIM:Lovastatin	Lovastatin	CHEBI:40303	lovastatin	CONFIRMED				
MIM:Lumazine	Lumazine	CHEBI:16489	lumazine	CONFIRMED				
MIM:Lumichrome	Lumichrome	CHEBI:17781	lumichrome	CONFIRMED				
MIM:Lupeol	Lupeol	CHEBI:6570	lupeol	CONFIRMED				
MIM:Lydimycin	Lydimycin	NCIT:C90684	Lydimycin	UNKNOWN_TERM				neither OAK nor OLS resolves NCIT:C90684
MIM:Lysozyme	Lysozyme	FOODON:03413135	lysozyme	CONFIRMED				
MIM:Lysozyme	Lysozyme	cas:2650-88-3	Lysozyme	UNKNOWN_TERM				neither OAK nor OLS resolves cas:2650-88-3
MIM:Lysozyme	Lysozyme	kgmicrobe.ingredient:lysozyme	Lysozyme	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.ingredient:lysozyme
MIM:M-xylene	m-Xylene	CHEBI:28488	m-xylene	CONFIRMED				
MIM:MES_sodium_salt	MES sodium salt	CHEBI:62955	sodium 2-(N-morpholino)ethanesulfonate	CONFIRMED				
MIM:Magainin_I	Magainin I	CHEBI:201898	Magainin I	CONFIRMED				
MIM:Magnesium_Acetate	Magnesium acetate	CHEBI:62964	magnesium acetate	CONFIRMED				
MIM:Magnesium_Chloride	Magnesium chloride	CHEBI:86345	magnesium dichloride hexahydrate	SYNONYM_ENRICH	MgCl*6H2O			
MIM:Magnesium_Sulfate	Magnesium sulfate	CHEBI:32599	magnesium sulfate	SYNONYM_ENRICH	Mg2SO4|MgSO .7H O|MgSO4 × 7 H2O|MgSO4 x H2O|MgSO4 . 7H2O|MgSO4 . H2O|MgSO4 x 6 H2O|MgSO4 x 6H2O|MgSO4 x 7 H2O (0.1% w/v)|MgSO4 x 7 H2O (100 mM)|MgSO4 x 7 H2O solution (25%)|MgSO4 x 7 H2O to 15.0 g).|MgSO4 x 7H2O|MgSO4 x7 H2O|MgSO4 x7H2O|MgSO4 · 7H2O|MgSO4 ·7H2O			
MIM:Malachite_Green	Malachite green	CHEBI:72449	malachite green	CONFIRMED				
