subject_id	subject_label	object_id	object_label	verdict	new_candidates	only_in_oak	only_in_ols	notes
MIM:Clarithromycin	Clarithromycin	CHEBI:3732	clarithromycin	CONFIRMED				
MIM:Clofazimine	Clofazimine	CHEBI:3749	clofazimine	CONFIRMED				
MIM:Clotrimazole	Clotrimazole	CHEBI:3764	clotrimazole	CONFIRMED				
MIM:Cloxacillin_Sodium_Salt_Monohydrate	Cloxacillin sodium salt monohydrate	CHEBI:34978	cloxacillin sodium monohydrate	SYNONYM_ENRICH	Cloxacillin sodium salt monohydrate			
MIM:Co_No32	Co(NO3)2	CHEBI:86209	cobalt dinitrate	CONFIRMED				
MIM:Co_No32_X_6_H2o	Co(NO3)2 x 6 H2O	CHEBI:86214	cobalt dinitrate hexahydrate	CONFIRMED				
MIM:Cobalamine	Cobalamine	CHEBI:28911	cob(III)alamin	SYNONYM_ENRICH	Cobalamine|COBALAMIN|Coalpha-[alpha-(5,6-dimethylbenzimidazolyl)]-cobamide|Cobalamin (B12)			
MIM:Cobalt_chloride_hexahydrate	Cobalt chloride hexahydrate	CHEBI:53503	cobalt chloride hexahydrate	CONFIRMED				
MIM:Cocl2	CoCl2	CHEBI:35696	cobalt dichloride	SYNONYM_ENRICH	CoCl .6H O|CoCl 2|CoCl2 × 6H2O|CoCl2 ∙ 6 H2O|CoCl2∙6H2O			
MIM:Cocl2_X_2_H2o	CoCl2 x 2 H2O	CHEBI:35696	cobalt dichloride	SYNONYM_ENRICH	CoCl2 x 2 H2O|CoCl2 . 6H2O|CoCl2 x 4 H2O|CoCl2 x 6 H2O|CoCl2 x 6H2O|CoCl2 · 6H2O|CoCl2·6H2O|CoCl2⋅6H2O|CoCl2・6H2O			
MIM:Cocl2_X_4_H2o	CoCl2 x 4 H2O	CHEBI:35696	cobalt dichloride	SYNONYM_ENRICH	CoCl2 x 4 H2O|CoCl2 . 6H2O|CoCl2 x 2 H2O|CoCl2 x 6 H2O|CoCl2 x 6H2O|CoCl2 · 6H2O|CoCl2·6H2O|CoCl2⋅6H2O|CoCl2・6H2O			
MIM:Cocl2_X_6_H2o	CoCl2 x 6 H2O	CHEBI:35696	cobalt dichloride	SYNONYM_ENRICH	CoCl2 x 6 H2O|CoCl2 . 6H2O|CoCl2 x 2 H2O|CoCl2 x 4 H2O|CoCl2 x 6H2O|CoCl2 · 6H2O|CoCl2·6H2O|CoCl2⋅6H2O|CoCl2・6H2O|CoCl2 × 6H2O|CoCl2 ∙ 6 H2O|CoCl2∙6H2O			
MIM:Coenzyme_A	Coenzyme A	CHEBI:15346	coenzyme A	SYNONYM_ENRICH	(sodium salt)			
MIM:Colchiceine	Colchiceine	CHEBI:183909	Colchiceine	CONFIRMED				
MIM:Colistin_Sulfate_Salt	Colistin sulfate salt	CHEBI:37943	colistin	SYNONYM_ENRICH	Colistin sulfate salt			
MIM:Collinomycin	Collinomycin	kgmicrobe.compound:collinomycin	Collinomycin	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:collinomycin
MIM:Columbia_Agar_Base	Columbia agar base	MICRO:0000536	Columbia Agar Base	UNKNOWN_TERM				neither OAK nor OLS resolves MICRO:0000536
MIM:Conessine	Conessine	CHEBI:27965	conessine	CONFIRMED				
MIM:Congo_Red	Congo red	CHEBI:34653	Congo Red	CONFIRMED				
MIM:Congocidin	Congocidin	kgmicrobe.compound:congocidin	Congocidin	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:congocidin
MIM:Coniferyl_Alcohol	coniferyl alcohol	CHEBI:17745	coniferol	CONFIRMED				
MIM:Coniferyl_Aldehyde	coniferyl aldehyde	CHEBI:16547	coniferyl aldehyde	CONFIRMED				
MIM:Cooked_Meat_Medium	Cooked meat medium	FOODON:03305103	meat (cooked)	SYNONYM_ENRICH	Cooked meat medium			
MIM:Coso4	CoSO4	CHEBI:53470	cobalt(2+) sulfate	CONFIRMED				
MIM:Coso4_X_7_H2o	CoSO4 x 7 H2O	CHEBI:53470	cobalt(2+) sulfate	SYNONYM_ENRICH	CoSO4 x 7 H2O|CoSO4 . 7H2O|CoSO4 ⋅ 7H2O|CoSO4.7H2O|CoSO4·7H2O|CoSO4・7H2O			
MIM:Cotarnine_Chloride	Cotarnine Chloride	NCIT:C79997	Cotarnine Chloride	UNKNOWN_TERM				neither OAK nor OLS resolves NCIT:C79997
MIM:Cotarnine_Chloride	Cotarnine Chloride	cas:10018-19-6	Cotarnine Chloride	UNKNOWN_TERM				neither OAK nor OLS resolves cas:10018-19-6
MIM:Cotarnine_Chloride	Cotarnine Chloride	kgmicrobe.compound:cotarnine_chloride	Cotarnine Chloride	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:cotarnine_chloride
MIM:Cows_Milk	Cow's milk	FOODON:02020891	cow milk	SYNONYM_ENRICH	Cow's milk			
MIM:Cr1_Soil	CR1 Soil	ENVO:00001998	soil	SYNONYM_ENRICH	CR1 Soil			
MIM:Cr2_So43_X_N_H2o	Cr2(SO4)3 x n H2O	CHEBI:53471	chromium(III) sulfate	SYNONYM_ENRICH	Cr2(SO4)3 x n H2O			
MIM:Cr_No33_X_7_H2o	Cr(NO3)3 x 7 H2O	CHEBI:86206	chromium trinitrate heptahydrate	CONFIRMED				
MIM:Creatine	Creatine	CHEBI:16919	creatine	CONFIRMED				
MIM:Creatinine	Creatinine	CHEBI:16737	creatinine	CONFIRMED				
MIM:Cresol_Red	Cresol red	CHEBI:86218	cresol red	CONFIRMED				
MIM:Crinamine	Crinamine	CHEBI:3914	Crinamine	CONFIRMED				
MIM:Crotonic_Acid	Crotonic acid	CHEBI:41131	crotonic acid	CONFIRMED				
MIM:Cryptotanshinone	Cryptotanshinone	CHEBI:149838	Cryptotanshinone	CONFIRMED				
MIM:Crystal_Violet	Crystal Violet	CHEBI:41688	crystal violet	CONFIRMED				
MIM:Cu_No32_X_3_H2o	Cu(NO3)2 x 3 H2O	CHEBI:78036	copper(II) nitrate	SYNONYM_ENRICH	Cu(NO3)2 x 3 H2O			
MIM:Cucl	CuCl	CHEBI:53472	copper(I) chloride	CONFIRMED				
MIM:Cucl2	CuCl2	CHEBI:49553	copper(II) chloride	SYNONYM_ENRICH	CuCl2 × 6H2O|CuCl2 x H2O|CuCl2 x 6 H2O|CuCl2 · H2O			
MIM:Cucl2_X_2_H2o	CuCl2 x 2 H2O	CHEBI:86318	copper(II) chloride dihydrate	SYNONYM_ENRICH	copper (II) chloride dihydrate|CuCl 2 x 2 H2O|CuCl2-2H2O|CuCl 2			
MIM:Cucl2_X_5_H2o	CuCl2 x 5 H2O	CHEBI:91245	copper(II) chloride pentahydrate	CONFIRMED				
MIM:Cucl2_X_6_H2o	CuCl2 x 6 H2O	CHEBI:49553	copper(II) chloride	SYNONYM_ENRICH	CuCl2 x 6 H2O|CuCl2 x H2O|CuCl2 · H2O|CuCl2 × 6H2O			
MIM:Cumene_Hydroperoxide	Cumene hydroperoxide	CHEBI:78673	cumene hydroperoxide	CONFIRMED				
MIM:Curcumin	Curcumin	CHEBI:3962	curcumin	CONFIRMED				
MIM:Curdlan	Curdlan	mesh:C038459	curdlan	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:C038459
MIM:Curdlan	Curdlan	cas:54724-00-4	Curdlan	UNKNOWN_TERM				neither OAK nor OLS resolves cas:54724-00-4
MIM:Curdlan	Curdlan	kgmicrobe.compound:curdlan	Curdlan	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:curdlan
MIM:Cuso4	CuSO4	CHEBI:23414	copper(II) sulfate	SYNONYM_ENRICH	CuSO4 x H2O|CuSO4 . 2H2O|CuSO4 x 2 H2O|CuSO4 x 4 H2O			
MIM:Cuso4_X_2_H2o	CuSO4 x 2 H2O	CHEBI:23414	copper(II) sulfate	SYNONYM_ENRICH	CuSO4 x 2 H2O|CuSO4 . 2H2O|CuSO4 x 4 H2O|CuSO4 x H2O			
MIM:Cuso4_X_4_H2o	CuSO4 x 4 H2O	CHEBI:23414	copper(II) sulfate	SYNONYM_ENRICH	CuSO4 x 4 H2O|CuSO4 . 2H2O|CuSO4 x 2 H2O|CuSO4 x H2O			
MIM:Cuso4_X_5_H2o	CuSO4 x 5 H2O	CHEBI:31440	copper(II) sulfate pentahydrate	SYNONYM_ENRICH	Copper (II) sulfate pentahydrate|copper sulfate pentahydrate			
MIM:Cuso4_X_6_H2o	CuSO4 x 6 H2O	CHEBI:91246	copper(II) sulfate hexahydrate	CONFIRMED				
MIM:Cyanocobalamin	Cyanocobalamin	CHEBI:17439	cyanocob(III)alamin	SYNONYM_ENRICH	Cyanocobalamine|Vitamin B12|Cyanocobalamin (B )|Cyanocobalamin (Vitamin B )|Cyanocobalamin in|Vitamin B12  (4)|Vitamin B12  (8)|Vitamin B12  (9)|vitamin B12 vitamer|vitamin B12 vitamers|vitamins B12			
MIM:Cycloheximid	Cycloheximid	CHEBI:27641	cycloheximide	SYNONYM_ENRICH	Cyclohexemid			
MIM:Cyclomaltoheptaose	Cyclomaltoheptaose	CHEBI:495055	beta-cyclodextrin	CONFIRMED				
MIM:Cyclopamine	Cyclopamine	CHEBI:4021	Cyclopamine	CONFIRMED				
MIM:Cystargin	Cystargin	mesh:C058276	cystargin	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:C058276
MIM:Cysteine	Cysteine	CHEBI:17561	L-cysteine	SYNONYM_ENRICH	2-Amino-3-mercaptopropionic acid|2-amino-3-mercaptopropanoic acid|2-amino-3-sulfanylpropanoic acid|Cystein|Hcys|Zystein|cisteina			
MIM:Cysteine	Cysteine	kgmicrobe.compound:cysteine	Cysteine	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:cysteine
MIM:Cytidine	Cytidine	CHEBI:17562	cytidine	CONFIRMED				
MIM:Cytidine_5-Monophosphate	Cytidine 5'-Monophosphate	CHEBI:17361	cytidine 5'-monophosphate	CONFIRMED				
MIM:Cytisine	Cytisine	CHEBI:4055	cytisine	CONFIRMED				
MIM:Cytosine	Cytosine	CHEBI:16040	cytosine	CONFIRMED				
MIM:Cytovirin	Cytovirin	kgmicrobe.compound:cytovirin	Cytovirin	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:cytovirin
MIM:D~28~29-Carvone	D(+)-Carvone	CHEBI:15399	(+)-carvone	SYNONYM_ENRICH	D(+)-Carvone			
MIM:D-~28~29-Galactosamine_Hydrochloride	D-(+)-Galactosamine hydrochloride	CHEBI:181432	D-(+)-Galactosamine hydrochloride	CONFIRMED				
MIM:D-~28~29-Gluconic_Acid_Gamma-lactone	D-(+)-Gluconic acid gamma-lactone	CHEBI:16217	D-glucono-1,5-lactone	SYNONYM_ENRICH	D-(+)-Gluconic acid gamma-lactone			
MIM:D-~28~29-Melezitose_Hydrate	D-(+)-Melezitose hydrate	cas:207511-10-2	D-(+)-Melezitose hydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:207511-10-2
MIM:D-~28~29-Turanose	D-(+)-Turanose	CHEBI:32528	turanose	CONFIRMED				
MIM:D-~28~29-melezitose_Monohydrate	D-(+)-melezitose monohydrate	cas:10030-67-8	D-(+)-melezitose monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:10030-67-8
MIM:D-~28-~29-Pantolactone	D-(-)-Pantolactone	CHEBI:16719	(R)-pantolactone	SYNONYM_ENRICH	D-(-)-Pantolactone			
MIM:D-~28-~29-lyxose	D-(-)-lyxose	CHEBI:16789	aldehydo-D-lyxose	SYNONYM_ENRICH	D-(-)-lyxose			
MIM:D-~28-~29-tagatose	D-(-)-tagatose	CHEBI:4249	D-tagatopyranose	SYNONYM_ENRICH	D-(-)-tagatose			
MIM:D-2-Aminobutyric_Acid	D-2-Aminobutyric acid	CHEBI:28797	D-alpha-aminobutyric acid	CONFIRMED				
MIM:D-Alanine	D-Alanine	CHEBI:15570	D-alanine	CONFIRMED				
MIM:D-Aspartic_Acid	D-Aspartic Acid	CHEBI:17364	D-aspartic acid	CONFIRMED				
MIM:D-Cycloserine	D-Cycloserine	CHEBI:40009	D-cycloserine	CONFIRMED				
MIM:D-Fructose_6-phosphate_Disodium_Salt_Hydrate	D-Fructose 6-phosphate disodium salt hydrate	CHEBI:190546	D-Fructose 6-Phosphate-Disodium Salt	SYNONYM_ENRICH	D-Fructose 6-phosphate disodium salt hydrate			
MIM:D-Fructose_6-phosphate_Disodium_Salt_Hydrate	D-Fructose 6-phosphate disodium salt hydrate	cas:26177-86-6	D-Fructose 6-phosphate disodium salt hydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:26177-86-6
MIM:D-Fructose_6-phosphate_Disodium_Salt_Hydrate	D-Fructose 6-phosphate disodium salt hydrate	kgmicrobe.compound:d-fructose_6-phosphate_disodium_salt_hydrate	D-Fructose 6-phosphate disodium salt hydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:d-fructose_6-phosphate_disodium_salt_hydrate
MIM:D-Galacturonic_Acid_Monohydrate	D-Galacturonic Acid monohydrate	CHEBI:18024	D-galacturonic acid	SYNONYM_ENRICH	D-Galacturonic Acid monohydrate			
MIM:D-Galacturonic_Acid_Monohydrate	D-Galacturonic Acid monohydrate	cas:91510-62-2	D-Galacturonic Acid monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:91510-62-2
MIM:D-Galacturonic_Acid_Monohydrate	D-Galacturonic Acid monohydrate	kgmicrobe.compound:d-galacturonic_acid_monohydrate	D-Galacturonic Acid monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:d-galacturonic_acid_monohydrate
MIM:D-Glucaric_Acid	D-Glucaric acid	CHEBI:16002	D-glucaric acid	CONFIRMED				
MIM:D-Glucosamine_6-phosphate	D-Glucosamine 6-phosphate	CHEBI:12962	D-glucosamine 6-phosphate	CONFIRMED				
MIM:D-Glucosamine_Hydrochloride	D-Glucosamine Hydrochloride	NCIT:C83732	Glucosamine Hydrochloride	UNKNOWN_TERM				neither OAK nor OLS resolves NCIT:C83732
MIM:D-Glucosamine_Hydrochloride	D-Glucosamine Hydrochloride	cas:66-84-2	D-Glucosamine Hydrochloride	UNKNOWN_TERM				neither OAK nor OLS resolves cas:66-84-2
MIM:D-Glucosamine_Hydrochloride	D-Glucosamine Hydrochloride	kgmicrobe.compound:d-glucosamine_hydrochloride	D-Glucosamine Hydrochloride	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:d-glucosamine_hydrochloride
MIM:D-Glucose-6-Phosphate_Sodium_Salt	D-Glucose-6-Phosphate sodium salt	CHEBI:26714	sodium salt	SYNONYM_ENRICH	D-Glucose-6-Phosphate sodium salt			
MIM:D-Glucose-6-Phosphate_Sodium_Salt	D-Glucose-6-Phosphate sodium salt	cas:54010-71-8	D-Glucose-6-Phosphate sodium salt	UNKNOWN_TERM				neither OAK nor OLS resolves cas:54010-71-8
MIM:D-Glucose-6-Phosphate_Sodium_Salt	D-Glucose-6-Phosphate sodium salt	kgmicrobe.compound:d-glucose-6-phosphate_sodium_salt	D-Glucose-6-Phosphate sodium salt	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:d-glucose-6-phosphate_sodium_salt
MIM:D-Glucuronic_Acid_Gamma_Lactone	D-Glucuronic acid gamma lactone	CHEBI:18268	D-glucurono-6,3-lactone	SYNONYM_ENRICH	D-Glucuronic acid gamma lactone			
MIM:D-Glucuronic_Acid_Sodium_Salt_Monohydrate	D-Glucuronic acid sodium salt monohydrate	CHEBI:4178	D-glucuronic acid	SYNONYM_ENRICH	D-Glucuronic acid sodium salt monohydrate			
MIM:D-Glucuronic_Acid_Sodium_Salt_Monohydrate	D-Glucuronic acid sodium salt monohydrate	cas:207300-70-7	D-Glucuronic acid sodium salt monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:207300-70-7
MIM:D-Glucuronic_Acid_Sodium_Salt_Monohydrate	D-Glucuronic acid sodium salt monohydrate	kgmicrobe.compound:d-glucuronic_acid_sodium_salt_monohydrate	D-Glucuronic acid sodium salt monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:d-glucuronic_acid_sodium_salt_monohydrate
MIM:D-Glutamic_Acid	D-Glutamic Acid	CHEBI:15966	D-glutamic acid	CONFIRMED				
MIM:D-Leucine	D-Leucine	CHEBI:28225	D-leucine	CONFIRMED				
MIM:D-Leucrose	D-Leucrose	cas:7158-70-5	D-Leucrose	UNKNOWN_TERM				neither OAK nor OLS resolves cas:7158-70-5
MIM:D-Lysine	D-Lysine	CHEBI:16855	D-lysine	CONFIRMED				
MIM:D-Maltose_Monohydrate	D-Maltose monohydrate	CHEBI:17306	maltose	SYNONYM_ENRICH	D-Maltose monohydrate|Maltose monohydrate			
MIM:D-Maltose_Monohydrate	D-Maltose monohydrate	cas:6363-53-7	D-Maltose monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:6363-53-7
MIM:D-Maltose_Monohydrate	D-Maltose monohydrate	kgmicrobe.compound:d-maltose_monohydrate	D-Maltose monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:d-maltose_monohydrate
MIM:D-Mannose_6-phosphate_Sodium_Salt	D-Mannose 6-phosphate sodium salt	CHEBI:17369	D-mannose 6-phosphate	SYNONYM_ENRICH	D-Mannose 6-phosphate sodium salt			
MIM:D-Mannose_6-phosphate_Sodium_Salt	D-Mannose 6-phosphate sodium salt	cas:70442-25-0	D-Mannose 6-phosphate sodium salt	UNKNOWN_TERM				neither OAK nor OLS resolves cas:70442-25-0
MIM:D-Mannose_6-phosphate_Sodium_Salt	D-Mannose 6-phosphate sodium salt	kgmicrobe.compound:d-mannose_6-phosphate_sodium_salt	D-Mannose 6-phosphate sodium salt	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:d-mannose_6-phosphate_sodium_salt
MIM:D-Methionine	D-Methionine	CHEBI:16867	D-methionine	CONFIRMED				
MIM:D-Proline	D-Proline	CHEBI:16313	D-proline	CONFIRMED				
MIM:D-Raffinose_Pentahydrate	D-Raffinose pentahydrate	CHEBI:189430	Raffinose Pentahydrate	SYNONYM_ENRICH	D-Raffinose pentahydrate			
MIM:D-Raffinose_Pentahydrate	D-Raffinose pentahydrate	cas:17629-30-0	D-Raffinose pentahydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:17629-30-0
MIM:D-Raffinose_Pentahydrate	D-Raffinose pentahydrate	kgmicrobe.compound:d-raffinose_pentahydrate	D-Raffinose pentahydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:d-raffinose_pentahydrate
MIM:D-Ribose	D-Ribose	CHEBI:16988	D-ribose	CONFIRMED				
MIM:D-Saccharic_Acid_Potassium_Salt	D-Saccharic acid potassium salt	CHEBI:26218	potassium salt	SYNONYM_ENRICH	D-Saccharic acid potassium salt			
MIM:D-Saccharic_Acid_Potassium_Salt	D-Saccharic acid potassium salt	cas:576-42-1	D-Saccharic acid potassium salt	UNKNOWN_TERM				neither OAK nor OLS resolves cas:576-42-1
MIM:D-Saccharic_Acid_Potassium_Salt	D-Saccharic acid potassium salt	kgmicrobe.compound:d-saccharic_acid_potassium_salt	D-Saccharic acid potassium salt	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:d-saccharic_acid_potassium_salt
MIM:D-Serine	D-Serine	CHEBI:16523	D-serine	CONFIRMED				
MIM:D-Sucrose	D-Sucrose	CHEBI:17992	sucrose	SYNONYM_ENRICH	D-Sucrose			
MIM:D-apiose	D-apiose	CHEBI:16689	D-apiose	CONFIRMED				
MIM:D-arabinose	D-Arabinose	CHEBI:17108	D-arabinose	CONFIRMED				
MIM:D-erythrose	D-erythrose	CHEBI:27904	D-erythrose	CONFIRMED				
MIM:D-fructose	D-Fructose	CHEBI:15824	D-fructose	SYNONYM_ENRICH	Optional ingredient|(-)-D-fructose|(2)-d-fructose			
MIM:D-galactose	D-Galactose	CHEBI:12936	D-galactose	CONFIRMED				
MIM:D-galacturonic_Acid	D-galacturonic acid	CHEBI:18024	D-galacturonic acid	CONFIRMED				
MIM:D-glucose	D-Glucose	CHEBI:17634	D-glucose	CONFIRMED				
MIM:D-glucuronic_Acid	D-glucuronic acid	CHEBI:42717	alpha-D-glucuronic acid	SYNONYM_ENRICH	(sodium salt)|D-Glucuronsaeure|D-Glukuronsaeure			
MIM:D-glucuronic_Acid	D-glucuronic acid	kgmicrobe.compound:d-glucuronic_acid	D-glucuronic acid	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:d-glucuronic_acid
MIM:D-glutamine	D-glutamine	CHEBI:17061	D-glutamine	CONFIRMED				
MIM:D-limonene	d-limonene	cas:138-86-7	d-limonene	UNKNOWN_TERM				neither OAK nor OLS resolves cas:138-86-7
MIM:D-mannitol	D-Mannitol	CHEBI:16899	D-mannitol	CONFIRMED				
MIM:D-mannose	D-Mannose	CHEBI:16024	D-mannose	CONFIRMED				
MIM:D-sorbitol	D-Sorbitol	CHEBI:17924	D-glucitol	SYNONYM_ENRICH	(-)-D-sorbitol|D-sorbitol (D-glucitol)			
MIM:D-tryptophan	D-tryptophan	CHEBI:16296	D-tryptophan	CONFIRMED				
MIM:D-xylose	D-Xylose	CHEBI:65327	D-xylose	CONFIRMED				
MIM:D-xylose_5-phosphate_Lithium_Salt	D-xylose 5-phosphate lithium salt	CHEBI:37492	D-xylose 5-phosphate	SYNONYM_ENRICH	D-xylose 5-phosphate lithium salt			
MIM:D-xylose_5-phosphate_Lithium_Salt	D-xylose 5-phosphate lithium salt	cas:66768-39-6	D-xylose 5-phosphate lithium salt	UNKNOWN_TERM				neither OAK nor OLS resolves cas:66768-39-6
MIM:D-xylose_5-phosphate_Lithium_Salt	D-xylose 5-phosphate lithium salt	kgmicrobe.compound:d-xylose_5-phosphate_lithium_salt	D-xylose 5-phosphate lithium salt	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:d-xylose_5-phosphate_lithium_salt
MIM:D	D	CHEBI:29958	L-aspartic acid residue	SYNONYM_ENRICH	(L-lactic acid, sodium salt)			
MIM:DAMPA	DAMPA	cas:19741-14-1	DAMPA	UNKNOWN_TERM				neither OAK nor OLS resolves cas:19741-14-1
MIM:DCMU	DCMU	CHEBI:116509	diuron	CONFIRMED				
MIM:DEANONOate	DEANONOate	CHEBI:77707	diethylamine NONOate	SYNONYM_ENRICH	DEANONOate			
MIM:DEANONOate	DEANONOate	cas:372965-00-9	DEANONOate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:372965-00-9
MIM:DEANONOate	DEANONOate	kgmicrobe.compound:deanonoate	DEANONOate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:deanonoate
MIM:DETANO	DETA/NO	CHEBI:50154	1,1-bis(2-aminoethyl)-2-hydroxy-3-oxotriazane	SYNONYM_ENRICH	DETA/NO			
MIM:DL-2-Aminoadipic_Acid	DL-2-Aminoadipic acid	CHEBI:37023	L-2-aminoadipic acid	SYNONYM_ENRICH	DL-2-Aminoadipic acid			
MIM:DL-2-Aminobutyric_Acid	DL-2-Aminobutyric acid	CHEBI:35621	alpha-aminobutyric acid	SYNONYM_ENRICH	DL-2-Aminobutyric acid			
MIM:DL-3-Aminoisobutyric_Acid	DL-3-Aminoisobutyric acid	CHEBI:27389	3-aminoisobutyric acid	SYNONYM_ENRICH	DL-3-Aminoisobutyric acid			
MIM:DL-3-Hydroxyisobutyric_Acid_Sodium_Salt	DL-3-Hydroxyisobutyric acid sodium salt	CHEBI:26714	sodium salt	SYNONYM_ENRICH	DL-3-Hydroxyisobutyric acid sodium salt			
MIM:DL-3-Hydroxyisobutyric_Acid_Sodium_Salt	DL-3-Hydroxyisobutyric acid sodium salt	cas:1219589-99-7	DL-3-Hydroxyisobutyric acid sodium salt	UNKNOWN_TERM				neither OAK nor OLS resolves cas:1219589-99-7
MIM:DL-3-Hydroxyisobutyric_Acid_Sodium_Salt	DL-3-Hydroxyisobutyric acid sodium salt	kgmicrobe.compound:dl-3-hydroxyisobutyric_acid_sodium_salt	DL-3-Hydroxyisobutyric acid sodium salt	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:dl-3-hydroxyisobutyric_acid_sodium_salt
MIM:DL-Glyceraldehyde_3-phosphate	DL-Glyceraldehyde 3-phosphate	CHEBI:17138	glyceraldehyde 3-phosphate	CONFIRMED				
MIM:DL-Glycerol_1-phosphate_Sodium_Salt_Hydrate	DL-Glycerol 1-phosphate sodium salt hydrate	CHEBI:14336	glycerol 1-phosphate	SYNONYM_ENRICH	DL-Glycerol 1-phosphate sodium salt hydrate			
MIM:DL-Glycerol_1-phosphate_Sodium_Salt_Hydrate	DL-Glycerol 1-phosphate sodium salt hydrate	cas:17603-42-8	DL-Glycerol 1-phosphate sodium salt hydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:17603-42-8
MIM:DL-Glycerol_1-phosphate_Sodium_Salt_Hydrate	DL-Glycerol 1-phosphate sodium salt hydrate	kgmicrobe.compound:dl-glycerol_1-phosphate_sodium_salt_hydrate	DL-Glycerol 1-phosphate sodium salt hydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:dl-glycerol_1-phosphate_sodium_salt_hydrate
