file	identifier	preferred_term	mapping_status	ontology_id	ontology_label	review_verdict	reviewer_notes
Methyl_(R)-lactate.yaml	CHEBI:74611	Methyl (R)-lactate	PENDING_REVIEW	CHEBI:74611	methyl (R)-lactate	PENDING	
Methyl_Alpha-D-mannoside.yaml	CHEBI:43943	Methyl Alpha-D-mannoside	PENDING_REVIEW	CHEBI:43943	methyl alpha-D-mannoside	PENDING	
Methyl_Beta-D-xylopyranoside.yaml	CHEBI:74863	Methyl Beta-D-xylopyranoside	PENDING_REVIEW	CHEBI:74863	methyl beta-D-xylopyranoside	PENDING	
Methyl_D-glucoside.yaml	CHEBI:37657	Methyl D-glucoside	PENDING_REVIEW	CHEBI:37657	methyl D-glucoside	PENDING	
Methyl_Pyruvate.yaml	CHEBI:51850	Methyl Pyruvate	PENDING_REVIEW	CHEBI:51850	methyl pyruvate	PENDING	
Mezlocillin.yaml	CHEBI:6919	Mezlocillin	PENDING_REVIEW	CHEBI:6919	mezlocillin	PENDING	
Midecamycin.yaml	CHEBI:31845	Midecamycin	PENDING_REVIEW	CHEBI:31845	Midecamycin	PENDING	
Minocycline.yaml	CHEBI:50694	Minocycline	PENDING_REVIEW	CHEBI:50694	minocycline	PENDING	
Monomethyl_Succinate.yaml	CHEBI:75146	Monomethyl Succinate	PENDING_REVIEW	CHEBI:75146	monomethyl succinate	PENDING	
Mucin.yaml	NCIT:C16883	Mucin	PENDING_REVIEW	NCIT:C16883	Mucin	PENDING	
N-acetyl-beta-D-mannosamine.yaml	CHEBI:63154	N-acetyl-beta-D-mannosamine	PENDING_REVIEW	CHEBI:63154	N-acetyl-beta-D-mannosamine	PENDING	
N-acetylgalactosamine.yaml	CHEBI:28800	N-acetylgalactosamine	PENDING_REVIEW	CHEBI:28800	N-acetylgalactosamine	PENDING	
N-acetylneuraminate.yaml	CHEBI:35418	N-acetylneuraminate	PENDING_REVIEW	CHEBI:35418	N-acetylneuraminate	PENDING	
N-acetyltyramine.yaml	CHEBI:125610	N-acetyltyramine	PENDING_REVIEW	CHEBI:125610	N-acetyltyramine	PENDING	
Narbomycin.yaml	CHEBI:29649	Narbomycin	PENDING_REVIEW	CHEBI:29649	narbomycin	PENDING	
Natamycin.yaml	CHEBI:7488	Natamycin	PENDING_REVIEW	CHEBI:7488	natamycin	PENDING	
Neoantimycin.yaml	CHEBI:215310	Neoantimycin	PENDING_REVIEW	CHEBI:215310	Neoantimycin	PENDING	
Netilmycin.yaml	CHEBI:7528	Netilmycin	PENDING_REVIEW	CHEBI:7528	netilmycin	PENDING	
Niddamycin.yaml	CHEBI:31908	Niddamycin	PENDING_REVIEW	CHEBI:31908	Niddamycin	PENDING	
Nitrate.yaml	CHEBI:17632	Nitrate	PENDING_REVIEW	CHEBI:17632	nitrate	PENDING	
Nitrite.yaml	CHEBI:16301	Nitrite	PENDING_REVIEW	CHEBI:16301	nitrite	PENDING	
Nocardimicin_G.yaml	CHEBI:202593	Nocardimicin G	PENDING_REVIEW	CHEBI:202593	Nocardimicin G	PENDING	
Nocardimicin_H.yaml	CHEBI:213460	Nocardimicin H	PENDING_REVIEW	CHEBI:213460	Nocardimicin H	PENDING	
Nocardimicin_I.yaml	CHEBI:203663	Nocardimicin I	PENDING_REVIEW	CHEBI:203663	Nocardimicin I	PENDING	
Nogalamycin.yaml	CHEBI:44504	Nogalamycin	PENDING_REVIEW	CHEBI:44504	nogalamycin	PENDING	
Nojirimycin.yaml	CHEBI:28945	Nojirimycin	PENDING_REVIEW	CHEBI:28945	nojirimycin	PENDING	
Novobiocin.yaml	CHEBI:28368	Novobiocin	PENDING_REVIEW	CHEBI:28368	novobiocin	PENDING	
Nucleocidin.yaml	CHEBI:166872	Nucleocidin	PENDING_REVIEW	CHEBI:166872	nucleocidin	PENDING	
Nystatin.yaml	CHEBI:7660	Nystatin	PENDING_REVIEW	CHEBI:7660	nystatin	PENDING	
Oleandomycin.yaml	CHEBI:16869	Oleandomycin	PENDING_REVIEW	CHEBI:16869	oleandomycin	PENDING	
Optochin.yaml	CHEBI:86455	Optochin	PENDING_REVIEW	CHEBI:86455	optochin	PENDING	
Ornithine.yaml	CHEBI:18257	Ornithine	PENDING_REVIEW	CHEBI:18257	ornithine	PENDING	
Ossamycin.yaml	CHEBI:77735	Ossamycin	PENDING_REVIEW	CHEBI:77735	ossamycin	PENDING	
Oxacillin.yaml	CHEBI:7809	Oxacillin	PENDING_REVIEW	CHEBI:7809	oxacillin	PENDING	
Oxalate.yaml	CHEBI:132952	Oxalate	PENDING_REVIEW	CHEBI:132952	oxalate	PENDING	
Oxamicetin.yaml	CHEBI:220394	Oxamicetin	PENDING_REVIEW	CHEBI:220394	Oxamicetin	PENDING	
Oxolinate.yaml	CHEBI:59066	Oxolinate	PENDING_REVIEW	CHEBI:59066	oxolinate	PENDING	
Oxytetracycline.yaml	CHEBI:27701	Oxytetracycline	PENDING_REVIEW	CHEBI:27701	oxytetracycline	PENDING	
Paromomycin.yaml	CHEBI:7934	Paromomycin	PENDING_REVIEW	CHEBI:7934	paromomycin	PENDING	
Pefloxacin.yaml	CHEBI:50199	Pefloxacin	PENDING_REVIEW	CHEBI:50199	pefloxacin	PENDING	
Phenanthrene.yaml	CHEBI:28851	Phenanthrene	PENDING_REVIEW	CHEBI:28851	phenanthrene	PENDING	
Phenoxymethylpenicillin.yaml	CHEBI:27446	Phenoxymethylpenicillin	PENDING_REVIEW	CHEBI:27446	phenoxymethylpenicillin	PENDING	
Phenylacetate.yaml	CHEBI:18401	Phenylacetate	PENDING_REVIEW	CHEBI:18401	phenylacetate	PENDING	
Phenylethylamine.yaml	CHEBI:50048	Phenylethylamine	PENDING_REVIEW	CHEBI:50048	phenylethylamine	PENDING	
Phosphocholine.yaml	CHEBI:18132	Phosphocholine	PENDING_REVIEW	CHEBI:18132	phosphocholine	PENDING	
Piperacillin.yaml	CHEBI:8232	Piperacillin	PENDING_REVIEW	CHEBI:8232	piperacillin	PENDING	
Polychlorobiphenyl.yaml	CHEBI:53156	Polychlorobiphenyl	PENDING_REVIEW	CHEBI:53156	polychlorobiphenyl	PENDING	
Polymyxin.yaml	CHEBI:59062	Polymyxin	PENDING_REVIEW	CHEBI:59062	polymyxin	PENDING	
Porfiromycin.yaml	CHEBI:208611	Porfiromycin	PENDING_REVIEW	CHEBI:208611	Porfiromycin	PENDING	
Porphyrin.yaml	CHEBI:8337	Porphyrin	PENDING_REVIEW	CHEBI:8337	porphyrin	PENDING	
Potassium.yaml	NCIT:C765	Potassium	PENDING_REVIEW	NCIT:C765	Potassium	PENDING	
Potassium_Gluconate.yaml	CHEBI:32032	Potassium Gluconate	PENDING_REVIEW	CHEBI:32032	Potassium gluconate	PENDING	
Pradimicin.yaml	CHEBI:83230	Pradimicin	PENDING_REVIEW	CHEBI:83230	pradimicin	PENDING	
Pravastatin.yaml	CHEBI:63618	Pravastatin	PENDING_REVIEW	CHEBI:63618	pravastatin	PENDING	
Pristinamycin.yaml	CHEBI:85274	Pristinamycin	PENDING_REVIEW	CHEBI:85274	pristinamycin	PENDING	
Propionamide.yaml	CHEBI:45422	Propionamide	PENDING_REVIEW	CHEBI:45422	propionamide	PENDING	
Propionate.yaml	CHEBI:17272	Propionate	PENDING_REVIEW	CHEBI:17272	propionate	PENDING	
Purines.yaml	CHEBI:26401	Purines	PENDING_REVIEW	CHEBI:26401	purines	PENDING	
Puromycin.yaml	CHEBI:17939	Puromycin	PENDING_REVIEW	CHEBI:17939	puromycin	PENDING	
Pyrene.yaml	CHEBI:39106	Pyrene	PENDING_REVIEW	CHEBI:39106	pyrene	PENDING	
Pyridomycin.yaml	CHEBI:221765	Pyridomycin	PENDING_REVIEW	CHEBI:221765	Pyridomycin	PENDING	
Pyrrolomycin_A.yaml	CHEBI:156550	Pyrrolomycin A	PENDING_REVIEW	CHEBI:156550	pyrrolomycin A	PENDING	
Pyrrolomycin_B.yaml	CHEBI:220052	Pyrrolomycin B	PENDING_REVIEW	CHEBI:220052	Pyrrolomycin B	PENDING	
Quinate.yaml	CHEBI:26490	Quinate	PENDING_REVIEW	CHEBI:26490	quinate	PENDING	
Resistomycin.yaml	CHEBI:29671	Resistomycin	PENDING_REVIEW	CHEBI:29671	Resistomycin	PENDING	
Rhamnose.yaml	CHEBI:26546	Rhamnose	PENDING_REVIEW	CHEBI:26546	rhamnose	PENDING	
Ribitol.yaml	CHEBI:15963	Ribitol	PENDING_REVIEW	CHEBI:15963	ribitol	PENDING	
Rifabutin.yaml	CHEBI:45367	Rifabutin	PENDING_REVIEW	CHEBI:45367	rifabutin	PENDING	
Rifamycin.yaml	NCIT:C29406	Rifamycin	PENDING_REVIEW	NCIT:C29406	Rifamycin	PENDING	
Rifamycin_B.yaml	CHEBI:17876	Rifamycin B	PENDING_REVIEW	CHEBI:17876	rifamycin B	PENDING	
Rifamycin_O.yaml	CHEBI:16324	Rifamycin O	PENDING_REVIEW	CHEBI:16324	rifamycin O	PENDING	
Rifamycin_S.yaml	CHEBI:34948	Rifamycin S	PENDING_REVIEW	CHEBI:34948	Rifamycin S	PENDING	
Rifamycin_Sv.yaml	CHEBI:29673	Rifamycin Sv	PENDING_REVIEW	CHEBI:29673	rifamycin SV	PENDING	
Rosaramicin.yaml	CHEBI:87084	Rosaramicin	PENDING_REVIEW	CHEBI:87084	rosaramicin	PENDING	
Roxithromycin.yaml	CHEBI:48844	Roxithromycin	PENDING_REVIEW	CHEBI:48844	roxithromycin	PENDING	
Rubrolone.yaml	CHEBI:140148	Rubrolone	PENDING_REVIEW	CHEBI:140148	rubrolone	PENDING	
Salicin.yaml	CHEBI:17814	Salicin	PENDING_REVIEW	CHEBI:17814	salicin	PENDING	
Salinomycin.yaml	CHEBI:80025	Salinomycin	PENDING_REVIEW	CHEBI:80025	Salinomycin	PENDING	
Sandramycin.yaml	CHEBI:221703	Sandramycin	PENDING_REVIEW	CHEBI:221703	Sandramycin	PENDING	
Selenate.yaml	CHEBI:15075	Selenate	PENDING_REVIEW	CHEBI:15075	selenate	PENDING	
Serine.yaml	CHEBI:17822	Serine	PENDING_REVIEW	CHEBI:17822	serine	PENDING	
Showdomycin.yaml	CHEBI:226519	Showdomycin	PENDING_REVIEW	CHEBI:226519	Showdomycin	PENDING	
Sodium_Malonate.yaml	CHEBI:62983	Sodium Malonate	PENDING_REVIEW	CHEBI:62983	sodium malonate	PENDING	
Sorbose.yaml	CHEBI:27922	Sorbose	PENDING_REVIEW	CHEBI:27922	sorbose	PENDING	
Spectinomycin.yaml	CHEBI:9215	Spectinomycin	PENDING_REVIEW	CHEBI:9215	spectinomycin	PENDING	
Spinosyn.yaml	CHEBI:39207	Spinosyn	PENDING_REVIEW	CHEBI:39207	spinosyn	PENDING	
Spiramycin_II.yaml	CHEBI:31168	Spiramycin II	PENDING_REVIEW	CHEBI:31168	spiramycin II	PENDING	
Staurosporine.yaml	CHEBI:15738	Staurosporine	PENDING_REVIEW	CHEBI:15738	staurosporine	PENDING	
Sterol.yaml	CHEBI:15889	Sterol	PENDING_REVIEW	CHEBI:15889	sterol	PENDING	
Streptolydigin.yaml	CHEBI:45773	Streptolydigin	PENDING_REVIEW	CHEBI:45773	streptolydigin	PENDING	
Streptomycin.yaml	CHEBI:17076	Streptomycin	PENDING_REVIEW	CHEBI:17076	streptomycin	PENDING	
Streptovaricin.yaml	CHEBI:26790	Streptovaricin	PENDING_REVIEW	CHEBI:26790	streptovaricin	PENDING	
Succinamate.yaml	CHEBI:143136	Succinamate	PENDING_REVIEW	CHEBI:143136	succinamate	PENDING	
Sulbactam.yaml	CHEBI:9321	Sulbactam	PENDING_REVIEW	CHEBI:9321	sulbactam	PENDING	
Sulfadimethoxine.yaml	CHEBI:32161	Sulfadimethoxine	PENDING_REVIEW	CHEBI:32161	sulfadimethoxine	PENDING	
Sulfamerazine.yaml	CHEBI:102130	Sulfamerazine	PENDING_REVIEW	CHEBI:102130	sulfamerazine	PENDING	
Sulfamethoxydiazine.yaml	CHEBI:53727	Sulfamethoxydiazine	PENDING_REVIEW	CHEBI:53727	sulfamethoxydiazine	PENDING	
Sulfate.yaml	CHEBI:16189	Sulfate	PENDING_REVIEW	CHEBI:16189	sulfate	PENDING	
Sulfide.yaml	CHEBI:26822	Sulfide	PENDING_REVIEW	CHEBI:26822	sulfide	PENDING	
Sulfisoxazole.yaml	CHEBI:102484	Sulfisoxazole	PENDING_REVIEW	CHEBI:102484	sulfisoxazole	PENDING	
Sulfite.yaml	CHEBI:17359	Sulfite	PENDING_REVIEW	CHEBI:17359	sulfite	PENDING	
Sulfonamide.yaml	CHEBI:35358	Sulfonamide	PENDING_REVIEW	CHEBI:35358	sulfonamide	PENDING	
Tagatose.yaml	CHEBI:33954	Tagatose	PENDING_REVIEW	CHEBI:33954	tagatose	PENDING	
Tartrate.yaml	CHEBI:132950	Tartrate	PENDING_REVIEW	CHEBI:132950	tartrate	PENDING	
Taurocholate.yaml	CHEBI:36257	Taurocholate	PENDING_REVIEW	CHEBI:36257	taurocholate	PENDING	
Tazobactam.yaml	CHEBI:9421	Tazobactam	PENDING_REVIEW	CHEBI:9421	tazobactam	PENDING	
Teicoplanin.yaml	CHEBI:29687	Teicoplanin	PENDING_REVIEW	CHEBI:29687	teicoplanin	PENDING	
Tellurite.yaml	CHEBI:30477	Tellurite	PENDING_REVIEW	CHEBI:30477	tellurite	PENDING	
Tetraphene.yaml	CHEBI:51348	Tetraphene	PENDING_REVIEW	CHEBI:51348	tetraphene	PENDING	
Tetrazolium_Blue.yaml	CHEBI:75198	Tetrazolium Blue	PENDING_REVIEW	CHEBI:75198	tetrazolium blue	PENDING	
Tetrodotoxin.yaml	CHEBI:9506	Tetrodotoxin	PENDING_REVIEW	CHEBI:9506	tetrodotoxin	PENDING	
Texazone.yaml	CHEBI:197442	Texazone	PENDING_REVIEW	CHEBI:197442	texazone	PENDING	
Thiolutin.yaml	CHEBI:156450	Thiolutin	PENDING_REVIEW	CHEBI:156450	thiolutin	PENDING	
Thiostrepton.yaml	CHEBI:29693	Thiostrepton	PENDING_REVIEW	CHEBI:29693	thiostrepton	PENDING	
Threonine.yaml	CHEBI:26986	Threonine	PENDING_REVIEW	CHEBI:26986	threonine	PENDING	
Ticarcillin.yaml	CHEBI:9587	Ticarcillin	PENDING_REVIEW	CHEBI:9587	ticarcillin	PENDING	
Tigecycline.yaml	CHEBI:149836	Tigecycline	PENDING_REVIEW	CHEBI:149836	tigecycline	PENDING	
Tobramycin.yaml	CHEBI:28864	Tobramycin	PENDING_REVIEW	CHEBI:28864	tobramycin	PENDING	
Toyocamycin.yaml	CHEBI:134606	Toyocamycin	PENDING_REVIEW	CHEBI:134606	toyocamycin	PENDING	
Tributyrin.yaml	CHEBI:35020	Tributyrin	PENDING_REVIEW	CHEBI:35020	tributyrin	PENDING	
Troleandomycin.yaml	CHEBI:45735	Troleandomycin	PENDING_REVIEW	CHEBI:45735	troleandomycin	PENDING	
Tubelactomicin_A.yaml	CHEBI:66279	Tubelactomicin A	PENDING_REVIEW	CHEBI:66279	tubelactomicin A	PENDING	
Tubercidin.yaml	CHEBI:48267	Tubercidin	PENDING_REVIEW	CHEBI:48267	tubercidin	PENDING	
Urocanic_Acid.yaml	CHEBI:27248	Urocanic Acid	PENDING_REVIEW	CHEBI:27248	urocanic acid	PENDING	
Valerate.yaml	CHEBI:31011	Valerate	PENDING_REVIEW	CHEBI:31011	valerate	PENDING	
Vancomycin.yaml	CHEBI:28001	Vancomycin	PENDING_REVIEW	CHEBI:28001	vancomycin	PENDING	
Vancoresmycin.yaml	CHEBI:213208	Vancoresmycin	PENDING_REVIEW	CHEBI:213208	Vancoresmycin	PENDING	
Viomycin.yaml	CHEBI:15782	Viomycin	PENDING_REVIEW	CHEBI:15782	viomycin	PENDING	
Virginiamycin.yaml	CHEBI:87209	Virginiamycin	PENDING_REVIEW	CHEBI:87209	virginiamycin	PENDING	
Xanthan.yaml	CHEBI:189560	Xanthan	PENDING_REVIEW	CHEBI:189560	xanthan	PENDING	
(-)-anisomycin.yaml	CHEBI:338412	(-)-anisomycin	UNMAPPED	CHEBI:338412		SUSPECT_ID_OUT_OF_RANGE	CHEBI:338412 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
1-chlorobutane.yaml	CHEBI:747005	1-chlorobutane	UNMAPPED	CHEBI:747005		SUSPECT_ID_OUT_OF_RANGE	CHEBI:747005 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
1-chloropropane.yaml	CHEBI:747004	1-chloropropane	UNMAPPED	CHEBI:747004		SUSPECT_ID_OUT_OF_RANGE	CHEBI:747004 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
4-nitrophenyl_Alpha-D-galactoside.yaml	CHEBI:546840	4-nitrophenyl Alpha-D-galactoside	UNMAPPED	CHEBI:546840		SUSPECT_ID_OUT_OF_RANGE	CHEBI:546840 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
Carbomycin.yaml	CHEBI:756054	Carbomycin	UNMAPPED	CHEBI:756054		SUSPECT_ID_OUT_OF_RANGE	CHEBI:756054 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
Cefazolin.yaml	CHEBI:474053	Cefazolin	UNMAPPED	CHEBI:474053		SUSPECT_ID_OUT_OF_RANGE	CHEBI:474053 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
Cefepime.yaml	CHEBI:478164	Cefepime	UNMAPPED	CHEBI:478164		SUSPECT_ID_OUT_OF_RANGE	CHEBI:478164 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
Cefixime.yaml	CHEBI:472657	Cefixime	UNMAPPED	CHEBI:472657		SUSPECT_ID_OUT_OF_RANGE	CHEBI:472657 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
Cefotiam.yaml	CHEBI:355510	Cefotiam	UNMAPPED	CHEBI:355510		SUSPECT_ID_OUT_OF_RANGE	CHEBI:355510 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
Colistin_Sulfate.yaml	CHEBI:759883	Colistin Sulfate	UNMAPPED	CHEBI:759883		SUSPECT_ID_OUT_OF_RANGE	CHEBI:759883 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
Ertapenem.yaml	CHEBI:404903	Ertapenem	UNMAPPED	CHEBI:404903		SUSPECT_ID_OUT_OF_RANGE	CHEBI:404903 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
Gamma-cyclodextrin.yaml	CHEBI:495056	Gamma-cyclodextrin	UNMAPPED	CHEBI:495056		SUSPECT_ID_OUT_OF_RANGE	CHEBI:495056 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
Gentamicin.yaml	CHEBI:759884	Gentamicin	UNMAPPED	CHEBI:759884		SUSPECT_ID_OUT_OF_RANGE	CHEBI:759884 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
Imipenem.yaml	CHEBI:471744	Imipenem	UNMAPPED	CHEBI:471744		SUSPECT_ID_OUT_OF_RANGE	CHEBI:471744 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
Lysostaphin.yaml	CHEBI:753395	Lysostaphin	UNMAPPED	CHEBI:753395		SUSPECT_ID_OUT_OF_RANGE	CHEBI:753395 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
Netilmicin.yaml	CHEBI:748901	Netilmicin	UNMAPPED	CHEBI:748901		SUSPECT_ID_OUT_OF_RANGE	CHEBI:748901 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
Polymyxin_B.yaml	CHEBI:759086	Polymyxin B	UNMAPPED	CHEBI:759086		SUSPECT_ID_OUT_OF_RANGE	CHEBI:759086 exceeds the CHEBI accession ceiling and does not resolve; validate-products reported ID_OUT_OF_RANGE. Left UNMAPPED for curation.
