identifier	file	preferred_term	category	query	match_type	ontology_id	ontology	ontology_label	matched_term	standard_label_needed	missing_exact_synonyms	confidence	recommended_action
UNMAPPED_0164	data/ingredients/unmapped/Cholinium_Alpha_Ketoglutarate.yaml	Cholinium alpha ketoglutarate	UNKNOWN	Cholinium alpha ketoglutarate|Cholinium Alpha Ketoglutarate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0163	data/ingredients/unmapped/Cholinium_Aspartate.yaml	Cholinium aspartate	UNKNOWN	Cholinium aspartate|Cholinium Aspartate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0161	data/ingredients/unmapped/Cholinium_Glutamate.yaml	Cholinium glutamate	UNKNOWN	Cholinium glutamate|Cholinium Glutamate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0162	data/ingredients/unmapped/Cholinium_Hydrogen_Phosphate.yaml	Cholinium hydrogen phosphate	SIMPLE_CHEMICAL	Cholinium hydrogen phosphate|Cholinium Hydrogen Phosphate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0160	data/ingredients/unmapped/Cholinium_Phosphate.yaml	Cholinium phosphate	SIMPLE_CHEMICAL	Cholinium phosphate|Cholinium Phosphate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0153	data/ingredients/unmapped/Chromium-NTA.yaml	Chromium-NTA	SIMPLE_CHEMICAL	Chromium-NTA	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0112	data/ingredients/unmapped/Chu_Stock_Solution.yaml	Chu Stock Solution	SIMPLE_CHEMICAL	Chu Stock Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0177	data/ingredients/unmapped/Clovis_Xylem_Sap.yaml	Clovis xylem sap	UNKNOWN	Clovis xylem sap|Clovis Xylem Sap	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0360	data/ingredients/unmapped/Co-carboxylase.yaml	Co-carboxylase	UNKNOWN	Co-carboxylase	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0154	data/ingredients/unmapped/Cobalt-NTA.yaml	Cobalt-NTA	SIMPLE_CHEMICAL	Cobalt-NTA	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0143	data/ingredients/unmapped/Cobalt_(III)-EDTA.yaml	cobalt (III)-EDTA	SIMPLE_CHEMICAL	cobalt (III)-EDTA|Cobalt (III)-EDTA|cobalt -EDTA	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0361	data/ingredients/unmapped/Colloidal_Chitin.yaml	Colloidal chitin	UNKNOWN	Colloidal chitin|Colloidal Chitin	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0118	data/ingredients/unmapped/Columbia_Blood_Agar_Base.yaml	Columbia blood agar base	UNKNOWN	Columbia blood agar base|Columbia Blood Agar Base	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0363	data/ingredients/unmapped/Complan.yaml	Complan	UNKNOWN	Complan	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0151	data/ingredients/unmapped/Copper-NTA.yaml	Copper-NTA	SIMPLE_CHEMICAL	Copper-NTA	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0365	data/ingredients/unmapped/Corn_Meal.yaml	Corn meal	UNKNOWN	Corn meal	SYNONYM_EXACT	FOODON:03310257	foodon	cornmeal	corn meal	true	cornmeal|Corn meal	medium	candidate_map_exact_synonym
UNMAPPED_0365	data/ingredients/unmapped/Corn_Meal.yaml	Corn meal	UNKNOWN	Corn meal	SYNONYM_EXACT	mesh:D005433	mesh	Flour	Corn Meal	true	Flour|Corn meal	medium	candidate_map_exact_synonym
UNMAPPED_0130	data/ingredients/unmapped/Corn_Meal_Agar.yaml	Corn meal agar	UNKNOWN	Corn meal agar|Corn Meal Agar	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0366	data/ingredients/unmapped/Corn_Steep_Powder.yaml	Corn steep powder	UNKNOWN	Corn steep powder|Corn Steep Powder	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0367	data/ingredients/unmapped/Cow_Manure.yaml	Cow manure	UNKNOWN	Cow manure|Cow Manure	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0369	data/ingredients/unmapped/CrKSO42_X_12_H2O.yaml	CrKSO42 x 12 H2O	SIMPLE_CHEMICAL	CrKSO42 x 12 H2O|CrKSO42 X 12 H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0213	data/ingredients/unmapped/Cravingzgone.yaml	Cravingzgone	UNKNOWN	Cravingzgone	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0370	data/ingredients/unmapped/Czapek-Dox_Liquid_Medium.yaml	Czapek-Dox liquid medium	COMPLEX_MIXTURE	Czapek-Dox liquid medium|Czapek-Dox Liquid Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0119	data/ingredients/unmapped/Czapek_Dox_Agar.yaml	Czapek Dox agar	UNKNOWN	Czapek Dox agar|Czapek Dox Agar	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0277	data/ingredients/unmapped/DL_Vitamins.yaml	DL vitamins	COMPLEX_MIXTURE	DL vitamins|DL Vitamins	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0092	data/ingredients/unmapped/Das_Macro_Solution.yaml	DAS Macro Solution	SIMPLE_CHEMICAL	DAS Macro Solution|Das Macro Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0059	data/ingredients/unmapped/Das_Vitamin_Cocktail.yaml	DAS Vitamin Cocktail	COMPLEX_MIXTURE	DAS Vitamin Cocktail|Das Vitamin Cocktail	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0312	data/ingredients/unmapped/Day_AminoAcid20.yaml	Day_AminoAcid20	UNKNOWN	Day_AminoAcid20|Day AminoAcid20	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0372	data/ingredients/unmapped/Dehydrated_RCM_Medium.yaml	dehydrated RCM medium	COMPLEX_MIXTURE	dehydrated RCM medium|Dehydrated RCM Medium|ded RCM medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0373	data/ingredients/unmapped/Dehydrated_Wilkins-Chalgren_Medium.yaml	dehydrated Wilkins-Chalgren medium	COMPLEX_MIXTURE	dehydrated Wilkins-Chalgren medium|Dehydrated Wilkins-Chalgren Medium|ded Wilkins-Chalgren medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0200	data/ingredients/unmapped/Deoxysappanone_B_73-Dimethyl_Ether.yaml	Deoxysappanone B 7,3'-Dimethyl Ether	UNKNOWN	Deoxysappanone B 7,3'-Dimethyl Ether|Deoxysappanone B 73-Dimethyl Ether	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0374	data/ingredients/unmapped/Desicatted_Ox-bile.yaml	Desicatted Ox-bile	UNKNOWN	Desicatted Ox-bile	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0167	data/ingredients/unmapped/Dextran_Mw_1270.yaml	dextran, Mw ~1,270	UNKNOWN	dextran, Mw ~1,270|Dextran Mw 1270	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0168	data/ingredients/unmapped/Dextran_Mw_200000.yaml	dextran, Mw ~200,000	UNKNOWN	dextran, Mw ~200,000|Dextran Mw 200000|filtered, dextran, Mw ~200,000|autoclaved	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0006	data/ingredients/unmapped/Dh2o.yaml	dH2O	SIMPLE_CHEMICAL	distilled water	LABEL_EXACT	ENVO:00003065	envo	distilled water	distilled water	true	distilled water|dH2O	high	candidate_map_exact_label
UNMAPPED_0375	data/ingredients/unmapped/Diced_Potato.yaml	Diced potato	UNKNOWN	Diced potato|Diced Potato	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0376	data/ingredients/unmapped/Dichloran-Glycerol-agar_Base.yaml	Dichloran-Glycerol-agar base	UNKNOWN	Dichloran-Glycerol-agar base|Dichloran-Glycerol-agar Base	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0377	data/ingredients/unmapped/Difco_0001.yaml	Difco 0001	UNKNOWN	Difco 0001	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0378	data/ingredients/unmapped/Difco_Marine_Broth.yaml	Difco marine broth	UNKNOWN	Difco marine broth|Difco Marine Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0201	data/ingredients/unmapped/Dihydrocelastrol.yaml	Dihydrocelastrol	UNKNOWN	Dihydrocelastrol	SYNONYM_EXACT	CHEBI:132340	chebi	triptohypol C	dihydrocelastrol	true	triptohypol C|Dihydrocelastrol	medium	candidate_map_exact_synonym
UNMAPPED_0192	data/ingredients/unmapped/Dihydrodehydroerosone.yaml	Dihydrodehydroerosone	UNKNOWN	Dihydrodehydroerosone	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0278	data/ingredients/unmapped/Dv_base_Y_medium.yaml	Dv_base_Y_medium	COMPLEX_MIXTURE	Dv_base_Y_medium|Dv base Y medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0305	data/ingredients/unmapped/Dv_base_medium.yaml	Dv_base_medium	COMPLEX_MIXTURE	Dv_base_medium|Dv base medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0083	data/ingredients/unmapped/Dyiii_Medium.yaml	DYIII Medium	COMPLEX_MIXTURE	DYIII Medium|Dyiii Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0068	data/ingredients/unmapped/Dyv_Metal_Solution.yaml	DYV Metal Solution	SIMPLE_CHEMICAL	DYV Metal Solution|Dyv Metal Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0380	data/ingredients/unmapped/EBIOS.yaml	EBIOS	SIMPLE_CHEMICAL	EBIOS	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0073	data/ingredients/unmapped/Edta_Stock.yaml	EDTA Stock	SIMPLE_CHEMICAL	EDTA Stock|Edta Stock	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0062	data/ingredients/unmapped/Enriched_Seawater_Medium.yaml	Enriched Seawater Medium	COMPLEX_MIXTURE	Enriched Seawater Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0031	data/ingredients/unmapped/Enrichment_Solution_For_Seawater_Medium.yaml	Enrichment Solution for Seawater Medium	COMPLEX_MIXTURE	Enrichment Solution for Seawater Medium|Enrichment Solution For Seawater Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0188	data/ingredients/unmapped/Epitheaflavic_Acid.yaml	Epitheaflavic Acid	UNKNOWN	Epitheaflavic Acid	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0024	data/ingredients/unmapped/Erdschreibers_Medium.yaml	Erdschreiber's Medium	COMPLEX_MIXTURE	Erdschreiber's Medium|Erdschreibers Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0159	data/ingredients/unmapped/Ethanolamine_Acetate.yaml	Ethanolamine acetate	UNKNOWN	Ethanolamine acetate|Ethanolamine Acetate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0064	data/ingredients/unmapped/Euglena_Medium.yaml	Euglena Medium	COMPLEX_MIXTURE	Euglena Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0033	data/ingredients/unmapped/F2_Medium.yaml	F/2 Medium	COMPLEX_MIXTURE	F/2 Medium|F2 Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0382	data/ingredients/unmapped/FBS.yaml	FBS	SIMPLE_CHEMICAL	FBS	SYNONYM_EXACT	NCIT:C80400	ncit	Fasting Blood Sugar Measurement	FBS	true	Fasting Blood Sugar Measurement|FBS	medium	candidate_map_exact_synonym
UNMAPPED_0382	data/ingredients/unmapped/FBS.yaml	FBS	SIMPLE_CHEMICAL	FBS	SYNONYM_EXACT	NCIT:C113696	ncit	Fetal Bovine Serum	FBS	true	Fetal Bovine Serum|FBS	medium	candidate_map_exact_synonym
UNMAPPED_0120	data/ingredients/unmapped/Fastidious_Anaerobe_Agar.yaml	Fastidious Anaerobe Agar	UNKNOWN	Fastidious Anaerobe Agar	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0381	data/ingredients/unmapped/Fastidious_Anaerobe_Basal_Broth.yaml	Fastidious Anaerobe Basal Broth	UNKNOWN	Fastidious Anaerobe Basal Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0383	data/ingredients/unmapped/FeNa-EDTA.yaml	FeNa-EDTA	SIMPLE_CHEMICAL	FeNa-EDTA	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0385	data/ingredients/unmapped/FeSO43_X_N_H2O.yaml	FeSO43 x n H2O	SIMPLE_CHEMICAL	FeSO43 x n H2O|FeSO43 X N H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0109	data/ingredients/unmapped/Fe_Edta.yaml	FE EDTA	SIMPLE_CHEMICAL	FE EDTA|Fe Edta	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0149	data/ingredients/unmapped/Ferric-NTA.yaml	Ferric-NTA	SIMPLE_CHEMICAL	Ferric-NTA	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0301	data/ingredients/unmapped/Ferric_Malate_Solution.yaml	ferric malate solution	SIMPLE_CHEMICAL	ferric malate solution|Ferric Malate Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0211	data/ingredients/unmapped/Fibersol-2-AG.yaml	Fibersol-2-AG	SIMPLE_CHEMICAL	Fibersol-2-AG	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0387	data/ingredients/unmapped/Fresh_Egg_Mixture.yaml	Fresh egg mixture	COMPLEX_MIXTURE	Fresh egg mixture|Fresh Egg Mixture	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0209	data/ingredients/unmapped/Fructooligosaccharides_From_Chicory.yaml	Fructooligosaccharides from chicory	UNKNOWN	Fructooligosaccharides from chicory|Fructooligosaccharides From Chicory	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0001	data/ingredients/unmapped/Full_Composition_Available_At_Source_Database.yaml	Full composition available at source database	PLACEHOLDER	Full composition available at source database|Full Composition Available At Source Database	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0108	data/ingredients/unmapped/G9_Trace_Metals_For_J_Medium.yaml	G9 Trace Metals for J medium	COMPLEX_MIXTURE	G9 Trace Metals for J medium|G9 Trace Metals For J Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0121	data/ingredients/unmapped/GAM_Agar.yaml	GAM agar	SIMPLE_CHEMICAL	GAM agar|GAM Agar	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0388	data/ingredients/unmapped/GAM_Broth.yaml	GAM broth	SIMPLE_CHEMICAL	GAM broth|GAM Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0389	data/ingredients/unmapped/GAM_Broth_Mod_Powder.yaml	GAM Broth mod. powder	SIMPLE_CHEMICAL	GAM Broth mod. powder|GAM Broth Mod Powder	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0390	data/ingredients/unmapped/GAM_Broth_Powder.yaml	GAM Broth powder	SIMPLE_CHEMICAL	GAM Broth powder|GAM Broth Powder	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0397	data/ingredients/unmapped/GYP-sodium_Acetate-mineral_Salts_Broth.yaml	GYP-sodium acetate-mineral salts broth	SIMPLE_CHEMICAL	GYP-sodium acetate-mineral salts broth|GYP-sodium Acetate-mineral Salts Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0238	data/ingredients/unmapped/Galactan_From_Potato.yaml	Galactan from Potato	UNKNOWN	Galactan from Potato|Galactan From Potato|autoclaved, Galactan from Potato|filtered	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0391	data/ingredients/unmapped/Gamborg_B5_Medium_Incl_Vitamins.yaml	Gamborg B5 Medium incl. Vitamins	COMPLEX_MIXTURE	Gamborg B5 Medium incl. Vitamins|Gamborg B5 Medium Incl Vitamins	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0145	data/ingredients/unmapped/Gjerstad_Humics.yaml	Gjerstad humics	UNKNOWN	Gjerstad humics|Gjerstad Humics	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0122	data/ingredients/unmapped/Glycerol-asparagine_Agar.yaml	Glycerol-asparagine agar	UNKNOWN	Glycerol-asparagine agar|Glycerol-asparagine Agar	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0393	data/ingredients/unmapped/Glycerol_Anhydrous.yaml	Glycerol anhydrous	UNKNOWN	Glycerol anhydrous|Glycerol Anhydrous	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0394	data/ingredients/unmapped/Glycine-NaOH_Buffer.yaml	Glycine-NaOH buffer	SIMPLE_CHEMICAL	Glycine-NaOH buffer|Glycine-NaOH Buffer	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0193	data/ingredients/unmapped/Gossypol-Acetic_Acid_Complex.yaml	Gossypol-Acetic Acid Complex	UNKNOWN	Gossypol-Acetic Acid Complex	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0395	data/ingredients/unmapped/Graces_Insect_Medium.yaml	Grace's Insect Medium	COMPLEX_MIXTURE	Grace's Insect Medium|Graces Insect Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0047	data/ingredients/unmapped/H3bo.yaml	H3BO	SIMPLE_CHEMICAL	H3BO3	SYNONYM_EXACT	CHEBI:33118	chebi	boric acid	H3BO3	true	boric acid|H3BO3|H3BO	medium	candidate_map_exact_synonym
UNMAPPED_0398	data/ingredients/unmapped/HBO3.yaml	HBO3	SIMPLE_CHEMICAL	HBO3	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0146	data/ingredients/unmapped/Hans_1000x_Minerals.yaml	Hans 1000x minerals	UNKNOWN	Hans 1000x minerals|Hans 1000x Minerals	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0147	data/ingredients/unmapped/Hans_100x_Vitamins.yaml	Hans 100x vitamins	COMPLEX_MIXTURE	Hans 100x vitamins|Hans 100x Vitamins	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0399	data/ingredients/unmapped/Heart_Infusion_Broth.yaml	Heart Infusion Broth	UNKNOWN	Heart Infusion Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0400	data/ingredients/unmapped/Hemicalcium_D--pantothenate.yaml	Hemicalcium D-+-pantothenate	UNKNOWN	Hemicalcium D-+-pantothenate|Hemicalcium D--pantothenate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0401	data/ingredients/unmapped/Homo-PIPES.yaml	Homo-PIPES	SIMPLE_CHEMICAL	Homo-PIPES	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0402	data/ingredients/unmapped/Horikoshi-I_Medium.yaml	Horikoshi-I medium	COMPLEX_MIXTURE	Horikoshi-I medium|Horikoshi-I Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0087	data/ingredients/unmapped/Hunters_Trace_Stock_Solution.yaml	Hunter's Trace Stock Solution	COMPLEX_MIXTURE	Hunter's Trace Stock Solution|Hunters Trace Stock Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0404	data/ingredients/unmapped/Hy-Case_Amino.yaml	Hy-Case Amino	UNKNOWN	Hy-Case Amino	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0405	data/ingredients/unmapped/IMDM-Medium.yaml	IMDM-Medium	COMPLEX_MIXTURE	IMDM-Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0220	data/ingredients/unmapped/ISOT.yaml	ISOT	SIMPLE_CHEMICAL	ISOT	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0218	data/ingredients/unmapped/ISOT_LC742-071714.yaml	ISOT LC742-071714	SIMPLE_CHEMICAL	ISOT LC742-071714	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0219	data/ingredients/unmapped/ISOT_Lot160120.yaml	ISOT Lot160120	SIMPLE_CHEMICAL	ISOT Lot160120	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0205	data/ingredients/unmapped/ISOT_Umich-01.yaml	ISOT Umich-01	SIMPLE_CHEMICAL	ISOT Umich-01	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0206	data/ingredients/unmapped/ISOT_Umich-02b.yaml	ISOT Umich-02.b	SIMPLE_CHEMICAL	ISOT Umich-02.b|ISOT Umich-02b	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0408	data/ingredients/unmapped/ISP_7_Medium.yaml	ISP 7 Medium	COMPLEX_MIXTURE	ISP 7 Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0406	data/ingredients/unmapped/Infusion_Broth.yaml	Infusion Broth	UNKNOWN	Infusion Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0251	data/ingredients/unmapped/Infusion_From_Potatoes.yaml	Infusion from Potatoes	UNKNOWN	Infusion from Potatoes|Infusion From Potatoes	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0123	data/ingredients/unmapped/Inorganic_Salts-starch_Agar.yaml	Inorganic salts-starch agar	UNKNOWN	Inorganic salts-starch agar|Inorganic Salts-starch Agar	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0605	data/ingredients/unmapped/Iron(II)_Sulfate_Heptahydrate.yaml	Iron(II) sulfate heptahydrate	SIMPLE_CHEMICAL	Iron(II) sulfate heptahydrate|Iron(II) Sulfate Heptahydrate|Iron(II) sulfate hepta|Iron sulfate heptahydrate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0606	data/ingredients/unmapped/Iron-EDTA.yaml	Iron-EDTA	SIMPLE_CHEMICAL	Iron-EDTA	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0293	data/ingredients/unmapped/Iron_(III)_Chloride_Hexahydrate.yaml	Iron (III) chloride hexahydrate	SIMPLE_CHEMICAL	Iron (III) chloride hexahydrate|Iron (III) Chloride Hexahydrate|Iron (III) chloride hexa|Iron chloride hexahydrate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0604	data/ingredients/unmapped/Iron_(as_FeCl3_In_EDTA).yaml	Iron (as FeCl3 in EDTA)	SIMPLE_CHEMICAL	Iron	LABEL_EXACT	NCIT:C598	ncit	Iron	Iron	true	Iron|Iron (as FeCl3 in EDTA)	high	candidate_map_exact_label
UNMAPPED_0604	data/ingredients/unmapped/Iron_(as_FeCl3_In_EDTA).yaml	Iron (as FeCl3 in EDTA)	SIMPLE_CHEMICAL	Iron	LABEL_EXACT	mesh:D007501	mesh	Iron	Iron	true	Iron|Iron (as FeCl3 in EDTA)	high	candidate_map_exact_label
UNMAPPED_0604	data/ingredients/unmapped/Iron_(as_FeCl3_In_EDTA).yaml	Iron (as FeCl3 in EDTA)	SIMPLE_CHEMICAL	Iron	SYNONYM_EXACT	CHEBI:18248	chebi	iron atom	Iron	true	iron atom|Iron|Iron (as FeCl3 in EDTA)	medium	candidate_map_exact_synonym
UNMAPPED_0604	data/ingredients/unmapped/Iron_(as_FeCl3_In_EDTA).yaml	Iron (as FeCl3 in EDTA)	SIMPLE_CHEMICAL	Iron	SYNONYM_EXACT	NCIT:C74679	ncit	Iron Measurement	IRON	true	Iron Measurement|IRON|Iron (as FeCl3 in EDTA)	medium	candidate_map_exact_synonym
UNMAPPED_0604	data/ingredients/unmapped/Iron_(as_FeCl3_In_EDTA).yaml	Iron (as FeCl3 in EDTA)	SIMPLE_CHEMICAL	Iron	SYNONYM_EXACT	NCIT:C68256	ncit	Dietary Iron	Iron	true	Dietary Iron|Iron|Iron (as FeCl3 in EDTA)	medium	candidate_map_exact_synonym
UNMAPPED_0074	data/ingredients/unmapped/Iron_Stock.yaml	Iron Stock	UNKNOWN	Iron Stock	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0234	data/ingredients/unmapped/Isopropyl_3-keto-N-acetyl-a-D-glucosamine.yaml	isopropyl 3-keto-N-acetyl-a-D-glucosamine	UNKNOWN	isopropyl 3-keto-N-acetyl-a-D-glucosamine|Isopropyl 3-keto-N-acetyl-a-D-glucosamine	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0407	data/ingredients/unmapped/Isovitalex.yaml	Isovitalex	UNKNOWN	Isovitalex	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0409	data/ingredients/unmapped/K-phosphate_Buffer.yaml	K-phosphate buffer	UNKNOWN	K-phosphate buffer|K-phosphate Buffer	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0010	data/ingredients/unmapped/K2hpo.yaml	K2HPO	SIMPLE_CHEMICAL	dipotassium phosphate	LABEL_EXACT	FOODON:03413082	foodon	dipotassium phosphate	dipotassium phosphate	true	dipotassium phosphate|K2HPO	high	candidate_map_exact_label
UNMAPPED_0010	data/ingredients/unmapped/K2hpo.yaml	K2HPO	SIMPLE_CHEMICAL	K2HPO4	SYNONYM_EXACT	CHEBI:131527	chebi	dipotassium hydrogen phosphate	K2HPO4	true	dipotassium hydrogen phosphate|K2HPO4|K2HPO	medium	candidate_map_exact_synonym
UNMAPPED_0010	data/ingredients/unmapped/K2hpo.yaml	K2HPO	SIMPLE_CHEMICAL	dipotassium phosphate	SYNONYM_EXACT	NCIT:C66452	ncit	Potassium Phosphate, Dibasic	Dipotassium Phosphate	true	Potassium Phosphate, Dibasic|Dipotassium Phosphate|K2HPO	medium	candidate_map_exact_synonym
