identifier	file	preferred_term	category	query	match_type	ontology_id	ontology	ontology_label	matched_term	standard_label_needed	missing_exact_synonyms	confidence	recommended_action
UNMAPPED_0010	data/ingredients/unmapped/K2hpo.yaml	K2HPO	SIMPLE_CHEMICAL	K2HPO4	SYNONYM_EXACT	mesh:C013216	mesh	potassium phosphate	K2HPO4	true	potassium phosphate|K2HPO4|K2HPO	medium	candidate_map_exact_synonym
UNMAPPED_0411	data/ingredients/unmapped/KH2PO3.yaml	KH2PO3	SIMPLE_CHEMICAL	KH2PO3	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0412	data/ingredients/unmapped/KJ.yaml	KJ	SIMPLE_CHEMICAL	KJ	SYNONYM_EXACT	NCIT:C68547	ncit	Kilojoule	KJ	true	Kilojoule|KJ	medium	candidate_map_exact_synonym
UNMAPPED_0413	data/ingredients/unmapped/KNO2.yaml	KNO2	SIMPLE_CHEMICAL	KNO2	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0018	data/ingredients/unmapped/Kh2po.yaml	KH2PO	SIMPLE_CHEMICAL	monopotassium phosphate	SYNONYM_EXACT	CHEBI:63036	chebi	potassium dihydrogen phosphate	Monopotassium phosphate	true	potassium dihydrogen phosphate|Monopotassium phosphate|KH2PO	medium	candidate_map_exact_synonym
UNMAPPED_0191	data/ingredients/unmapped/Khayasin_C.yaml	Khayasin C	UNKNOWN	Khayasin C	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0026	data/ingredients/unmapped/Kno.yaml	KNO	SIMPLE_CHEMICAL	KNO	SYNONYM_EXACT	NCIT:C52452	ncit	COL18A1 wt Allele	KNO	true	COL18A1 wt Allele|KNO	medium	candidate_map_exact_synonym
UNMAPPED_0414	data/ingredients/unmapped/L-15_Medium.yaml	L-15 medium	COMPLEX_MIXTURE	L-15 medium|L-15 Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0415	data/ingredients/unmapped/L-15_Powder.yaml	L-15 powder	UNKNOWN	L-15 powder|L-15 Powder	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0416	data/ingredients/unmapped/L-Cysteine_X_HCl_X_H2O_Solution.yaml	L-Cysteine x HCl x H2O solution	COMPLEX_MIXTURE	L-Cysteine x HCl x H2O solution|L-Cysteine X HCl X H2O Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0418	data/ingredients/unmapped/L-α-Phosphatidylcholine.yaml	L-α-Phosphatidylcholine	UNKNOWN	L-alpha-Phosphatidylcholine	LABEL_EXACT	CHEBI:86658	chebi	L-alpha-Phosphatidylcholine	L-alpha-Phosphatidylcholine	true	L-alpha-Phosphatidylcholine|L-α-Phosphatidylcholine	high	candidate_map_exact_label
UNMAPPED_0418	data/ingredients/unmapped/L-α-Phosphatidylcholine.yaml	L-α-Phosphatidylcholine	UNKNOWN	L-alpha-Phosphatidylcholine	SYNONYM_EXACT	CHEBI:16110	chebi	1,2-diacyl-sn-glycero-3-phosphocholine(1+)	L-alpha-phosphatidylcholine	true	1,2-diacyl-sn-glycero-3-phosphocholine(1+)|L-alpha-phosphatidylcholine|L-α-Phosphatidylcholine	medium	candidate_map_exact_synonym
UNMAPPED_0297	data/ingredients/unmapped/LCFM_Carbon_Mix.yaml	LCFM Carbon mix	SIMPLE_CHEMICAL	LCFM Carbon mix|LCFM Carbon Mix	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0172	data/ingredients/unmapped/LL17-29.yaml	LL17-29	SIMPLE_CHEMICAL	LL17-29	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0423	data/ingredients/unmapped/LaNO33_X_6_H2O.yaml	LaNO33 x 6 H2O	SIMPLE_CHEMICAL	LaNO33 x 6 H2O|LaNO33 X 6 H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0419	data/ingredients/unmapped/Lab_Lemco_Powder.yaml	Lab Lemco powder	UNKNOWN	Lab Lemco powder|Lab Lemco Powder	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0421	data/ingredients/unmapped/Lactobacilli_MRS_Broth.yaml	Lactobacilli MRS broth	SIMPLE_CHEMICAL	Lactobacilli MRS broth|Lactobacilli MRS Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0422	data/ingredients/unmapped/Lactobacillus_MRS_Broth.yaml	Lactobacillus MRS broth	SIMPLE_CHEMICAL	Lactobacillus MRS broth|Lactobacillus MRS Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0424	data/ingredients/unmapped/Larchwood_Xylan.yaml	Larchwood xylan	UNKNOWN	Larchwood xylan|Larchwood Xylan	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0124	data/ingredients/unmapped/Legionella_Agar_Enrichment.yaml	Legionella agar enrichment	UNKNOWN	Legionella agar enrichment|Legionella Agar Enrichment	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0426	data/ingredients/unmapped/Leptospira_Medium_Base_EMJH.yaml	Leptospira Medium Base EMJH	COMPLEX_MIXTURE	Leptospira Medium Base EMJH	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0427	data/ingredients/unmapped/Linsmaier_Skoog_Medium_Including_Vitamins.yaml	Linsmaier & Skoog Medium including vitamins	COMPLEX_MIXTURE	Linsmaier & Skoog Medium including vitamins|Linsmaier Skoog Medium Including Vitamins	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0428	data/ingredients/unmapped/Lipoprotein_Concentrate.yaml	lipoprotein concentrate	UNKNOWN	lipoprotein concentrate|Lipoprotein Concentrate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0429	data/ingredients/unmapped/Liver_Concentrate.yaml	Liver Concentrate	UNKNOWN	Liver Concentrate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0438	data/ingredients/unmapped/MEM-Medium.yaml	MEM-Medium	COMPLEX_MIXTURE	MEM-Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0437	data/ingredients/unmapped/MEM_Alpha_Modification.yaml	MEM alpha Modification	SIMPLE_CHEMICAL	MEM alpha Modification|MEM Alpha Modification	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0440	data/ingredients/unmapped/MES_Buffer.yaml	MES buffer	SIMPLE_CHEMICAL	MES buffer|MES Buffer	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0441	data/ingredients/unmapped/MES_Hydrat.yaml	MES Hydrat	SIMPLE_CHEMICAL	MES Hydrat	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0309	data/ingredients/unmapped/MME_Trace_Minerals.yaml	MME Trace Minerals	SIMPLE_CHEMICAL	MME Trace Minerals	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0281	data/ingredients/unmapped/MOPS_2M_pH7.yaml	MOPS_2M_pH7	SIMPLE_CHEMICAL	MOPS_2M_pH7|MOPS 2M pH7	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0453	data/ingredients/unmapped/MRS_Broth.yaml	MRS broth	SIMPLE_CHEMICAL	MRS broth|MRS Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0454	data/ingredients/unmapped/MRS_Medium.yaml	MRS medium	COMPLEX_MIXTURE	MRS medium|MRS Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0106	data/ingredients/unmapped/Macro_Component_1_For_J_Medium.yaml	Macro Component 1 for J Medium	COMPLEX_MIXTURE	Macro Component 1 for J Medium|Macro Component 1 For J Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0107	data/ingredients/unmapped/Macro_Component_2_For_J_Medium.yaml	Macro Component 2 for J medium	COMPLEX_MIXTURE	Macro Component 2 for J medium|Macro Component 2 For J Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0432	data/ingredients/unmapped/Man_Rogosa_Sharp_Broth.yaml	Man Rogosa Sharp broth	UNKNOWN	Man Rogosa Sharp broth|Man Rogosa Sharp Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0155	data/ingredients/unmapped/Manganese-NTA.yaml	Manganese-NTA	SIMPLE_CHEMICAL	Manganese-NTA	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0433	data/ingredients/unmapped/Marine_Broth.yaml	Marine Broth	UNKNOWN	Marine Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0434	data/ingredients/unmapped/Marine_Broth_2216.yaml	Marine broth 2216	UNKNOWN	Marine broth 2216|Marine Broth 2216	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0269	data/ingredients/unmapped/Mc_general_salts.yaml	Mc_general_salts	UNKNOWN	Mc_general_salts|Mc general salts	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0300	data/ingredients/unmapped/Mc_general_salts_SO4free.yaml	Mc_general_salts_SO4free	SIMPLE_CHEMICAL	Mc_general_salts_SO4free|Mc general salts SO4free	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0311	data/ingredients/unmapped/Mc_trace_minerals.yaml	Mc_trace_minerals	INCOMPLETE	Mc_trace_minerals|Mc trace minerals	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0276	data/ingredients/unmapped/Mc_trace_minerals_SO4free.yaml	Mc_trace_minerals_SO4free	INCOMPLETE	Mc_trace_minerals_SO4free|Mc trace minerals SO4free	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0288	data/ingredients/unmapped/Mc_vitamins.yaml	Mc_vitamins	COMPLEX_MIXTURE	Mc_vitamins|Mc vitamins	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0436	data/ingredients/unmapped/Meat_Infusion.yaml	Meat infusion	UNKNOWN	Meat infusion|Meat Infusion	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0439	data/ingredients/unmapped/Menadione_Solution.yaml	Menadione solution	SIMPLE_CHEMICAL	Menadione solution|Menadione Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0442	data/ingredients/unmapped/Metall_Salt_Sol_44.yaml	Metall salt sol. 44	UNKNOWN	Metall salt sol. 44|Metall Salt Sol 44	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0443	data/ingredients/unmapped/Methanol-utilizing_Bacteria_Medium_B.yaml	Methanol-utilizing bacteria medium B	COMPLEX_MIXTURE	Methanol-utilizing bacteria medium B|Methanol-utilizing Bacteria Medium B	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0233	data/ingredients/unmapped/Methyl_3-keto-a-D-glucopyranoside.yaml	methyl 3-keto-a-D-glucopyranoside	UNKNOWN	methyl 3-keto-a-D-glucopyranoside|Methyl 3-keto-a-D-glucopyranoside	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0444	data/ingredients/unmapped/MgNO32_X_6_H2O.yaml	MgNO32 x 6 H2O	SIMPLE_CHEMICAL	MgNO32 x 6 H2O|MgNO32 X 6 H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0017	data/ingredients/unmapped/Mgco.yaml	MgCO	SIMPLE_CHEMICAL	MgCO3	SYNONYM_EXACT	CHEBI:31793	chebi	magnesium carbonate	MgCO3	true	magnesium carbonate|MgCO3|MgCO	medium	candidate_map_exact_synonym
UNMAPPED_0445	data/ingredients/unmapped/Micronutrient_Solution.yaml	micronutrient solution	SIMPLE_CHEMICAL	micronutrient solution|Micronutrient Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0127	data/ingredients/unmapped/Middlebrook_7H10_Agar.yaml	Middlebrook 7H10 agar	UNKNOWN	Middlebrook 7H10 agar	SYNONYM_EXACT	NCIT:C85509	ncit	Middlebrook 7H10 Growth Medium	MIDDLEBROOK 7H10 AGAR	true	Middlebrook 7H10 Growth Medium|Middlebrook 7H10 agar	medium	candidate_map_exact_synonym
UNMAPPED_0262	data/ingredients/unmapped/Mineral_3B_Solution.yaml	Mineral 3B solution	SIMPLE_CHEMICAL	Mineral 3B solution|Mineral 3B Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0254	data/ingredients/unmapped/Mineral_3B_Solution_Minus_Nitrogen.yaml	Mineral 3B solution minus Nitrogen	COMPLEX_MIXTURE	Mineral 3B solution minus Nitrogen|Mineral 3B Solution Minus Nitrogen	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0285	data/ingredients/unmapped/Mineral_3B_Solution_Minus_Phosphorus.yaml	Mineral 3B solution minus phosphorus	COMPLEX_MIXTURE	Mineral 3B solution minus phosphorus|Mineral 3B Solution Minus Phosphorus	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0608	data/ingredients/unmapped/Mineral_Salts_Base.yaml	Mineral salts base	UNKNOWN	Mineral salts base|Mineral Salts Base	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0609	data/ingredients/unmapped/Mineral_Salts_Medium_Base.yaml	Mineral salts medium base	COMPLEX_MIXTURE	Mineral salts medium base|Mineral Salts Medium Base	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0447	data/ingredients/unmapped/Mineral_Solution_See_Medium_No_976.yaml	Mineral solution see Medium No. 976	COMPLEX_MIXTURE	Mineral solution see Medium No. 976|Mineral Solution See Medium No 976	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0110	data/ingredients/unmapped/Minor_Nutrients.yaml	Minor Nutrients	UNKNOWN	Minor Nutrients	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0449	data/ingredients/unmapped/MnCl4_X_4_H2O.yaml	MnCl4 x 4 H2O	SIMPLE_CHEMICAL	MnCl4 x 4 H2O|MnCl4 X 4 H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0450	data/ingredients/unmapped/MnCl4_X_6_H2O.yaml	MnCl4 x 6 H2O	SIMPLE_CHEMICAL	MnCl4 x 6 H2O|MnCl4 X 6 H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0451	data/ingredients/unmapped/MnII_X_EDTA.yaml	MnII x EDTA	SIMPLE_CHEMICAL	MnII x EDTA|MnII X EDTA	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0292	data/ingredients/unmapped/MoLS4.yaml	MoLS4	SIMPLE_CHEMICAL	MoLS4	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0264	data/ingredients/unmapped/MoYLS4.yaml	MoYLS4	SIMPLE_CHEMICAL	MoYLS4	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0089	data/ingredients/unmapped/Modified_Bold_3n_Medium.yaml	Modified Bold 3N Medium	COMPLEX_MIXTURE	Modified Bold 3N Medium|Modified Bold 3n Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0111	data/ingredients/unmapped/Modified_Combo_Medium.yaml	Modified COMBO Medium	COMPLEX_MIXTURE	Modified COMBO Medium|Modified Combo Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0093	data/ingredients/unmapped/Modified_P-iv_Chelated_Micronutrient_Solution.yaml	Modified P-IV chelated Micronutrient Solution	COMPLEX_MIXTURE	Modified P-IV chelated Micronutrient Solution|Modified P-iv Chelated Micronutrient Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0452	data/ingredients/unmapped/Modified_Trace_Vitamins.yaml	Modified trace vitamins	COMPLEX_MIXTURE	Modified trace vitamins|Modified Trace Vitamins	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0314	data/ingredients/unmapped/Modified_Wolfes_Minerals.yaml	Modified Wolfe's Minerals	UNKNOWN	Modified Wolfe's Minerals|Modified Wolfes Minerals	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0128	data/ingredients/unmapped/Mueller_Hinton_II_Agar.yaml	Mueller Hinton II agar	SIMPLE_CHEMICAL	Mueller Hinton II agar|Mueller Hinton II Agar	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0610	data/ingredients/unmapped/Murashige-Skoog_Basal_Salts.yaml	Murashige-Skoog basal salts	UNKNOWN	Murashige-Skoog basal salts|Murashige-Skoog Basal Salts	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0455	data/ingredients/unmapped/Murashige_Skoog_Medium.yaml	Murashige & Skoog medium	COMPLEX_MIXTURE	Murashige & Skoog medium|Murashige Skoog Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0046	data/ingredients/unmapped/Mwc_Metal_Solution.yaml	MWC Metal Solution	SIMPLE_CHEMICAL	MWC Metal Solution|Mwc Metal Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0456	data/ingredients/unmapped/Mycobactine_J.yaml	Mycobactine J	UNKNOWN	Mycobactine J	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0458	data/ingredients/unmapped/N-Z-Amine_A.yaml	N-Z-Amine® A	UNKNOWN	N-Z-Amine® A|N-Z-Amine A	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0459	data/ingredients/unmapped/N-Z-Case.yaml	N-Z-Case	UNKNOWN	N-Z-Case	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0457	data/ingredients/unmapped/N-Z_Amine.yaml	N-Z amine	UNKNOWN	N-Z amine|N-Z Amine	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0283	data/ingredients/unmapped/N-alpha-Acetyl-L-glutamate.yaml	N-alpha-Acetyl-L-glutamate	UNKNOWN	N-alpha-Acetyl-L-glutamate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0296	data/ingredients/unmapped/N2O.yaml	#N2O	SIMPLE_CHEMICAL	N2O	SYNONYM_EXACT	CHEBI:17045	chebi	dinitrogen oxide	N2O	true	dinitrogen oxide|N2O|#N2O	medium	candidate_map_exact_synonym
UNMAPPED_0480	data/ingredients/unmapped/NH42CO3.yaml	NH42CO3	SIMPLE_CHEMICAL	NH42CO3	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0299	data/ingredients/unmapped/NLDM_metabolites.yaml	NLDM_metabolites	SIMPLE_CHEMICAL	NLDM_metabolites|NLDM metabolites	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0460	data/ingredients/unmapped/Na-Nitrilotriacetat.yaml	Na-Nitrilotriacetat	UNKNOWN	Na-Nitrilotriacetat	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0462	data/ingredients/unmapped/Na-Phosphate-Buffer.yaml	Na-Phosphate-Buffer	UNKNOWN	Na-Phosphate-Buffer	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0461	data/ingredients/unmapped/Na-phosphate_Buffer.yaml	Na-phosphate buffer	UNKNOWN	Na-phosphate buffer|Na-phosphate Buffer	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0463	data/ingredients/unmapped/Na-tetrathionate.yaml	Na-tetrathionate	UNKNOWN	Na-tetrathionate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0464	data/ingredients/unmapped/Na-tungstate_X_2_H2O.yaml	Na-tungstate x 2 H2O	SIMPLE_CHEMICAL	Na-tungstate x 2 H2O|Na-tungstate X 2 H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0466	data/ingredients/unmapped/Na2-910-anthraquinone-26-disulfonate.yaml	Na2-9,10-anthraquinone-2,6-disulfonate	SIMPLE_CHEMICAL	Na2-9,10-anthraquinone-2,6-disulfonate|Na2-910-anthraquinone-26-disulfonate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0467	data/ingredients/unmapped/Na2HPO4-KH2PO4_Buffer.yaml	Na2HPO4-KH2PO4 buffer	SIMPLE_CHEMICAL	Na2HPO4-KH2PO4 buffer|Na2HPO4-KH2PO4 Buffer	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0468	data/ingredients/unmapped/Na2HPO4-NaH2PO4_Buffer.yaml	Na2HPO4-NaH2PO4 buffer	SIMPLE_CHEMICAL	Na2HPO4-NaH2PO4 buffer|Na2HPO4-NaH2PO4 Buffer	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0469	data/ingredients/unmapped/Na2Mo4_X_2_H2O.yaml	Na2Mo4 x 2 H2O	SIMPLE_CHEMICAL	Na2Mo4 x 2 H2O|Na2Mo4 X 2 H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0471	data/ingredients/unmapped/Na2MoO7O4_X_2_H2O.yaml	Na2MoO7O4 x 2 H2O	SIMPLE_CHEMICAL	Na2MoO7O4 x 2 H2O|Na2MoO7O4 X 2 H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0470	data/ingredients/unmapped/Na2MoO7_X_2_H2O.yaml	Na2MoO7 x 2 H2O	SIMPLE_CHEMICAL	Na2MoO7 x 2 H2O|Na2MoO7 X 2 H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0472	data/ingredients/unmapped/Na2S2SO3.yaml	Na2S2SO3	SIMPLE_CHEMICAL	Na2S2SO3	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0473	data/ingredients/unmapped/Na2Se2O3.yaml	Na2Se2O3	SIMPLE_CHEMICAL	Na2Se2O3	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0474	data/ingredients/unmapped/Na2WO2_X_2_H2O.yaml	Na2WO2 x 2 H2O	SIMPLE_CHEMICAL	Na2WO2 x 2 H2O|Na2WO2 X 2 H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0465	data/ingredients/unmapped/Na2_Beta-glycerol_PO4_X_5_H2O.yaml	Na2 beta-glycerol PO4 x 5 H2O	SIMPLE_CHEMICAL	Na2 beta-glycerol PO4 x 5 H2O|Na2 Beta-glycerol PO4 X 5 H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0041	data/ingredients/unmapped/Na2co.yaml	Na2CO	SIMPLE_CHEMICAL	Na2CO3	SYNONYM_EXACT	CHEBI:29377	chebi	sodium carbonate	Na2CO3	true	sodium carbonate|Na2CO3|Na2CO	medium	candidate_map_exact_synonym
UNMAPPED_0030	data/ingredients/unmapped/Na2glycerophosphate5h2o.yaml	Na2glycerophosphate•5H2O	SIMPLE_CHEMICAL	Na2glycerophosphate•5H2O|Na2glycerophosphate5h2o|Na2glycerophosphate|Na2glycerophosphate•5H2O(CAS: 13408-09-8)|Na2glycerophosphate(CAS: 13408-09-8)	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0081	data/ingredients/unmapped/Na2glycerophosphate5h2o_2.yaml	Na2Glycerophosphate.5H2O	SIMPLE_CHEMICAL	Na2Glycerophosphate.5H2O|Na2glycerophosphate5h2o 2|Na2Glycerophosphate|Na2Glycerophosphate.5H2O(CAS: 13408-09-8)|Na2Glycerophosphate(CAS: 13408-09-8)	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0101	data/ingredients/unmapped/Na2glycerophosphate5h2o_3.yaml	Na2Glycerophosphate•5H2O	SIMPLE_CHEMICAL	Na2Glycerophosphate•5H2O|Na2glycerophosphate5h2o 3|Na2Glycerophosphate|Na2Glycerophosphate•5H2O(CAS: 13408-09-8)|Na2Glycerophosphate(CAS: 13408-09-8)	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0060	data/ingredients/unmapped/Na2hpo47h2o.yaml	Na2HPO4•7H2O	SIMPLE_CHEMICAL	Na2HPO4	SYNONYM_EXACT	CHEBI:34683	chebi	disodium hydrogenphosphate	Na2HPO4	true	disodium hydrogenphosphate|Na2HPO4|Na2HPO4•7H2O	medium	candidate_map_exact_synonym
UNMAPPED_0475	data/ingredients/unmapped/Na3-NTA_X_H2O.yaml	Na3-NTA x H2O	SIMPLE_CHEMICAL	Na3-NTA x H2O|Na3-NTA X H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0477	data/ingredients/unmapped/NaSiO3_X_9_H2O.yaml	NaSiO3 x 9 H2O	SIMPLE_CHEMICAL	NaSiO3 x 9 H2O|NaSiO3 X 9 H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0028	data/ingredients/unmapped/Nah2po4h2o.yaml	NaH2PO4•H2O	SIMPLE_CHEMICAL	NaH2PO4•H2O|Nah2po4h2o|NaH2PO4•H2O(MCIB 742)	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0035	data/ingredients/unmapped/Nahco.yaml	NaHCO	SIMPLE_CHEMICAL	sodium bicarbonate	LABEL_EXACT	mesh:D017693	mesh	Sodium Bicarbonate	Sodium Bicarbonate	true	Sodium Bicarbonate|NaHCO	high	candidate_map_exact_label
UNMAPPED_0035	data/ingredients/unmapped/Nahco.yaml	NaHCO	SIMPLE_CHEMICAL	NaHCO3	SYNONYM_EXACT	CHEBI:32139	chebi	sodium hydrogencarbonate	NaHCO3	true	sodium hydrogencarbonate|NaHCO3|NaHCO	medium	candidate_map_exact_synonym
UNMAPPED_0035	data/ingredients/unmapped/Nahco.yaml	NaHCO	SIMPLE_CHEMICAL	NaHCO3	SYNONYM_EXACT	NCIT:C29457	ncit	Sodium Bicarbonate	NaHCO3	true	Sodium Bicarbonate|NaHCO3|NaHCO	medium	candidate_map_exact_synonym
UNMAPPED_0476	data/ingredients/unmapped/Naphthalene_Sulfonic_Acid.yaml	Naphthalene sulfonic acid	UNKNOWN	Naphthalene sulfonic acid|Naphthalene Sulfonic Acid	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0050	data/ingredients/unmapped/Natural_Sea-salt.yaml	Natural sea-salt	INCOMPLETE	Natural sea-salt|Natural Sea-salt	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
