subject_id	subject_label	object_id	object_label	object_prefix	predicate_id	classification	repair_confidence	recommended_action	evidence	ingredient_yaml	yaml_identifier	yaml_cas_rn	yaml_ontology_id	yaml_mapping_quality	ingredient_type	kg_microbe_node_id	companion_non_identity_count	companion_registry_count	review_notes	external_ols_status	external_ols_label	external_ols_label_match
MIM:Galactose_1-phosphate_Dipotassium_Salt_Pentahydrate	Galactose 1-phosphate dipotassium salt pentahydrate	cas:19046-60-7	Galactose 1-phosphate dipotassium salt pentahydrate	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Galactose_1-phosphate_Dipotassium_Salt_Pentahydrate.yaml	cas:19046-60-7	19046-60-7	cas:19046-60-7	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Gallium~28III~29chloride	Gallium(III)chloride	cas:13450-90-3	Gallium(III)chloride	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.								1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Gardimycin	Gardimycin	mesh:C012993	gardimycin	mesh	skos:exactMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/Gardimycin.yaml	mesh:C012993		mesh:C012993	EXACT_MATCH	SINGLE_INGREDIENT		0	0	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	gardimycin	true
MIM:Geomycin	Geomycin	mesh:D010118	Oxytetracycline	mesh	skos:exactMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/Geomycin.yaml	mesh:D010118		mesh:D010118	EXACT_MATCH	SINGLE_INGREDIENT		0	0	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	Oxytetracycline	true
MIM:Gepotidacin	Gepotidacin	NCIT:C170025	Gepotidacin	NCIT	skos:narrowMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/Gepotidacin.yaml	cas:1075236-89-3	1075236-89-3	NCIT:C170025	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	Gepotidacin	true
MIM:Gepotidacin	Gepotidacin	cas:1075236-89-3	Gepotidacin	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Gepotidacin.yaml	cas:1075236-89-3	1075236-89-3	NCIT:C170025	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Gepotidacin	Gepotidacin	kgmicrobe.compound:gepotidacin	Gepotidacin	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/Gepotidacin.yaml	cas:1075236-89-3	1075236-89-3	NCIT:C170025	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Ginger	Ginger	NCIT:C66725	Ginger	NCIT	skos:exactMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/Ginger.yaml	NCIT:C66725		NCIT:C66725	EXACT_MATCH	SINGLE_INGREDIENT		0	0	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	Ginger	true
MIM:Glebomycin	Glebomycin	NCIT:C90636	Bluensomycin	NCIT	skos:exactMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/Glebomycin.yaml	NCIT:C90636		NCIT:C90636	EXACT_MATCH	SINGLE_INGREDIENT		0	0	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	Bluensomycin	true
MIM:Glucomannan_~28konjac~29	Glucomannan (konjac)	cas:11078-31-2	Glucomannan (konjac)	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.								1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Glucomannan_~28konjac~29	Glucomannan (konjac)	kgmicrobe.compound:glucomannan_~28konjac~29	Glucomannan (konjac)	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.								1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Gluconic_Acid	Gluconic acid	kgmicrobe.compound:gluconic_acid	Gluconic acid	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/Gluconic_Acid.yaml	CHEBI:24266	526-95-4	CHEBI:24266	EXACT_MATCH	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Glucuronamide	Glucuronamide	cas:3789-97-7	Glucuronamide	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Glucuronamide.yaml	cas:3789-97-7	3789-97-7	CHEBI:32323	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Glucuronamide	Glucuronamide	kgmicrobe.compound:glucuronamide	Glucuronamide	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/Glucuronamide.yaml	cas:3789-97-7	3789-97-7	CHEBI:32323	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Glutamic_Acid	Glutamic acid	kgmicrobe.compound:glutamic_acid	Glutamic acid	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/Glutamic_Acid.yaml	CHEBI:18237	56-86-0	CHEBI:18237	EXACT_MATCH	SINGLE_INGREDIENT	CHEBI:18237	1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Gly-DL-Asp	Gly-DL-Asp	cas:79731-35-4	Gly-DL-Asp	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Gly-DL-Asp.yaml	cas:79731-35-4	79731-35-4	CHEBI:193741	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Gly-DL-Asp	Gly-DL-Asp	kgmicrobe.compound:gly-dl-asp	Gly-DL-Asp	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/Gly-DL-Asp.yaml	cas:79731-35-4	79731-35-4	CHEBI:193741	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Gly-Gln_Monohydrate	Gly-Gln monohydrate	cas:172669-64-6	Gly-Gln monohydrate	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Gly-Gln_Monohydrate.yaml	cas:172669-64-6	172669-64-6	CHEBI:73898	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Gly-Gln_Monohydrate	Gly-Gln monohydrate	kgmicrobe.compound:gly-gln_monohydrate	Gly-Gln monohydrate	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/Gly-Gln_Monohydrate.yaml	cas:172669-64-6	172669-64-6	CHEBI:73898	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Glycerol_Phosphate_Disodium_Salt_Hydrate	Glycerol phosphate disodium salt hydrate	cas:55073-41-1	Glycerol phosphate disodium salt hydrate	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Glycerol_Phosphate_Disodium_Salt_Hydrate.yaml	cas:55073-41-1	55073-41-1	cas:55073-41-1	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Glycogen_From_Bovine_Liver	Glycogen from bovine liver	cas:9005-79-2	Glycogen from bovine liver	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Glycogen_From_Bovine_Liver.yaml	cas:9005-79-2	9005-79-2	cas:9005-79-2	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Gold_~28III~29_Chloride_Hydrate	gold (III) chloride hydrate	cas:27988-77-8	gold (III) chloride hydrate	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.								1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Gramicidin	Gramicidin	NCIT:C65816	Gramicidin	NCIT	skos:narrowMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/Gramicidin.yaml	cas:1405-97-6	1405-97-6	NCIT:C65816	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	Gramicidin	true
MIM:Gramicidin	Gramicidin	cas:1405-97-6	Gramicidin	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Gramicidin.yaml	cas:1405-97-6	1405-97-6	NCIT:C65816	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Gramicidin	Gramicidin	kgmicrobe.compound:gramicidin	Gramicidin	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/Gramicidin.yaml	cas:1405-97-6	1405-97-6	NCIT:C65816	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Grasseriomycin	Grasseriomycin	kgmicrobe.compound:grasseriomycin	Grasseriomycin	kgmicrobe.compound	skos:closeMatch	expected_registry_identifier	none	keep pending curator promotion to external ontology term	kg-microbe placeholder retained as local registry identifier until an exact external ontology identity is curated.	data/ingredients/mapped/Grasseriomycin.yaml	kgmicrobe.compound:grasseriomycin		kgmicrobe.compound:grasseriomycin	PLACEHOLDER	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Green_House_Soil	Green House Soil	kgmicrobe.ingredient:green_house_soil	Green House Soil	kgmicrobe.ingredient	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/Green_House_Soil.yaml	kgmicrobe.ingredient:green_house_soil		ENVO:00001998	NARROW_MATCH	UNDEFINED_MIXTURE		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Grisamine	Grisamine	kgmicrobe.compound:grisamine	Grisamine	kgmicrobe.compound	skos:closeMatch	expected_registry_identifier	none	keep pending curator promotion to external ontology term	kg-microbe placeholder retained as local registry identifier until an exact external ontology identity is curated.	data/ingredients/mapped/Grisamine.yaml	kgmicrobe.compound:grisamine		kgmicrobe.compound:grisamine	PLACEHOLDER	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Griseolutein_A	Griseolutein A	mesh:C018306	griseolutein A	mesh	skos:exactMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/Griseolutein_A.yaml	mesh:C018306		mesh:C018306	EXACT_MATCH	SINGLE_INGREDIENT		0	0	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	griseolutein A	true
MIM:Griseolutein_B	Griseolutein B	mesh:C018307	griseolutein B	mesh	skos:exactMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/Griseolutein_B.yaml	mesh:C018307		mesh:C018307	EXACT_MATCH	SINGLE_INGREDIENT		0	0	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	griseolutein B	true
MIM:Guanidine_Hydrochloride	Guanidine Hydrochloride	NCIT:C47551	Guanidine Hydrochloride	NCIT	skos:narrowMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/Guanidine_Hydrochloride.yaml	cas:50-01-1	50-01-1	NCIT:C47551	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	Guanidine Hydrochloride	true
MIM:Guanidine_Hydrochloride	Guanidine Hydrochloride	cas:50-01-1	Guanidine Hydrochloride	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Guanidine_Hydrochloride.yaml	cas:50-01-1	50-01-1	NCIT:C47551	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Guanidine_Hydrochloride	Guanidine Hydrochloride	kgmicrobe.compound:guanidine_hydrochloride	Guanidine Hydrochloride	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/Guanidine_Hydrochloride.yaml	cas:50-01-1	50-01-1	NCIT:C47551	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Gum_Arabic_From_Acacia_Tree	Gum arabic from acacia tree	cas:9000-01-5	Gum arabic from acacia tree	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Gum_Arabic_From_Acacia_Tree.yaml	cas:9000-01-5	9000-01-5	FOODON:03412975	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Gum_Arabic_From_Acacia_Tree	Gum arabic from acacia tree	kgmicrobe.ingredient:gum_arabic_from_acacia_tree	Gum arabic from acacia tree	kgmicrobe.ingredient	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/Gum_Arabic_From_Acacia_Tree.yaml	cas:9000-01-5	9000-01-5	FOODON:03412975	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:HOMOPIPES	HOMOPIPES	cas:202185-84-0	HOMOPIPES	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/HOMOPIPES.yaml	cas:202185-84-0	202185-84-0	cas:202185-84-0	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Halomicin	Halomicin	kgmicrobe.compound:halomicin	Halomicin	kgmicrobe.compound	skos:closeMatch	expected_registry_identifier	none	keep pending curator promotion to external ontology term	kg-microbe placeholder retained as local registry identifier until an exact external ontology identity is curated.	data/ingredients/mapped/Halomicin.yaml	kgmicrobe.compound:halomicin		kgmicrobe.compound:halomicin	PLACEHOLDER	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Harmol_Hydrochloride	Harmol Hydrochloride	cas:40580-83-4	Harmol Hydrochloride	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Harmol_Hydrochloride.yaml	cas:40580-83-4	40580-83-4	cas:40580-83-4	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Hitachimycin	Hitachimycin	mesh:C031780	stubomycin	mesh	skos:exactMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/Hitachimycin.yaml	mesh:C031780		mesh:C031780	EXACT_MATCH	SINGLE_INGREDIENT		0	0	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	stubomycin	true
MIM:Horse_Serum	Horse serum	MICRO:0001235	horse serum	MICRO	skos:exactMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/Horse_Serum.yaml	MICRO:0001235		MICRO:0001235	EXACT_MATCH			0	0	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	horse serum	true
MIM:Hortesin	Hortesin	kgmicrobe.compound:hortesin	Hortesin	kgmicrobe.compound	skos:closeMatch	expected_registry_identifier	none	keep pending curator promotion to external ontology term	kg-microbe placeholder retained as local registry identifier until an exact external ontology identity is curated.	data/ingredients/mapped/Hortesin.yaml	kgmicrobe.compound:hortesin		kgmicrobe.compound:hortesin	PLACEHOLDER	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Hyaluronic_Acid_Sodium_Salt_From_Streptococcus_Equi	Hyaluronic acid sodium salt from Streptococcus equi	cas:9067-32-7	Hyaluronic acid sodium salt from Streptococcus equi	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Hyaluronic_Acid_Sodium_Salt_From_Streptococcus_Equi.yaml	cas:9067-32-7	9067-32-7	CHEBI:201433	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Hyaluronic_Acid_Sodium_Salt_From_Streptococcus_Equi	Hyaluronic acid sodium salt from Streptococcus equi	kgmicrobe.compound:hyaluronic_acid_sodium_salt_from_streptococcus_equi	Hyaluronic acid sodium salt from Streptococcus equi	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/Hyaluronic_Acid_Sodium_Salt_From_Streptococcus_Equi.yaml	cas:9067-32-7	9067-32-7	CHEBI:201433	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Hydro_Methylpteroylglutamylglutamic_Acid	Hydro Methylpteroylglutamylglutamic Acid	NCIT:C1115	Glutamic Acid	NCIT	skos:narrowMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/Hydro_Methylpteroylglutamylglutamic_Acid.yaml	kgmicrobe.compound:hydro_methylpteroylglutamylglutamic_acid		NCIT:C1115	NARROW_MATCH	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	Glutamic Acid	true
MIM:Hydro_Methylpteroylglutamylglutamic_Acid	Hydro Methylpteroylglutamylglutamic Acid	kgmicrobe.compound:hydro_methylpteroylglutamylglutamic_acid	Hydro Methylpteroylglutamylglutamic Acid	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/Hydro_Methylpteroylglutamylglutamic_Acid.yaml	kgmicrobe.compound:hydro_methylpteroylglutamylglutamic_acid		NCIT:C1115	NARROW_MATCH	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Hymecromone_Methyl_Ether	Hymecromone Methyl Ether	cas:2555-28-4	Hymecromone Methyl Ether	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Hymecromone_Methyl_Ether.yaml	cas:2555-28-4	2555-28-4	CHEBI:107662	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Hymecromone_Methyl_Ether	Hymecromone Methyl Ether	kgmicrobe.compound:hymecromone_methyl_ether	Hymecromone Methyl Ether	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/Hymecromone_Methyl_Ether.yaml	cas:2555-28-4	2555-28-4	CHEBI:107662	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Indochrome	Indochrome	kgmicrobe.compound:indochrome	Indochrome	kgmicrobe.compound	skos:closeMatch	expected_registry_identifier	none	keep pending curator promotion to external ontology term	kg-microbe placeholder retained as local registry identifier until an exact external ontology identity is curated.	data/ingredients/mapped/Indochrome.yaml	kgmicrobe.compound:indochrome		kgmicrobe.compound:indochrome	PLACEHOLDER	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Indole-3-pyruvic_Acid	Indole-3-pyruvic acid	cas:0392-12-1	Indole-3-pyruvic acid	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Indole-3-pyruvic_Acid.yaml	cas:0392-12-1	0392-12-1	cas:0392-12-1	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Indole_3-acetic_Acid_Sodium_Salt	indole 3-acetic acid sodium salt	cas:6505-45-9	indole 3-acetic acid sodium salt	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Indole_3-acetic_Acid_Sodium_Salt.yaml	cas:6505-45-9	6505-45-9	CHEBI:230840	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Indole_3-acetic_Acid_Sodium_Salt	indole 3-acetic acid sodium salt	kgmicrobe.compound:indole_3-acetic_acid_sodium_salt	indole 3-acetic acid sodium salt	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/Indole_3-acetic_Acid_Sodium_Salt.yaml	cas:6505-45-9	6505-45-9	CHEBI:230840	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:Izalpinin	Izalpinin	cas:480-14-4	Izalpinin	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/Izalpinin.yaml	cas:480-14-4	480-14-4	cas:480-14-4	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:Kanchanomycin	Kanchanomycin	mesh:C001493	kanchanomycin	mesh	skos:exactMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/Kanchanomycin.yaml	mesh:C001493		mesh:C001493	EXACT_MATCH	SINGLE_INGREDIENT		0	0	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	kanchanomycin	true
