subject_id	subject_label	object_id	object_label	object_prefix	predicate_id	classification	repair_confidence	recommended_action	evidence	ingredient_yaml	yaml_identifier	yaml_cas_rn	yaml_ontology_id	yaml_mapping_quality	ingredient_type	kg_microbe_node_id	companion_non_identity_count	companion_registry_count	review_notes	external_ols_status	external_ols_label	external_ols_label_match
MIM:~285z~29-4-bromo-5-~28bromomethylene~29-2~285h~29-furanone	(5z)-4-bromo-5-(bromomethylene)-2(5h)-furanone	cas:247167-54-0	(5z)-4-bromo-5-(bromomethylene)-2(5h)-furanone	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.								1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:1-ethyl-3-methylimidazolium_Acetate	1-ethyl-3-methylimidazolium acetate	cas:143314-17-4	1-ethyl-3-methylimidazolium acetate	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/1-ethyl-3-methylimidazolium_Acetate.yaml	cas:143314-17-4	143314-17-4	CHEBI:61326	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:1-ethyl-3-methylimidazolium_Acetate	1-ethyl-3-methylimidazolium acetate	kgmicrobe.compound:1-ethyl-3-methylimidazolium_acetate	1-ethyl-3-methylimidazolium acetate	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/1-ethyl-3-methylimidazolium_Acetate.yaml	cas:143314-17-4	143314-17-4	CHEBI:61326	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:13-Hexanediol	1,3-Hexanediol	cas:21531-91-9	1,3-Hexanediol	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/13-Hexanediol.yaml	cas:21531-91-9	21531-91-9	cas:21531-91-9	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:14-B-D-Galactobiose	1,4-B-D-Galactobiose	cas:2152-98-9	1,4-B-D-Galactobiose	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/14-B-D-Galactobiose.yaml	cas:2152-98-9	2152-98-9	CHEBI:36226	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:14-B-D-Galactobiose	1,4-B-D-Galactobiose	kgmicrobe.compound:14-b-d-galactobiose	1,4-B-D-Galactobiose	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/14-B-D-Galactobiose.yaml	cas:2152-98-9	2152-98-9	CHEBI:36226	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:16-Hexanediamine	1,6-Hexanediamine	cas:0124-09-4	1,6-Hexanediamine	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/16-Hexanediamine.yaml	cas:0124-09-4	0124-09-4	cas:0124-09-4	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:2-6-dihydroxybenzoic_Acid	2-6-dihydroxybenzoic acid	cas:0303-07-1	2-6-dihydroxybenzoic acid	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/2-6-dihydroxybenzoic_Acid.yaml	cas:0303-07-1	0303-07-1	cas:0303-07-1	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:2-Deoxy-D-ribonic_Acid_Lithium_Salt	2-Deoxy-D-ribonic acid lithium salt	cas:7284-15-3	2-Deoxy-D-ribonic acid lithium salt	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/2-Deoxy-D-ribonic_Acid_Lithium_Salt.yaml	cas:7284-15-3	7284-15-3	CHEBI:86350	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:2-Deoxy-D-ribonic_Acid_Lithium_Salt	2-Deoxy-D-ribonic acid lithium salt	kgmicrobe.compound:2-deoxy-d-ribonic_acid_lithium_salt	2-Deoxy-D-ribonic acid lithium salt	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/2-Deoxy-D-ribonic_Acid_Lithium_Salt.yaml	cas:7284-15-3	7284-15-3	CHEBI:86350	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:2-Deoxyadenosine_Monohydrate	2-Deoxyadenosine monohydrate	cas:16373-93-6	2-Deoxyadenosine monohydrate	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/2-Deoxyadenosine_Monohydrate.yaml	cas:16373-93-6	16373-93-6	cas:16373-93-6	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:2-Hydroxybutyric_Acid_Sodium_Salt	2-Hydroxybutyric acid sodium salt	cas:5094-24-6	2-Hydroxybutyric acid sodium salt	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/2-Hydroxybutyric_Acid_Sodium_Salt.yaml	cas:5094-24-6	5094-24-6	CHEBI:1148	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:2-Hydroxybutyric_Acid_Sodium_Salt	2-Hydroxybutyric acid sodium salt	kgmicrobe.compound:2-hydroxybutyric_acid_sodium_salt	2-Hydroxybutyric acid sodium salt	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/2-Hydroxybutyric_Acid_Sodium_Salt.yaml	cas:5094-24-6	5094-24-6	CHEBI:1148	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Hydrate	2-Keto-D-gluconic acid hemicalcium salt hydrate	cas:1040352-40-6	2-Keto-D-gluconic acid hemicalcium salt hydrate	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Hydrate.yaml	cas:1040352-40-6	1040352-40-6	cas:1040352-40-6	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Monohydrate	2-Keto-D-gluconic acid hemicalcium salt monohydrate	cas:3470-37-9	2-Keto-D-gluconic acid hemicalcium salt monohydrate	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Monohydrate.yaml	cas:3470-37-9	3470-37-9	cas:3470-37-9	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:2-Sulfobenzoic_Acid	2-Sulfobenzoic acid	mesh:C028805	2-sulfobenzoic acid	mesh	skos:exactMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/2-Sulfobenzoic_Acid.yaml	mesh:C028805		mesh:C028805	EXACT_MATCH			0	0	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	2-sulfobenzoic acid	true
MIM:2-oxobutyric_Acid_Sodium_Salt	2-oxobutyric acid sodium salt	cas:2013-26-5	2-oxobutyric acid sodium salt	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/2-oxobutyric_Acid_Sodium_Salt.yaml	cas:2013-26-5	2013-26-5	CHEBI:26714	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:2-oxobutyric_Acid_Sodium_Salt	2-oxobutyric acid sodium salt	kgmicrobe.compound:2-oxobutyric_acid_sodium_salt	2-oxobutyric acid sodium salt	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/2-oxobutyric_Acid_Sodium_Salt.yaml	cas:2013-26-5	2013-26-5	CHEBI:26714	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:22-dibromo-2-cyanoacetamide	2,2-dibromo-2-cyanoacetamide	cas:10222-01-2	2,2-dibromo-2-cyanoacetamide	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/22-dibromo-2-cyanoacetamide.yaml	cas:10222-01-2	10222-01-2	cas:10222-01-2	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:25-Dihydroxy-4-Methoxychalcone	2',5'-Dihydroxy-4-Methoxychalcone	cas:6342-92-3	2',5'-Dihydroxy-4-Methoxychalcone	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/25-Dihydroxy-4-Methoxychalcone.yaml	cas:6342-92-3	6342-92-3	cas:6342-92-3	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:3-O-Methyl-D-glucopyranose	3-O-Methyl-D-glucopyranose	cas:13224-94-7	3-O-Methyl-D-glucopyranose	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/3-O-Methyl-D-glucopyranose.yaml	cas:13224-94-7	13224-94-7	cas:13224-94-7	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:3-Pyridinesulfonic_Acid	3-Pyridinesulfonic acid	cas:636-73-7	3-Pyridinesulfonic acid	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/3-Pyridinesulfonic_Acid.yaml	cas:636-73-7	636-73-7	cas:636-73-7	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:3-fucosyllactose	3'-fucosyllactose	cas:41312-47-4	3'-fucosyllactose	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/3-fucosyllactose.yaml	cas:41312-47-4	41312-47-4	CHEBI:90065	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:3-fucosyllactose	3'-fucosyllactose	kgmicrobe.compound:3-fucosyllactose	3'-fucosyllactose	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/3-fucosyllactose.yaml	cas:41312-47-4	41312-47-4	CHEBI:90065	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:3-sialyllactose_Sodium_Salt	3'-sialyllactose sodium salt	cas:128596-80-5	3'-sialyllactose sodium salt	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/3-sialyllactose_Sodium_Salt.yaml	cas:128596-80-5	128596-80-5	CHEBI:26714	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:3-sialyllactose_Sodium_Salt	3'-sialyllactose sodium salt	kgmicrobe.compound:3-sialyllactose_sodium_salt	3'-sialyllactose sodium salt	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/3-sialyllactose_Sodium_Salt.yaml	cas:128596-80-5	128596-80-5	CHEBI:26714	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:34-Dihydroxyflavone	3,4'-Dihydroxyflavone	mesh:C559991	3,4'-dihydroxyflavone	mesh	skos:narrowMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/34-Dihydroxyflavone.yaml	cas:14919-49-4	14919-49-4	mesh:C559991	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	3,4'-dihydroxyflavone	true
MIM:34-Dihydroxyflavone	3,4'-Dihydroxyflavone	cas:14919-49-4	3,4'-Dihydroxyflavone	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/34-Dihydroxyflavone.yaml	cas:14919-49-4	14919-49-4	mesh:C559991	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:34-Dihydroxyflavone	3,4'-Dihydroxyflavone	kgmicrobe.compound:34-dihydroxyflavone	3,4'-Dihydroxyflavone	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/34-Dihydroxyflavone.yaml	cas:14919-49-4	14919-49-4	mesh:C559991	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:36-Dihydroxyflavone	3',6-Dihydroxyflavone	cas:71592-46-6	3',6-Dihydroxyflavone	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/36-Dihydroxyflavone.yaml	cas:71592-46-6	71592-46-6	CHEBI:107657	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:36-Dihydroxyflavone	3',6-Dihydroxyflavone	kgmicrobe.compound:36-dihydroxyflavone	3',6-Dihydroxyflavone	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/36-Dihydroxyflavone.yaml	cas:71592-46-6	71592-46-6	CHEBI:107657	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:4-Hydroxymandelic_Acid_Monohydrate	4-Hydroxymandelic acid monohydrate	cas:184901-84-6	4-Hydroxymandelic acid monohydrate	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/4-Hydroxymandelic_Acid_Monohydrate.yaml	cas:184901-84-6	184901-84-6	CHEBI:16388	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:4-Hydroxymandelic_Acid_Monohydrate	4-Hydroxymandelic acid monohydrate	kgmicrobe.compound:4-hydroxymandelic_acid_monohydrate	4-Hydroxymandelic acid monohydrate	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/4-Hydroxymandelic_Acid_Monohydrate.yaml	cas:184901-84-6	184901-84-6	CHEBI:16388	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:4-Methoxyflavone	4'-Methoxyflavone	cas:4143-74-2	4'-Methoxyflavone	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/4-Methoxyflavone.yaml	cas:4143-74-2	4143-74-2	CHEBI:114194	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:4-Methoxyflavone	4'-Methoxyflavone	kgmicrobe.compound:4-methoxyflavone	4'-Methoxyflavone	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/4-Methoxyflavone.yaml	cas:4143-74-2	4143-74-2	CHEBI:114194	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:4-Methyl-2-oxopentanoic_Acid_Sodium_Salt	4-Methyl-2-oxopentanoic acid sodium salt	cas:4502-00-5	4-Methyl-2-oxopentanoic acid sodium salt	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/4-Methyl-2-oxopentanoic_Acid_Sodium_Salt.yaml	cas:4502-00-5	4502-00-5	CHEBI:48430	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:4-Methyl-2-oxopentanoic_Acid_Sodium_Salt	4-Methyl-2-oxopentanoic acid sodium salt	kgmicrobe.compound:4-methyl-2-oxopentanoic_acid_sodium_salt	4-Methyl-2-oxopentanoic acid sodium salt	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/4-Methyl-2-oxopentanoic_Acid_Sodium_Salt.yaml	cas:4502-00-5	4502-00-5	CHEBI:48430	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:5-~282-thienyl~29-pentanoic_Acid	5-(2-thienyl)-pentanoic acid	cas:21010-06-0	5-(2-thienyl)-pentanoic acid	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.								1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:5-Fluoroorotic_Acid_Hydrate	5-Fluoroorotic acid hydrate	cas:207291-81-4	5-Fluoroorotic acid hydrate	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/5-Fluoroorotic_Acid_Hydrate.yaml	cas:207291-81-4	207291-81-4	CHEBI:74498	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:5-Fluoroorotic_Acid_Hydrate	5-Fluoroorotic acid hydrate	kgmicrobe.compound:5-fluoroorotic_acid_hydrate	5-Fluoroorotic acid hydrate	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/5-Fluoroorotic_Acid_Hydrate.yaml	cas:207291-81-4	207291-81-4	CHEBI:74498	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:5-Keto-D-Gluconic_Acid_Potassium_Salt	5-Keto-D-Gluconic Acid potassium salt	cas:91446-96-7	5-Keto-D-Gluconic Acid potassium salt	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/5-Keto-D-Gluconic_Acid_Potassium_Salt.yaml	cas:91446-96-7	91446-96-7	CHEBI:26218	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:5-Keto-D-Gluconic_Acid_Potassium_Salt	5-Keto-D-Gluconic Acid potassium salt	kgmicrobe.compound:5-keto-d-gluconic_acid_potassium_salt	5-Keto-D-Gluconic Acid potassium salt	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/5-Keto-D-Gluconic_Acid_Potassium_Salt.yaml	cas:91446-96-7	91446-96-7	CHEBI:26218	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:56-dihydro-5-azathymidine	5,6-dihydro-5-azathymidine	mesh:C014480	5,6-dihydro-5-azathymidine	mesh	skos:exactMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/56-dihydro-5-azathymidine.yaml	mesh:C014480		mesh:C014480	EXACT_MATCH			0	0	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	5,6-dihydro-5-azathymidine	true
MIM:574-Trimethoxyisoflavone	5,7,4'-Trimethoxyisoflavone	cas:1162-82-9	5,7,4'-Trimethoxyisoflavone	cas	skos:closeMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/574-Trimethoxyisoflavone.yaml	cas:1162-82-9	1162-82-9	cas:1162-82-9	FALLBACK_REGISTRY	SINGLE_INGREDIENT		1	1	none|UNKNOWN_TERM|2026-05-06			
MIM:6-O-sialyllactose_Sodium_Salt	6'-O-sialyllactose sodium salt	cas:157574-76-0	6'-O-sialyllactose sodium salt	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/6-O-sialyllactose_Sodium_Salt.yaml	cas:157574-76-0	157574-76-0	CHEBI:26714	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:6-O-sialyllactose_Sodium_Salt	6'-O-sialyllactose sodium salt	kgmicrobe.compound:6-o-sialyllactose_sodium_salt	6'-O-sialyllactose sodium salt	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/6-O-sialyllactose_Sodium_Salt.yaml	cas:157574-76-0	157574-76-0	CHEBI:26714	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:6-Pentyl-2H-pyran-2-one	6-Pentyl-2H-pyran-2-one	cas:27593-23-3	6-Pentyl-2H-pyran-2-one	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/6-Pentyl-2H-pyran-2-one.yaml	cas:27593-23-3	27593-23-3	CHEBI:66729	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:6-Pentyl-2H-pyran-2-one	6-Pentyl-2H-pyran-2-one	kgmicrobe.compound:6-pentyl-2h-pyran-2-one	6-Pentyl-2H-pyran-2-one	kgmicrobe.compound	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	kg-microbe registry CURIE is an expected local identity/companion row and is not an OAK/OLS ontology term.	data/ingredients/mapped/6-Pentyl-2H-pyran-2-one.yaml	cas:27593-23-3	27593-23-3	CHEBI:66729	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
MIM:7-Hydro-8-methylpteroylglutamylglutamic_Acid	7-Hydro-8-methylpteroylglutamylglutamic acid	mesh:C052093	7-hydro-8-methylpteroylglutamylglutamic acid	mesh	skos:exactMatch	missing_prefix_validator_coverage_issue	none	keep mapping; extend synonym-review OLS prefix dispatch if this should validate green in future	Prefix-specific EBI OLS query resolves this exact CURIE; UNKNOWN_TERM came from synonym-review dispatcher lacking full prefix coverage.	data/ingredients/mapped/7-Hydro-8-methylpteroylglutamylglutamic_Acid.yaml	mesh:C052093		mesh:C052093	EXACT_MATCH			0	0	none|UNKNOWN_TERM|2026-05-06	RESOLVED_EXACT_CURIE	7-hydro-8-methylpteroylglutamylglutamic acid	true
MIM:72-Dihydroxyflavone	7,2'-Dihydroxyflavone	cas:77298-66-9	7,2'-Dihydroxyflavone	cas	skos:exactMatch	expected_registry_identifier	none	keep; no mapping repair needed	CAS object_id matches YAML identifier or chemical_properties.cas_rn; CAS registry CURIEs are not OAK/OLS ontology terms.	data/ingredients/mapped/72-Dihydroxyflavone.yaml	cas:77298-66-9	77298-66-9	CHEBI:94071	NARROW_MATCH	SINGLE_INGREDIENT		1	2	none|UNKNOWN_TERM|2026-05-06			
