bucket	label	occurrences	recipes	folded	mim_identifier	mim_label	culturemech_reason
ALIAS	Agar (if needed)	288	288	agar	CHEBI:2509	Agar	label not found in pinned MIM index and no usable local identity
ALIAS	HCl (25%; 7.7 M)	72	72	hcl	CHEBI:17883	[HCl]	label not found in pinned MIM index and no usable local identity
ALIAS	Horse blood	68	68	horse blood	MICRO:0001234	Horse blood	label not found in pinned MIM index and no usable local identity
ALIAS	[1,1′-Biphenyl]-2-ol	60	60	1 1 biphenyl 2 ol	CHEBI:17043	[1,1′-Biphenyl]-2-ol	label not found in pinned MIM index and no usable local identity
ALIAS	Skim milk	24	24	skim milk	FOODON:03301484	Skim milk	label not found in pinned MIM index and no usable local identity
ALIAS	Sheep blood	20	19	sheep blood	MICRO:0001230	Sheep blood	label not found in pinned MIM index and no usable local identity
ALIAS	Artificial seawater	19	19	artificial seawater	MICRO:0001715	Artificial seawater	label not found in pinned MIM index and no usable local identity
ALIAS	Sodium resazurin (0.1% w/v)	18	18	sodium resazurin	CHEBI:8806	Sodium resazurin	label not found in pinned MIM index and no usable local identity
ALIAS	L-Cysteine . HCl	16	16	l cysteine hcl	CHEBI:91247	L--cysteine・HCl	label not found in pinned MIM index and no usable local identity
ALIAS	MnSO4·xH2O	15	15	mnso4 xh2o	CHEBI:86360	MnSO4・xH2O	label not found in pinned MIM index and no usable local identity
ALIAS	VOSO4・xH2O	14	14	voso4 xh2o	CHEBI:87020	VOSO4.xH2O	label not found in pinned MIM index and no usable local identity
ALIAS	HCl (25%)	13	13	hcl	CHEBI:17883	[HCl]	label not found in pinned MIM index and no usable local identity
ALIAS	L-Cysteine·HCl·H2O	13	13	l cysteine hcl h2o	CHEBI:91248	L--Cysteine HCl H2O	label not found in pinned MIM index and no usable local identity
ALIAS	Air	12	12	air	ENVO:00002005	Air	label not found in pinned MIM index and no usable local identity
ALIAS	Ferric citrate (0.1%, w/v)	11	11	ferric citrate	CHEBI:144421	Ferric citrate	label not found in pinned MIM index and no usable local identity
ALIAS	HCl (35%)	11	11	hcl	CHEBI:17883	[HCl]	label not found in pinned MIM index and no usable local identity
ALIAS	Oat flakes	11	11	oat flakes	FOODON:03306272	Oat flakes	label not found in pinned MIM index and no usable local identity
ALIAS	Trace element solution (see Medium No. 187 )	11	11	trace element solution	NCIT:C896	Trace element solution	label not found in pinned MIM index and no usable local identity
ALIAS	Sodium phosphate buffer (10 mM; pH7.1)	10	10	sodium phosphate buffer	kgmicrobe.ingredient:sodium_phosphate_buffer	Sodium phosphate buffer	label not found in pinned MIM index and no usable local identity
ALIAS	Thiamine . HCl	10	10	thiamine hcl	CHEBI:49105	Thiamine . HCl	label not found in pinned MIM index and no usable local identity
ALIAS	Sodium phosphate buffer (25 mM; pH 3.4)	9	9	sodium phosphate buffer	kgmicrobe.ingredient:sodium_phosphate_buffer	Sodium phosphate buffer	label not found in pinned MIM index and no usable local identity
ALIAS	Ammonium phosphate	8	8	ammonium phosphate	CHEBI:63051	Ammonium phosphate	label not found in pinned MIM index and no usable local identity
ALIAS	Marine broth 2216 (BD-Difco)	8	8	marine broth 2216	kgmicrobe.ingredient:marine_broth_2216	Marine Broth  (MB) 2216  (Difco)	label not found in pinned MIM index and no usable local identity
ALIAS	Nickel Sulfate	8	8	nickel sulfate	CHEBI:53001	Nickel Sulfate	label not found in pinned MIM index and no usable local identity
ALIAS	Starch (soluble)	8	8	starch soluble	CHEBI:28017	Starch (soluble)	label not found in pinned MIM index and no usable local identity
ALIAS	Thiamine・HCl・2H2O	8	8	thiamine hcl 2h2o	CHEBI:132751	Thiamine-HCl·2H2O	label not found in pinned MIM index and no usable local identity
ALIAS	Artificial seawater (see below)	7	7	artificial seawater	MICRO:0001715	Artificial seawater	label not found in pinned MIM index and no usable local identity
ALIAS	Olive oil	7	7	olive oil	FOODON:03301826	Olive oil	label not found in pinned MIM index and no usable local identity
ALIAS	Zinc Acetate	7	7	zinc acetate	CHEBI:62984	Zinc Acetate	label not found in pinned MIM index and no usable local identity
ALIAS	Clarified rumen fluid	6	6	clarified rumen fluid	MICRO:0000520	Clarified rumen fluid	label not found in pinned MIM index and no usable local identity
ALIAS	Ferrous ammonium sulfate	6	6	ferrous ammonium sulfate	CHEBI:76243	Ferrous ammonium sulfate	label not found in pinned MIM index and no usable local identity
ALIAS	Marine agar 2216 (BD-Difco)	6	6	marine agar 2216	kgmicrobe.ingredient:marine_agar_2216	Marine agar 2216	label not found in pinned MIM index and no usable local identity
ALIAS	MnCl2·4H2O	6	6	mncl2 4h2o	CHEBI:86368	MnCl2 . 4H2O	label not found in pinned MIM index and no usable local identity
ALIAS	NaHCO3 (10% (w/v))	6	6	nahco3	CHEBI:32139	NaHCO3	label not found in pinned MIM index and no usable local identity
ALIAS	sheep blood	6	6	sheep blood	MICRO:0001230	Sheep blood	label not found in pinned MIM index and no usable local identity
ALIAS	2,4-Dihydroxybenzoic acid	5	5	2 4 dihydroxybenzoic acid	CHEBI:42094	2,4-Dihydroxybenzoic acid	label not found in pinned MIM index and no usable local identity
ALIAS	Casamino acids, vitamin assay (BD-Difco)	5	5	casamino acids vitamin assay	mesh:C017721	Casamino acids (vitamin assay)	label not found in pinned MIM index and no usable local identity
ALIAS	Cl-	5	5	cl	CHEBI:17996	Cl-	label not found in pinned MIM index and no usable local identity
ALIAS	HCl (25%, v/v)	5	5	hcl	CHEBI:17883	[HCl]	label not found in pinned MIM index and no usable local identity
ALIAS	NAD	5	5	nad	CHEBI:15846	NAD	label not found in pinned MIM index and no usable local identity
ALIAS	Na-caseinate	5	5	na caseinate	MICRO:0001611	Na-caseinate	label not found in pinned MIM index and no usable local identity
ALIAS	NaHCO3 (10%, w/v)	5	5	nahco3	CHEBI:32139	NaHCO3	label not found in pinned MIM index and no usable local identity
ALIAS	R2A agar (BD-Difco)	5	5	r2a agar	MICRO:0000543	R2A agar	label not found in pinned MIM index and no usable local identity
ALIAS	Trace element solution (see Medium No. 1079 )	5	5	trace element solution	NCIT:C896	Trace element solution	label not found in pinned MIM index and no usable local identity
ALIAS	Trace element solution (see Medium No. 439 )	5	5	trace element solution	NCIT:C896	Trace element solution	label not found in pinned MIM index and no usable local identity
ALIAS	Trypticase (BBL)	5	5	trypticase	MICRO:0000175	Trypticase	label not found in pinned MIM index and no usable local identity
ALIAS	VOSO4·nH2O	5	5	voso4 nh2o	CHEBI:87020	VOSO4.nH2O	label not found in pinned MIM index and no usable local identity
ALIAS	air	5	5	air	ENVO:00002005	Air	label not found in pinned MIM index and no usable local identity
ALIAS	1-Butanol	4	4	1 butanol	CHEBI:28885	1-Butanol	label not found in pinned MIM index and no usable local identity
ALIAS	3,4,5-Trimethoxycinnamic acid	4	4	3 4 5 trimethoxycinnamic acid	CHEBI:566519	3,4,5-Trimethoxycinnamic acid	label not found in pinned MIM index and no usable local identity
ALIAS	Bicarbonate	4	4	bicarbonate	CHEBI:17544	Bicarbonate	label not found in pinned MIM index and no usable local identity
ALIAS	D-Gluconic acid	4	4	d gluconic acid	CHEBI:33198	D-Gluconic acid	label not found in pinned MIM index and no usable local identity
ALIAS	Gellan gum (if needed)	4	4	gellan gum	CHEBI:85248	Gellan Gum	label not found in pinned MIM index and no usable local identity
ALIAS	Gelrite (if needed)	4	4	gelrite	CHEBI:85248	Gelrite	label not found in pinned MIM index and no usable local identity
ALIAS	Hipolypepton*	4	4	hipolypepton	FOODON:03315306	Hipolypepton	label not found in pinned MIM index and no usable local identity
ALIAS	Nutrient Broth (OXOID)	4	4	nutrient broth	MICRO:0000082	nutrient broth	label not found in pinned MIM index and no usable local identity
ALIAS	Pyridoxine-HCl (VitaminB6)	4	4	pyridoxine hcl	CHEBI:30961	Pyridoxine . HCl	label not found in pinned MIM index and no usable local identity
ALIAS	Riboflavin (Vitamine B2)	4	4	riboflavin	CHEBI:17015	Riboflavin	label not found in pinned MIM index and no usable local identity
ALIAS	Seawater (2% salinity)	4	4	seawater	ENVO:00002149	Seawater	label not found in pinned MIM index and no usable local identity
ALIAS	Trace elements solution*	4	4	trace elements solution	MICRO:0000455	trace elements solution	label not found in pinned MIM index and no usable local identity
ALIAS	Tris (hydroxymethyl) aminomethane	4	4	tris hydroxymethyl aminomethane	CHEBI:9754	Tris (hydroxymethyl aminomethane)	label not found in pinned MIM index and no usable local identity
ALIAS	Yeastolate (BD; 2%, autoclaved)	4	4	yeastolate	MICRO:0000522	Yeastolate	label not found in pinned MIM index and no usable local identity
ALIAS	agar (BD-Difco)	4	4	agar	CHEBI:2509	Agar	label not found in pinned MIM index and no usable local identity
ALIAS	3,5-Dihydroxybenzoic acid	3	3	3 5 dihydroxybenzoic acid	CHEBI:39912	3,5-Dihydroxybenzoic acid	label not found in pinned MIM index and no usable local identity
ALIAS	Agar (Molecular Genetics)	3	3	agar	CHEBI:2509	Agar	label not found in pinned MIM index and no usable local identity
ALIAS	Calcium malate	3	3	calcium malate	FOODON:03413045	Calcium malate	label not found in pinned MIM index and no usable local identity
ALIAS	Casamino acids, vitamin assay (Difco)	3	3	casamino acids vitamin assay	mesh:C017721	Casamino acids (vitamin assay)	label not found in pinned MIM index and no usable local identity
ALIAS	Cresol	3	3	cresol	CHEBI:25399	Cresol	label not found in pinned MIM index and no usable local identity
ALIAS	Dextrose (BD 215530)	3	3	dextrose	CHEBI:17634	Dextrose	label not found in pinned MIM index and no usable local identity
ALIAS	Fe(III)・EDTA	3	3	fe iii edta	CHEBI:30729	Fe(III)-EDTA	label not found in pinned MIM index and no usable local identity
ALIAS	Fe2+	3	3	fe2	CHEBI:29033	Fe2+	label not found in pinned MIM index and no usable local identity
ALIAS	L-cysteine . HCl	3	3	l cysteine hcl	CHEBI:91247	L--cysteine・HCl	label not found in pinned MIM index and no usable local identity
ALIAS	Magnesium	3	3	magnesium	CHEBI:25107	Magnesium	label not found in pinned MIM index and no usable local identity
ALIAS	Maize meal	3	3	maize meal	FOODON:03310257	Maize meal	label not found in pinned MIM index and no usable local identity
ALIAS	Methanol*	3	3	methanol	CHEBI:17790	Methanol	label not found in pinned MIM index and no usable local identity
ALIAS	MgO	3	3	mgo	CHEBI:31794	MgO	label not found in pinned MIM index and no usable local identity
ALIAS	NH4+	3	3	nh4	CHEBI:28938	NH4+	label not found in pinned MIM index and no usable local identity
ALIAS	Orotate	3	3	orotate	CHEBI:30839	Orotate	label not found in pinned MIM index and no usable local identity
ALIAS	Orthophosphate	3	3	orthophosphate	CHEBI:18367	Orthophosphate	label not found in pinned MIM index and no usable local identity
ALIAS	Ox-bile	3	3	ox bile	MICRO:0000610	ox bile	MIM explicitly leaves this label unmapped; local grounding suppressed
ALIAS	Potassium Aspartate	3	3	potassium aspartate	NCIT:C87343	Potassium Aspartate	label not found in pinned MIM index and no usable local identity
ALIAS	Resazurin (0,1%)	3	3	resazurin	CHEBI:8806	Resazurin	label not found in pinned MIM index and no usable local identity
ALIAS	Sake	3	3	sake	FOODON:03301670	Sake	label not found in pinned MIM index and no usable local identity
ALIAS	Sodium	3	3	sodium	CHEBI:29101	Sodium	label not found in pinned MIM index and no usable local identity
ALIAS	Starch, soluble	3	3	starch soluble	CHEBI:28017	Starch (soluble)	label not found in pinned MIM index and no usable local identity
ALIAS	Trace element solution (see Medium No. 899 )	3	3	trace element solution	NCIT:C896	Trace element solution	label not found in pinned MIM index and no usable local identity
ALIAS	Trace element solution*	3	3	trace element solution	NCIT:C896	Trace element solution	label not found in pinned MIM index and no usable local identity
ALIAS	Trace element solution**	3	3	trace element solution	NCIT:C896	Trace element solution	label not found in pinned MIM index and no usable local identity
ALIAS	Trace elements solution**	3	3	trace elements solution	MICRO:0000455	trace elements solution	label not found in pinned MIM index and no usable local identity
ALIAS	Tryptose (BD-Difco)	3	3	tryptose	MICRO:0000183	Tryptose	label not found in pinned MIM index and no usable local identity
ALIAS	Vitamins	3	3	vitamins	CHEBI:33229	Vitamins	label not found in pinned MIM index and no usable local identity
ALIAS	Yeast	3	3	yeast	FOODON:03411345	Yeast	label not found in pinned MIM index and no usable local identity
ALIAS	bicarbonate	3	3	bicarbonate	CHEBI:17544	Bicarbonate	label not found in pinned MIM index and no usable local identity
ALIAS	clarified rumen fluid	3	3	clarified rumen fluid	MICRO:0000520	Clarified rumen fluid	label not found in pinned MIM index and no usable local identity
ALIAS	sodium	3	3	sodium	CHEBI:29101	Sodium	label not found in pinned MIM index and no usable local identity
ALIAS	2-Mercaptoethanesulfonic acid (Coenzyme M)	2	2	2 mercaptoethanesulfonic acid	CHEBI:17905	2-Mercaptoethanesulfonic acid	label not found in pinned MIM index and no usable local identity
ALIAS	4-Amino-5-hydroxymethyl-2-methylpyrimidine	2	2	4 amino 5 hydroxymethyl 2 methylpyrimidine	CHEBI:16892	4-Amino-5-hydroxymethyl-2-methylpyrimidine	label not found in pinned MIM index and no usable local identity
ALIAS	4-Cresol	2	2	4 cresol	CHEBI:17847	4-Cresol	label not found in pinned MIM index and no usable local identity
ALIAS	Agar  (if needed)	2	2	agar	CHEBI:2509	Agar	label not found in pinned MIM index and no usable local identity
ALIAS	Ampicillin (50 mg/ml)	2	2	ampicillin	CHEBI:28971	Ampicillin	label not found in pinned MIM index and no usable local identity
ALIAS	Anaerobic water	2	2	anaerobic water	ENVO:01000173	Anaerobic water	label not found in pinned MIM index and no usable local identity
ALIAS	Benzaldehyde	2	2	benzaldehyde	CHEBI:17169	Benzaldehyde	label not found in pinned MIM index and no usable local identity
ALIAS	Borate	2	2	borate	CHEBI:22908	Borate	label not found in pinned MIM index and no usable local identity
ALIAS	Calcium	2	2	calcium	CHEBI:22984	Calcium	label not found in pinned MIM index and no usable local identity
ALIAS	Cellulose (Avicel or MN 300)	2	2	cellulose	CHEBI:18246	Cellulose	label not found in pinned MIM index and no usable local identity
ALIAS	Copper	2	2	copper	CHEBI:28694	Copper	label not found in pinned MIM index and no usable local identity
ALIAS	DL-Dithiothreitol (DTT)	2	2	dl dithiothreitol	CHEBI:18320	DL-Dithiothreitol	label not found in pinned MIM index and no usable local identity
ALIAS	Diethyl phosphonate	2	2	diethyl phosphonate	CHEBI:41962	Diethyl phosphonate	label not found in pinned MIM index and no usable local identity
ALIAS	Dried Bovine Hemoglobin (BD 212392)	2	2	dried bovine hemoglobin	MICRO:0001599	dried bovine hemoglobin	label not found in pinned MIM index and no usable local identity
ALIAS	Fatty acid mixture	2	2	fatty acid mixture	CHEBI:35366	Fatty acid mixture	label not found in pinned MIM index and no usable local identity
ALIAS	FeNa.EDTA	2	2	fena edta	CHEBI:78292	FeNa-EDTA	label not found in pinned MIM index and no usable local identity
ALIAS	Ferric nitrilotriacetate	2	2	ferric nitrilotriacetate	CHEBI:132238	Ferric nitrilotriacetate	label not found in pinned MIM index and no usable local identity
ALIAS	H3PO4	2	2	h3po4	CHEBI:26078	H3PO4	label not found in pinned MIM index and no usable local identity
ALIAS	HCl (32%)	2	2	hcl	CHEBI:17883	[HCl]	label not found in pinned MIM index and no usable local identity
ALIAS	IsoVitaleX (BD 211876)	2	2	isovitalex	kgmicrobe.ingredient:isovitalex	Isovitalex	label not found in pinned MIM index and no usable local identity
ALIAS	L--cysteine・HCl	2	2	l cysteine hcl	CHEBI:91247	L--cysteine・HCl	label not found in pinned MIM index and no usable local identity
ALIAS	Liver extract concentrate (NBCo)	2	2	liver extract concentrate	MICRO:0001363	Liver extract concentrate	label not found in pinned MIM index and no usable local identity
ALIAS	Molybdenum	2	2	molybdenum	CHEBI:28685	Molybdenum	label not found in pinned MIM index and no usable local identity
ALIAS	N--Acetyl--D--glucosamine (Sigma)	2	2	n acetyl d glucosamine	CHEBI:8006	N--Acetyl--D--glucosamine (Sigma)	label not found in pinned MIM index and no usable local identity
ALIAS	Na2CO3 (5% w/v)	2	2	na2co3	CHEBI:29377	Na2CO3	label not found in pinned MIM index and no usable local identity
ALIAS	Na2S2O3 (if needed)	2	2	na2s2o3	CHEBI:132112	Na2S2O3	label not found in pinned MIM index and no usable local identity
ALIAS	NaOH (1N)	2	2	naoh	CHEBI:32145	NaOH	label not found in pinned MIM index and no usable local identity
ALIAS	Natural seawater	2	2	natural seawater	MICRO:0001773	Natural seawater	label not found in pinned MIM index and no usable local identity
ALIAS	Oatmeal (Quaker White Oats)	2	2	oatmeal	NCIT:C29298	Oatmeal	label not found in pinned MIM index and no usable local identity
ALIAS	PPLO medium	2	2	pplo medium	MICRO:0000094	PPLO medium	label not found in pinned MIM index and no usable local identity
ALIAS	Phenol red (0.04%)	2	2	phenol red	CHEBI:31991	Phenol red	label not found in pinned MIM index and no usable local identity
ALIAS	Polyvinyl alcohol	2	2	polyvinyl alcohol	CHEBI:17246	Polyvinyl alcohol	label not found in pinned MIM index and no usable local identity
ALIAS	Potassium dibasic phosphate trihydrate	2	2	potassium dibasic phosphate trihydrate	CHEBI:131527	Potassium dibasic phosphate trihydrate	label not found in pinned MIM index and no usable local identity
ALIAS	Propane-1-ol	2	2	propane 1 ol	CHEBI:28831	Propane-1-ol	label not found in pinned MIM index and no usable local identity
ALIAS	Propanoate	2	2	propanoate	CHEBI:17272	Propanoate	label not found in pinned MIM index and no usable local identity
ALIAS	Pyridoxine-HCl (Vitamin B6)	2	2	pyridoxine hcl	CHEBI:30961	Pyridoxine . HCl	label not found in pinned MIM index and no usable local identity
ALIAS	R2A agar (DB-Difco)	2	2	r2a agar	MICRO:0000543	R2A agar	label not found in pinned MIM index and no usable local identity
ALIAS	Resazurin (0.1%)	2	2	resazurin	CHEBI:8806	Resazurin	label not found in pinned MIM index and no usable local identity
ALIAS	Riboflavin (Vitamin B2)	2	2	riboflavin	CHEBI:17015	Riboflavin	label not found in pinned MIM index and no usable local identity
ALIAS	Rye-bran	2	2	rye bran	FOODON:03311582	rye bran	label not found in pinned MIM index and no usable local identity
ALIAS	Sludge fluid	2	2	sludge fluid	MICRO:0000521	Sludge fluid	label not found in pinned MIM index and no usable local identity
ALIAS	Sodium Pantothenate	2	2	sodium pantothenate	NCIT:C220851	Sodium Pantothenate	label not found in pinned MIM index and no usable local identity
ALIAS	Sodium acetate 3H2O	2	2	sodium acetate 3h2o	CHEBI:32138	Sodium acetate·3H2O	label not found in pinned MIM index and no usable local identity
ALIAS	Sodium phosphate buffer (10 mM, pH 7.1)	2	2	sodium phosphate buffer	kgmicrobe.ingredient:sodium_phosphate_buffer	Sodium phosphate buffer	label not found in pinned MIM index and no usable local identity
ALIAS	Soil extract (see below)	2	2	soil extract	MICRO:0000457	Soil extract	label not found in pinned MIM index and no usable local identity
ALIAS	Soluble starch (BD-Difco)	2	2	soluble starch	CHEBI:28017	Soluble starch	label not found in pinned MIM index and no usable local identity
ALIAS	Sorbitan Monooleate	2	2	sorbitan monooleate	NCIT:C75654	Sorbitan Monooleate	label not found in pinned MIM index and no usable local identity
ALIAS	Tea	2	2	tea	FOODON:03315081	Tea	label not found in pinned MIM index and no usable local identity
ALIAS	Titanium chloride	2	2	titanium chloride	CHEBI:231499	Titanium chloride	label not found in pinned MIM index and no usable local identity
ALIAS	Trace element solution (see below)	2	2	trace element solution	NCIT:C896	Trace element solution	label not found in pinned MIM index and no usable local identity
ALIAS	Trace mineral solution (see Medium No. 151 )	2	2	trace mineral solution	kgmicrobe.ingredient:trace_mineral_solution	Trace mineral solution	label not found in pinned MIM index and no usable local identity
ALIAS	Trace minerals (see below)	2	2	trace minerals	kgmicrobe.ingredient:trace_minerals	Trace minerals	label not found in pinned MIM index and no usable local identity
ALIAS	Tween 80 (BD)	2	2	tween 80	CHEBI:53426	Tween 80	label not found in pinned MIM index and no usable local identity
ALIAS	chocolate agar	2	2	chocolate agar	MICRO:0000591	chocolate agar	label not found in pinned MIM index and no usable local identity
ALIAS	ciprofloxacin (if needed)	2	2	ciprofloxacin	CHEBI:100241	Ciprofloxacin	label not found in pinned MIM index and no usable local identity
ALIAS	nicotinamide adenine dinucleotide (NAD)	2	2	nicotinamide adenine dinucleotide	CHEBI:15846	Nicotinamide adenine dinucleotide	label not found in pinned MIM index and no usable local identity
ALIAS	p-Hydroxybenzyl alcohol	2	2	p hydroxybenzyl alcohol	CHEBI:67410	p-Hydroxybenzyl alcohol	label not found in pinned MIM index and no usable local identity
ALIAS	(-)-Chloramphenicol	1	1	chloramphenicol	CHEBI:17698	(-)-Chloramphenicol	label not found in pinned MIM index and no usable local identity
ALIAS	1,2--Dichloropropane (10 mg/ml in methanol)	1	1	1 2 dichloropropane	CHEBI:82163	1,2--Dichloropropane (10 mg/ml in methanol)	label not found in pinned MIM index and no usable local identity
ALIAS	1,4--dithiothreitol (DTT)	1	1	1 4 dithiothreitol	CHEBI:18320	1,4--dithiothreitol (DTT)	label not found in pinned MIM index and no usable local identity
ALIAS	2,4-Dichlorophenoxyacetic acid	1	1	2 4 dichlorophenoxyacetic acid	CHEBI:28854	2,4-Dichlorophenoxyacetic acid	label not found in pinned MIM index and no usable local identity
ALIAS	2-Aminoethylphosphonate	1	1	2 aminoethylphosphonate	CHEBI:15573	2-Aminoethylphosphonate	label not found in pinned MIM index and no usable local identity
ALIAS	2-Chlorobenzoic acid	1	1	2 chlorobenzoic acid	CHEBI:30793	2-Chlorobenzoic acid	label not found in pinned MIM index and no usable local identity
ALIAS	2-Nitrophenol	1	1	2 nitrophenol	CHEBI:16260	2-Nitrophenol	label not found in pinned MIM index and no usable local identity
ALIAS	2-chloro-4(ethylamino)-6-(isopropylamino)-1,3,5-triazine	1	1	2 chloro 4 ethylamino 6 isopropylamino 1 3 5 triazine	CHEBI:15930	2-chloro-4(ethylamino)-6-(isopropylamino)-1,3,5-triazine	label not found in pinned MIM index and no usable local identity
ALIAS	3,4-Dihydroxyphenylacetate	1	1	3 4 dihydroxyphenylacetate	CHEBI:17612	3,4-Dihydroxyphenylacetate	label not found in pinned MIM index and no usable local identity
ALIAS	3-Aminophenol	1	1	3 aminophenol	CHEBI:28924	3-Aminophenol	label not found in pinned MIM index and no usable local identity
ALIAS	3-Chloro-4-hydroxyphenylacetic acid	1	1	3 chloro 4 hydroxyphenylacetic acid	CHEBI:47106	3-Chloro-4-hydroxyphenylacetic acid	label not found in pinned MIM index and no usable local identity
ALIAS	3-Chloroacrylic acid	1	1	3 chloroacrylic acid	CHEBI:19982	3-Chloroacrylic acid	label not found in pinned MIM index and no usable local identity
ALIAS	3-Hydroxypropanal	1	1	3 hydroxypropanal	CHEBI:17871	3-Hydroxypropanal	label not found in pinned MIM index and no usable local identity
ALIAS	4-(2-hydroxyethyl)-1-piperazineethanesulfonic acid	1	1	4 2 hydroxyethyl 1 piperazineethanesulfonic acid	CHEBI:42334	4-(2-hydroxyethyl)-1-piperazineethanesulfonic acid	label not found in pinned MIM index and no usable local identity
ALIAS	Agar (BD)	1	1	agar	CHEBI:2509	Agar	label not found in pinned MIM index and no usable local identity
ALIAS	Agar (Difco)	1	1	agar	CHEBI:2509	Agar	label not found in pinned MIM index and no usable local identity
ALIAS	Agar (If needed)	1	1	agar	CHEBI:2509	Agar	label not found in pinned MIM index and no usable local identity
ALIAS	Agar (Purified)	1	1	agar	CHEBI:2509	Agar	label not found in pinned MIM index and no usable local identity
ALIAS	Agar (if needed)*	1	1	agar	CHEBI:2509	Agar	label not found in pinned MIM index and no usable local identity
ALIAS	Agar* (if needed)	1	1	agar	CHEBI:2509	Agar	label not found in pinned MIM index and no usable local identity
ALIAS	Amphotericin B (5 mg/ml DMSO)	1	1	amphotericin b	CHEBI:2682	Amphotericin B	label not found in pinned MIM index and no usable local identity
ALIAS	Apple Juice	1	1	apple juice	FOODON:00001059	Apple Juice	label not found in pinned MIM index and no usable local identity
ALIAS	Artificial Seawater	1	1	artificial seawater	MICRO:0001715	Artificial seawater	label not found in pinned MIM index and no usable local identity
ALIAS	Artificial seawater (see Medium No. 736 )	1	1	artificial seawater	MICRO:0001715	Artificial seawater	label not found in pinned MIM index and no usable local identity
ALIAS	Ascorbic acid (Sigma)	1	1	ascorbic acid	CHEBI:22652	Ascorbic acid	label not found in pinned MIM index and no usable local identity
ALIAS	Benzothiazole	1	1	benzothiazole	CHEBI:45993	Benzothiazole	label not found in pinned MIM index and no usable local identity
ALIAS	Blood	1	1	blood	UBERON:0000178	Blood	label not found in pinned MIM index and no usable local identity
ALIAS	Brain heart infusion (BD Difico)	1	1	brain heart infusion	MICRO:0000193	Brain heart infusion	label not found in pinned MIM index and no usable local identity
ALIAS	Bromophenol blue	1	1	bromophenol blue	CHEBI:59424	Bromophenol blue	label not found in pinned MIM index and no usable local identity
ALIAS	Bromophenol blue (0.5% in 0.2N KOH)	1	1	bromophenol blue	CHEBI:59424	Bromophenol blue	label not found in pinned MIM index and no usable local identity
ALIAS	Brucella agar (BD-BBL)	1	1	brucella agar	MICRO:0000595	Brucella agar	label not found in pinned MIM index and no usable local identity
ALIAS	Ca(NO3)2•4H2O	1	1	ca no3 2 4h2o	CHEBI:86159	Ca(NO3)2 · 4H2O	label not found in pinned MIM index and no usable local identity
ALIAS	Ca3(PO4)2	1	1	ca3 po4 2	CHEBI:9679	Ca3(PO4)2	label not found in pinned MIM index and no usable local identity
ALIAS	CaCl2 (100 mM)	1	1	cacl2	CHEBI:3312	[CaCl2]	label not found in pinned MIM index and no usable local identity
ALIAS	Calcium lactate	1	1	calcium lactate	FOODON:03413044	Calcium lactate	label not found in pinned MIM index and no usable local identity
ALIAS	Calf serum (Gibco)	1	1	calf serum	MICRO:0001709	calf serum	label not found in pinned MIM index and no usable local identity
ALIAS	Carboxymethyl cellulose, sodium salt	1	1	carboxymethyl cellulose sodium salt	CHEBI:234035	Carboxymethyl cellulose (sodium salt)	label not found in pinned MIM index and no usable local identity
ALIAS	Catalase (Sigma C--10)	1	1	catalase	NCIT:C61062	Catalase	label not found in pinned MIM index and no usable local identity
ALIAS	Cellulose powder	1	1	cellulose powder	FOODON:03310367	Cellulose powder	label not found in pinned MIM index and no usable local identity
ALIAS	Cobalt sulfate heptahydrate	1	1	cobalt sulfate heptahydrate	CHEBI:91244	Cobalt sulfate heptahydrate	label not found in pinned MIM index and no usable local identity
ALIAS	Cooked meat medium (Oxoid)	1	1	cooked meat medium	FOODON:03305103	Cooked meat medium	label not found in pinned MIM index and no usable local identity
ALIAS	Crotonic acid (ALDRICH 113018)	1	1	crotonic acid	CHEBI:41131	Crotonic acid	label not found in pinned MIM index and no usable local identity
ALIAS	Cyanuric acid	1	1	cyanuric acid	CHEBI:38028	Cyanuric acid	label not found in pinned MIM index and no usable local identity
ALIAS	Cysteine.HCl	1	1	cysteine hcl	CHEBI:91247	cysteine . HCl	label not found in pinned MIM index and no usable local identity
ALIAS	DL vitamins (see below)	1	1	dl vitamins	kgmicrobe.ingredient:dl_vitamins	DL vitamins	label not found in pinned MIM index and no usable local identity
ALIAS	DTT (DL-Dithiothreitol)	1	1	dtt	CHEBI:18320	DTT	label not found in pinned MIM index and no usable local identity
ALIAS	Deoxyribose	1	1	deoxyribose	CHEBI:28816	Deoxyribose	label not found in pinned MIM index and no usable local identity
ALIAS	Diammonium tartrate	1	1	diammonium tartrate	CHEBI:63075	Diammonium tartrate	label not found in pinned MIM index and no usable local identity
ALIAS	Distilled water (for liquid medium)	1	1	distilled water	CHEBI:15377	Distilled water	label not found in pinned MIM index and no usable local identity
ALIAS	Distilled water (for solid medium)	1	1	distilled water	CHEBI:15377	Distilled water	label not found in pinned MIM index and no usable local identity
ALIAS	Dithiothreitol (0.25 M)	1	1	dithiothreitol	CHEBI:18320	Dithiothreitol	label not found in pinned MIM index and no usable local identity
ALIAS	Dithiothreitol (DTT)	1	1	dithiothreitol	CHEBI:18320	Dithiothreitol	label not found in pinned MIM index and no usable local identity
ALIAS	EDTA(Disodium salt)	1	1	edta disodium salt	CHEBI:64734	EDTA (disodium salt)	label not found in pinned MIM index and no usable local identity
