bucket	label	occurrences	recipes	folded	mim_identifier	mim_label	culturemech_reason
RESIDUAL	Trace vitamins solution* (see below)	1	1	trace vitamins solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	Trace vitamins***	1	1	trace vitamins			label not found in pinned MIM index and no usable local identity
RESIDUAL	Tri-ammonium citrate	1	1	tri ammonium citrate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Trimethylamine x HCl	1	1	trimethylamine x hcl			label not found in pinned MIM index and no usable local identity
RESIDUAL	Triptone	1	1	triptone			label not found in pinned MIM index and no usable local identity
RESIDUAL	Tris (Hydroxymethyl) Aminomethane	1	1	tris aminomethane			label not found in pinned MIM index and no usable local identity
RESIDUAL	Tris (Hydroxymethyl) Aminomethane HCl	1	1	tris aminomethane hcl			label not found in pinned MIM index and no usable local identity
RESIDUAL	Tris (hydroxymethyl aminomethane) 3.00 g	1	1	tris hydroxymethyl aminomethane 3 00 g			label not found in pinned MIM index and no usable local identity
RESIDUAL	Tris, pH 7.5	1	1	tris ph 7 5			label not found in pinned MIM index and no usable local identity
RESIDUAL	Tris-HC1 (pH 7.6)	1	1	tris hc1			label not found in pinned MIM index and no usable local identity
RESIDUAL	Trisodium citrate・H2O	1	1	trisodium citrate h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Tryptic Digest of Beef Heart	1	1	tryptic digest of beef heart			label not found in pinned MIM index and no usable local identity
RESIDUAL	Trypto--soya agar (Nissui)	1	1	trypto soya agar			label not found in pinned MIM index and no usable local identity
RESIDUAL	Tryptose blood agar base (Difco Laboratories, Detroit, MI)	1	1	tryptose blood agar base difco laboratories detroit mi			label not found in pinned MIM index and no usable local identity
RESIDUAL	Turban shell (sazae) meat cut	1	1	turban shell sazae meat cut			label not found in pinned MIM index and no usable local identity
RESIDUAL	Tween 80 solution**	1	1	tween 80 solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	Tween80	1	1	tween80			label not found in pinned MIM index and no usable local identity
RESIDUAL	UPW	1	1	upw			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ultrapure water	1	1	ultrapure water			label not found in pinned MIM index and no usable local identity
RESIDUAL	VOSO4	1	1	voso4			label not found in pinned MIM index and no usable local identity
RESIDUAL	VOSO4 x5H2O (1 mg/ml)	1	1	voso4 x5h2o 1 mg ml			label not found in pinned MIM index and no usable local identity
RESIDUAL	VSO5.5H2O	1	1	vso5 5h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Vitamin B12 (20 μg/ml) (filter--sterilized)	1	1	vitamin b12 20 μg ml filter sterilized			label not found in pinned MIM index and no usable local identity
RESIDUAL	Vitamin B12 solution (see Medium No. 403 )	1	1	vitamin b12 solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	Vitamin B12 solution (see Medium No. 403 )*	1	1	vitamin b12 solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	Vitamin B12 solution******	1	1	vitamin b12 solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	Vitamin mixture solution* (see Medium No. 1363 )	1	1	vitamin mixture solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	Vitamin mixture solution* (see below)	1	1	vitamin mixture solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	Vitamin mixture(see below)	1	1	vitamin mixture see below			label not found in pinned MIM index and no usable local identity
RESIDUAL	Vitamin solution I (see below)	1	1	vitamin solution i			label not found in pinned MIM index and no usable local identity
RESIDUAL	Vitamin supplement (ATCC)	1	1	vitamin supplement			label not found in pinned MIM index and no usable local identity
RESIDUAL	Vitox (Oxoid) (1 vial/10 ml of rehydration fluid)	1	1	vitox oxoid 1 vial 10 ml of rehydration fluid			label not found in pinned MIM index and no usable local identity
RESIDUAL	Volvic water	1	1	volvic water			label not found in pinned MIM index and no usable local identity
RESIDUAL	Whole-fat cow's milk	1	1	whole fat cow s milk			label not found in pinned MIM index and no usable local identity
RESIDUAL	Wilkins-Chalgren agar plates (Oxoid Ltd., Hampshire, UK)	1	1	wilkins chalgren agar plates oxoid ltd hampshire uk			label not found in pinned MIM index and no usable local identity
RESIDUAL	Wilkins-Chalgren medium (Oxoid CM0643)	1	1	wilkins chalgren medium			label not found in pinned MIM index and no usable local identity
RESIDUAL	Wolfe's mineral elixier	1	1	wolfe s mineral elixier			label not found in pinned MIM index and no usable local identity
RESIDUAL	Wolfe's mineral elixir (see below)	1	1	wolfe s mineral elixir			label not found in pinned MIM index and no usable local identity
RESIDUAL	Wolfe's modified mineral elixir (see below)	1	1	wolfe s modified mineral elixir			label not found in pinned MIM index and no usable local identity
RESIDUAL	Wolfe’s mineral solution (see Medium No. 265 )	1	1	wolfe s mineral solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	YEM broth	1	1	yem broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	Yeast (Store bought Fleischmann’s yeast)	1	1	yeast store bought fleischmann s yeast			label not found in pinned MIM index and no usable local identity
RESIDUAL	Yeast Extract #3	1	1	yeast extract 3			label not found in pinned MIM index and no usable local identity
RESIDUAL	Yeast Extract #3 (ATCC 9678, see below)	1	1	yeast extract 3 atcc 9678 see below			label not found in pinned MIM index and no usable local identity
RESIDUAL	Yeast cell paste (bakers yeast,washed in deion. water) wet weight	1	1	yeast cell paste bakers yeast washed in deion water wet weight			label not found in pinned MIM index and no usable local identity
RESIDUAL	Yeast dialysate	1	1	yeast dialysate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Yeast extaract	1	1	yeast extaract			label not found in pinned MIM index and no usable local identity
RESIDUAL	Yeast nitrogen base (BD-Difco)	1	1	yeast nitrogen base			label not found in pinned MIM index and no usable local identity
RESIDUAL	ZnCI2	1	1	znci2			label not found in pinned MIM index and no usable local identity
RESIDUAL	ZnCl2·2H2O	1	1	zncl2 2h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	ZnSO4 x7H2O (10 mg/ml)	1	1	znso4 x7h2o 10 mg ml			label not found in pinned MIM index and no usable local identity
RESIDUAL	add deionized water to	1	1	add deionized water to			label not found in pinned MIM index and no usable local identity
RESIDUAL	alginate (brown algae)	1	1	alginate brown algae			label not found in pinned MIM index and no usable local identity
RESIDUAL	alginic	1	1	alginic			label not found in pinned MIM index and no usable local identity
RESIDUAL	arabinan (sugar beet)	1	1	arabinan sugar beet			label not found in pinned MIM index and no usable local identity
RESIDUAL	arabinogalactan (larch)	1	1	arabinogalactan larch			label not found in pinned MIM index and no usable local identity
RESIDUAL	benzene (water-saturated, autoclaved)	1	1	benzene water saturated autoclaved			label not found in pinned MIM index and no usable local identity
RESIDUAL	beta-Na2glycerophosphate·5H2O	1	1	beta na2glycerophosphate 5h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	biotin (Sigma Aldrich, St Louis, MO, USA)	1	1	biotin sigma aldrich st louis mo usa			label not found in pinned MIM index and no usable local identity
RESIDUAL	boiled potato	1	1	boiled potato			label not found in pinned MIM index and no usable local identity
RESIDUAL	bovine blood	1	1	bovine blood			label not found in pinned MIM index and no usable local identity
RESIDUAL	calf blood	1	1	calf blood			label not found in pinned MIM index and no usable local identity
RESIDUAL	calf thymus DNA (Sigma, Type I)	1	1	calf thymus dna sigma type i			label not found in pinned MIM index and no usable local identity
RESIDUAL	cefsulodin (Takeda France S.A., Puteaux, France)	1	1	cefsulodin takeda france s a puteaux france			label not found in pinned MIM index and no usable local identity
RESIDUAL	cellobiose (filter-sterilized)	1	1	cellobiose filter sterilized			label not found in pinned MIM index and no usable local identity
RESIDUAL	chitin (shrimp shells)	1	1	chitin shrimp shells			label not found in pinned MIM index and no usable local identity
RESIDUAL	chocolate agar plates	1	1	chocolate agar plates			label not found in pinned MIM index and no usable local identity
RESIDUAL	conc. HCl (~12.5M)	1	1	conc hcl 12 5m			label not found in pinned MIM index and no usable local identity
RESIDUAL	crystallized cane sugar	1	1	crystallized cane sugar			label not found in pinned MIM index and no usable local identity
RESIDUAL	cysteine.HC1	1	1	cysteine hc1			label not found in pinned MIM index and no usable local identity
RESIDUAL	de Man–Rogosa–Sharpe (MRS) broth (LabM)	1	1	de man rogosa sharpe broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	defibrinated ovine blood	1	1	defibrinated ovine blood			label not found in pinned MIM index and no usable local identity
RESIDUAL	di-Na-ß-glycerophosphate	1	1	di na ß glycerophosphate			label not found in pinned MIM index and no usable local identity
RESIDUAL	distilled or deionized water	1	1	distilled or deionized water			label not found in pinned MIM index and no usable local identity
RESIDUAL	di‐Potassium hydrogen orthophosphate trihydrate	1	1	di potassium hydrogen orthophosphate trihydrate			label not found in pinned MIM index and no usable local identity
RESIDUAL	dl-Ca-pantothenate	1	1	dl ca pantothenate			label not found in pinned MIM index and no usable local identity
RESIDUAL	galatcomannan (Ceratonia siliqua)	1	1	galatcomannan			label not found in pinned MIM index and no usable local identity
RESIDUAL	heat-inactivated fetal bovine serum	1	1	heat inactivated fetal bovine serum			label not found in pinned MIM index and no usable local identity
RESIDUAL	heat-inactivated horse serum	1	1	heat inactivated horse serum			label not found in pinned MIM index and no usable local identity
RESIDUAL	horse serum (heat inactivated, 56℃ for 30 minutes)	1	1	horse serum heat inactivated 56 c for 30 minutes			label not found in pinned MIM index and no usable local identity
RESIDUAL	human blood	1	1	human blood			label not found in pinned MIM index and no usable local identity
RESIDUAL	hydroxocobalamin acetate salt	1	1	hydroxocobalamin acetate salt			label not found in pinned MIM index and no usable local identity
RESIDUAL	hydroxocobalamin hydrochloride	1	1	hydroxocobalamin hydrochloride			label not found in pinned MIM index and no usable local identity
RESIDUAL	lactic	1	1	lactic			label not found in pinned MIM index and no usable local identity
RESIDUAL	lactic acid	1	1	lactic acid			label not found in pinned MIM index and no usable local identity
RESIDUAL	laked horse blood (Hema Resource & Supply, Aurora, OR)	1	1	laked horse blood hema resource supply aurora or			label not found in pinned MIM index and no usable local identity
RESIDUAL	laminarin (brown algae)	1	1	laminarin brown algae			label not found in pinned MIM index and no usable local identity
RESIDUAL	leafy soil	1	1	leafy soil			label not found in pinned MIM index and no usable local identity
RESIDUAL	mannan (Saccharomyces cerevisiae)	1	1	mannan			label not found in pinned MIM index and no usable local identity
RESIDUAL	meat extract (Wako Pure Chemical Industries, Osaka, Japan)	1	1	meat extract wako pure chemical industries osaka japan			label not found in pinned MIM index and no usable local identity
RESIDUAL	methane--air (50:50)	1	1	methane air 50 50			label not found in pinned MIM index and no usable local identity
RESIDUAL	o--phthalic acid	1	1	o phthalic acid			label not found in pinned MIM index and no usable local identity
RESIDUAL	p-aminobenzoic acid (0.3 μg/μL)	1	1	p aminobenzoic acid 0 3 μg μl			label not found in pinned MIM index and no usable local identity
RESIDUAL	pectin (apple)	1	1	pectin apple			label not found in pinned MIM index and no usable local identity
RESIDUAL	pectin (citrus peel)	1	1	pectin citrus peel			label not found in pinned MIM index and no usable local identity
RESIDUAL	plant residue extract (see below)	1	1	plant residue extract			label not found in pinned MIM index and no usable local identity
RESIDUAL	powdered sulfur	1	1	powdered sulfur			label not found in pinned MIM index and no usable local identity
RESIDUAL	sheep blood agar	1	1	sheep blood agar			label not found in pinned MIM index and no usable local identity
RESIDUAL	sheep’s blood	1	1	sheep s blood			label not found in pinned MIM index and no usable local identity
RESIDUAL	sodium dithionate	1	1	sodium dithionate			label not found in pinned MIM index and no usable local identity
RESIDUAL	sodium nicotinate	1	1	sodium nicotinate			label not found in pinned MIM index and no usable local identity
RESIDUAL	sterile defibrillated blood	1	1	sterile defibrillated blood			label not found in pinned MIM index and no usable local identity
RESIDUAL	sterile defibrinated horse serum	1	1	sterile defibrinated horse serum			label not found in pinned MIM index and no usable local identity
RESIDUAL	sterile defibrinated sheep blood	1	1	sterile defibrinated sheep blood			label not found in pinned MIM index and no usable local identity
RESIDUAL	sterile rabbit serum	1	1	sterile rabbit serum			label not found in pinned MIM index and no usable local identity
RESIDUAL	sulfide ore	1	1	sulfide ore			label not found in pinned MIM index and no usable local identity
RESIDUAL	sulfidic ore	1	1	sulfidic ore			label not found in pinned MIM index and no usable local identity
RESIDUAL	thioglycolate medium (Wako)	1	1	thioglycolate medium			label not found in pinned MIM index and no usable local identity
RESIDUAL	trypticase soy yeast (TSY) broth	1	1	trypticase soy yeast broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	tryptone yeast extract salt (TYES) broth	1	1	tryptone yeast extract salt broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	tryptose blood agar base (Difco)	1	1	tryptose blood agar base			label not found in pinned MIM index and no usable local identity
RESIDUAL	vancomycin (Lilly France S.A., Fergesheim, France)	1	1	vancomycin lilly france s a fergesheim france			label not found in pinned MIM index and no usable local identity
RESIDUAL	x5 M9 salt (Sigma)	1	1	x5 m9 salt			label not found in pinned MIM index and no usable local identity
RESIDUAL	xylan (oat spelts)	1	1	xylan oat spelts			label not found in pinned MIM index and no usable local identity
RESIDUAL	yeast autolysate	1	1	yeast autolysate			label not found in pinned MIM index and no usable local identity
RESIDUAL	yeast extaract	1	1	yeast extaract			label not found in pinned MIM index and no usable local identity
RESIDUAL	yeast nitrogen base (BD Difco, Franklin Lakes, NJ, USA)	1	1	yeast nitrogen base bd difco franklin lakes nj usa			label not found in pinned MIM index and no usable local identity
RESIDUAL	α-Ketoglutarate potassium	1	1	α ketoglutarate potassium			label not found in pinned MIM index and no usable local identity
RESIDUAL	β--NAD	1	1	β nad			label not found in pinned MIM index and no usable local identity
RESIDUAL	β-Disodium glycerophosphate (grade II, Sigma)	1	1	β disodium glycerophosphate grade ii sigma			label not found in pinned MIM index and no usable local identity
RESIDUAL	β-Na2glycerophosphate· 5H2O	1	1	β na2glycerophosphate 5h2o			label not found in pinned MIM index and no usable local identity
UNMAPPED	Calf brains	164	164	calf brains	UNMAPPED_0170	Calf brains	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	PPLO broth	92	92	pplo broth	UNMAPPED_0497	PPLO broth	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	CMRL 1066	79	79	cmrl 1066	UNMAPPED_0359	CMRL 1066	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Trypticase soy broth	38	38	trypticase soy broth	UNMAPPED_0252	Trypticase soy broth	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	ZMB_ALS	33	33	zmb_als	UNMAPPED_0272	ZMB_ALS	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	N-Z amine	26	26	n z amine	UNMAPPED_0457	N-Z amine	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Marine Broth	22	22	marine broth	UNMAPPED_0433	Marine Broth	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Lactobacilli MRS broth	20	20	lactobacilli mrs broth	UNMAPPED_0421	Lactobacilli MRS broth	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Heart Infusion Broth	18	18	heart infusion broth	UNMAPPED_0399	Heart Infusion Broth	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Corn meal agar	17	17	corn meal agar	UNMAPPED_0130	Corn meal agar	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	MoLS4	17	17	mols4	UNMAPPED_0292	MoLS4	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	dehydrated Wilkins-Chalgren medium	15	15	dehydrated wilkins chalgren medium	UNMAPPED_0373	dehydrated Wilkins-Chalgren medium	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Bacto Middlebrook 7H10 agar	12	12	bacto middlebrook 7h10 agar	UNMAPPED_0115	Bacto Middlebrook 7H10 agar	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	GAM broth	12	12	gam broth	UNMAPPED_0388	GAM broth	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Meat infusion	12	12	meat infusion	UNMAPPED_0436	Meat infusion	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Poly[(R)-3-hydroxybutyric acid]	11	11	poly r 3 hydroxybutyric acid	UNMAPPED_0494	Poly[(R)-3-hydroxybutyric acid]	label not found in pinned MIM index and no usable local identity
UNMAPPED	dehydrated RCM medium	11	11	dehydrated rcm medium	UNMAPPED_0372	dehydrated RCM medium	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Bovine serum	10	10	bovine serum	UNMAPPED_0345	Bovine serum	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Cereal leaves	10	10	cereal leaves	UNMAPPED_0356	Cereal leaves	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Lactobacilli MRS broth (BD-Difco)	10	10	lactobacilli mrs broth	UNMAPPED_0421	Lactobacilli MRS broth	label not found in pinned MIM index and no usable local identity
UNMAPPED	Rye grass	10	10	rye grass	UNMAPPED_0511	Rye grass	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	N-Z-Case	9	9	n z case	UNMAPPED_0459	N-Z-Case	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Tryptose-phosphate	9	9	tryptose phosphate	UNMAPPED_0560	Tryptose-phosphate	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Horikoshi-I medium	8	8	horikoshi i medium	UNMAPPED_0402	Horikoshi-I medium	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Inorganic salts-starch agar	8	8	inorganic salts starch agar	UNMAPPED_0123	Inorganic salts-starch agar	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Lab Lemco powder	8	8	lab lemco powder	UNMAPPED_0419	`Lab-Lemco’ powder	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	R agar	8	8	r agar	UNMAPPED_0132	R agar	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Trypticase soy agar	7	7	trypticase soy agar	UNMAPPED_0557	Trypticase soy agar	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Complan	6	6	complan	UNMAPPED_0363	Complan	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	MEM-Medium	6	6	mem medium	UNMAPPED_0438	MEM-Medium	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	N-Z-Amine A	6	6	n z amine a	UNMAPPED_0458	N-Z-Amine A	label not found in pinned MIM index and no usable local identity
UNMAPPED	Na-Nitrilotriacetat	6	6	na nitrilotriacetat	UNMAPPED_0460	Na-Nitrilotriacetat	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Reinforced clostridial medium	6	6	reinforced clostridial medium	UNMAPPED_0507	Reinforced clostridial medium	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Czapek-Dox liquid medium	5	5	czapek dox liquid medium	UNMAPPED_0370	Czapek-Dox liquid medium	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Difco marine broth	5	5	difco marine broth	UNMAPPED_0378	Difco marine broth	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Fresh egg mixture	5	5	fresh egg mixture	UNMAPPED_0387	Fresh egg mixture	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	GAM broth (Nissui)	5	5	gam broth	UNMAPPED_0388	GAM broth	label not found in pinned MIM index and no usable local identity
UNMAPPED	Heart infusion broth (BD-Difco)	5	5	heart infusion broth	UNMAPPED_0399	Heart Infusion Broth	label not found in pinned MIM index and no usable local identity
UNMAPPED	Lab-Lemco powder	5	5	lab lemco powder	UNMAPPED_0419	`Lab-Lemco’ powder	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	NaSiO3 x 9 H2O	5	5	nasio3 x 9 h2o	UNMAPPED_0477	NaSiO3 x 9 H2O	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	OXOID Legionella CYE-Agar base	5	5	oxoid legionella cye agar base	UNMAPPED_0487	OXOID Legionella CYE-Agar base	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Basal mineral NaCl medium	4	4	basal mineral nacl medium	UNMAPPED_0336	Basal mineral NaCl medium	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Blood agar No 2	4	4	blood agar no 2	UNMAPPED_0340	Blood agar No 2	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Brucella Broth	4	4	brucella broth	UNMAPPED_0348	Brucella Broth	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Colloidal chitin	4	4	colloidal chitin	UNMAPPED_0361	Colloidal chitin	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Columbia blood agar base (Oxoid CM331)	4	4	columbia blood agar base	UNMAPPED_0118	Columbia blood agar base	label not found in pinned MIM index and no usable local identity
UNMAPPED	Czapek Dox agar	4	4	czapek dox agar	UNMAPPED_0119	Czapek Dox agar	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Dv_base_medium	4	4	dv_base_medium	UNMAPPED_0305	Dv_base_medium	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Fastidious Anaerobe Agar	4	4	fastidious anaerobe agar	UNMAPPED_0120	Fastidious Anaerobe Agar	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	IMDM-Medium	4	4	imdm medium	UNMAPPED_0405	IMDM-Medium	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Lab--Lemco powder (Oxoid)	4	4	lab lemco powder	UNMAPPED_0419	`Lab-Lemco’ powder	label not found in pinned MIM index and no usable local identity
UNMAPPED	MEM alpha Modification	4	4	mem alpha modification	UNMAPPED_0437	MEM alpha Modification	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Mycobactine J	4	4	mycobactine j	UNMAPPED_0456	Mycobactine J	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Na3-NTA x H2O	4	4	na3 nta x h2o	UNMAPPED_0475	Na3-NTA x H2O	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Oatmeal agar	4	4	oatmeal agar	UNMAPPED_0129	Oatmeal agar	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Whole egg	4	4	whole egg	UNMAPPED_0577	Whole egg	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	α-D-Glucose monohydrate	4	4	α d glucose monohydrate	UNMAPPED_0587	α-D-Glucose monohydrate	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	BCYE agar	3	3	bcye agar	UNMAPPED_0113	BCYE agar	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Bacto Heart Infusion Broth (Difco)	3	3	bacto heart infusion broth	UNMAPPED_0332	Bacto Heart Infusion Broth	label not found in pinned MIM index and no usable local identity
UNMAPPED	Bacto m TGE broth	3	3	bacto m tge broth	UNMAPPED_0333	Bacto m TGE broth	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Blood Agar Base	3	3	blood agar base	UNMAPPED_0339	Blood Agar Base	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Bordet-Gengou-Agar-Base	3	3	bordet gengou agar base	UNMAPPED_0341	Bordet-Gengou Agar Base (BD 248200)	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Casman-Agar-Base	3	3	casman agar base	UNMAPPED_0353	Casman-Agar-Base	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Cellulose MN 300	3	3	cellulose mn 300	UNMAPPED_0354	Cellulose MN 300	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Cerophyll	3	3	cerophyll	UNMAPPED_0357	Cerophyll	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Corn meal agar (BD-Difco)	3	3	corn meal agar	UNMAPPED_0130	Corn meal agar	label not found in pinned MIM index and no usable local identity
UNMAPPED	Corn steep powder	3	3	corn steep powder	UNMAPPED_0366	Corn steep powder	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Diced potato	3	3	diced potato	UNMAPPED_0375	Diced potato	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Difco 0001	3	3	difco 0001	UNMAPPED_0377	Difco 0001	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	HBO3	3	3	hbo3	UNMAPPED_0398	HBO3	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Homo-PIPES	3	3	homo pipes	UNMAPPED_0401	Homo-PIPES	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Infusion Broth	3	3	infusion broth	UNMAPPED_0406	Infusion Broth	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Liver Concentrate	3	3	liver concentrate	UNMAPPED_0429	Liver Concentrate	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	MRS broth	3	3	mrs broth	UNMAPPED_0453	MRS broth	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	MRS broth (Difco)	3	3	mrs broth	UNMAPPED_0453	MRS broth	label not found in pinned MIM index and no usable local identity
UNMAPPED	Polar lipid fraction	3	3	polar lipid fraction	UNMAPPED_0491	Polar lipid fraction	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Poly hexamethylene carbonate	3	3	poly hexamethylene carbonate	UNMAPPED_0492	Poly hexamethylene carbonate	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Proteose yeastolate	3	3	proteose yeastolate	UNMAPPED_0500	Proteose yeastolate	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Reinforced clostridial medium (BD-Difco)	3	3	reinforced clostridial medium	UNMAPPED_0507	Reinforced clostridial medium	label not found in pinned MIM index and no usable local identity
UNMAPPED	SABOURAUD- Glucose-Bouillon	3	3	sabouraud glucose bouillon	UNMAPPED_0513	SABOURAUD- Glucose-Bouillon	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Se-acid	3	3	se acid	UNMAPPED_0517	Se-acid	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Spring sampling GW821 filtered with 0.2uM filter	3	3	spring sampling gw821 filtered with 0 2um filter	UNMAPPED_0275	Spring sampling GW821 filtered with 0.2uM filter	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Standard I Broth	3	3	standard i broth	UNMAPPED_0532	Standard I Broth	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Sterile serum	3	3	sterile serum	UNMAPPED_0534	Sterile serum	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Swine serum	3	3	swine serum	UNMAPPED_0536	Swine serum	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Todd Hewitt Broth	3	3	todd hewitt broth	UNMAPPED_0544	Todd Hewitt Broth	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Trace minerals (see Medium No. 151	3	3	trace minerals see medium no 151	UNMAPPED_0553	Trace minerals (see Medium No. 151	label not found in pinned MIM index and no usable local identity
UNMAPPED	Tryptone soya broth (Oxoid)	3	3	tryptone soya broth	UNMAPPED_0138	Tryptone soya broth (Oxoid)	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Wilkins-Chalgren-Anaerobe-Broth	3	3	wilkins chalgren anaerobe broth	UNMAPPED_0579	Wilkins-Chalgren Anaerobe Broth (Oxoid CM0643)	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	Yeast cell paste	3	3	yeast cell paste	UNMAPPED_0581	Yeast cell paste	MIM explicitly leaves this label unmapped; local grounding suppressed
UNMAPPED	poly-ß-hydroxybutyric acid	3	3	poly ß hydroxybutyric acid	UNMAPPED_0493	poly-ß-hydroxybutyric acid	MIM explicitly leaves this label unmapped; local grounding suppressed
