subject_id	subject_label	object_id	object_label	new_candidates	ingredient_yaml	review_status	missing_candidates_after_review	review_notes
MIM:Beef_Extract	Beef extract	FOODON:03302088	beef extract	Beef extract(Sigma B-4888)|Beef extract (BD-Difco)|Lab-Lemco beef extract|Bacto beef extract|Bacto Beef Extract (Difco)|Beef extract (BBL)	data/ingredients/mapped/Beef_Extract.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Beef_Heart_Infusion	Beef Heart Infusion	FOODON:00004410	beef heart	Beef Heart Infusion	data/ingredients/mapped/Beef_Heart_Infusion.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Beta-alanine	Beta-alanine	CHEBI:16958	beta-alanine	B-alanine	data/ingredients/mapped/Beta-alanine.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Betaine_Hydrochloride	Betaine hydrochloride	CHEBI:17750	glycine betaine	Betaine hydrochloride	data/ingredients/mapped/Betaine_Hydrochloride.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Betaine_X_H2o	Betaine x H2O	CHEBI:17750	glycine betaine	Betaine x H2O	data/ingredients/mapped/Betaine_X_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Biotin	Biotin	CHEBI:15956	biotin	(alternative)|D(+)-Biotin	data/ingredients/mapped/Biotin.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Butanol	Butanol	CHEBI:28885	butan-1-ol	Butanol	data/ingredients/mapped/Butanol.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Ca-folinate	Ca-folinate	CHEBI:31340	Calcium folinate	Ca-folinate	data/ingredients/mapped/Ca-folinate.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Ca-pantothenate	Ca-pantothenate	CHEBI:29032	(R)-pantothenate	Ca-pantothenate|Ca pantotenate	data/ingredients/mapped/Ca-pantothenate.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Ca_No32	Ca(NO3)2	CHEBI:64205	calcium nitrate	Ca(NO3)2|Cadmium(II) nitrate|Cd(NO3)2|Nitric acid, cadmium salt|Nitric acid, cadmium salt (2:1)|cadmium dinitrate|cadmium nitrate	data/ingredients/mapped/Ca_No32.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Ca_No32_X_4_H2o	Ca(NO3)2 x 4 H2O	CHEBI:86159	calcium nitrate tetrahydrate	(1)  Ca(NO3)2.4H2O|Ca(NO3)2 x 4 H2O (0.1% w/v)	data/ingredients/mapped/Ca_No32_X_4_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cacl2	CaCl2	CHEBI:3312	calcium dichloride	anhydrous calcium chloride|CaCl .6H O|CaCl2 x H2O|CaCl2 . 7H2O|CaCl2 x 7 H2O|CaCl2·H2O|CaCl2⋅7H2O|CaCl2・H2O	data/ingredients/mapped/Cacl2.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cacl22h2o_2	CaCl22H2O	CHEBI:86158	calcium chloride dihydrate	CaCl22H2O	data/ingredients/mapped/Cacl22h2o_2.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cacl2_X_2_H2o	CaCl2 x 2 H2O	CHEBI:86158	calcium chloride dihydrate	CaCl 2 X 2 H2O|CaCl2 x 2 H2O (0.1% w/v)|CaCl2 x 2 H2O (50 g/l stock solution)|CaCl2 x 2 H2O (5M)|CaCl2 x 2 H2O solution (7%)|CaCl2•2H2O|CaCl2•2H2O (Sigma C-3881)|CaCl2•2H2O(CAS: 10035-04-8)|CaCl2•2H2O(Sigma C-3881)	data/ingredients/mapped/Cacl2_X_2_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cacl2_X_7_H2o	CaCl2 x 7 H2O	CHEBI:3312	calcium dichloride	CaCl2 x 7 H2O|CaCl2 . 7H2O|CaCl2 x H2O|CaCl2·H2O|CaCl2⋅7H2O|CaCl2・H2O|anhydrous calcium chloride	data/ingredients/mapped/Cacl2_X_7_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Caco3	CaCO3	CHEBI:3311	calcium carbonate	(if required)|Optional ingredient	data/ingredients/mapped/Caco3.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cadmium_Acetate_Dihydrate	Cadmium acetate dihydrate	CHEBI:232796	cadmium acetate	Cadmium acetate dihydrate	data/ingredients/mapped/Cadmium_Acetate_Dihydrate.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cadmium_Chloride_Hemipentahydrate	Cadmium chloride hemipentahydrate	CHEBI:63938	cadmium dichloride hemipentahydrate	Cadmium chloride hemipentahydrate	data/ingredients/mapped/Cadmium_Chloride_Hemipentahydrate.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Calcium_Chloride	Calcium Chloride	CHEBI:3312	calcium dichloride	CaCl2 × 2 H2O|CaCl2*2H2O|CaCl22H2O	data/ingredients/mapped/Calcium_Chloride.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Calcium_D-Pantothenate	Calcium D-Pantothenate	CHEBI:31345	Calcium pantothenate	Calcium D-Pantothenate	data/ingredients/mapped/Calcium_D-Pantothenate.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Calcium_Pantothenate	Calcium pantothenate	CHEBI:31345	Calcium pantothenate	Calcium D-(+)-pantothenate|D-Ca-pantothenate|D Calcium Panthothenate|D-Calcium pantothenate|DL-Calcium pantothenate|Hemicalcium D-(+)- pantothenate|calcium D,L-pantothenate	data/ingredients/mapped/Calcium_Pantothenate.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Caps_Buffer	CAPS buffer	CHEBI:191088	Cyclohexylaminopropanesulfonic acid	CAPS buffer|CAPS	data/ingredients/mapped/Caps_Buffer.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Capso	CAPSO	CHEBI:183882	3-(cyclohexylamino)-2-hydroxy-1-propanesulfonic acid	CAPSO	data/ingredients/mapped/Capso.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Carbon_dioxide_gas	Carbon dioxide gas	CHEBI:16526	carbon dioxide	Carbon dioxide gas	data/ingredients/mapped/Carbon_dioxide_gas.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Carboxymethyl_Cellulose	Carboxymethyl cellulose	CHEBI:85146	carboxymethylcellulose	( sodium salt)|(sodium salt)	data/ingredients/mapped/Carboxymethyl_Cellulose.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Carboxymethyl_Cellulose_~28sodium_Salt~29	Carboxymethyl cellulose (sodium salt)	FOODON:03460374	carboxymethyl cellulose	Carboxymethyl cellulose (sodium salt)	data/ingredients/mapped/Carboxymethyl_Cellulose_(sodium_Salt).yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Carnitine_~28Dl~29_Hydrochloride	Carnitine (Dl) Hydrochloride	CHEBI:17126	carnitine	Carnitine (Dl) Hydrochloride	data/ingredients/mapped/Carnitine_(Dl)_Hydrochloride.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Carnitine_Hydrochloride	Carnitine Hydrochloride	CHEBI:48601	carnitinamide chloride	Carnitine Hydrochloride	data/ingredients/mapped/Carnitine_Hydrochloride.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Caryophyllene_T~28-~29	Caryophyllene [T(-)]	CHEBI:10357	(-)-beta-caryophyllene	Caryophyllene [T(-)]	data/ingredients/mapped/Caryophyllene_T(-).yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Casamino_Acids	Casamino acids	CHEBI:78020	heptacosanoate	Casamino acids|( vitamin assay)|Casamino Acid|Casaminoacids|Casmino Acid|Casmino acids	data/ingredients/mapped/Casamino_Acids.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Casein_Peptone	Casein peptone	FOODON:03315719	mammalian milk protein (hydrolyzed)	Casein peptone|Casein peptone, tryptic digest|Peptone from casein|Pancreatic Digest of Casein|Pancreatic Digest of Casein (Hardy C6530)|Caseine peptone|Casein peptone, tryptic digested|Enzymatic digest of casein|Casein hydrolysate|Acid-hydrolyzed casein|Casein enzymic hydrolysate|casein hydrolyzate acid|Casein hydrolysate (NZ Case TT, Quest International)	data/ingredients/mapped/Casein_Peptone.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Caso4_X_2_H2o	CaSO4 x 2 H2O	CHEBI:32583	calcium sulfate dihydrate	CaSO4•2H2O|CaSO4•2H2O(Mallinckroft 4300)	data/ingredients/mapped/Caso4_X_2_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Caso4_X_7_H2o	CaSO4 x 7 H2O	CHEBI:31346	calcium sulfate	CaSO4 x 7 H2O|CaSO4・7H2O	data/ingredients/mapped/Caso4_X_7_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Catalase	Catalase	CHEBI:3463	None	Catalase	data/ingredients/mapped/Catalase.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cecl3_X_7_H2o	CeCl3 x 7 H2O	CHEBI:35458	cerium trichloride	CeCl3 x 7 H2O	data/ingredients/mapped/Cecl3_X_7_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cefotaxime_Sodium_Salt	Cefotaxime sodium salt	CHEBI:3498	cefotaxime sodium	Cefotaxime sodium salt	data/ingredients/mapped/Cefotaxime_Sodium_Salt.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cefoxitin_Sodium_Salt	Cefoxitin sodium salt	CHEBI:3501	Cefoxitin sodium	Cefoxitin sodium salt	data/ingredients/mapped/Cefoxitin_Sodium_Salt.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cefsulodin_Sodium_Salt_Hydrate	Cefsulodin sodium salt hydrate	CHEBI:31380	Cefsulodin sodium	Cefsulodin sodium salt hydrate	data/ingredients/mapped/Cefsulodin_Sodium_Salt_Hydrate.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Ceftriaxone_Disodium_Salt_Hemi~28heptahydrate~29	Ceftriaxone disodium salt hemi(heptahydrate)	CHEBI:3514	Ceftriaxone disodium salt hemiheptahydrate	Ceftriaxone disodium salt hemi(heptahydrate)	data/ingredients/mapped/Ceftriaxone_Disodium_Salt_Hemi(heptahydrate).yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cellobiose	Cellobiose	CHEBI:36217	beta-cellobiose	(alternative)|1-beta-D-Glucopyranosyl-4-D-glucopyranose|4-(beta-D-glucosido)-D-glucose|4-O-beta-D-glucopyranosyl-D-glucopyranose|4-beta-D-glucopyranosyl-D-glucopyranose|D-(+)-cellobiose|D-Cellobiose|D-celiobiose|D-cellobiose (cellobiose)|D-glucosyl-beta-(1-4)-D-glucose|beta-D-glucopyranosyl-(1->4)-D-glucopyranose|cellose	data/ingredients/mapped/Cellobiose.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cellulose	Cellulose	CHEBI:18246	(1->4)-beta-D-glucan	(alternative)|Optional ingredient|Optional ingredient (Avicel SIGMA)|Optional ingredient (Lens tissue or MN 301)|Optional ingredient (MN 301)|Filter paper (cellulose substrate)	data/ingredients/mapped/Cellulose.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cephalothin_Sodium_Salt	Cephalothin sodium salt	CHEBI:3542	cephalothin sodium	Cephalothin sodium salt	data/ingredients/mapped/Cephalothin_Sodium_Salt.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cephamycin_A	Cephamycin A	CHEBI:55429	cephamycin	Cephamycin A	data/ingredients/mapped/Cephamycin_A.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Chebi1	CHEBI:1	CHEBI:1	None	CHEBI:1	data/ingredients/mapped/Chebi1.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Chitosan	Chitosan	CHEBI:16261	chitosan	hydrolysis: cationic chitosan	data/ingredients/mapped/Chitosan.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Chlorhexidine_Diacetate_Salt_Hydrate	Chlorhexidine diacetate salt hydrate	CHEBI:81711	chlorhexidine acetate	Chlorhexidine diacetate salt hydrate	data/ingredients/mapped/Chlorhexidine_Diacetate_Salt_Hydrate.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Chondroitin_Sulfate_A_Sodium_Salt_From_Bovine_Trachea	Chondroitin sulfate A sodium salt from bovine trachea	CHEBI:37397	chondroitin sulfate	Chondroitin sulfate A sodium salt from bovine trachea|filtered	data/ingredients/mapped/Chondroitin_Sulfate_A_Sodium_Salt_From_Bovine_Trachea.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Chromium~28III~29_Chloride_Hexahydrate	Chromium(III) Chloride Hexahydrate	CHEBI:53351	chromium(3+) trichloride	Chromium(III) Chloride Hexahydrate	data/ingredients/mapped/Chromium(III)_Chloride_Hexahydrate.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Chrysanthemic_Acid_Ethyl_Ester	Chrysanthemic Acid, Ethyl Ester	CHEBI:228794	Ethyl chrysanthemumate	Chrysanthemic Acid, Ethyl Ester	data/ingredients/mapped/Chrysanthemic_Acid_Ethyl_Ester.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Citric_Acid	Citric acid	CHEBI:30769	citric acid	(trisodium salt)|Citrate	data/ingredients/mapped/Citric_Acid.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Citric_Acid_X_H2o	Citric acid x H2O	CHEBI:31404	Citric acid monohydrate	Citric acid x H2O|Citric acid . H2O|Citric acid·H2O	data/ingredients/mapped/Citric_Acid_X_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Citric_Acidh2o	Citric Acid•H2O	CHEBI:30769	citric acid	Citric Acid•H2O|Citric Acid•H2O(Fisher A 104)	data/ingredients/mapped/Citric_Acidh2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cloxacillin_Sodium_Salt_Monohydrate	Cloxacillin sodium salt monohydrate	CHEBI:34978	cloxacillin sodium monohydrate	Cloxacillin sodium salt monohydrate	data/ingredients/mapped/Cloxacillin_Sodium_Salt_Monohydrate.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cobalamine	Cobalamine	CHEBI:28911	cob(III)alamin	Cobalamine|COBALAMIN|Coalpha-[alpha-(5,6-dimethylbenzimidazolyl)]-cobamide|Cobalamin (B12)	data/ingredients/mapped/Cobalamine.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cocl2	CoCl2	CHEBI:35696	cobalt dichloride	CoCl .6H O|CoCl 2|CoCl2 × 6H2O|CoCl2 ∙ 6 H2O|CoCl2∙6H2O	data/ingredients/mapped/Cocl2.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cocl2_X_2_H2o	CoCl2 x 2 H2O	CHEBI:35696	cobalt dichloride	CoCl2 x 2 H2O|CoCl2 . 6H2O|CoCl2 x 4 H2O|CoCl2 x 6 H2O|CoCl2 x 6H2O|CoCl2 · 6H2O|CoCl2·6H2O|CoCl2⋅6H2O|CoCl2・6H2O	data/ingredients/mapped/Cocl2_X_2_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cocl2_X_4_H2o	CoCl2 x 4 H2O	CHEBI:35696	cobalt dichloride	CoCl2 x 4 H2O|CoCl2 . 6H2O|CoCl2 x 2 H2O|CoCl2 x 6 H2O|CoCl2 x 6H2O|CoCl2 · 6H2O|CoCl2·6H2O|CoCl2⋅6H2O|CoCl2・6H2O	data/ingredients/mapped/Cocl2_X_4_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cocl2_X_6_H2o	CoCl2 x 6 H2O	CHEBI:35696	cobalt dichloride	CoCl2 x 6 H2O|CoCl2 . 6H2O|CoCl2 x 2 H2O|CoCl2 x 4 H2O|CoCl2 x 6H2O|CoCl2 · 6H2O|CoCl2·6H2O|CoCl2⋅6H2O|CoCl2・6H2O|CoCl2 × 6H2O|CoCl2 ∙ 6 H2O|CoCl2∙6H2O	data/ingredients/mapped/Cocl2_X_6_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Coenzyme_A	Coenzyme A	CHEBI:15346	coenzyme A	(sodium salt)	data/ingredients/mapped/Coenzyme_A.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Colistin_Sulfate_Salt	Colistin sulfate salt	CHEBI:37943	colistin	Colistin sulfate salt	data/ingredients/mapped/Colistin_Sulfate_Salt.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cooked_Meat_Medium	Cooked meat medium	FOODON:03305103	meat (cooked)	Cooked meat medium	data/ingredients/mapped/Cooked_Meat_Medium.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Coso4_X_7_H2o	CoSO4 x 7 H2O	CHEBI:53470	cobalt(2+) sulfate	CoSO4 x 7 H2O|CoSO4 . 7H2O|CoSO4 ⋅ 7H2O|CoSO4.7H2O|CoSO4·7H2O|CoSO4・7H2O	data/ingredients/mapped/Coso4_X_7_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cows_Milk	Cow's milk	FOODON:02020891	cow milk	Cow's milk	data/ingredients/mapped/Cows_Milk.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cr1_Soil	CR1 Soil	ENVO:00001998	soil	CR1 Soil	data/ingredients/mapped/Cr1_Soil.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cr2_So43_X_N_H2o	Cr2(SO4)3 x n H2O	CHEBI:53471	chromium(III) sulfate	Cr2(SO4)3 x n H2O	data/ingredients/mapped/Cr2_So43_X_N_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cu_No32_X_3_H2o	Cu(NO3)2 x 3 H2O	CHEBI:78036	copper(II) nitrate	Cu(NO3)2 x 3 H2O	data/ingredients/mapped/Cu_No32_X_3_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cucl2	CuCl2	CHEBI:49553	copper(II) chloride	CuCl2 × 6H2O|CuCl2 x H2O|CuCl2 x 6 H2O|CuCl2 · H2O	data/ingredients/mapped/Cucl2.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cucl2_X_2_H2o	CuCl2 x 2 H2O	CHEBI:86318	copper(II) chloride dihydrate	copper (II) chloride dihydrate|CuCl 2 x 2 H2O|CuCl2-2H2O|CuCl 2	data/ingredients/mapped/Cucl2_X_2_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cucl2_X_6_H2o	CuCl2 x 6 H2O	CHEBI:49553	copper(II) chloride	CuCl2 x 6 H2O|CuCl2 x H2O|CuCl2 · H2O|CuCl2 × 6H2O	data/ingredients/mapped/Cucl2_X_6_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cuso4	CuSO4	CHEBI:23414	copper(II) sulfate	CuSO4 x H2O|CuSO4 . 2H2O|CuSO4 x 2 H2O|CuSO4 x 4 H2O	data/ingredients/mapped/Cuso4.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cuso4_X_2_H2o	CuSO4 x 2 H2O	CHEBI:23414	copper(II) sulfate	CuSO4 x 2 H2O|CuSO4 . 2H2O|CuSO4 x 4 H2O|CuSO4 x H2O	data/ingredients/mapped/Cuso4_X_2_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cuso4_X_4_H2o	CuSO4 x 4 H2O	CHEBI:23414	copper(II) sulfate	CuSO4 x 4 H2O|CuSO4 . 2H2O|CuSO4 x 2 H2O|CuSO4 x H2O	data/ingredients/mapped/Cuso4_X_4_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cuso4_X_5_H2o	CuSO4 x 5 H2O	CHEBI:31440	copper(II) sulfate pentahydrate	Copper (II) sulfate pentahydrate|copper sulfate pentahydrate	data/ingredients/mapped/Cuso4_X_5_H2o.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cyanocobalamin	Cyanocobalamin	CHEBI:17439	cyanocob(III)alamin	Cyanocobalamine|Vitamin B12|Cyanocobalamin (B )|Cyanocobalamin (Vitamin B )|Cyanocobalamin in|Vitamin B12  (4)|Vitamin B12  (8)|Vitamin B12  (9)|vitamin B12 vitamer|vitamin B12 vitamers|vitamins B12	data/ingredients/mapped/Cyanocobalamin.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cycloheximid	Cycloheximid	CHEBI:27641	cycloheximide	Cyclohexemid	data/ingredients/mapped/Cycloheximid.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:Cysteine	Cysteine	CHEBI:17561	L-cysteine	2-Amino-3-mercaptopropionic acid|2-amino-3-mercaptopropanoic acid|2-amino-3-sulfanylpropanoic acid|Cystein|Hcys|Zystein|cisteina	data/ingredients/mapped/Cysteine.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:D~28~29-Carvone	D(+)-Carvone	CHEBI:15399	(+)-carvone	D(+)-Carvone	data/ingredients/mapped/D()-Carvone.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:D-~28~29-Gluconic_Acid_Gamma-lactone	D-(+)-Gluconic acid gamma-lactone	CHEBI:16217	D-glucono-1,5-lactone	D-(+)-Gluconic acid gamma-lactone	data/ingredients/mapped/D-()-Gluconic_Acid_Gamma-lactone.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:D-~28-~29-Pantolactone	D-(-)-Pantolactone	CHEBI:16719	(R)-pantolactone	D-(-)-Pantolactone	data/ingredients/mapped/D-(-)-Pantolactone.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:D-~28-~29-lyxose	D-(-)-lyxose	CHEBI:16789	aldehydo-D-lyxose	D-(-)-lyxose	data/ingredients/mapped/D-(-)-lyxose.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:D-~28-~29-tagatose	D-(-)-tagatose	CHEBI:4249	D-tagatopyranose	D-(-)-tagatose	data/ingredients/mapped/D-(-)-tagatose.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:D-Fructose_6-phosphate_Disodium_Salt_Hydrate	D-Fructose 6-phosphate disodium salt hydrate	CHEBI:190546	D-Fructose 6-Phosphate-Disodium Salt	D-Fructose 6-phosphate disodium salt hydrate	data/ingredients/mapped/D-Fructose_6-phosphate_Disodium_Salt_Hydrate.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:D-Galacturonic_Acid_Monohydrate	D-Galacturonic Acid monohydrate	CHEBI:18024	D-galacturonic acid	D-Galacturonic Acid monohydrate	data/ingredients/mapped/D-Galacturonic_Acid_Monohydrate.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:D-Glucose-6-Phosphate_Sodium_Salt	D-Glucose-6-Phosphate sodium salt	CHEBI:26714	sodium salt	D-Glucose-6-Phosphate sodium salt	data/ingredients/mapped/D-Glucose-6-Phosphate_Sodium_Salt.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:D-Glucuronic_Acid_Gamma_Lactone	D-Glucuronic acid gamma lactone	CHEBI:18268	D-glucurono-6,3-lactone	D-Glucuronic acid gamma lactone	data/ingredients/mapped/D-Glucuronic_Acid_Gamma_Lactone.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:D-Glucuronic_Acid_Sodium_Salt_Monohydrate	D-Glucuronic acid sodium salt monohydrate	CHEBI:4178	D-glucuronic acid	D-Glucuronic acid sodium salt monohydrate	data/ingredients/mapped/D-Glucuronic_Acid_Sodium_Salt_Monohydrate.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:D-Maltose_Monohydrate	D-Maltose monohydrate	CHEBI:17306	maltose	D-Maltose monohydrate|Maltose monohydrate	data/ingredients/mapped/D-Maltose_Monohydrate.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:D-Mannose_6-phosphate_Sodium_Salt	D-Mannose 6-phosphate sodium salt	CHEBI:17369	D-mannose 6-phosphate	D-Mannose 6-phosphate sodium salt	data/ingredients/mapped/D-Mannose_6-phosphate_Sodium_Salt.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:D-Raffinose_Pentahydrate	D-Raffinose pentahydrate	CHEBI:189430	Raffinose Pentahydrate	D-Raffinose pentahydrate	data/ingredients/mapped/D-Raffinose_Pentahydrate.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:D-Saccharic_Acid_Potassium_Salt	D-Saccharic acid potassium salt	CHEBI:26218	potassium salt	D-Saccharic acid potassium salt	data/ingredients/mapped/D-Saccharic_Acid_Potassium_Salt.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
MIM:D-Sucrose	D-Sucrose	CHEBI:17992	sucrose	D-Sucrose	data/ingredients/mapped/D-Sucrose.yaml	ALREADY_REPRESENTED		All proposed candidate text is already represented by preferred_term or synonyms.
