identifier,ontology_id,preferred_term,mapping_status,ontology_label,ontology_source,mapping_quality,total_occurrences,media_count,synonyms
kgmicrobe.ingredient:mc_trace_minerals,kgmicrobe.ingredient:mc_trace_minerals,Mc_trace_minerals,MAPPED,Mc_trace_minerals,kgmicrobe.ingredient,FALLBACK_REGISTRY,3,3,
kgmicrobe.ingredient:mc_general_salts,kgmicrobe.ingredient:mc_general_salts,Mc_general_salts,MAPPED,Mc_general_salts,kgmicrobe.ingredient,FALLBACK_REGISTRY,3,3,
kgmicrobe.ingredient:mme_trace_minerals,kgmicrobe.ingredient:mme_trace_minerals,MME Trace Minerals,MAPPED,MME Trace Minerals,kgmicrobe.ingredient,FALLBACK_REGISTRY,3,3,
kgmicrobe.ingredient:trace_metals_solution,kgmicrobe.ingredient:trace_metals_solution,Trace Metals Solution,MAPPED,Trace Metals Solution,kgmicrobe.ingredient,FALLBACK_REGISTRY,4,4,
kgmicrobe.ingredient:takara_do_supp_minushisleutrp,kgmicrobe.ingredient:takara_do_supp_minushisleutrp,Takara_DO_Supp_MinusHisLeuTrp,MAPPED,Takara_DO_Supp_MinusHisLeuTrp,kgmicrobe.ingredient,FALLBACK_REGISTRY,2,2,
kgmicrobe.ingredient:enrichment_solution_for_seawater_medium,kgmicrobe.ingredient:enrichment_solution_for_seawater_medium,Enrichment Solution for Seawater Medium,MAPPED,Enrichment Solution for Seawater Medium,kgmicrobe.ingredient,FALLBACK_REGISTRY,4,4,
kgmicrobe.ingredient:mineral_3b_solution_minus_nitrogen,kgmicrobe.ingredient:mineral_3b_solution_minus_nitrogen,Mineral 3B solution minus Nitrogen,MAPPED,Mineral 3B solution minus Nitrogen,kgmicrobe.ingredient,FALLBACK_REGISTRY,5,5,
kgmicrobe.ingredient:sulfur-free_dl_minerals,kgmicrobe.ingredient:sulfur-free_dl_minerals,Sulfur-free DL minerals,MAPPED,Sulfur-free DL minerals,kgmicrobe.ingredient,FALLBACK_REGISTRY,6,6,
kgmicrobe.ingredient:dl_vitamins,kgmicrobe.ingredient:dl_vitamins,DL vitamins,MAPPED,DL vitamins,kgmicrobe.ingredient,FALLBACK_REGISTRY,6,6,DL vitamins (see below)
kgmicrobe.ingredient:thauers_vitamin_mix,kgmicrobe.ingredient:thauers_vitamin_mix,Thauer's vitamin mix,MAPPED,Thauer's vitamin mix,kgmicrobe.ingredient,FALLBACK_REGISTRY,8,8,
kgmicrobe.ingredient:4_carbon_mix,kgmicrobe.ingredient:4_carbon_mix,4 Carbon Mix,MAPPED,4 Carbon Mix,kgmicrobe.ingredient,FALLBACK_REGISTRY,8,8,
kgmicrobe.ingredient:uw_concentrated_base,kgmicrobe.ingredient:uw_concentrated_base,UW concentrated base,MAPPED,UW concentrated base,kgmicrobe.ingredient,FALLBACK_REGISTRY,9,9,
kgmicrobe.ingredient:mineral_3b_solution,kgmicrobe.ingredient:mineral_3b_solution,Mineral 3B solution,MAPPED,Mineral 3B solution,kgmicrobe.ingredient,FALLBACK_REGISTRY,9,9,
kgmicrobe.ingredient:nldm_metabolites,kgmicrobe.ingredient:nldm_metabolites,NLDM_metabolites,MAPPED,NLDM_metabolites,kgmicrobe.ingredient,FALLBACK_REGISTRY,10,10,
kgmicrobe.ingredient:day_aminoacid20,kgmicrobe.ingredient:day_aminoacid20,Day_AminoAcid20,MAPPED,Day_AminoAcid20,kgmicrobe.ingredient,FALLBACK_REGISTRY,11,11,
kgmicrobe.ingredient:p-iv_metal_solution,kgmicrobe.ingredient:p-iv_metal_solution,P-IV Metal Solution,MAPPED,P-IV Metal Solution,kgmicrobe.ingredient,FALLBACK_REGISTRY,16,16,
kgmicrobe.ingredient:mc_vitamins,kgmicrobe.ingredient:mc_vitamins,Mc_vitamins,MAPPED,Mc_vitamins,kgmicrobe.ingredient,FALLBACK_REGISTRY,22,22,
kgmicrobe.ingredient:mc_trace_minerals_so4free,kgmicrobe.ingredient:mc_trace_minerals_so4free,Mc_trace_minerals_SO4free,MAPPED,Mc_trace_minerals_SO4free,kgmicrobe.ingredient,FALLBACK_REGISTRY,22,22,
kgmicrobe.ingredient:mc_general_salts_so4free,kgmicrobe.ingredient:mc_general_salts_so4free,Mc_general_salts_SO4free,MAPPED,Mc_general_salts_SO4free,kgmicrobe.ingredient,FALLBACK_REGISTRY,22,22,
kgmicrobe.ingredient:atcc_wolfes_vitamin_mix,kgmicrobe.ingredient:atcc_wolfes_vitamin_mix,ATCC Wolfe's vitamin mix,MAPPED,ATCC Wolfe's vitamin mix,kgmicrobe.ingredient,FALLBACK_REGISTRY,43,43,
kgmicrobe.ingredient:atcc_wolfes_mineral_mix,kgmicrobe.ingredient:atcc_wolfes_mineral_mix,ATCC Wolfe's mineral mix,MAPPED,ATCC Wolfe's mineral mix,kgmicrobe.ingredient,FALLBACK_REGISTRY,46,46,
kgmicrobe.ingredient:wolfes_mineral_mix,kgmicrobe.ingredient:wolfes_mineral_mix,Wolfe's mineral mix,MAPPED,Wolfe's mineral mix,kgmicrobe.ingredient,FALLBACK_REGISTRY,60,60,
kgmicrobe.ingredient:wolfes_vitamin_mix,kgmicrobe.ingredient:wolfes_vitamin_mix,Wolfe's vitamin mix,MAPPED,Wolfe's vitamin mix,kgmicrobe.ingredient,FALLBACK_REGISTRY,61,61,
UBERON:0010228,UBERON:0010228,Rumen fluid,MAPPED,ruminal fluid,UBERON,EXACT_MATCH,37,37,
NCIT:C75874,NCIT:C75874,Sea salts,MAPPED,Sea Salt,NCIT,CLOSE_MATCH,40,40,sea salts (Sigma)|Sea salts (Sigma-Aldrich)
kgmicrobe.ingredient:mops_2m_ph7,CHEBI:39074,MOPS_2M_pH7,MAPPED,MOPS,CHEBI,NARROW_MATCH,24,24,
kgmicrobe.ingredient:pipes_buffer,CHEBI:39033,PIPES buffer,MAPPED,PIPES,CHEBI,NARROW_MATCH,4,4,PIPES buffer (Sigma)
kgmicrobe.ingredient:mes_buffer,CHEBI:39010,MES buffer,MAPPED,MES,CHEBI,NARROW_MATCH,6,6,
kgmicrobe.compound:alpha-hydroxyglutarate-gamma-lactone,kgmicrobe.compound:alpha-hydroxyglutarate-gamma-lactone,Alpha-hydroxyglutarate-gamma-lactone,MAPPED,Alpha-hydroxyglutarate-gamma-lactone,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:l-glutamate-gamma-3-carboxy-4-nitroanilide,kgmicrobe.compound:l-glutamate-gamma-3-carboxy-4-nitroanilide,L-glutamate-gamma-3-carboxy-4-nitroanilide,MAPPED,L-glutamate-gamma-3-carboxy-4-nitroanilide,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:beta-d-galacto-pyranosyl-d-arabinose,kgmicrobe.compound:beta-d-galacto-pyranosyl-d-arabinose,Beta-D-galacto-pyranosyl-D-arabinose,MAPPED,Beta-D-galacto-pyranosyl-D-arabinose,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:synthetic_sea_salts_sss,kgmicrobe.compound:synthetic_sea_salts_sss,Synthetic Sea Salts (sss),MAPPED,Synthetic Sea Salts (sss),kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:tetrabromopyrrole,kgmicrobe.compound:tetrabromopyrrole,Tetrabromopyrrole,MAPPED,Tetrabromopyrrole,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:aminovalerate,kgmicrobe.compound:aminovalerate,Aminovalerate,MAPPED,Aminovalerate,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:isopropionate,kgmicrobe.compound:isopropionate,Isopropionate,MAPPED,Isopropionate,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:butamine,kgmicrobe.compound:butamine,Butamine,MAPPED,Butamine,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:synanthrin,kgmicrobe.compound:synanthrin,Synanthrin,MAPPED,Synanthrin,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:proteose,kgmicrobe.compound:proteose,Proteose,MAPPED,Proteose,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:furaxone,kgmicrobe.compound:furaxone,Furaxone,MAPPED,Furaxone,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:medicamycin,kgmicrobe.compound:medicamycin,Medicamycin,MAPPED,Medicamycin,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:bacillomycin,kgmicrobe.compound:bacillomycin,Bacillomycin,MAPPED,Bacillomycin,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
mesh:D007633,mesh:D007633,Keratin,MAPPED,Keratins,MESH,CLOSE_MATCH,1,1,
mesh:C016719,mesh:C016719,Ristocetin A,MAPPED,ristocetin A,MESH,EXACT_MATCH,0,0,
mesh:D009429,mesh:D009429,Netropsin,MAPPED,Netropsin,MESH,EXACT_MATCH,0,0,
mesh:C024712,mesh:C024712,Bottromycin,MAPPED,bottromycin,MESH,EXACT_MATCH,0,0,
mesh:C041783,mesh:C041783,Actinomycin X,MAPPED,actinomycin X,MESH,EXACT_MATCH,0,0,
mesh:D005372,mesh:D005372,Filipin,MAPPED,Filipin,MESH,EXACT_MATCH,0,0,
mesh:D012313,mesh:D012313,Rna,MAPPED,RNA,MESH,EXACT_MATCH,0,0,
CHEBI:58989,CHEBI:58989,"3,4,5-trimethoxybenzoate",MAPPED,"3,4,5-trimethoxybenzoate",CHEBI,CLOSE_MATCH,0,0,5-trimethoxybenzoate|Trimethoxybenzoate
CHEBI:34367,CHEBI:34367,"4,4'-dihydroxybiphenyl",MAPPED,"biphenyl-4,4'-diol",CHEBI,CLOSE_MATCH,0,0,4-dihydroxy-biphenyl
CHEBI:18281,CHEBI:18281,"2,5-didehydro-D-gluconic acid",MAPPED,"2,5-didehydro-D-gluconic acid",CHEBI,EXACT_MATCH,0,0,5-didehydro-D-gluconic Acid
kgmicrobe.compound:3-o-methyl_alpha-d-glucopyranoside,kgmicrobe.compound:3-o-methyl_alpha-d-glucopyranoside,3-O-methyl Alpha-D-glucopyranoside,MAPPED,3-O-methyl Alpha-D-glucopyranoside,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:bis-4-nitrophenyl-phenyl_phosphonate,kgmicrobe.compound:bis-4-nitrophenyl-phenyl_phosphonate,Bis-4-nitrophenyl-phenyl Phosphonate,MAPPED,Bis-4-nitrophenyl-phenyl Phosphonate,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:2-deoxythymidine-5-4-nitrophenyl_phosphate,kgmicrobe.compound:2-deoxythymidine-5-4-nitrophenyl_phosphate,2-deoxythymidine-5'-4-nitrophenyl Phosphate,MAPPED,2-deoxythymidine-5'-4-nitrophenyl Phosphate,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:bis-4-nitrophenyl-phosphorylcholine,kgmicrobe.compound:bis-4-nitrophenyl-phosphorylcholine,Bis-4-nitrophenyl-phosphorylcholine,MAPPED,Bis-4-nitrophenyl-phosphorylcholine,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:l-proline-4-nitroanilide,kgmicrobe.compound:l-proline-4-nitroanilide,L-proline-4-nitroanilide,MAPPED,L-proline-4-nitroanilide,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
kgmicrobe.compound:l-alanine_4-nitroanilide,kgmicrobe.compound:l-alanine_4-nitroanilide,L-alanine 4-nitroanilide,MAPPED,L-alanine 4-nitroanilide,kgmicrobe.compound,FALLBACK_REGISTRY,0,0,
ENVO:00002984,ENVO:00002984,Crude Oil,MAPPED,petroleum,ENVO,SYNONYM_MATCH,0,0,
NCIT:C166659,NCIT:C166659,Carbomycin,MAPPED,Carbomycin,NCIT,EXACT_MATCH,0,0,
NCIT:C386,NCIT:C386,Colistin Sulfate,MAPPED,Colistin Sulfate,NCIT,EXACT_MATCH,0,0,
NCIT:C166895,NCIT:C166895,Lysostaphin,MAPPED,Lysostaphin,NCIT,EXACT_MATCH,0,0,
NCIT:C61894,NCIT:C61894,Polymyxin B,MAPPED,Polymyxin B,NCIT,EXACT_MATCH,0,0,
CHEBI:27374,CHEBI:27374,L-inositol,MAPPED,1L-chiro-inositol,CHEBI,SYNONYM_MATCH,1,1,
CHEBI:82679,CHEBI:82679,Nutriacholic Acid,MAPPED,7-oxolithocholic acid,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:81879,CHEBI:81879,Rhodomycin B,MAPPED,beta-Rhodomycin,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:18394,CHEBI:18394,Palatinose,MAPPED,6-O-alpha-D-glucopyranosyl-D-fructofuranose,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:75273,CHEBI:75273,Niaproof,MAPPED,sodium tetradecyl sulfate,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:37671,CHEBI:37671,3-beta-d-glucan,MAPPED,(1->3)-beta-D-glucan,CHEBI,SYNONYM_MATCH,0,0,
kgmicrobe.compound:24-diamino-67-di-iso-propylpteridine_phosphate,CHEBI:73908,"2,4-diamino-6,7-di-iso-propylpteridine phosphate",MAPPED,"2,4-diamino-6,7-diisopropylpteridine",CHEBI,NARROW_MATCH,0,0,7-di-iso-propylpteridine Phosphate)|0129 (2|4-Diamino-6
kgmicrobe.compound:maltose_hydrate,CHEBI:17306,Maltose Hydrate,MAPPED,maltose,CHEBI,CLOSE_MATCH,0,0,
kgmicrobe.compound:potassium_2-ketogluconate,CHEBI:16808,Potassium 2-ketogluconate,MAPPED,2-dehydro-D-gluconate,CHEBI,NARROW_MATCH,0,0,
kgmicrobe.compound:potassium_2-dehydro-d-gluconate,CHEBI:16808,Potassium 2-dehydro-D-gluconate,MAPPED,2-dehydro-D-gluconate,CHEBI,NARROW_MATCH,0,0,
kgmicrobe.compound:potassium_5-dehydro-d-gluconate,CHEBI:58143,Potassium 5-dehydro-D-gluconate,MAPPED,5-dehydro-D-gluconate,CHEBI,NARROW_MATCH,0,0,
kgmicrobe.compound:potassium_5-ketogluconate,CHEBI:58143,Potassium 5-ketogluconate,MAPPED,5-dehydro-D-gluconate,CHEBI,NARROW_MATCH,0,0,
CHEBI:17620,CHEBI:17620,Ferulate,MAPPED,trans-ferulic acid,CHEBI,CLOSE_MATCH,0,0,
CHEBI:55507,CHEBI:55507,1-o-methyl Alpha-galactopyranoside,MAPPED,methyl alpha-D-galactoside,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:36241,CHEBI:36241,Protocatechuate,MAPPED,"3,4-dihydroxybenzoate",CHEBI,SYNONYM_MATCH,1,1,
CHEBI:167506,CHEBI:167506,2-dimethylsuccinic Acid,MAPPED,"2,3-dimethylsuccinic acid",CHEBI,CLOSE_MATCH,0,0,
CHEBI:17464,CHEBI:17464,L-galactonic Acid Gamma-lactone,MAPPED,"L-galactono-1,4-lactone",CHEBI,SYNONYM_MATCH,0,0,
CHEBI:5390,CHEBI:5390,Glutamyl-glutamic Acid,MAPPED,Glu-Glu,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:149531,CHEBI:149531,Carminate,MAPPED,carminate(2-),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:90601,CHEBI:90601,L-pyroglutamic Acid 2-naphthylamide,MAPPED,5-oxo-L-proline 2-naphthylamide,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:16077,CHEBI:16077,Glucose 1-phosphate,MAPPED,D-glucopyranose 1-phosphate,CHEBI,CLOSE_MATCH,0,0,
CHEBI:73804,CHEBI:73804,Glycyl L-aspartic Acid,MAPPED,Gly-Asp,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:15895,CHEBI:15895,D-galactonic Acid Lactone,MAPPED,"D-galactono-1,4-lactone",CHEBI,SYNONYM_MATCH,0,0,
CHEBI:90144,CHEBI:90144,O-nitrophenyl-beta-D-galactopyranosid,MAPPED,2-nitrophenyl beta-D-galactoside,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:15978,CHEBI:15978,Glycerol 3-phosphate,MAPPED,sn-glycerol 3-phosphate,CHEBI,CLOSE_MATCH,1,1,
CHEBI:24750,CHEBI:24750,Hydroxystreptomycin,MAPPED,5'-hydroxystreptomycin,CHEBI,CLOSE_MATCH,0,0,
CHEBI:81287,CHEBI:81287,Neomycin F,MAPPED,Paromomycin II,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:81430,CHEBI:81430,Dactimicin,MAPPED,Formimidoyl-fortimicin A,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:27907,CHEBI:27907,Alpha-L-rhamnose,MAPPED,alpha-L-rhamnopyranose,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:2179,CHEBI:2179,6-deoxy-d-galactose,MAPPED,D-fucopyranose,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:67135,CHEBI:67135,Azomycin,MAPPED,2-nitroimidazole,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:17833,CHEBI:17833,Gentamicin,MAPPED,gentamycin,CHEBI,SYNONYM_MATCH,2,2,gentamicin (if needed)
CHEBI:71422,CHEBI:71422,Beta-gentiobiose,MAPPED,beta-D-Glcp-(1->6)-beta-D-Glcp,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:17784,CHEBI:17784,D-glucosaminic Acid,MAPPED,2-amino-2-deoxy-D-gluconic acid,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:30566,CHEBI:30566,4-aminobutyrate,MAPPED,gamma-aminobutyrate,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:15588,CHEBI:15588,D-malate,MAPPED,(R)-malate(2-),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:73908,CHEBI:73908,Vibriostat,MAPPED,"2,4-diamino-6,7-diisopropylpteridine",CHEBI,SYNONYM_MATCH,0,0,Vibriostatic Agent O/129
CHEBI:22210,CHEBI:22210,Aconitate,MAPPED,aconitate(3-),CHEBI,CLOSE_MATCH,0,0,
CHEBI:16087,CHEBI:16087,Isocitrate,MAPPED,isocitrate(3-),CHEBI,CLOSE_MATCH,0,0,
CHEBI:17128,CHEBI:17128,Adipate,MAPPED,adipate(2-),CHEBI,CLOSE_MATCH,0,0,
CHEBI:30043,CHEBI:30043,Terephthalate,MAPPED,terephthalate(2-),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:30803,CHEBI:30803,Isophthalate,MAPPED,isophthalate(2-),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:13997,CHEBI:13997,Citramalate,MAPPED,citramalate(2-),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:30719,CHEBI:30719,Citraconate,MAPPED,citraconate(2-),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:16537,CHEBI:16537,Galactarate,MAPPED,galactarate(2-),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:17240,CHEBI:17240,Itaconate,MAPPED,itaconate(2-),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:29806,CHEBI:29806,Fumarate,MAPPED,fumarate(2-),CHEBI,SYNONYM_MATCH,2,2,
CHEBI:15792,CHEBI:15792,Malonate,MAPPED,malonate(2-),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:64243,CHEBI:64243,Sodium L-glutamate,MAPPED,monosodium L-glutamate,CHEBI,SYNONYM_MATCH,2,2,Na-glutamate
CHEBI:15226,CHEBI:15226,Tetrathionate,MAPPED,tetrathionate(2-),CHEBI,SYNONYM_MATCH,1,1,
CHEBI:15589,CHEBI:15589,L-malate,MAPPED,(S)-malate(2-),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:29033,CHEBI:29033,Ferrous Ion,MAPPED,iron(2+),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:18333,CHEBI:18333,D-arabitol,MAPPED,D-arabinitol,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:16383,CHEBI:16383,Cis-aconitate,MAPPED,cis-aconitate(3-),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:17747,CHEBI:17747,Bis(2-ethylhexyl)phthalate,MAPPED,bis(2-ethylhexyl) phthalate,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:34036,CHEBI:34036,"1,2,3-trichloropropane",MAPPED,"1,2,3-Trichloropropane",CHEBI,EXACT_MATCH,0,0,3-trichloropropane
CHEBI:27789,CHEBI:27789,"1,2-dichloroethane",MAPPED,"1,2-dichloroethane",CHEBI,EXACT_MATCH,0,0,2-dichloroethane
CHEBI:15987,CHEBI:15987,Trithionate,MAPPED,trithionate(2-),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:18212,CHEBI:18212,Selenite,MAPPED,selenite(2-),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:18154,CHEBI:18154,Polysaccharides,MAPPED,polysaccharide,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:53259,CHEBI:53259,Poly(ethylene Terephthalate),MAPPED,poly(ethylene terephthalate) macromolecule,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:29991,CHEBI:29991,L-aspartate,MAPPED,L-aspartate(1-),CHEBI,SYNONYM_MATCH,21,21,
CHEBI:73757,CHEBI:73757,L-alanylglycine,MAPPED,Ala-Gly,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:63961,CHEBI:63961,Glycylglycylglycine,MAPPED,glycyl-glycyl-glycine,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:70744,CHEBI:70744,Glycyl-L-proline,MAPPED,Gly-Pro,CHEBI,SYNONYM_MATCH,0,0,Glycine-proline
CHEBI:29987,CHEBI:29987,Glutamate,MAPPED,glutamate(2-),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:30612,CHEBI:30612,D-glucarate,MAPPED,D-glucarate(2-),CHEBI,SYNONYM_MATCH,1,1,D-saccharate
CHEBI:29994,CHEBI:29994,D-aspartate,MAPPED,D-aspartate(2-),CHEBI,SYNONYM_MATCH,1,1,
CHEBI:3122,CHEBI:3122,Bis-4-nitrophenyl Phosphate,MAPPED,bis-4-nitrophenyl phosphate,CHEBI,EXACT_MATCH,0,0,
CHEBI:30295,CHEBI:30295,Antimonate,MAPPED,antimonate(3-),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:90148,CHEBI:90148,4-nitrophenyl Beta-D-xylopyranoside,MAPPED,4-nitrophenyl beta-D-xyloside,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:90259,CHEBI:90259,4-nitrophenyl Beta-D-glucopyranoside,MAPPED,4-nitrophenyl beta-D-glucoside,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:91122,CHEBI:91122,4-nitrophenyl Alpha-D-glucopyranoside,MAPPED,4-nitrophenyl alpha-D-glucoside,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:17256,CHEBI:17256,2-deoxyadenosine,MAPPED,2'-deoxyadenosine,CHEBI,EXACT_MATCH,0,0,
CHEBI:16567,CHEBI:16567,2-aminobenzoate,MAPPED,anthranilate,CHEBI,SYNONYM_MATCH,0,0,
CHEBI:62318,CHEBI:62318,D-lyxose,MAPPED,D-lyxose,CHEBI,SYNONYM_MATCH,0,0,(2)-D-lyxose|D-(-)-lyxose|D-lyxo-pentose
CHEBI:16659,CHEBI:16659,D-glycerate,MAPPED,D-glycerate,CHEBI,EXACT_MATCH,0,0,
CHEBI:29101,CHEBI:29101,Sodium(+),MAPPED,sodium(1+),CHEBI,SYNONYM_MATCH,0,0,Sodium
CHEBI:29034,CHEBI:29034,Ferric Iron,MAPPED,iron(3+),CHEBI,SYNONYM_MATCH,0,0,
CHEBI:16583,CHEBI:16583,Diacetyl,MAPPED,"butane-2,3-dione",CHEBI,SYNONYM_MATCH,0,0,
CHEBI:149425,CHEBI:149425,NH4MgPO,MAPPED,ammonium magnesium phosphate,CHEBI,SYNONYM_MATCH,2,2,NH4MgPO4(Sigma 529354)
cas:13446-18-9,CHEBI:64736,magnesium nitrate hexahydrate,MAPPED,magnesium nitrate,CHEBI,CLOSE_MATCH,2,2,MgNO32 x 6 H2O|Mg(NO3)2 x 6 H2O
CHEBI:229630,CHEBI:229630,NH42CO3,MAPPED,ammonium carbonate,CHEBI,EXACT_MATCH,2,2,
CHEBI:45165,CHEBI:45165,Pyromelitic acid,MAPPED,pyromellitic acid,CHEBI,EXACT_MATCH,3,3,
CHEBI:30065,CHEBI:30065,Thioglycollic acid,MAPPED,thioglycolic acid,CHEBI,EXACT_MATCH,3,3,
CHEBI:232610,CHEBI:232610,KNO2,MAPPED,potassium nitrite,CHEBI,EXACT_MATCH,2,2,
CHEBI:32918,CHEBI:32918,1-Naphthylacetic acid,MAPPED,1-naphthaleneacetic acid,CHEBI,SYNONYM_MATCH,0,0,1-Naphtylacetic Acid|1-naphthylacetic acid|NAA|naphthalen-1-ylacetic acid
CHEBI:27569,CHEBI:27569,(+)-Arabinogalactan,MAPPED,arabinogalactan,CHEBI,CAS_RN_LOOKUP,0,0,
CHEBI:4806,CHEBI:4806,(-)-Epigallocatechin gallate,MAPPED,(-)-epigallocatechin 3-gallate,CHEBI,CAS_RN_LOOKUP,0,0,"(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl 3,4,5-trihydroxybenzoate"
CHEBI:28918,CHEBI:28918,(-)-Epinephrine,MAPPED,(R)-adrenaline,CHEBI,CAS_RN_LOOKUP,0,0,"4-[(1R)-1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol"
CHEBI:18357,CHEBI:18357,(-)-Norepinephrine,MAPPED,(R)-noradrenaline,CHEBI,CAS_RN_LOOKUP,0,0,"4-[(1R)-2-amino-1-hydroxyethyl]benzene-1,2-diol"
CHEBI:53188,CHEBI:53188,(+/-)-Verapamil hydrochloride,MAPPED,verapamil hydrochloride,CHEBI,CAS_RN_LOOKUP,0,0,"rac-2-(3,4-dimethoxyphenyl)-5-{[2-(3,4-dimethoxyphenyl)ethyl](methyl)amino}-2-isopropylpentanenitrile hydrochloride|rac-4-cyano-4-(3,4-dimethoxyphenyl)-N-[2-(3,4-dimethoxyphenyl)ethyl]-N,5-dimethylhexan-1-aminium chloride"
CHEBI:125,CHEBI:125,(-)-alpha-bisabolol,MAPPED,(-)-alpha-Bisabolol,CHEBI,EXACT_MATCH,0,0,Bisabolol
cas:247167-54-0,cas:247167-54-0,(5z)-4-bromo-5-(bromomethylene)-2(5h)-furanone,MAPPED,(5z)-4-bromo-5-(bromomethylene)-2(5h)-furanone,CAS,FALLBACK_REGISTRY,0,0,
CHEBI:10983,CHEBI:10983,(R)-3-hydroxybutyrate,MAPPED,(R)-3-hydroxybutyrate,CHEBI,EXACT_MATCH,0,0,(3R)-3-hydroxybutanoate
CHEBI:11047,CHEBI:11047,(S)-3-hydroxybutyrate,MAPPED,(S)-3-hydroxybutyrate,CHEBI,EXACT_MATCH,0,0,(3S)-3-hydroxybutanoate
kgmicrobe.ingredient:0_2_thiamine_pyrophosphate,kgmicrobe.ingredient:0_2_thiamine_pyrophosphate,0.2% Thiamine pyrophosphate,MAPPED,0.2% Thiamine pyrophosphate,kgmicrobe.ingredient,FALLBACK_REGISTRY,1,1,"3-[(4-amino-2-methyl-5-pyrimidinyl)methyl]-4-methyl-5-(4,6,6-trihydroxy-4,6-dioxido-3,5-dioxa-4,6-diphosphahex-1-yl)thiazolium|3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-5-(2-{[hydroxy(phosphonooxy)phosphoryl]oxy}ethyl)-4-methyl-1,3-thiazol-3-ium|3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-5-[2-(diphosphooxy)ethyl]-4-methyl-1,3-thiazol-3-ium|ThDP|ThPP|thiamine-pyrophosphate"
