identifier,ontology_id,preferred_term,mapping_status,ontology_label,ontology_source,mapping_quality,total_occurrences,media_count
cas:438545-06-3,cas:438545-06-3,DNA from Salmon,MAPPED,DNA from Salmon,CAS,FALLBACK_REGISTRY,0,0
CHEBI:232797,CHEBI:232797,D-Trehalose dihydrate,MAPPED,trehalose dihydrate,CHEBI,CAS_RN_LOOKUP,15,15
CHEBI:28197,CHEBI:28197,Daidzein,MAPPED,daidzein,CHEBI,EXACT_MATCH,0,0
kgmicrobe.compound:danomycin,kgmicrobe.compound:danomycin,Danomycin,MAPPED,Danomycin,kgmicrobe.compound,PLACEHOLDER,0,0
kgmicrobe.compound:danubomycin,kgmicrobe.compound:danubomycin,Danubomycin,MAPPED,Danubomycin,kgmicrobe.compound,PLACEHOLDER,0,0
CHEBI:600103,CHEBI:600103,Daptomycin,MAPPED,daptomycin,CHEBI,EXACT_MATCH,0,0
CHEBI:30813,CHEBI:30813,Decanoic acid,MAPPED,decanoic acid,CHEBI,EXACT_MATCH,0,0
mesh:C076135,mesh:C076135,Decaplanin,MAPPED,decaplanin,MESH,EXACT_MATCH,0,0
CHEBI:28903,CHEBI:28903,decyl alcohol,MAPPED,decan-1-ol,CHEBI,EXACT_MATCH,0,0
CHEBI:134742,CHEBI:134742,Delamanid,MAPPED,delamanid,CHEBI,EXACT_MATCH,0,0
CHEBI:87327,CHEBI:87327,Delta-Decalactone,MAPPED,6-pentyloxan-2-one,CHEBI,EXACT_MATCH,0,0
CHEBI:171817,CHEBI:171817,Delta-Dodecalactone,MAPPED,xi-5-Dodecanolide,CHEBI,EXACT_MATCH,0,0
CHEBI:171747,CHEBI:171747,Delta-Nonalactone,MAPPED,6-Butyltetrahydro-2H-pyran-2-one,CHEBI,EXACT_MATCH,0,0
CHEBI:171846,CHEBI:171846,Delta-Undecalactone,MAPPED,6-Hexyltetrahydro-2H-pyran-2-one,CHEBI,EXACT_MATCH,0,0
CHEBI:28834,CHEBI:28834,Deoxycholic acid,MAPPED,deoxycholic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:16991,CHEBI:16991,Deoxyribonucleic acid from herring sperm,MAPPED,deoxyribonucleic acid,CHEBI,LEXICAL_MATCH,0,0
mesh:C442243,mesh:C442243,Dermcidin,MAPPED,dermcidin,MESH,EXACT_MATCH,0,0
kgmicrobe.compound:destomycin,kgmicrobe.compound:destomycin,Destomycin,MAPPED,Destomycin,kgmicrobe.compound,PLACEHOLDER,0,0
mesh:D014131,mesh:D014131,Desulfovibrio trace elements,MAPPED,Trace Elements,MESH,LEXICAL_MATCH,3,3
cas:201417-01-8,NCIT:C200498,deuterated glucose,MAPPED,Deuterated Glucose,NCIT,NARROW_MATCH,0,0
CHEBI:52071,CHEBI:52071,Dextran,MAPPED,dextran,CHEBI,EXACT_MATCH,2,2
CHEBI:28675,CHEBI:28675,Dextrin,MAPPED,dextrin,CHEBI,EXACT_MATCH,4,4
CHEBI:4167,CHEBI:4167,Dextrose,MAPPED,D-glucopyranose,CHEBI,EXACT_MATCH,103,50
CHEBI:4489,CHEBI:4489,Diallyl sulfide,MAPPED,Diallyl sulfide,CHEBI,EXACT_MATCH,0,0
CHEBI:23673,CHEBI:23673,Diaminopimelic acid,MAPPED,"2,6-diaminopimelic acid",CHEBI,EXACT_MATCH,4,4
CHEBI:91249,CHEBI:91249,Diammonium molybdate,MAPPED,ammonium molybdate,CHEBI,CAS_RN_LOOKUP,8,8
CHEBI:28145,CHEBI:28145,Dibenzofuran,MAPPED,dibenzofuran,CHEBI,EXACT_MATCH,0,0
CHEBI:23681,CHEBI:23681,Dibenzothiophene,MAPPED,dibenzothiophene,CHEBI,EXACT_MATCH,0,0
CHEBI:247956,CHEBI:247956,Dibucaine,MAPPED,cinchocaine,CHEBI,EXACT_MATCH,0,0
CHEBI:52019,CHEBI:52019,Dicloxacillin sodium salt monohydrate,MAPPED,dicloxacillin sodium monohydrate,CHEBI,EXACT_MATCH,0,0
CHEBI:35702,CHEBI:35702,diethyl ether,MAPPED,diethyl ether,CHEBI,EXACT_MATCH,0,0
CHEBI:89917,CHEBI:89917,Difucosyllactose,MAPPED,Lactodifucotetraose,CHEBI,EXACT_MATCH,0,0
MICRO:0001362,MICRO:0001362,Digested serum,MAPPED,digested serum,MICRO,EXACT_MATCH,3,3
CHEBI:42098,CHEBI:42098,Digoxigenin,MAPPED,digoxigenin,CHEBI,EXACT_MATCH,0,0
kgmicrobe.compound:dihydro_azathymidine,kgmicrobe.compound:dihydro_azathymidine,Dihydro Azathymidine,MAPPED,Dihydro Azathymidine,kgmicrobe.compound,PLACEHOLDER,0,0
CHEBI:132340,CHEBI:132340,Dihydrocelastrol,MAPPED,triptohypol C,CHEBI,EXACT_MATCH,0,0
CHEBI:89741,CHEBI:89741,"dihydrojasmonic acid, methyl ester",MAPPED,Methyl dihydrojasmonate,CHEBI,EXACT_MATCH,0,0
CHEBI:16016,CHEBI:16016,Dihydroxyacetone,MAPPED,dihydroxyacetone,CHEBI,EXACT_MATCH,0,0
CHEBI:17437,CHEBI:17437,Dimethyl sulfide,MAPPED,dimethyl sulfide,CHEBI,EXACT_MATCH,0,0
CHEBI:9349,CHEBI:9349,dimethyl sulfone,MAPPED,sulfonyldimethane,CHEBI,EXACT_MATCH,0,0
CHEBI:28262,CHEBI:28262,Dimethyl sulfoxide,MAPPED,dimethyl sulfoxide,CHEBI,EXACT_MATCH,159,50
cas:6035-49-0,CHEBI:93172,Dimethylfraxetin,MAPPED,"6,7,8-trimethoxy-1-benzopyran-2-one",CHEBI,NARROW_MATCH,0,0
CHEBI:16457,CHEBI:16457,Dimethylsulfoniopropionate hydrochloride,MAPPED,"S,S-dimethyl-beta-propiothetin",CHEBI,EXACT_MATCH,0,0
CHEBI:141155,CHEBI:141155,Dimetridazole,MAPPED,dimetridazole,CHEBI,EXACT_MATCH,0,0
CHEBI:4629,CHEBI:4629,Diosgenin,MAPPED,diosgenin,CHEBI,EXACT_MATCH,0,0
CHEBI:46837,CHEBI:46837,Dipicolinic Acid,MAPPED,dipicolinic acid,CHEBI,EXACT_MATCH,0,0
cas:13521-83-0,mesh:C000730144,Disodium Glutarate,MAPPED,sodium glutarate,MESH,NARROW_MATCH,0,0
CHEBI:132764,CHEBI:132764,Disodium oxalate,MAPPED,sodium oxalate,CHEBI,EXACT_MATCH,6,6
kgmicrobe.ingredient:disodium_phosphate_heptahydrate_~28002_m_stock~29,CHEBI:34683,Disodium phosphate heptahydrate (0.02 M stock),MAPPED,disodium hydrogenphosphate,CHEBI,NARROW_MATCH,0,0
CHEBI:15377,CHEBI:15377,Distilled water,MAPPED,water,CHEBI,EXACT_MATCH,4287,268
CHEBI:42160,CHEBI:42160,Dithionite,MAPPED,dithionite(2-),CHEBI,EXACT_MATCH,1,1
CHEBI:37070,CHEBI:37070,DL-2-Methylbutyric acid,MAPPED,2-methylbutyric acid,CHEBI,EXACT_MATCH,77,77
CHEBI:16494,CHEBI:16494,(DL)-alpha-Lipoic acid,MAPPED,lipoic acid,CHEBI,EXACT_MATCH,1399,157
CHEBI:22660,CHEBI:22660,DL-aspartic acid,MAPPED,aspartic acid,CHEBI,EXACT_MATCH,1,1
CHEBI:17126,CHEBI:17126,DL-carnitine,MAPPED,carnitine,CHEBI,EXACT_MATCH,1,1
CHEBI:18320,CHEBI:18320,DL-Dithiothreitol,MAPPED,"1,4-dithiothreitol",CHEBI,EXACT_MATCH,56,56
CHEBI:27570,CHEBI:27570,DL-Histidine,MAPPED,histidine,CHEBI,EXACT_MATCH,2,2
CHEBI:6650,CHEBI:6650,DL-Malic acid,MAPPED,malic acid,CHEBI,EXACT_MATCH,18,18
CHEBI:16811,CHEBI:16811,DL-methionine,MAPPED,methionine,CHEBI,EXACT_MATCH,27,27
CHEBI:25351,CHEBI:25351,DL-mevalonic acid,MAPPED,mevalonic acid,CHEBI,EXACT_MATCH,3,3
CHEBI:57912,CHEBI:57912,DL-Tryptophan,MAPPED,L-tryptophan zwitterion,CHEBI,EXACT_MATCH,4,4
CHEBI:197511,CHEBI:197511,Docosanol,MAPPED,docosanol,CHEBI,EXACT_MATCH,0,0
CHEBI:4676,CHEBI:4676,Dodecandioic acid,MAPPED,dodecanedioic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:28817,CHEBI:28817,dodecane,MAPPED,dodecane,CHEBI,EXACT_MATCH,0,0
CHEBI:23866,CHEBI:23866,Dodecanol,MAPPED,dodecanol,CHEBI,EXACT_MATCH,0,0
CHEBI:4698,CHEBI:4698,Dopamine hydrochloride,MAPPED,Dopamine hydrochloride,CHEBI,EXACT_MATCH,0,0
mesh:C048266,mesh:C048266,Dopsisamine,MAPPED,dopsisamine,MESH,EXACT_MATCH,0,0
CHEBI:31522,CHEBI:31522,Doxorubicin hydrochloride,MAPPED,Doxorubicin hydrochloride,CHEBI,EXACT_MATCH,0,0
CHEBI:34730,CHEBI:34730,Doxycycline hyclate,MAPPED,doxycycline hyclate,CHEBI,EXACT_MATCH,0,0
ENVO:00003031,ENVO:00003031,Dry cow-manure,MAPPED,animal manure,ENVO,BROAD_MATCH,0,0
cas:52305-04-1,mesh:C087989,Duartin (-),MAPPED,duartin,MESH,NARROW_MATCH,0,0
kgmicrobe.compound:durhamycin,kgmicrobe.compound:durhamycin,Durhamycin,MAPPED,Durhamycin,kgmicrobe.compound,PLACEHOLDER,0,0
NCIT:C1928,NCIT:C1928,Dynemicin,MAPPED,Dynemicin,NCIT,EXACT_MATCH,0,0
CHEBI:16586,CHEBI:16586,e-Amino-N-Caproic Acid,MAPPED,6-aminohexanoic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:4735,CHEBI:4735,EDTA (acid form),MAPPED,ethylenediaminetetraacetic acid,CHEBI,EXACT_MATCH,0,0
NCIT:C360,NCIT:C360,EDTA (chelating agent),MAPPED,Chelating Agent,NCIT,LEXICAL_MATCH,0,0
cas:13235-36-4,cas:13235-36-4,EDTA tetrasodium tetrahydrate salt,MAPPED,EDTA tetrasodium tetrahydrate salt,CAS,FALLBACK_REGISTRY,4,4
kgmicrobe.compound:e_4_aminostyryl_acetate,kgmicrobe.compound:e_4_aminostyryl_acetate,E 4 Aminostyryl Acetate,MAPPED,E 4 Aminostyryl Acetate,kgmicrobe.compound,PLACEHOLDER,0,0
CHEBI:77543,CHEBI:77543,Ebselen,MAPPED,ebselen,CHEBI,EXACT_MATCH,0,0
CHEBI:4755,CHEBI:4755,Econazole nitrate salt,MAPPED,econazole nitrate,CHEBI,EXACT_MATCH,0,0
CHEBI:27592,CHEBI:27592,Ectoine,MAPPED,ectoine,CHEBI,CAS_RN_LOOKUP,10,10
CHEBI:64755,CHEBI:64755,EDTA,MAPPED,EDTA(2-),CHEBI,EXACT_MATCH,446,50
FOODON:03315772,FOODON:03315772,Egg yolk,MAPPED,chicken egg yolk food product,FOODON,EXACT_MATCH,0,0
CHEBI:4767,CHEBI:4767,Elastin,MAPPED,Elastin,CHEBI,EXACT_MATCH,0,0
CHEBI:42223,CHEBI:42223,Emodin,MAPPED,emodin,CHEBI,EXACT_MATCH,0,0
CHEBI:28855,CHEBI:28855,Enterobactin,MAPPED,enterobactin,CHEBI,EXACT_MATCH,0,0
CHEBI:541975,CHEBI:541975,Epiandrosterone,MAPPED,epiandrosterone,CHEBI,EXACT_MATCH,0,0
CHEBI:42255,CHEBI:42255,Epigallocatechin,MAPPED,(-)-epigallocatechin,CHEBI,EXACT_MATCH,0,0
CHEBI:48923,CHEBI:48923,erythromycin,MAPPED,erythromycin,CHEBI,EXACT_MATCH,4,4
CHEBI:2500,CHEBI:2500,Escin,MAPPED,Aescin,CHEBI,EXACT_MATCH,0,0
CHEBI:4853,CHEBI:4853,Esculin Monohydrate,MAPPED,esculin,CHEBI,EXACT_MATCH,0,0
CHEBI:4867,CHEBI:4867,Estragole,MAPPED,estragole,CHEBI,EXACT_MATCH,0,0
kgmicrobe.compound:etabetacin,kgmicrobe.compound:etabetacin,Etabetacin,MAPPED,Etabetacin,kgmicrobe.compound,PLACEHOLDER,0,0
mesh:C004910,mesh:C004910,Etamycin,MAPPED,etamycin,MESH,EXACT_MATCH,0,0
CHEBI:4877,CHEBI:4877,Ethambutol,MAPPED,ethambutol,CHEBI,EXACT_MATCH,0,0
CHEBI:4878,CHEBI:4878,Ethambutol dihydrochloride,MAPPED,ethambutol dihydrochloride,CHEBI,EXACT_MATCH,0,0
CHEBI:16236,CHEBI:16236,Ethanol,MAPPED,ethanol,CHEBI,EXACT_MATCH,234,62
CHEBI:16000,CHEBI:16000,Ethanolamine,MAPPED,ethanolamine,CHEBI,EXACT_MATCH,0,0
CHEBI:4883,CHEBI:4883,Ethidium Bromide,MAPPED,ethidium bromide,CHEBI,EXACT_MATCH,0,0
CHEBI:4885,CHEBI:4885,Ethionamide,MAPPED,ethionamide,CHEBI,EXACT_MATCH,0,0
CHEBI:27750,CHEBI:27750,ethyl acetate,MAPPED,ethyl acetate,CHEBI,EXACT_MATCH,0,0
CHEBI:156074,CHEBI:156074,Ethyl benzoate,MAPPED,ethyl benzoate,CHEBI,EXACT_MATCH,0,0
CHEBI:87430,CHEBI:87430,Ethyl decanoate,MAPPED,ethyl decanoate,CHEBI,EXACT_MATCH,0,0
CHEBI:231886,CHEBI:231886,ethyl methyl sulfide,MAPPED,ethyl methyl sulfide,CHEBI,EXACT_MATCH,0,0
CHEBI:30742,CHEBI:30742,Ethylene glycol,MAPPED,ethylene glycol,CHEBI,EXACT_MATCH,25,25
cas:20846-91-7,cas:20846-91-7,"Ethylenediamine-N,N'-disuccinic acid",MAPPED,"Ethylenediamine-N,N'-disuccinic acid",CAS,FALLBACK_REGISTRY,0,0
kgmicrobe.compound:ethylenediamine_n_n_prime_disuccinic_acid,kgmicrobe.compound:ethylenediamine_n_n_prime_disuccinic_acid,Ethylenediamine N N Prime Disuccinic Acid,MAPPED,Ethylenediamine N N Prime Disuccinic Acid,kgmicrobe.compound,PLACEHOLDER,0,0
CHEBI:741548,CHEBI:741548,Ethylmalonic acid,MAPPED,ethylmalonic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:454991,CHEBI:454991,Eudesmic Acid,MAPPED,"3,4,5-trimethoxybenzoic acid",CHEBI,EXACT_MATCH,0,0
CHEBI:4917,CHEBI:4917,Eugenol,MAPPED,eugenol,CHEBI,EXACT_MATCH,0,0
CHEBI:4940,CHEBI:4940,Euphol,MAPPED,Euphol,CHEBI,EXACT_MATCH,0,0
kgmicrobe.compound:eurocidin,kgmicrobe.compound:eurocidin,Eurocidin,MAPPED,Eurocidin,kgmicrobe.compound,PLACEHOLDER,0,0
cas:10025-76-0,cas:10025-76-0,Europium(III) chloride,MAPPED,Europium(III) chloride,CAS,FALLBACK_REGISTRY,0,0
kgmicrobe.compound:exfoliatin,kgmicrobe.compound:exfoliatin,Exfoliatin,MAPPED,Exfoliatin,kgmicrobe.compound,PLACEHOLDER,0,0
CHEBI:75458,CHEBI:75458,FCCP,MAPPED,carbonyl cyanide p-trifluoromethoxyphenylhydrazone,CHEBI,EXACT_MATCH,0,0
cas:322455-70-9,cas:322455-70-9,FSL,MAPPED,FSL,CAS,FALLBACK_REGISTRY,0,0
CHEBI:16238,CHEBI:16238,FAD,MAPPED,FAD,CHEBI,EXACT_MATCH,6,6
CHEBI:35366,CHEBI:35366,Fatty acid mixture (see Medium No. 266),MAPPED,fatty acid,CHEBI,EXACT_MATCH,2,2
CHEBI:53438,CHEBI:53438,Fe2(SO4)3 x n H2O,MAPPED,iron(3+) sulfate,CHEBI,EXACT_MATCH,20,20
CHEBI:132767,CHEBI:132767,Fe4(PO4)2,MAPPED,ferric pyrophosphate,CHEBI,EXACT_MATCH,5,5
CHEBI:30729,CHEBI:30729,Fe(III)-EDTA,MAPPED,ethylenediaminetetraacetatoferrate(1-),CHEBI,EXACT_MATCH,35,35
CHEBI:144421,CHEBI:144421,Fe(III) citrate,MAPPED,iron(III) citrate,CHEBI,EXACT_MATCH,319,113
CHEBI:131372,CHEBI:131372,Fe(III)PO4 x 4 H2O,MAPPED,iron(3+) phosphate tetrahydrate,CHEBI,EXACT_MATCH,4,4
CHEBI:76181,CHEBI:76181,Fe(NH4)2(SO4)2 x 6 H2O,MAPPED,ferrous ammonium sulfate hexahydrate,CHEBI,EXACT_MATCH,169,68
CHEBI:131378,CHEBI:131378,Fe(NH4)2(SO4)2 x 7 H2O,MAPPED,ferrous ammonium sulfate heptahydrate,CHEBI,EXACT_MATCH,17,17
CHEBI:30812,CHEBI:30812,FeCl2,MAPPED,iron dichloride,CHEBI,EXACT_MATCH,10,10
CHEBI:86249,CHEBI:86249,FeCl2 x 4 H2O,MAPPED,iron dichloride tetrahydrate,CHEBI,EXACT_MATCH,1305,111
CHEBI:30812,CHEBI:30812,FeCl2 x 6 H2O,MAPPED,iron dichloride,CHEBI,EXACT_MATCH,2,2
CHEBI:30812,CHEBI:30812,FeCl2 x 7 H2O,MAPPED,iron dichloride,CHEBI,EXACT_MATCH,7,7
CHEBI:30808,CHEBI:30808,FeCl3,MAPPED,iron trichloride,CHEBI,EXACT_MATCH,38,38
CHEBI:30808,CHEBI:30808,FeCl3 x 4 H2O,MAPPED,iron trichloride,CHEBI,EXACT_MATCH,4,4
CHEBI:86254,CHEBI:86254,FeCl3 x 6 H2O,MAPPED,iron trichloride hexahydrate,CHEBI,EXACT_MATCH,413,103
CHEBI:131371,CHEBI:131371,FePO4,MAPPED,iron(3+) phosphate,CHEBI,EXACT_MATCH,2,2
CHEBI:31604,CHEBI:31604,Ferric ammonium citrate,MAPPED,ferric ammonium citrate,CHEBI,EXACT_MATCH,126,86
CHEBI:144434,CHEBI:144434,Ferric citrate monohydrate,MAPPED,iron(III) citrate monohydrate,CHEBI,EXACT_MATCH,2,2
CHEBI:192761,CHEBI:192761,Ferrihydrite,MAPPED,ferrihydrite,CHEBI,EXACT_MATCH,4,4
mesh:C016600,mesh:C016600,Ferrous citrate,MAPPED,monoferrous acid citrate,MESH,EXACT_MATCH,0,0
CHEBI:219729,CHEBI:219729,ferroverdin,MAPPED,Ferroverdin,CHEBI,EXACT_MATCH,0,0
CHEBI:193350,CHEBI:193350,Ferulic Acid,MAPPED,ferulic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:75832,CHEBI:75832,FeSO4,MAPPED,iron(2+) sulfate (anhydrous),CHEBI,EXACT_MATCH,50,50
CHEBI:75832,CHEBI:75832,FeSO4 x 5 H2O,MAPPED,iron(2+) sulfate (anhydrous),CHEBI,EXACT_MATCH,2,2
CHEBI:75832,CHEBI:75832,FeSO4 x 6 H2O,MAPPED,iron(2+) sulfate (anhydrous),CHEBI,EXACT_MATCH,10,10
CHEBI:75836,CHEBI:75836,FeSO4 x 7 H2O,MAPPED,iron(2+) sulfate heptahydrate,CHEBI,EXACT_MATCH,2295,255
CHEBI:75832,CHEBI:75832,FeSO4 x 7H2O,MAPPED,iron(2+) sulfate (anhydrous),CHEBI,EXACT_MATCH,1,1
CHEBI:75834,CHEBI:75834,FeSO4 x H2O,MAPPED,iron(2+) sulfate monohydrate,CHEBI,EXACT_MATCH,6,6
NCIT:C113696,NCIT:C113696,Fetal bovine serum,MAPPED,Fetal Bovine Serum,NCIT,EXACT_MATCH,8,8
NCIT:C71971,NCIT:C71971,Fig,MAPPED,Fig,NCIT,EXACT_MATCH,0,0
MICRO:0001597,MICRO:0001597,Fildes Enrichment,MAPPED,fildes enrichment,MICRO,EXACT_MATCH,0,0
MICRO:0001773,MICRO:0001773,Filtered Seawater,MAPPED,filtered seawater,MICRO,EXACT_MATCH,2,2
CHEBI:16991,CHEBI:16991,Fish-Sperm DNA,MAPPED,deoxyribonucleic acid,CHEBI,EXACT_MATCH,4,4
MICRO:0000462,MICRO:0000462,Fish peptone,MAPPED,fish peptone,MICRO,EXACT_MATCH,0,0
kgmicrobe.compound:flavensomycin,kgmicrobe.compound:flavensomycin,Flavensomycin,MAPPED,Flavensomycin,kgmicrobe.compound,PLACEHOLDER,0,0
CHEBI:24040,CHEBI:24040,Flavin adenine dinucleotide,MAPPED,flavin adenine dinucleotide,CHEBI,EXACT_MATCH,1,1
mesh:C001897,mesh:C001897,Flavofungin,MAPPED,flavofungin,MESH,EXACT_MATCH,0,0
CHEBI:28908,CHEBI:28908,Flavomycin,MAPPED,bambermycin,CHEBI,EXACT_MATCH,0,0
CHEBI:42491,CHEBI:42491,Flavone,MAPPED,flavone,CHEBI,EXACT_MATCH,0,0
CHEBI:33083,CHEBI:33083,Fluoranthene,MAPPED,fluoranthene,CHEBI,EXACT_MATCH,0,0
CHEBI:27470,CHEBI:27470,Folic acid,MAPPED,folic acid,CHEBI,EXACT_MATCH,1727,54
CHEBI:15640,CHEBI:15640,Folinic acid,MAPPED,5-formyltetrahydrofolic acid,CHEBI,EXACT_MATCH,1,1
CHEBI:16842,CHEBI:16842,Formaldehyde,MAPPED,formaldehyde,CHEBI,EXACT_MATCH,0,0
CHEBI:16397,CHEBI:16397,Formamide,MAPPED,formamide,CHEBI,EXACT_MATCH,0,0
CHEBI:30751,CHEBI:30751,Formic acid,MAPPED,formic acid,CHEBI,EXACT_MATCH,1,1
cas:66508-37-0,CHEBI:201600,Fosmidomycin sodium salt hydrate,MAPPED,Fosmidomycin sodium salt,CHEBI,NARROW_MATCH,0,0
mesh:C033989,mesh:C033989,Fradicin,MAPPED,fradicin,MESH,EXACT_MATCH,0,0
CHEBI:5169,CHEBI:5169,Fraxetin,MAPPED,fraxetin,CHEBI,EXACT_MATCH,0,0
cas:308066-66-2,CHEBI:28645,Fructooligosaccharides (FOS),MAPPED,beta-D-fructofuranose,CHEBI,NARROW_MATCH,0,0
CHEBI:15946,CHEBI:15946,Fructose-6-phosphate,MAPPED,keto-D-fructose 6-phosphate,CHEBI,EXACT_MATCH,0,0
cas:34393-27-6,cas:34393-27-6,Fructose-asparagine,MAPPED,Fructose-asparagine,CAS,FALLBACK_REGISTRY,0,0
CHEBI:28757,CHEBI:28757,Fructose,MAPPED,fructose,CHEBI,EXACT_MATCH,60,50
CHEBI:33984,CHEBI:33984,Fucose,MAPPED,fucose,CHEBI,EXACT_MATCH,1,1
CHEBI:18012,CHEBI:18012,Fumaric acid,MAPPED,fumaric acid,CHEBI,EXACT_MATCH,7,7
CHEBI:144157,CHEBI:144157,Fumarprotocetraric Acid,MAPPED,Fumarprotocetraric acid,CHEBI,EXACT_MATCH,0,0
cas:3759-92-1,NCIT:C217928,Furaltadone hydrochloride,MAPPED,Furaltadone Hydrochloride,NCIT,NARROW_MATCH,0,0
CHEBI:207496,CHEBI:207496,Furfuryl Alcohol,MAPPED,furfuryl alcohol,CHEBI,EXACT_MATCH,0,0
CHEBI:5199,CHEBI:5199,Fusaric acid,MAPPED,Fusaric acid,CHEBI,EXACT_MATCH,0,0
cas:751-94-0,CHEBI:29013,Fusidic acid sodium salt,MAPPED,fusidic acid,CHEBI,NARROW_MATCH,0,0
cas:108321-42-2,cas:108321-42-2,G418 disulfate salt solution,MAPPED,G418 disulfate salt solution,CAS,FALLBACK_REGISTRY,0,0
cas:11078-30-1,CHEBI:27680,Galactomannan from guar,MAPPED,galactomannan,CHEBI,NARROW_MATCH,0,0
CHEBI:28260,CHEBI:28260,Galactose,MAPPED,galactose,CHEBI,EXACT_MATCH,10,10
cas:19046-60-7,cas:19046-60-7,Galactose 1-phosphate dipotassium salt pentahydrate,MAPPED,Galactose 1-phosphate dipotassium salt pentahydrate,CAS,FALLBACK_REGISTRY,0,0
CHEBI:30778,CHEBI:30778,Gallic Acid,MAPPED,gallic acid,CHEBI,EXACT_MATCH,0,0
cas:13450-90-3,cas:13450-90-3,Gallium(III)chloride,MAPPED,Gallium(III)chloride,CAS,FALLBACK_REGISTRY,1,1
CHEBI:67521,CHEBI:67521,Gambogic Acid,MAPPED,(-)-gambogic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:16865,CHEBI:16865,gamma-Aminobutyric acid,MAPPED,gamma-aminobutyric acid,CHEBI,EXACT_MATCH,2,2
ENVO:00002263,ENVO:00002263,Garden soil,MAPPED,garden soil,ENVO,EXACT_MATCH,0,0
mesh:C012993,mesh:C012993,Gardimycin,MAPPED,gardimycin,MESH,EXACT_MATCH,0,0
CHEBI:5291,CHEBI:5291,Gelatine,MAPPED,gelatin,CHEBI,EXACT_MATCH,11,11
CHEBI:85248,CHEBI:85248,Gelrite,MAPPED,gellan gum,CHEBI,EXACT_MATCH,24,24
CHEBI:42768,CHEBI:42768,Geneticin G418,MAPPED,geneticin,CHEBI,EXACT_MATCH,0,0
CHEBI:5312,CHEBI:5312,Gentamicin sulfate salt,MAPPED,gentamicin sulfate,CHEBI,EXACT_MATCH,0,0
CHEBI:28066,CHEBI:28066,Gentibiose,MAPPED,gentiobiose,CHEBI,EXACT_MATCH,0,0
CHEBI:17189,CHEBI:17189,Gentisic acid,MAPPED,"2,5-dihydroxybenzoic acid",CHEBI,EXACT_MATCH,2,2
mesh:D010118,mesh:D010118,Geomycin,MAPPED,Oxytetracycline,MESH,EXACT_MATCH,0,0
cas:1075236-89-3,NCIT:C170025,Gepotidacin,MAPPED,Gepotidacin,NCIT,NARROW_MATCH,0,0
CHEBI:17447,CHEBI:17447,Geraniol,MAPPED,geraniol,CHEBI,EXACT_MATCH,0,0
NCIT:C66725,NCIT:C66725,Ginger,MAPPED,Ginger,NCIT,EXACT_MATCH,0,0
CHEBI:5355,CHEBI:5355,Ginkgolide A,MAPPED,Ginkgolide A,CHEBI,EXACT_MATCH,0,0
CHEBI:166575,CHEBI:166575,Ginkgotoxin,MAPPED,Ginkgotoxin,CHEBI,EXACT_MATCH,0,0
NCIT:C90636,NCIT:C90636,Glebomycin,MAPPED,Bluensomycin,NCIT,EXACT_MATCH,0,0
cas:11078-31-2,CHEBI:17020,Glucomannan (konjac),MAPPED,glucomannan,CHEBI,NARROW_MATCH,0,0
CHEBI:24266,CHEBI:24266,Gluconic acid,MAPPED,gluconic acid,CHEBI,EXACT_MATCH,1,1
CHEBI:17234,CHEBI:17234,Glucose,MAPPED,glucose,CHEBI,EXACT_MATCH,1638,50
CHEBI:42758,CHEBI:42758,glucose,MAPPED,aldehydo-D-glucose,CHEBI,EXACT_MATCH,34,34
cas:3789-97-7,CHEBI:32323,Glucuronamide,MAPPED,beta-D-glucuronamide,CHEBI,NARROW_MATCH,0,0
CHEBI:18237,CHEBI:18237,Glutamic acid,MAPPED,glutamic acid,CHEBI,EXACT_MATCH,14,14
CHEBI:64276,CHEBI:64276,Glutaraldehyde,MAPPED,glutaraldehyde,CHEBI,EXACT_MATCH,0,0
CHEBI:17859,CHEBI:17859,Glutaric acid,MAPPED,glutaric acid,CHEBI,EXACT_MATCH,0,0
CHEBI:16856,CHEBI:16856,Glutathione,MAPPED,glutathione,CHEBI,EXACT_MATCH,13,13
CHEBI:17858,CHEBI:17858,Glutathione oxidized,MAPPED,glutathione disulfide,CHEBI,EXACT_MATCH,0,0
cas:79731-35-4,CHEBI:193741,Gly-DL-Asp,MAPPED,Glycyl-Aspartate,CHEBI,NARROW_MATCH,0,0
cas:172669-64-6,CHEBI:73898,Gly-Gln monohydrate,MAPPED,Gly-Gln,CHEBI,NARROW_MATCH,0,0
CHEBI:73801,CHEBI:73801,Gly-Glu,MAPPED,Gly-Glu,CHEBI,EXACT_MATCH,0,0
CHEBI:17754,CHEBI:17754,Glycerol,MAPPED,glycerol,CHEBI,EXACT_MATCH,208,54
CHEBI:15978,CHEBI:15978,glycerol,MAPPED,sn-glycerol 3-phosphate,CHEBI,EXACT_MATCH,6,6
CHEBI:75937,CHEBI:75937,Glycerol mono-oleate,MAPPED,monooleoylglycerol,CHEBI,EXACT_MATCH,2,2
