identifier,ontology_id,preferred_term,mapping_status,ontology_label,ontology_source,mapping_quality,total_occurrences,media_count
CHEBI:27666,CHEBI:27666,Actinomycin D,MAPPED,actinomycin D,CHEBI,EXACT_MATCH,0,0
mesh:C006403,mesh:C006403,Actinotiocin,MAPPED,actinotiocin,MESH,EXACT_MATCH,0,0
NCIT:C77524,NCIT:C77524,Activated charcoal,MAPPED,Activated Charcoal,NCIT,EXACT_MATCH,0,0
CHEBI:16708,CHEBI:16708,Adenine,MAPPED,adenine,CHEBI,EXACT_MATCH,2,2
cas:2922-28-3,cas:2922-28-3,Adenine hydrochloride hydrate,MAPPED,Adenine hydrochloride hydrate,CAS,FALLBACK_REGISTRY,31,31
NCIT:C221830,NCIT:C221830,Adenomycin,MAPPED,Adenomycin,NCIT,EXACT_MATCH,0,0
CHEBI:16335,CHEBI:16335,Adenosine,MAPPED,adenosine,CHEBI,CAS_RN_LOOKUP,14,14
CHEBI:17489,CHEBI:17489,"Adenosine 3,5-Cyclic Monophosphate",MAPPED,"3',5'-cyclic AMP",CHEBI,EXACT_MATCH,0,0
CHEBI:30832,CHEBI:30832,Adipic acid,MAPPED,adipic acid,CHEBI,EXACT_MATCH,0,0
cas:0305-01-1,cas:0305-01-1,Aesculetin,MAPPED,Aesculetin,CAS,FALLBACK_REGISTRY,0,0
CHEBI:2509,CHEBI:2509,Agar,MAPPED,agar,CHEBI,EXACT_MATCH,3682,173
CHEBI:2511,CHEBI:2511,Agarose,MAPPED,agarose,CHEBI,EXACT_MATCH,22,22
FOODON:00005198,FOODON:00005198,Agave,MAPPED,agave,FOODON,EXACT_MATCH,0,0
ENVO:00002263,ENVO:00002263,air-dried garden soil,MAPPED,garden soil,ENVO,LEXICAL_MATCH,0,0
CHEBI:74779,CHEBI:74779,Al2(SO4)3 x 18 H2O,MAPPED,aluminium sulfate octadecahydrate,CHEBI,EXACT_MATCH,1,1
CHEBI:221124,CHEBI:221124,alanosine,MAPPED,L-alanosine,CHEBI,EXACT_MATCH,0,0
kgmicrobe.compound:alboverticillin,kgmicrobe.compound:alboverticillin,Alboverticillin,MAPPED,Alboverticillin,kgmicrobe.compound,PLACEHOLDER,0,0
CHEBI:30114,CHEBI:30114,AlCl3,MAPPED,aluminium trichloride,CHEBI,EXACT_MATCH,57,50
CHEBI:30115,CHEBI:30115,AlCl3 x 6 H2O,MAPPED,aluminium trichloride hexahydrate,CHEBI,EXACT_MATCH,31,31
MICRO:0000455,MICRO:0000455,Algal Trace Elements Solution,MAPPED,trace elements solution,MICRO,LEXICAL_MATCH,1,1
CHEBI:86463,CHEBI:86463,AlK(SO4)2,MAPPED,potassium aluminium sulfate,CHEBI,EXACT_MATCH,146,51
CHEBI:86465,CHEBI:86465,AlK(SO4)2 x 12 H2O,MAPPED,potassium aluminium sulfate dodecahydrate,CHEBI,EXACT_MATCH,750,250
CHEBI:15676,CHEBI:15676,Allantoin,MAPPED,allantoin,CHEBI,EXACT_MATCH,4,4
CHEBI:40279,CHEBI:40279,Allopurinol,MAPPED,allopurinol,CHEBI,EXACT_MATCH,0,0
CHEBI:172687,CHEBI:172687,Allura Red AC,MAPPED,Allura red AC,CHEBI,EXACT_MATCH,0,0
CHEBI:73222,CHEBI:73222,Aloin,MAPPED,aloin,CHEBI,EXACT_MATCH,0,0
CHEBI:36219,CHEBI:36219,alpha-Lactose,MAPPED,alpha-lactose,CHEBI,EXACT_MATCH,0,0
CHEBI:9643,CHEBI:9643,Alpha-Toxicarol (Dl),MAPPED,Toxicarol,CHEBI,EXACT_MATCH,0,0
CHEBI:17925,CHEBI:17925,alpha-D-Glucose,MAPPED,alpha-D-glucose,CHEBI,EXACT_MATCH,4,4
CHEBI:30915,CHEBI:30915,alpha-ketoglutaric acid,MAPPED,2-oxoglutaric acid,CHEBI,EXACT_MATCH,4,4
CHEBI:74772,CHEBI:74772,Aluminium sulfate,MAPPED,aluminium sulfate,CHEBI,EXACT_MATCH,1,1
cas:10124-27-3,NCIT:C83530,Aluminum chloride hydrate,MAPPED,Aluminum Chloride,NCIT,NARROW_MATCH,11,11
CHEBI:2638,CHEBI:2638,Amikacin disulfate salt,MAPPED,amikacin disulfate,CHEBI,EXACT_MATCH,0,0
CHEBI:62947,CHEBI:62947,Ammonium acetate,MAPPED,ammonium acetate,CHEBI,EXACT_MATCH,59,54
CHEBI:31206,CHEBI:31206,Ammonium chloride (nitrogen source),MAPPED,ammonium chloride,CHEBI,EXACT_MATCH,0,0
cas:12054-85-2,CHEBI:91249,ammonium molybdate tetrahydrate,MAPPED,ammonium molybdate,CHEBI,NARROW_MATCH,11,11
CHEBI:156543,CHEBI:156543,ammonium persulfate,MAPPED,ammonium persulfate,CHEBI,EXACT_MATCH,0,0
CHEBI:81950,CHEBI:81950,Ammonium Sulfamate,MAPPED,Ammonium sulfamate,CHEBI,EXACT_MATCH,0,0
cas:12135-76-1,mesh:C027711,ammonium sulfide solution,MAPPED,ammonium sulfide,MESH,NARROW_MATCH,0,0
cas:7783-11-1,mesh:C048169,Ammonium sulfite monohydrate,MAPPED,ammonium sulfite,MESH,NARROW_MATCH,0,0
CHEBI:2676,CHEBI:2676,Amoxicillin,MAPPED,amoxicillin,CHEBI,EXACT_MATCH,0,0
mesh:C041989,mesh:C041989,Amphotericin A,MAPPED,amphotericin A,MESH,EXACT_MATCH,0,0
CHEBI:2682,CHEBI:2682,Amphotericin B,MAPPED,amphotericin B,CHEBI,EXACT_MATCH,2,2
CHEBI:28971,CHEBI:28971,Ampicillin,MAPPED,ampicillin,CHEBI,EXACT_MATCH,18,18
CHEBI:34535,CHEBI:34535,Ampicillin sodium salt,MAPPED,ampicillin sodium,CHEBI,LEXICAL_MATCH,0,0
CHEBI:28057,CHEBI:28057,amylopectin from maize,MAPPED,amylopectin,CHEBI,EXACT_MATCH,0,0
CHEBI:28102,CHEBI:28102,Amylose from potato,MAPPED,amylose,CHEBI,EXACT_MATCH,0,0
cas:53912-89-3,NCIT:C216370,Anabasine Hydrochloride,MAPPED,Anabasine Hydrochloride,NCIT,NARROW_MATCH,0,0
cas:6488-63-7,cas:6488-63-7,Andirobin,MAPPED,Andirobin,CAS,FALLBACK_REGISTRY,0,0
CHEBI:65408,CHEBI:65408,Andrographolide,MAPPED,andrographolide,CHEBI,EXACT_MATCH,0,0
CHEBI:2716,CHEBI:2716,Anethole,MAPPED,anethole,CHEBI,EXACT_MATCH,0,0
mesh:C002547,mesh:C002547,Angolamycin,MAPPED,angolamycin,MESH,EXACT_MATCH,0,0
CHEBI:8612,CHEBI:8612,Angustmycin,MAPPED,psicofuranin,CHEBI,EXACT_MATCH,0,0
CHEBI:201752,CHEBI:201752,Anhydrotetracycline hydrochloride,MAPPED,Anhydrotetracycline hydrochloride,CHEBI,EXACT_MATCH,0,0
cas:17659-49-3,NCIT:C221850,Anisodamine Hydrobromide (),MAPPED,Anisodamine Hydrobromide,NCIT,NARROW_MATCH,0,0
CHEBI:193638,CHEBI:193638,anthranilamide,MAPPED,2-Aminobenzamide,CHEBI,EXACT_MATCH,0,0
CHEBI:30754,CHEBI:30754,anthranilic acid,MAPPED,anthranilic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:2762,CHEBI:2762,Antimycin A,MAPPED,antimycin A,CHEBI,EXACT_MATCH,0,0
CHEBI:31225,CHEBI:31225,Antipyrine,MAPPED,antipyrine,CHEBI,EXACT_MATCH,3,3
mesh:C061361,mesh:C061361,Apidaecin IB,MAPPED,apidaecin,MESH,EXACT_MATCH,0,0
CHEBI:18388,CHEBI:18388,Apigenin,MAPPED,apigenin,CHEBI,EXACT_MATCH,0,0
cas:5728-44-9,CHEBI:28887,Apigenin Dimethyl Ether,MAPPED,dimethyl ether,CHEBI,NARROW_MATCH,0,0
CHEBI:70353,CHEBI:70353,Apiole,MAPPED,Apiole,CHEBI,EXACT_MATCH,0,0
cas:65710-07-8,CHEBI:190734,Apramycin sulfate salt,MAPPED,Apramycin sulfate,CHEBI,NARROW_MATCH,0,0
cas:11078-27-6,FOODON:00003412,Arabinan from Sugar Beet,MAPPED,sugar beet,FOODON,NARROW_MATCH,0,0
cas:78088-21-8,mesh:C434937,Arabinobiose,MAPPED,arabinobiose,MESH,NARROW_MATCH,0,0
CHEBI:22599,CHEBI:22599,Arabinose,MAPPED,arabinose,CHEBI,EXACT_MATCH,3,3
cas:89315-59-3,CHEBI:62799,Arabinotriose,MAPPED,alpha-L-Araf-(1->5)-alpha-L-Araf-(1->5)-alpha-L-Araf,CHEBI,NARROW_MATCH,0,0
FOODON:03302492,FOODON:03302492,Arabinoxylan (Rye Flour),MAPPED,rye flour,FOODON,LEXICAL_MATCH,0,0
CHEBI:18403,CHEBI:18403,Arabitol,MAPPED,L-arabinitol,CHEBI,CAS_RN_LOOKUP,4,4
kgmicrobe.compound:ardacin_a,NCIT:C169786,Ardacin A,MAPPED,Ardacin,NCIT,NARROW_MATCH,0,0
kgmicrobe.compound:ardacin_b,NCIT:C169786,Ardacin B,MAPPED,Ardacin,NCIT,NARROW_MATCH,0,0
kgmicrobe.compound:ardacin_c,NCIT:C169786,Ardacin C,MAPPED,Ardacin,NCIT,NARROW_MATCH,0,0
CHEBI:233150,CHEBI:233150,Arecoline Hydrobromide,MAPPED,arecoline hydrobromide,CHEBI,EXACT_MATCH,0,0
CHEBI:29016,CHEBI:29016,Arginine,MAPPED,arginine,CHEBI,EXACT_MATCH,37,37
CHEBI:49474,CHEBI:49474,argon,MAPPED,argon(0),CHEBI,EXACT_MATCH,2,2
CHEBI:2825,CHEBI:2825,Aristolochic Acid,MAPPED,aristolochic acid A,CHEBI,EXACT_MATCH,0,0
CHEBI:33655,CHEBI:33655,Aromatic compound,MAPPED,aromatic compound,CHEBI,EXACT_MATCH,0,0
CHEBI:33848,CHEBI:33848,Aromatic hydrocarbon,MAPPED,polycyclic arene,CHEBI,EXACT_MATCH,0,0
CHEBI:29125,CHEBI:29125,Arsenate,MAPPED,arsenate(3-),CHEBI,EXACT_MATCH,1,1
cas:13902-54-0,cas:13902-54-0,Artepaulin,MAPPED,Artepaulin,CAS,FALLBACK_REGISTRY,0,0
MICRO:0001647,MICRO:0001647,Artificial Sea Salt,MAPPED,sea salt,MICRO,LEXICAL_MATCH,0,0
CHEBI:22652,CHEBI:22652,Ascorbic acid,MAPPED,ascorbic acid,CHEBI,EXACT_MATCH,42,42
kgmicrobe.compound:ascosin,kgmicrobe.compound:ascosin,Ascosin,MAPPED,Ascosin,kgmicrobe.compound,PLACEHOLDER,0,0
mesh:C017029,mesh:C017029,Asialofetuin,MAPPED,asialofetuin,MESH,EXACT_MATCH,0,0
CHEBI:79928,CHEBI:79928,Asiaticoside,MAPPED,asiaticoside,CHEBI,EXACT_MATCH,0,0
CHEBI:22653,CHEBI:22653,Asparagine,MAPPED,asparagine,CHEBI,EXACT_MATCH,24,24
CHEBI:2911,CHEBI:2911,Atorvastatin calcium salt trihydrate,MAPPED,atorvastatin calcium trihydrate,CHEBI,EXACT_MATCH,0,0
cas:1924-24-9,cas:1924-24-9,Atrazin,MAPPED,Atrazin,CAS,FALLBACK_REGISTRY,0,0
mesh:C509797,mesh:C509797,Atrop Abyssomicin C,MAPPED,abyssomicin C,MESH,EXACT_MATCH,0,0
CHEBI:134355,CHEBI:134355,Auraptene,MAPPED,auraptene,CHEBI,EXACT_MATCH,0,0
cas:1405-69-2,mesh:D001360,Avidin,MAPPED,Avidin,MESH,NARROW_MATCH,0,0
CHEBI:172520,CHEBI:172520,Avocadene,MAPPED,Avocadene,CHEBI,EXACT_MATCH,0,0
CHEBI:168507,CHEBI:168507,Avocadyne,MAPPED,Avocadyne,CHEBI,EXACT_MATCH,0,0
mesh:C000709627,mesh:C000709627,Avocatin B,MAPPED,avocatin B,MESH,EXACT_MATCH,0,0
NCIT:C169798,NCIT:C169798,Avoparcin,MAPPED,Avoparcin,NCIT,EXACT_MATCH,0,0
kgmicrobe.compound:azacolutin,kgmicrobe.compound:azacolutin,Azacolutin,MAPPED,Azacolutin,kgmicrobe.compound,PLACEHOLDER,0,0
CHEBI:38473,CHEBI:38473,Azadirachtin,MAPPED,azadirachtin,CHEBI,EXACT_MATCH,0,0
CHEBI:48131,CHEBI:48131,Azelaic acid,MAPPED,nonanedioic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:51864,CHEBI:51864,Azlocillin sodium salt,MAPPED,azlocillin sodium,CHEBI,EXACT_MATCH,0,0
CHEBI:161680,CHEBI:161680,Aztreonam,MAPPED,aztreonam,CHEBI,EXACT_MATCH,0,0
kgmicrobe.compound:azureomycin,kgmicrobe.compound:azureomycin,Azureomycin,MAPPED,Azureomycin,kgmicrobe.compound,PLACEHOLDER,0,0
CHEBI:28793,CHEBI:28793,b-Glucan from Oat,MAPPED,beta-D-glucan,CHEBI,EXACT_MATCH,0,0
cas:9036-88-8,cas:9036-88-8,b-Mannan borohydrate reduced carob seed,MAPPED,b-Mannan borohydrate reduced carob seed,CAS,FALLBACK_REGISTRY,0,0
CHEBI:28669,CHEBI:28669,Bacitracin,MAPPED,bacitracin,CHEBI,EXACT_MATCH,10,10
CHEBI:63317,CHEBI:63317,BaCl2,MAPPED,barium chloride,CHEBI,EXACT_MATCH,6,6
CHEBI:86153,CHEBI:86153,BaCl2 x 2 H2O,MAPPED,barium chloride dihydrate,CHEBI,EXACT_MATCH,5,5
kgmicrobe.compound:bacteriocin_isk_1,kgmicrobe.compound:bacteriocin_isk_1,Bacteriocin Isk 1,MAPPED,Bacteriocin Isk 1,kgmicrobe.compound,PLACEHOLDER,0,0
MICRO:0000182,MICRO:0000182,Bacto-tryptone,MAPPED,tryptone,MICRO,EXACT_MATCH,1,1
MICRO:0000193,MICRO:0000193,Bacto brain heart infusion,MAPPED,brain heart infusion,MICRO,LEXICAL_MATCH,0,0
MICRO:0000178,MICRO:0000178,Bacto peptone,MAPPED,peptone,MICRO,EXACT_MATCH,0,0
CHEBI:8150,FOODON:03315720,Bacto Soytone,REJECTED,"vegetable protein, hydrolyzed",FOODON,CLOSE_MATCH,0,0
MICRO:0000114,MICRO:0000114,Bacto Tryptic Soy Agar,MAPPED,tryptic soy agar,MICRO,LEXICAL_MATCH,0,0
MICRO:0000114,MICRO:0000114,Bacto Tryptic Soy Agar (Difco),MAPPED,tryptic soy agar,MICRO,LEXICAL_MATCH,0,0
MICRO:0000113,MICRO:0000113,Bacto Tryptic Soy Broth,MAPPED,tryptic soy broth,MICRO,LEXICAL_MATCH,0,0
MICRO:0000113,MICRO:0000113,Bacto Tryptic Soy Broth (Difco),MAPPED,tryptic soy broth,MICRO,LEXICAL_MATCH,0,0
kgmicrobe.compound:bafilomycin,kgmicrobe.compound:bafilomycin,Bafilomycin,MAPPED,Bafilomycin,kgmicrobe.compound,PLACEHOLDER,0,0
CHEBI:199416,CHEBI:199416,Bafilomycin B1,MAPPED,Bafilomycin B1,CHEBI,EXACT_MATCH,0,0
CHEBI:2979,CHEBI:2979,Baicalein,MAPPED,baicalein,CHEBI,EXACT_MATCH,0,0
FOODON:03413797,FOODON:03413797,Baker's yeast,MAPPED,baker's yeast,FOODON,EXACT_MATCH,0,0
kgmicrobe.compound:bandamycin,kgmicrobe.compound:bandamycin,Bandamycin,MAPPED,Bandamycin,kgmicrobe.compound,PLACEHOLDER,0,0
cas:52698-84-7,CHEBI:63934,Bathocuproine disulfonic acid disodium salt,MAPPED,bathocuproine disulfonic acid,CHEBI,NARROW_MATCH,0,0
CHEBI:78157,CHEBI:78157,Bathophenanthrolinedisulfonic acid disodium salt hydrate,MAPPED,"disodium 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate",CHEBI,EXACT_MATCH,0,0
CHEBI:72292,CHEBI:72292,Bedaquiline,MAPPED,bedaquiline,CHEBI,EXACT_MATCH,0,0
NCIT:C71932,NCIT:C71932,Beef,MAPPED,Beef,NCIT,EXACT_MATCH,0,0
kgmicrobe.ingredient:beef_brain_powder,FOODON:02020911,Beef brain powder,MAPPED,beef brain,FOODON,NARROW_MATCH,0,0
FOODON:03302088,FOODON:03302088,Beef extract,MAPPED,beef extract,FOODON,EXACT_MATCH,1,1
FOODON:00004410,FOODON:00004410,Beef heart,MAPPED,beef heart,FOODON,EXACT_MATCH,7,7
kgmicrobe.ingredient:beef_heart_infusion,FOODON:00004410,Beef Heart Infusion,MAPPED,beef heart,FOODON,NARROW_MATCH,2,2
CHEBI:3020,CHEBI:3020,Benzalkonium Chloride,MAPPED,benzalkonium chloride,CHEBI,EXACT_MATCH,0,0
CHEBI:3023,CHEBI:3023,Benzbromarone,MAPPED,benzbromarone,CHEBI,EXACT_MATCH,0,0
CHEBI:31264,CHEBI:31264,Benzethonium chloride,MAPPED,benzethonium chloride,CHEBI,EXACT_MATCH,0,0
CHEBI:30746,CHEBI:30746,benzoic acid,MAPPED,benzoic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:17484,CHEBI:17484,Benzyl isothiocyanate,MAPPED,benzyl isothiocyanate,CHEBI,EXACT_MATCH,0,0
CHEBI:25979,CHEBI:25979,Benzylcyanide,MAPPED,phenylacetonitrile,CHEBI,EXACT_MATCH,0,0
cas:3287-99-8,cas:3287-99-8,Benzylhydrazine Hydrochloride,MAPPED,Benzylhydrazine Hydrochloride,CAS,FALLBACK_REGISTRY,0,0
CHEBI:16118,CHEBI:16118,Berberine,MAPPED,berberine,CHEBI,EXACT_MATCH,0,0
CHEBI:18293,CHEBI:18293,Bergapten,MAPPED,5-methoxypsoralen,CHEBI,EXACT_MATCH,0,0
CHEBI:69499,CHEBI:69499,Bergenin,MAPPED,Bergenin,CHEBI,EXACT_MATCH,0,0
CHEBI:53502,CHEBI:53502,beryllium sulfate tetrahydrate,MAPPED,beryllium sulfate tetrahydrate,CHEBI,EXACT_MATCH,1,1
CHEBI:10352,CHEBI:10352,Beta-Amyrin,MAPPED,beta-amyrin,CHEBI,EXACT_MATCH,0,0
cas:154804-51-0,cas:154804-51-0,Beta-Glycerophosphate disodium salt hydrate,MAPPED,Beta-Glycerophosphate disodium salt hydrate,CAS,FALLBACK_REGISTRY,0,0
CHEBI:10429,CHEBI:10429,Beta-Lapachone,MAPPED,beta-lapachone,CHEBI,EXACT_MATCH,0,0
mesh:C000601869,mesh:C000601869,beta-Lipomycin,MAPPED,beta-lipomycin,MESH,EXACT_MATCH,0,0
CHEBI:16958,CHEBI:16958,Beta-alanine,MAPPED,beta-alanine,CHEBI,EXACT_MATCH,0,0
CHEBI:15846,CHEBI:15846,beta-NAD,MAPPED,NAD(+),CHEBI,EXACT_MATCH,3,3
CHEBI:36218,CHEBI:36218,Beta-Lactose,MAPPED,beta-lactose,CHEBI,CAS_RN_LOOKUP,2,2
cas:590-46-5,CHEBI:17750,Betaine hydrochloride,MAPPED,glycine betaine,CHEBI,NARROW_MATCH,0,0
CHEBI:17750,CHEBI:17750,Betaine x H2O,MAPPED,glycine betaine,CHEBI,EXACT_MATCH,20,20
CHEBI:3080,CHEBI:3080,Betanin,MAPPED,Betanin,CHEBI,EXACT_MATCH,0,0
CHEBI:39065,CHEBI:39065,Bicine,MAPPED,bicine,CHEBI,EXACT_MATCH,3,3
CHEBI:40957,CHEBI:40957,BICINE buffer,MAPPED,"N,N-bis(2-hydroxyethyl)glycine",CHEBI,EXACT_MATCH,2,2
CHEBI:60584,CHEBI:60584,Bicyclomycin,MAPPED,bicozamycin,CHEBI,EXACT_MATCH,0,0
CHEBI:22868,CHEBI:22868,Bile salts,MAPPED,bile salt,CHEBI,LEXICAL_MATCH,0,0
NCIT:C187267,NCIT:C187267,Bimuno,MAPPED,Galacto-oligosaccharide Prebiotic Supplement,NCIT,EXACT_MATCH,0,0
cas:54443-59-3,cas:54443-59-3,Biochanin a diacetate,MAPPED,Biochanin a diacetate,CAS,FALLBACK_REGISTRY,0,0
CHEBI:15956,CHEBI:15956,Biotin,MAPPED,biotin,CHEBI,EXACT_MATCH,2421,158
kgmicrobe.ingredient:biotin_vitamin_solution,MICRO:0000460,Biotin Vitamin Solution,MAPPED,vitamin solution,MICRO,CLOSE_MATCH,18,18
CHEBI:16841,CHEBI:16841,Bis(3-aminopropyl)amine,MAPPED,bis(3-aminopropyl)amine,CHEBI,EXACT_MATCH,0,0
CHEBI:41250,CHEBI:41250,Bis-Tris,MAPPED,bis-tris,CHEBI,EXACT_MATCH,5,5
CHEBI:49235,CHEBI:49235,Bisabolene,MAPPED,bisabolene,CHEBI,EXACT_MATCH,0,0
cas:7787-60-2,cas:7787-60-2,bismuth(III) chloride,MAPPED,bismuth(III) chloride,CAS,FALLBACK_REGISTRY,1,1
CHEBI:34582,CHEBI:34582,Bleomycin sulfate,MAPPED,bleomycin sulfate,CHEBI,EXACT_MATCH,0,0
CHEBI:3148,CHEBI:3148,Boldine,MAPPED,Boldine,CHEBI,EXACT_MATCH,0,0
CHEBI:28093,CHEBI:28093,Borneol,MAPPED,borneol,CHEBI,EXACT_MATCH,0,0
MICRO:0000307,MICRO:0000307,Bovine albumin,MAPPED,bovine albumin,MICRO,EXACT_MATCH,0,0
MICRO:0001709,MICRO:0001709,Bovine calf serum,MAPPED,calf serum,MICRO,LEXICAL_MATCH,0,0
cas:9048-46-8,NCIT:C85253,bovine serum albumin,MAPPED,Bovine Serum Albumin,NCIT,NARROW_MATCH,1,1
MICRO:0000193,MICRO:0000193,Brain heart infusion,MAPPED,brain heart infusion,MICRO,EXACT_MATCH,0,0
MICRO:0000193,MICRO:0000193,Brain heart infusion broth,MAPPED,brain heart infusion,MICRO,LEXICAL_MATCH,0,0
CHEBI:69196,CHEBI:69196,Brazilein,MAPPED,brazilein,CHEBI,EXACT_MATCH,0,0
CHEBI:86154,CHEBI:86154,Bromocresol purple,MAPPED,bromocresol purple,CHEBI,EXACT_MATCH,6,6
CHEBI:86155,CHEBI:86155,Bromothymol blue,MAPPED,bromothymol blue,CHEBI,EXACT_MATCH,169,51
MICRO:0000595,MICRO:0000595,Brucella agar,MAPPED,Brucella agar,MICRO,EXACT_MATCH,0,0
CHEBI:3193,CHEBI:3193,Brucine,MAPPED,brucine,CHEBI,EXACT_MATCH,0,0
CHEBI:28885,CHEBI:28885,Butanol,MAPPED,butan-1-ol,CHEBI,EXACT_MATCH,0,0
CHEBI:85983,CHEBI:85983,Butyl stearate,MAPPED,butyl octadecanoate,CHEBI,EXACT_MATCH,0,0
mesh:C521980,mesh:C521980,Butyl vinyl ether,MAPPED,butyl vinyl ether,MESH,EXACT_MATCH,0,0
CHEBI:30772,CHEBI:30772,Butyric acid,MAPPED,butyric acid,CHEBI,EXACT_MATCH,34,34
mesh:C010427,mesh:C010427,Butyricin 7423,MAPPED,butyricin 7423,MESH,EXACT_MATCH,0,0
CHEBI:36592,CHEBI:36592,Butyrolactam,MAPPED,pyrrolidin-2-one,CHEBI,EXACT_MATCH,0,0
CHEBI:3259,CHEBI:3259,CCCP,MAPPED,CCCP,CHEBI,EXACT_MATCH,0,0
CHEBI:134107,CHEBI:134107,CHIR-090,MAPPED,CHIR-090,CHEBI,EXACT_MATCH,0,0
CHEBI:31340,CHEBI:31340,Ca-folinate,MAPPED,Calcium folinate,CHEBI,EXACT_MATCH,5,5
CHEBI:29032,CHEBI:29032,Ca-pantothenate,MAPPED,(R)-pantothenate,CHEBI,EXACT_MATCH,137,50
CHEBI:64205,CHEBI:64205,Ca(NO3)2,MAPPED,calcium nitrate,CHEBI,EXACT_MATCH,13,13
CHEBI:86159,CHEBI:86159,Ca(NO3)2 x 4 H2O,MAPPED,calcium nitrate tetrahydrate,CHEBI,EXACT_MATCH,146,59
CHEBI:3312,CHEBI:3312,CaCl2,MAPPED,calcium dichloride,CHEBI,EXACT_MATCH,502,60
CHEBI:86158,CHEBI:86158,CaCl22H2O,MAPPED,calcium chloride dihydrate,CHEBI,EXACT_MATCH,2,2
CHEBI:86158,CHEBI:86158,CaCl2 x 2 H2O,MAPPED,calcium chloride dihydrate,CHEBI,EXACT_MATCH,4343,125
CHEBI:91243,CHEBI:91243,CaCl2 x 6 H2O,MAPPED,calcium chloride hexahydrate,CHEBI,EXACT_MATCH,42,42
CHEBI:3312,CHEBI:3312,CaCl2 x 7 H2O,MAPPED,calcium dichloride,CHEBI,EXACT_MATCH,7,7
CHEBI:3311,CHEBI:3311,CaCO3,MAPPED,calcium carbonate,CHEBI,EXACT_MATCH,245,62
CHEBI:18127,CHEBI:18127,Cadaverine,MAPPED,cadaverine,CHEBI,EXACT_MATCH,0,0
cas:5743-04-4,CHEBI:232796,Cadmium acetate dihydrate,MAPPED,cadmium acetate,CHEBI,NARROW_MATCH,1,1
CHEBI:63938,CHEBI:63938,Cadmium chloride hemipentahydrate,MAPPED,cadmium dichloride hemipentahydrate,CHEBI,EXACT_MATCH,0,0
CHEBI:77732,CHEBI:77732,cadmium nitrate,MAPPED,cadmium nitrate,CHEBI,EXACT_MATCH,1,0
CHEBI:36281,CHEBI:36281,caffeic acid,MAPPED,caffeic acid,CHEBI,EXACT_MATCH,0,0
CHEBI:27732,CHEBI:27732,Caffeine,MAPPED,caffeine,CHEBI,EXACT_MATCH,0,0
cas:5743-18-0,cas:5743-18-0,Caffeine Hydrobromide,MAPPED,Caffeine Hydrobromide,CAS,FALLBACK_REGISTRY,0,0
CHEBI:32596,CHEBI:32596,CaHPO4,MAPPED,calcium hydrogenphosphate,CHEBI,EXACT_MATCH,2,2
CHEBI:3312,CHEBI:3312,Calcium Chloride,MAPPED,calcium dichloride,CHEBI,EXACT_MATCH,15,15
CHEBI:31345,CHEBI:31345,Calcium D-Pantothenate,MAPPED,Calcium pantothenate,CHEBI,EXACT_MATCH,0,0
CHEBI:31345,CHEBI:31345,Calcium pantothenate,MAPPED,Calcium pantothenate,CHEBI,EXACT_MATCH,945,153
NCIT:C105971,NCIT:C105971,Calprotectin,MAPPED,Calprotectin,NCIT,EXACT_MATCH,0,0
kgmicrobe.compound:camphomycin,kgmicrobe.compound:camphomycin,Camphomycin,MAPPED,Camphomycin,kgmicrobe.compound,PLACEHOLDER,0,0
CHEBI:27656,CHEBI:27656,Camptothecin,MAPPED,camptothecin,CHEBI,EXACT_MATCH,0,0
kgmicrobe.compound:canarius,kgmicrobe.compound:canarius,Canarius,MAPPED,Canarius,kgmicrobe.compound,PLACEHOLDER,0,0
CHEBI:609827,CHEBI:609827,Canavanine,MAPPED,L-canavanine,CHEBI,EXACT_MATCH,0,0
kgmicrobe.compound:candimycin,kgmicrobe.compound:candimycin,Candimycin,MAPPED,Candimycin,kgmicrobe.compound,PLACEHOLDER,0,0
mesh:C033379,mesh:C033379,Candiplanecin,MAPPED,candiplanecin,MESH,EXACT_MATCH,0,0
CHEBI:64213,CHEBI:64213,Cantharidin,MAPPED,cantharidin,CHEBI,EXACT_MATCH,0,0
CHEBI:31348,CHEBI:31348,Capecitabine,MAPPED,capecitabine,CHEBI,EXACT_MATCH,0,0
CHEBI:30776,CHEBI:30776,Caproic acid,MAPPED,hexanoic acid,CHEBI,EXACT_MATCH,13,13
CHEBI:28579,CHEBI:28579,Caprolactam,MAPPED,epsilon-caprolactam,CHEBI,EXACT_MATCH,0,0
CHEBI:191088,CHEBI:191088,CAPS buffer,MAPPED,Cyclohexylaminopropanesulfonic acid,CHEBI,EXACT_MATCH,2,2
CHEBI:3374,CHEBI:3374,capsaicin,MAPPED,capsaicin,CHEBI,EXACT_MATCH,0,0
CHEBI:183882,CHEBI:183882,CAPSO,MAPPED,3-(cyclohexylamino)-2-hydroxy-1-propanesulfonic acid,CHEBI,EXACT_MATCH,2,2
CHEBI:3393,CHEBI:3393,Carbenicillin,MAPPED,carbenicillin,CHEBI,EXACT_MATCH,1,1
CHEBI:34609,CHEBI:34609,Carbenicillin disodium salt,MAPPED,carbenicillin disodium,CHEBI,EXACT_MATCH,0,0
