label,match_type,identifier,preferred_term,ontology_id,mapping_status
(2S)-2-hydroxypropanoate,synonym,CHEBI:24996,Lactate,CHEBI:24996,MAPPED
(2S)-3-(2-mercapto-1H-imidazol-5-yl)-2-(trimethylazaniumyl)propanoate,synonym,CHEBI:4828,L-(+)-Ergothioneine,CHEBI:4828,MAPPED
"(2S)-4-amino-N-[(1R,2S,3S,4R,5S)-5-amino-2-(3-amino-3-deoxy-alpha-D-glucopyranosyloxy)-4-(6-amino-6-deoxy-alpha-D-glucopyranosyloxy)-3-hydroxycyclohexyl]-2-hydroxybutanamide disulfate",synonym,CHEBI:2638,Amikacin disulfate salt,CHEBI:2638,MAPPED
"(2S)-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-4-oxo-3,4-dihydro-2H-chromen-7-yl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside",synonym,CHEBI:28775,Hesperidin,CHEBI:28775,MAPPED
"(2S)-5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-3,4-dihydro-2H-chromen-7-yl 2-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside",synonym,CHEBI:28819,Naringin,CHEBI:28819,MAPPED
(2S)-5-oxopyrrolidine-2-carboxylic acid,synonym,CHEBI:18183,L-Pyroglutamic acid,CHEBI:18183,MAPPED
(2S)-alpha-2-Amino-4-methylvaleric acid,synonym,CHEBI:15603,L-Leucine,CHEBI:15603,MAPPED
(2S)-alpha-Leucine,synonym,CHEBI:15603,L-Leucine,CHEBI:15603,MAPPED
(2S)-piperidine-2-carboxylic acid,synonym,CHEBI:30913,L-Pipecolic Acid,CHEBI:30913,MAPPED
(2S)-pyrrolidine-2-carboxylic acid,synonym,CHEBI:17203,L-Proline,CHEBI:17203,MAPPED
(2S)-threonine,synonym,CHEBI:16857,L-Threonine,CHEBI:16857,MAPPED
"(2S,2'S)-2,2'-(ethane-1,2-diyldiimino)dibutan-1-ol",synonym,CHEBI:4877,Ethambutol,CHEBI:4877,MAPPED
"(2S,2'S)-5,5'-[disulfanediylbis({(2R)-3-[(carboxymethyl)amino]-3-oxopropane-1,2-diyl}imino)]bis(2-amino-5-oxopentanoic acid)",synonym,CHEBI:17858,Glutathione oxidized,CHEBI:17858,MAPPED
"(2S,3R)-(-)-Threonine",synonym,CHEBI:16857,L-Threonine,CHEBI:16857,MAPPED
"(2S,3R)-2-amino-3-hydroxybutanoic acid",synonym,CHEBI:16857,L-Threonine,CHEBI:16857,MAPPED
"(2S,3R,4S)-4-[(2S,5R,7S,8R,9S)-2-{(2S,2'R,3'S,5R,5'R)-2-ethyl-5'-[(2S,3S,5R,6R)-6-hydroxy-6-(hydroxymethyl)-3,5-dimethyltetrahydro-2H-pyran-2-yl]-3'-methyloctahydro-2,2'-bifuran-5-yl}-9-hydroxy-2,8-dimethyl-1,6-dioxaspiro[4.5]dec-7-yl]-3-methoxy-2-methylpentanoic acid",synonym,CHEBI:27617,Monensin,CHEBI:27617,MAPPED
"(2S,3R,4S,5R,6R)-2-[[(2R,3S,4S,5R,6R)-6-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol;pentahydrate",synonym,cas:17629-30-0,D-Raffinose pentahydrate,CHEBI:189430,MAPPED
"(2S,3S)-2-amino-3-methylpentanoic acid",synonym,CHEBI:17191,L-Isoleucine,CHEBI:17191,MAPPED
"(2S,3S)-3-{(2Z)-2-(2-ammonio-1,3-thiazol-4-yl)-2-[(2-carboxypropan-2-yloxy)imino]acetamido}-2-methyl-4-oxoazetidine-1-sulfonate",synonym,CHEBI:161680,Aztreonam,CHEBI:161680,MAPPED
"(2S,3S,4R,5R,6R)-5-{[(2S,3R,4R,5S,6R)-3-acetamido-5-{[(2S,3R,4R,5S,6R)-3-acetamido-4-hydroxy-6-methyl-5-({(2R,3R,4S,5R,6S)-3,4,5-trihydroxy-6-[(2-hydroxy-5-oxocyclopent-1-en-1-yl)carbamoyl]tetrahydro-2H-pyran-2-yl}oxy)tetrahydro-2H-pyran-2-yl]oxy}-4-hydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl]oxy}methyl)tetrahydro-2H-pyran-2-yl]oxy}-4-(carbamoyloxy)-6-({[(2R)-2-carboxy-2-{[(2E,6E,13E)-3,8,8,14,18-pentamethyl-11-methylenenonadeca-2,6,13,17-tetraen-1-yl]oxy}ethoxy](hydroxy)phosphoryl}oxy)-3-hydroxy-3-methyltetrahydro-2H-pyran-2-carboxylic acid",synonym,CHEBI:28908,Flavomycin,CHEBI:28908,MAPPED
"(2S,3S,4R,5S,6S)-2-[(3R,4R,5S,6R)-2,3-Dihydroxy-6-(hydroxymethyl)-5-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-4-yl]oxy-6-methyloxane-3,4,5-triol",synonym,cas:150-90-3,Sodium succinate dibasic,CHEBI:15741,MAPPED
"(2S,4R)-4-hydroxy-2-pyrrolidinecarboxylic acid",synonym,CHEBI:18095,Hydroxy-L-Proline,CHEBI:18095,MAPPED
"(2S,4R)-N-[(1R,2R)-2-hydroxy-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide;hydrochloride",synonym,CHEBI:182465,Lincomycin hydrochloride,CHEBI:182465,MAPPED
"(2S,4R)-trans-4-hydroxyproline",synonym,CHEBI:18095,Hydroxy-L-Proline,CHEBI:18095,MAPPED
"(2S,5R,6R)-6-{[(2R)-2-amino-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",synonym,CHEBI:28971,Ampicillin,CHEBI:28971,MAPPED
"(2S,5R,6R)-6-{[(2R)-2-AMINO-2-PHENYLETHANOYL]AMINO}-3,3-DIMETHYL-7-OXO-4-THIA-1-AZABICYCLO[3.2.0]HEPTANE-2-CARBOXYLIC ACID",synonym,CHEBI:28971,Ampicillin,CHEBI:28971,MAPPED
"(2S,6R)-6-{[(2R)-2-amino-2-phenylethanoyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",synonym,CHEBI:28971,Ampicillin,CHEBI:28971,MAPPED
"(2Z)-2-[(17Z)-16beta-acetoxy-3alpha,11alpha-dihydroxy-4alpha,8alpha,10,14beta-tetramethyl-5alpha,9beta,13alpha-gonan-17-ylidene]-6-methylhept-5-enoic acid",synonym,cas:751-94-0,Fusidic acid sodium salt,CHEBI:29013,MAPPED
(2Z)-2-methylbut-2-enedioic acid,synonym,CHEBI:17626,Citraconic acid,CHEBI:17626,MAPPED
"(2Z)-3,7-dimethylocta-2,6-dien-1-ol",synonym,CHEBI:29452,Nerol,CHEBI:29452,MAPPED
(2Z)-but-2-enedioic acid,synonym,CHEBI:18300,Maleic acid,CHEBI:18300,MAPPED
"(2Z,4E)-5-[(1S)-1-hydroxy-2,6,6-trimethyl-4-oxocyclohex-2-en-1-yl]-3-methylpenta-2,4-dienoic acid",synonym,CHEBI:2365,Abscisic acid,CHEBI:2365,MAPPED
"(3,5-dibromo-4-hydroxyphenyl)(2-ethyl-1-benzofuran-3-yl)methanone",synonym,CHEBI:3023,Benzbromarone,CHEBI:3023,MAPPED
"(3aR,4S,7R,7aS)-3a,7a-dimethylhexahydro-4,7-epoxy-2-benzofuran-1,3-dione",synonym,CHEBI:64213,Cantharidin,CHEBI:64213,MAPPED
"(3aR,5S,8aR,9aR)-5,8a-dimethyl-3-methylidene-3a,5,6,7,8,8a,9,9a-octahydronaphtho[2,3-b]furan-2(3H)-one",synonym,CHEBI:2540,Helenine,CHEBI:2540,MAPPED
"(3aS,4R,5S,6S,8R,9R,9aR,10R)-5-hydroxy-4,6,9,10-tetramethyl-1-oxo-6-vinyldecahydro-3a,9-propanocyclopenta[8]annulen-8-yl {[2-(diethylamino)ethyl]sulfanyl}acetate",synonym,CHEBI:44137,Tiamulin,CHEBI:44137,MAPPED
"(3aS,4S,6aR)-Hexahydro-2-oxo-1H-thieno[3,4-d]imidazole-4-valeric acid",synonym,CHEBI:15956,Biotin,CHEBI:15956,MAPPED
(3beta)-lup-20(29)-en-3-ol,synonym,CHEBI:6570,Lupeol,CHEBI:6570,MAPPED
"(3beta,14beta,17alpha)-cholest-5-en-3-ol",synonym,CHEBI:16113,cholesterol,CHEBI:16113,MAPPED
"(3beta,25R)-spirost-5-en-3-ol",synonym,CHEBI:4629,Diosgenin,CHEBI:4629,MAPPED
"(3E,4S)-4-hydroxy-3-{2-[(1R,4aS,5R,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidenedecahydronaphthalen-1-yl]ethylidene}dihydrofuran-2(3H)-one",synonym,CHEBI:65408,Andrographolide,CHEBI:65408,MAPPED
"(3R)-3-hydroxy-4,4-dimethyldihydrofuran-2(3H)-one",synonym,CHEBI:16719,D-(-)-Pantolactone,CHEBI:16719,MAPPED
(3R)-3-hydroxy-4-(trimethylammonio)butanoate,synonym,CHEBI:16347,L-Carnitine,CHEBI:16347,MAPPED
(3R)-3-hydroxybutanoate,synonym,CHEBI:10983,(R)-3-hydroxybutyrate,CHEBI:10983,MAPPED
"(3R,4R,5R,6R)-3-amino-6-(hydroxymethyl)oxane-2,4,5-triol;hydrochloride",synonym,CHEBI:181432,D-(+)-Galactosamine hydrochloride,CHEBI:181432,MAPPED
"(3R,4S,5R)-3,4,5-trihydroxycyclohex-1-ene-1-carboxylic acid",synonym,CHEBI:16119,Shikimic Acid,CHEBI:16119,MAPPED
"(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-one",synonym,CHEBI:16217,D-(+)-Gluconic acid gamma-lactone,CHEBI:16217,MAPPED
"(3R,5R)-7-[(1S,2S,6R,8S,8aR)-8-(2,2-dimethylbutanoyloxy)-2,6-dimethyl-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid",synonym,cas:139893-43-9,Simvastatin Hydroxy Acid Ammonium Salt,CHEBI:169041,MAPPED
(3S)-3-hydroxybutanoate,synonym,CHEBI:11047,(S)-3-hydroxybutyrate,CHEBI:11047,MAPPED
"(3S)-9-fluoro-3-methyl-10-(4-methylpiperazin-1-yl)-7-oxo-2,3-dihydro-7H-[1,4]oxazino[2,3,4-ij]quinoline-6-carboxylic acid",synonym,CHEBI:63598,Levofloxacin,CHEBI:63598,MAPPED
"(3S,4R,5S)-1,3,4,5,6-pentahydroxyhexan-2-one",synonym,CHEBI:17266,L-(-)-sorbose,CHEBI:17266,MAPPED
"(4-(4-Dimethylaminobenzhydriylidene)cyclohexa-2,5-dienylidene)dimethylammonium chloride",synonym,CHEBI:72449,Malachite green,CHEBI:72449,MAPPED
"(4-(alpha-(4-Dimethylamino)phenyl)benzylidene)cyclohexa-2,5-dien-1-ylidene dimethylammonium chloride",synonym,CHEBI:72449,Malachite green,CHEBI:72449,MAPPED
(4-ethenylphenyl) 4-hydroxy-3-nitrosobenzoate;iron(2+),synonym,CHEBI:219729,ferroverdin,CHEBI:219729,MAPPED
(4-formyl-5-hydroxy-6-methylpyridin-3-yl)methyl dihydrogen phosphate,synonym,CHEBI:18405,Pyridoxal phosphate,CHEBI:18405,MAPPED
(4-hydroxyphenyl)acetic acid,synonym,CHEBI:18101,4-Hydroxyphenyl acetic acid,CHEBI:18101,MAPPED
"(4aR,5aS,8aR,13aS,15aS,15bR)-4a,5,5a,7,8,13a,15,15a,15b,16-decahydro-2H-4,6-methanoindolo[3,2,1-ij]oxepino[2,3,4-de]pyrrolo[2,3-h]quinolin-14-one;sulfuric acid",synonym,CHEBI:233239,Strychnine Sulfate,CHEBI:233239,MAPPED
"(4aS,6aR,8aR,8bR,9aS,12R,12aS,14aR,14bR)-12-(3-furyl)-6,6,8a,12a-tetramethyldecahydro-3H-oxireno[d]pyrano[4',3':3,3a][2]benzofuro[5,4-f]isochromene-3,8,10(6H,9aH)-trione",synonym,CHEBI:16226,Limonin,CHEBI:16226,MAPPED
(4R)-4-aminoisoxazolidin-3-one,synonym,CHEBI:40009,D-Cycloserine,CHEBI:40009,MAPPED
(4R)-4-hydroxy-L-proline,synonym,CHEBI:18095,Hydroxy-L-Proline,CHEBI:18095,MAPPED
"(4S)-2-methyl-1,4,5,6-tetrahydropyrimidine-4-carboxylic acid",synonym,CHEBI:27592,Ectoine,CHEBI:27592,MAPPED
"(4S)-4-[[2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-6-amino-2-[[2-[[(2S)-2-[[(2S)-6-amino-2-[[2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-6-amino-2-[[2-[[(2S,3S)-2-[(2-aminoacetyl)amino]-3-methylpentanoyl]amino]acetyl]amino]hexanoyl]amino]-3-phenylpropanoyl]amino]-4-methylpentanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]amino]-3-hydroxypropanoyl]amino]propanoyl]amino]acetyl]amino]hexanoyl]amino]-3-phenylpropanoyl]amino]acetyl]amino]hexanoyl]amino]propanoyl]amino]-3-phenylpropanoyl]amino]-3-methylbutanoyl]amino]acetyl]amino]-5-[[(2S,3S)-1-[[(2S)-1-[[(2S)-6-amino-1-[[(1S)-1-carboxy-2-hydroxyethyl]amino]-1-oxohexan-2-yl]amino]-4-methylsulanyl-1-oxobutan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-5-oxopentanoic acid",synonym,CHEBI:201898,Magainin I,CHEBI:201898,MAPPED
"(4S)-4-[[2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-1-[2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S,3S)-2-[[2-[[(2S)-4-amino-2-[[(2S)-2-[[(2S,3S)-2-[[(2S)-4-amino-2-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S,3S)-2-[[(2S)-6-amino-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-2,6-diaminohexanoyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]hexanoyl]amino]-3-methylbutanoyl]amino]-3-phenylpropanoyl]amino]hexanoyl]amino]hexanoyl]amino]-3-methylpentanoyl]amino]-4-carboxybutanoyl]amino]hexanoyl]amino]-4-methylsulanylbutanoyl]amino]acetyl]amino]-5-carbamimidamidopentanoyl]amino]-4-oxobutanoyl]amino]-3-methylpentanoyl]amino]-5-carbamimidamidopentanoyl]amino]-4-oxobutanoyl]amino]acetyl]amino]-3-methylpentanoyl]amino]-3-methylbutanoyl]amino]hexanoyl]amino]propanoyl]amino]acetyl]pyrrolidine-2-carbonyl]amino]propanoyl]amino]-3-methylpentanoyl]amino]propanoyl]amino]-3-methylbutanoyl]amino]-4-methylpentanoyl]amino]acetyl]amino]-5-[[(2S)-1-[[(2S)-6-amino-1-[[(2S)-1-[[(2S)-1-amino-4-methyl-1-oxopentan-2-yl]amino]-1-oxopropan-2-yl]amino]-1-oxohexan-2-yl]amino]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid",synonym,CHEBI:201469,Cecropin B,CHEBI:201469,MAPPED
"(4S)-4-ethyl-4-hydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",synonym,CHEBI:27656,Camptothecin,CHEBI:27656,MAPPED
"(4S)-5-[[(2S)-6-amino-1-[[(2S)-1-[[2-[[(2S)-5-amino-1-[[(2S)-4-amino-1-[[(2S,3S)-1-[[(2S)-1-[[(2S)-1-[[2-[[(2S,3S)-1-[[(2S,3S)-1-[[(2S)-6-amino-1-[[(2S)-1-[[2-[(2S)-2-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[2-[[(2S)-5-amino-1-[[(2S)-1-[[(2S,3R)-1-[[(2S)-5-amino-1-[[(2S,3S)-1-[[(2S)-1-[[(2S)-1,6-diamino-1-oxohexan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-2-oxoethyl]amino]-3-methyl-1-oxobutan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]carbamoyl]pyrrolidin-1-yl]-2-oxoethyl]amino]-1-oxopropan-2-yl]amino]-1-oxohexan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-2-oxoethyl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-1,4-dioxobutan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-2-oxoethyl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxohexan-2-yl]amino]-4-[[(2S,3S)-2-[[(2S)-6-amino-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-2,6-diaminohexanoyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]hexanoyl]amino]-4-methylpentanoyl]amino]-3-phenylpropanoyl]amino]hexanoyl]amino]hexanoyl]amino]-3-methylpentanoyl]amino]-5-oxopentanoic acid",synonym,CHEBI:201428,Cecropin A,CHEBI:201428,MAPPED
"(4S)-p-mentha-1(6),8-dien-2-one",synonym,CHEBI:15399,D(+)-Carvone,CHEBI:15399,MAPPED
"(4S,4aS,12aR)-4-(dimethylamino)-1,10,11,12a-tetrahydroxy-6-methyl-3,12-dioxo-4a,5-dihydro-4H-tetracene-2-carboxamide;hydrochloride",synonym,CHEBI:201752,Anhydrotetracycline hydrochloride,CHEBI:201752,MAPPED
"(4S,4aS,5aR,12aS)-4,7-bis(dimethylamino)-3,10,12,12a-tetrahydroxy-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide hydrochloride",synonym,CHEBI:50697,Minocycline hydrochloride,CHEBI:50697,MAPPED
"(4S,4aS,5aS,6S,12aS)-4-(dimethylamino)-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",synonym,CHEBI:27902,Tetracycline,CHEBI:27902,MAPPED
(5)  Sodium metasilicate,synonym,CHEBI:60720,Na-silicate,CHEBI:60720,MAPPED
"(5R)-5-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxyfuran-2(5H)-one",synonym,CHEBI:29073,L-Ascorbic acid,CHEBI:29073,MAPPED
"(5R,5aS,8aR,9R)-9-hydroxy-5-(3,4,5-trimethoxyphenyl)-5,8,8a,9-tetrahydrofuro[3',4':6,7]naphtho[2,3-d][1,3]dioxol-6(5aH)-one",synonym,CHEBI:75251,Picropodophyllin,CHEBI:75251,MAPPED
"(5R,6S)-6-[(1R)-1-hydroxyethyl]-3-({2-[(iminomethyl)amino]ethyl}sulfanyl)-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid--water (1/1)",synonym,CHEBI:51799,Impenum monohydrate,CHEBI:51799,MAPPED
"(5R,9R,11E)-5-amino-11-ethylidene-7-methyl-5,6,9,10-tetrahydro-5,9-methanocycloocta[b]pyridin-2(1H)-one",synonym,CHEBI:78330,Huperzine A,CHEBI:78330,MAPPED
(5S)-2-methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-one,synonym,CHEBI:15399,D(+)-Carvone,CHEBI:15399,MAPPED
"(5S,6R)-5-hydroxy-6-methyl-3-[(2S,3S)-3-methyloxiran-2-yl]-5,6-dihydro-2H-pyran-2-one",synonym,CHEBI:18101,4-Hydroxyphenyl acetic acid,CHEBI:18101,MAPPED
(5z)-4-bromo-5-(bromomethylene)-2(5h)-furanone,preferred_term,cas:247167-54-0,(5z)-4-bromo-5-(bromomethylene)-2(5h)-furanone,cas:247167-54-0,MAPPED
"(6aS)-3,6a,10-trihydroxy-6a,7-dihydrobenzo[b]indeno[1,2-d]pyran-9(6H)-one",synonym,CHEBI:69196,Brazilein,CHEBI:69196,MAPPED
(6E)-N-(4-hydroxy-3-methoxybenzyl)-8-methylnon-6-enamide,synonym,CHEBI:3374,capsaicin,CHEBI:3374,MAPPED
"(6R,7R)-7-{[(2R)-2-amino-2-phenylacetyl]amino}-3-chloro-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",synonym,CHEBI:3478,Cefaclor,CHEBI:3478,MAPPED
"(6S)-2-{[(3S,5S)-5-(dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl}-6-[(1R)-1-hydroxyethyl]-1beta-methyl-2,3-didehydro-1-carbapenam-3-carboxylic acid",synonym,CHEBI:43968,Meropenem,CHEBI:43968,MAPPED
"(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-{(E)-[(4-methylpiperazin-1-yl)imino]methyl}-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.1(4,7).0(5,28)]triaconta-1(28),1(29),2,4,9,19,21,25,27-nonaen-13-yl acetate",synonym,CHEBI:28077,Rifampicin,CHEBI:28077,MAPPED
(9Z)-octadec-9-enoic acid,synonym,CHEBI:16196,Oleic acid,CHEBI:16196,MAPPED
(9Z)-Octadecenoic acid,synonym,CHEBI:16196,Oleic acid,CHEBI:16196,MAPPED
(9Z-octadecenoyl)-glycerol,synonym,CHEBI:75937,Glycerol mono-oleate,CHEBI:75937,MAPPED
(alpha-methylguanido)acetic acid,synonym,CHEBI:16919,Creatine,CHEBI:16919,MAPPED
(beta-Hydroxyethyl)trimethylammonium chloride,synonym,CHEBI:133341,Choline chloride,CHEBI:133341,MAPPED
(carbamimidamido)acetic acid,synonym,CHEBI:16344,Glycocyamine,CHEBI:16344,MAPPED
(CH3)2SO,synonym,CHEBI:28262,Dimethyl sulfoxide,CHEBI:28262,MAPPED
(CH3)3N,synonym,CHEBI:18139,Trimethylamine,CHEBI:18139,MAPPED
(CH3)3N.HCl,synonym,CHEBI:64700,Trimethylamine-HCl,CHEBI:64700,MAPPED
(Deoxyribonucleotide)m,synonym,CHEBI:16991,Fish-Sperm DNA,CHEBI:16991,MAPPED
(Deoxyribonucleotide)n,synonym,CHEBI:16991,Fish-Sperm DNA,CHEBI:16991,MAPPED
(Deoxyribonucleotide)n+m,synonym,CHEBI:16991,Fish-Sperm DNA,CHEBI:16991,MAPPED
(DL)-alpha-Lipoic acid,preferred_term,CHEBI:16494,(DL)-alpha-Lipoic acid,CHEBI:16494,MAPPED
(E)-2-butenedioic acid,synonym,CHEBI:18012,Fumaric acid,CHEBI:18012,MAPPED
(E)-2-butenoate,synonym,CHEBI:35899,Na-crotonate,CHEBI:35899,MAPPED
(E)-2-Butenoic acid,synonym,CHEBI:41131,Crotonic acid,CHEBI:41131,MAPPED
(E)-3-phenyl-2-propenoic acid,synonym,CHEBI:35697,trans-Cinnamic acid,CHEBI:35697,MAPPED
(E)-4-Aminostyryl acetate,synonym,kgmicrobe.compound:e_4_aminostyryl_acetate,E 4 Aminostyryl Acetate,kgmicrobe.compound:e_4_aminostyryl_acetate,MAPPED
(E)-but-2-enoic acid,synonym,CHEBI:41131,Crotonic acid,CHEBI:41131,MAPPED
(E)-cinnamic acid,synonym,CHEBI:35697,trans-Cinnamic acid,CHEBI:35697,MAPPED
(E)-crotonate,synonym,CHEBI:35899,Na-crotonate,CHEBI:35899,MAPPED
(E)-Crotonic acid,synonym,CHEBI:41131,Crotonic acid,CHEBI:41131,MAPPED
"(ethane-1,2-diyldinitrilo)tetraacetatoferrate(1-)",synonym,CHEBI:30729,Fe(III)-EDTA,CHEBI:30729,MAPPED
"(ethane-1,2-diyldinitrilo)tetraacetatoferrate(III)",synonym,CHEBI:30729,Fe(III)-EDTA,CHEBI:30729,MAPPED
"(ethane-1,2-diyldinitrilo)tetraacetic acid",synonym,CHEBI:4735,EDTA (acid form),CHEBI:4735,MAPPED
(ethylenedinitrilo)tetraacetic acid trisodium salt,synonym,CHEBI:63125,Na3-EDTA,CHEBI:63125,MAPPED
(isothiocyanatomethyl)benzene,synonym,CHEBI:17484,Benzyl isothiocyanate,CHEBI:17484,MAPPED
(methanesulfinyl)methane,synonym,CHEBI:28262,Dimethyl sulfoxide,CHEBI:28262,MAPPED
(methylsulfanyl)ethane,synonym,CHEBI:231886,ethyl methyl sulfide,CHEBI:231886,MAPPED
(METHYLSULFANYL)METHANE,synonym,CHEBI:17437,Dimethyl sulfide,CHEBI:17437,MAPPED
(N-methylcarbamimidamido)acetic acid,synonym,CHEBI:16919,Creatine,CHEBI:16919,MAPPED
(NH4) citrate,synonym,CHEBI:63037,(NH4)3 citrate,CHEBI:63037,MAPPED
(NH4)2 citrate,preferred_term,CHEBI:63076,(NH4)2 citrate,CHEBI:63076,MAPPED
(NH4)2 SO4,synonym,CHEBI:62946,(NH4)2SO4,CHEBI:62946,MAPPED
(NH4)2HPO4,preferred_term,CHEBI:63051,(NH4)2HPO4,CHEBI:63051,MAPPED
(NH4)2HPO4(Fisher A686),synonym,CHEBI:63051,(NH4)2HPO4,CHEBI:63051,MAPPED
(NH4)2MoO4,synonym,CHEBI:91249,Diammonium molybdate,CHEBI:91249,MAPPED
(NH4)2Ni(SO4)2,preferred_term,CHEBI:86149,(NH4)2Ni(SO4)2,CHEBI:86149,MAPPED
(NH4)2Ni(SO4)2,synonym,CHEBI:86149,(NH4)2Ni(SO4)2 x 6 H2O,CHEBI:86149,MAPPED
(NH4)2Ni(SO4)2 x 6 H2O,preferred_term,CHEBI:86149,(NH4)2Ni(SO4)2 x 6 H2O,CHEBI:86149,MAPPED
(NH4)2Ni(SO4)2 x 6 H2O (0.1% w/v),synonym,CHEBI:86149,(NH4)2Ni(SO4)2 x 6 H2O,CHEBI:86149,MAPPED
(NH4)2Ni(SO4)2.6H2O,synonym,CHEBI:86149,(NH4)2Ni(SO4)2 x 6 H2O,CHEBI:86149,MAPPED
(NH4)2Ni(SO4)2·6H2O,synonym,CHEBI:86149,(NH4)2Ni(SO4)2 x 6 H2O,CHEBI:86149,MAPPED
(NH4)2Ni(SO4)2•6H2O,synonym,CHEBI:86149,(NH4)2Ni(SO4)2,CHEBI:86149,MAPPED
(NH4)2Ni(SO4)2•6H2O,synonym,CHEBI:86149,(NH4)2Ni(SO4)2 x 6 H2O,CHEBI:86149,MAPPED
(NH4)2Ni(SO4)2・6H2O,synonym,CHEBI:86149,(NH4)2Ni(SO4)2 x 6 H2O,CHEBI:86149,MAPPED
(NH4)2S4,synonym,CHEBI:62946,(NH4)2SO4,CHEBI:62946,MAPPED
(NH4)2SO4,preferred_term,CHEBI:62946,(NH4)2SO4,CHEBI:62946,MAPPED
(NH4)2SO4(Fisher A 702),synonym,CHEBI:62946,(NH4)2SO4,CHEBI:62946,MAPPED
(NH4)3 citrate,preferred_term,CHEBI:63037,(NH4)3 citrate,CHEBI:63037,MAPPED
(NH4)6Mo7O24,synonym,CHEBI:91249,Diammonium molybdate,CHEBI:91249,MAPPED
