identifier,preferred_term,mapping_status,ontology_id,ontology_source,mapping_quality,occurrences,parent_ingredient,variant_type
CHEBI:132767,Fe4(PO4)2,MAPPED,CHEBI:132767,CHEBI,EXACT_MATCH,5,,
CHEBI:30729,Fe(III)-EDTA,MAPPED,CHEBI:30729,CHEBI,EXACT_MATCH,35,,
CHEBI:144421,Fe(III) citrate,MAPPED,CHEBI:144421,CHEBI,EXACT_MATCH,319,,
CHEBI:131372,Fe(III)PO4 x 4 H2O,MAPPED,CHEBI:131372,CHEBI,EXACT_MATCH,4,,
CHEBI:76181,Fe(NH4)2(SO4)2 x 6 H2O,MAPPED,CHEBI:76181,CHEBI,EXACT_MATCH,169,,
CHEBI:131378,Fe(NH4)2(SO4)2 x 7 H2O,MAPPED,CHEBI:131378,CHEBI,EXACT_MATCH,17,,
CHEBI:30812,FeCl2,MAPPED,CHEBI:30812,CHEBI,EXACT_MATCH,10,,
CHEBI:86249,FeCl2 x 4 H2O,MAPPED,CHEBI:86249,CHEBI,EXACT_MATCH,1305,,
CHEBI:30812,FeCl2 x 6 H2O,MAPPED,CHEBI:30812,CHEBI,EXACT_MATCH,2,,
CHEBI:30812,FeCl2 x 7 H2O,MAPPED,CHEBI:30812,CHEBI,EXACT_MATCH,7,,
CHEBI:30808,FeCl3,MAPPED,CHEBI:30808,CHEBI,EXACT_MATCH,38,,
CHEBI:30808,FeCl3 x 4 H2O,MAPPED,CHEBI:30808,CHEBI,EXACT_MATCH,4,,
CHEBI:86254,FeCl3 x 6 H2O,MAPPED,CHEBI:86254,CHEBI,EXACT_MATCH,413,,
CHEBI:131371,FePO4,MAPPED,CHEBI:131371,CHEBI,EXACT_MATCH,2,,
CHEBI:31604,Ferric ammonium citrate,MAPPED,CHEBI:31604,CHEBI,EXACT_MATCH,126,,
CHEBI:144434,Ferric citrate monohydrate,MAPPED,CHEBI:144434,CHEBI,EXACT_MATCH,2,,
CHEBI:192761,Ferrihydrite,MAPPED,CHEBI:192761,CHEBI,EXACT_MATCH,4,,
mesh:C016600,Ferrous citrate,MAPPED,mesh:C016600,MESH,EXACT_MATCH,0,,
CHEBI:219729,ferroverdin,MAPPED,CHEBI:219729,CHEBI,EXACT_MATCH,0,,
CHEBI:193350,Ferulic Acid,MAPPED,CHEBI:193350,CHEBI,EXACT_MATCH,0,,
CHEBI:75832,FeSO4,MAPPED,CHEBI:75832,CHEBI,EXACT_MATCH,50,,
CHEBI:75832,FeSO4 x 5 H2O,MAPPED,CHEBI:75832,CHEBI,EXACT_MATCH,2,,
CHEBI:75832,FeSO4 x 6 H2O,MAPPED,CHEBI:75832,CHEBI,EXACT_MATCH,10,,
CHEBI:75836,FeSO4 x 7 H2O,MAPPED,CHEBI:75836,CHEBI,EXACT_MATCH,2295,,
CHEBI:75832,FeSO4 x 7H2O,MAPPED,CHEBI:75832,CHEBI,EXACT_MATCH,1,,
CHEBI:75834,FeSO4 x H2O,MAPPED,CHEBI:75834,CHEBI,EXACT_MATCH,6,,
NCIT:C113696,Fetal bovine serum,MAPPED,NCIT:C113696,NCIT,EXACT_MATCH,8,,
NCIT:C71971,Fig,MAPPED,NCIT:C71971,NCIT,EXACT_MATCH,0,,
MICRO:0001597,Fildes Enrichment,MAPPED,MICRO:0001597,MICRO,EXACT_MATCH,0,,
MICRO:0001773,Filtered Seawater,MAPPED,MICRO:0001773,MICRO,EXACT_MATCH,2,,
CHEBI:16991,Fish-Sperm DNA,MAPPED,CHEBI:16991,CHEBI,EXACT_MATCH,4,,
MICRO:0000462,Fish peptone,MAPPED,MICRO:0000462,MICRO,EXACT_MATCH,0,,
kgmicrobe.compound:flavensomycin,Flavensomycin,MAPPED,kgmicrobe.compound:flavensomycin,kgmicrobe.compound,PLACEHOLDER,0,,
CHEBI:24040,Flavin adenine dinucleotide,MAPPED,CHEBI:24040,CHEBI,EXACT_MATCH,1,,
mesh:C001897,Flavofungin,MAPPED,mesh:C001897,MESH,EXACT_MATCH,0,,
CHEBI:28908,Flavomycin,MAPPED,CHEBI:28908,CHEBI,EXACT_MATCH,0,,
CHEBI:42491,Flavone,MAPPED,CHEBI:42491,CHEBI,EXACT_MATCH,0,,
CHEBI:33083,Fluoranthene,MAPPED,CHEBI:33083,CHEBI,EXACT_MATCH,0,,
CHEBI:27470,Folic acid,MAPPED,CHEBI:27470,CHEBI,EXACT_MATCH,1727,,
CHEBI:15640,Folinic acid,MAPPED,CHEBI:15640,CHEBI,EXACT_MATCH,1,,
CHEBI:16842,Formaldehyde,MAPPED,CHEBI:16842,CHEBI,EXACT_MATCH,0,,
CHEBI:16397,Formamide,MAPPED,CHEBI:16397,CHEBI,EXACT_MATCH,0,,
CHEBI:30751,Formic acid,MAPPED,CHEBI:30751,CHEBI,EXACT_MATCH,1,,
cas:66508-37-0,Fosmidomycin sodium salt hydrate,MAPPED,CHEBI:201600,CHEBI,NARROW_MATCH,0,,
mesh:C033989,Fradicin,MAPPED,mesh:C033989,MESH,EXACT_MATCH,0,,
CHEBI:5169,Fraxetin,MAPPED,CHEBI:5169,CHEBI,EXACT_MATCH,0,,
cas:308066-66-2,Fructooligosaccharides (FOS),MAPPED,CHEBI:28645,CHEBI,NARROW_MATCH,0,,
CHEBI:15946,Fructose-6-phosphate,MAPPED,CHEBI:15946,CHEBI,EXACT_MATCH,0,,
cas:34393-27-6,Fructose-asparagine,MAPPED,cas:34393-27-6,CAS,FALLBACK_REGISTRY,0,,
CHEBI:28757,Fructose,MAPPED,CHEBI:28757,CHEBI,EXACT_MATCH,60,,
CHEBI:33984,Fucose,MAPPED,CHEBI:33984,CHEBI,EXACT_MATCH,1,,
CHEBI:18012,Fumaric acid,MAPPED,CHEBI:18012,CHEBI,EXACT_MATCH,7,,
CHEBI:144157,Fumarprotocetraric Acid,MAPPED,CHEBI:144157,CHEBI,EXACT_MATCH,0,,
cas:3759-92-1,Furaltadone hydrochloride,MAPPED,NCIT:C217928,NCIT,NARROW_MATCH,0,,
CHEBI:207496,Furfuryl Alcohol,MAPPED,CHEBI:207496,CHEBI,EXACT_MATCH,0,,
CHEBI:5199,Fusaric acid,MAPPED,CHEBI:5199,CHEBI,EXACT_MATCH,0,,
cas:751-94-0,Fusidic acid sodium salt,MAPPED,CHEBI:29013,CHEBI,NARROW_MATCH,0,,
cas:108321-42-2,G418 disulfate salt solution,MAPPED,cas:108321-42-2,CAS,FALLBACK_REGISTRY,0,,
cas:11078-30-1,Galactomannan from guar,MAPPED,CHEBI:27680,CHEBI,NARROW_MATCH,0,,
CHEBI:28260,Galactose,MAPPED,CHEBI:28260,CHEBI,EXACT_MATCH,10,,
cas:19046-60-7,Galactose 1-phosphate dipotassium salt pentahydrate,MAPPED,cas:19046-60-7,CAS,FALLBACK_REGISTRY,0,,
CHEBI:30778,Gallic Acid,MAPPED,CHEBI:30778,CHEBI,EXACT_MATCH,0,,
cas:13450-90-3,Gallium(III)chloride,MAPPED,cas:13450-90-3,CAS,FALLBACK_REGISTRY,1,,
CHEBI:67521,Gambogic Acid,MAPPED,CHEBI:67521,CHEBI,EXACT_MATCH,0,,
CHEBI:16865,gamma-Aminobutyric acid,MAPPED,CHEBI:16865,CHEBI,EXACT_MATCH,2,,
ENVO:00002263,Garden soil,MAPPED,ENVO:00002263,ENVO,EXACT_MATCH,0,,
mesh:C012993,Gardimycin,MAPPED,mesh:C012993,MESH,EXACT_MATCH,0,,
CHEBI:5291,Gelatine,MAPPED,CHEBI:5291,CHEBI,EXACT_MATCH,11,,
CHEBI:85248,Gelrite,MAPPED,CHEBI:85248,CHEBI,EXACT_MATCH,24,,
CHEBI:42768,Geneticin G418,MAPPED,CHEBI:42768,CHEBI,EXACT_MATCH,0,,
CHEBI:5312,Gentamicin sulfate salt,MAPPED,CHEBI:5312,CHEBI,EXACT_MATCH,0,,
CHEBI:28066,Gentibiose,MAPPED,CHEBI:28066,CHEBI,EXACT_MATCH,0,,
CHEBI:17189,Gentisic acid,MAPPED,CHEBI:17189,CHEBI,EXACT_MATCH,2,,
mesh:D010118,Geomycin,MAPPED,mesh:D010118,MESH,EXACT_MATCH,0,,
cas:1075236-89-3,Gepotidacin,MAPPED,NCIT:C170025,NCIT,NARROW_MATCH,0,,
CHEBI:17447,Geraniol,MAPPED,CHEBI:17447,CHEBI,EXACT_MATCH,0,,
NCIT:C66725,Ginger,MAPPED,NCIT:C66725,NCIT,EXACT_MATCH,0,,
CHEBI:5355,Ginkgolide A,MAPPED,CHEBI:5355,CHEBI,EXACT_MATCH,0,,
CHEBI:166575,Ginkgotoxin,MAPPED,CHEBI:166575,CHEBI,EXACT_MATCH,0,,
NCIT:C90636,Glebomycin,MAPPED,NCIT:C90636,NCIT,EXACT_MATCH,0,,
cas:11078-31-2,Glucomannan (konjac),MAPPED,CHEBI:17020,CHEBI,NARROW_MATCH,0,,
CHEBI:24266,Gluconic acid,MAPPED,CHEBI:24266,CHEBI,EXACT_MATCH,1,,
CHEBI:17234,Glucose,MAPPED,CHEBI:17234,CHEBI,EXACT_MATCH,1638,,
CHEBI:42758,glucose,MAPPED,CHEBI:42758,CHEBI,EXACT_MATCH,34,,
cas:3789-97-7,Glucuronamide,MAPPED,CHEBI:32323,CHEBI,NARROW_MATCH,0,,
CHEBI:18237,Glutamic acid,MAPPED,CHEBI:18237,CHEBI,EXACT_MATCH,14,,
CHEBI:64276,Glutaraldehyde,MAPPED,CHEBI:64276,CHEBI,EXACT_MATCH,0,,
CHEBI:17859,Glutaric acid,MAPPED,CHEBI:17859,CHEBI,EXACT_MATCH,0,,
CHEBI:16856,Glutathione,MAPPED,CHEBI:16856,CHEBI,EXACT_MATCH,13,,
CHEBI:17858,Glutathione oxidized,MAPPED,CHEBI:17858,CHEBI,EXACT_MATCH,0,,
cas:79731-35-4,Gly-DL-Asp,MAPPED,CHEBI:193741,CHEBI,NARROW_MATCH,0,,
cas:172669-64-6,Gly-Gln monohydrate,MAPPED,CHEBI:73898,CHEBI,NARROW_MATCH,0,,
CHEBI:73801,Gly-Glu,MAPPED,CHEBI:73801,CHEBI,EXACT_MATCH,0,,
CHEBI:17754,Glycerol,MAPPED,CHEBI:17754,CHEBI,EXACT_MATCH,208,,
CHEBI:15978,glycerol,MAPPED,CHEBI:15978,CHEBI,EXACT_MATCH,6,,
CHEBI:75937,Glycerol mono-oleate,MAPPED,CHEBI:75937,CHEBI,EXACT_MATCH,2,,
CHEBI:75456,Glycerol monostearate,MAPPED,CHEBI:75456,CHEBI,EXACT_MATCH,4,,
cas:55073-41-1,Glycerol phosphate disodium salt hydrate,MAPPED,cas:55073-41-1,CAS,FALLBACK_REGISTRY,0,,
CHEBI:15428,Glycine,MAPPED,CHEBI:15428,CHEBI,EXACT_MATCH,99,,
CHEBI:182320,Glycocholic acid hydrate,MAPPED,CHEBI:182320,CHEBI,EXACT_MATCH,0,,
CHEBI:16344,Glycocyamine,MAPPED,CHEBI:16344,CHEBI,EXACT_MATCH,0,,
CHEBI:28087,Glycogen,MAPPED,CHEBI:28087,CHEBI,EXACT_MATCH,0,,
cas:9005-79-2,Glycogen from bovine liver,MAPPED,cas:9005-79-2,CAS,FALLBACK_REGISTRY,0,,
CHEBI:17071,glycolaldehyde,MAPPED,CHEBI:17071,CHEBI,EXACT_MATCH,0,,
CHEBI:17497,Glycolic Acid,MAPPED,CHEBI:17497,CHEBI,EXACT_MATCH,0,,
CHEBI:17201,Glycyl-glycine,MAPPED,CHEBI:17201,CHEBI,EXACT_MATCH,9,,
CHEBI:17201,Glycylglycine,MAPPED,CHEBI:17201,CHEBI,EXACT_MATCH,2,,
CHEBI:15939,"Glycyrrhizic Acid, Ammonium Salt",MAPPED,CHEBI:15939,CHEBI,EXACT_MATCH,0,,
cas:27988-77-8,gold (III) chloride hydrate,MAPPED,cas:27988-77-8,CAS,FALLBACK_REGISTRY,0,,
CHEBI:16400,Gossypetin,MAPPED,CHEBI:16400,CHEBI,EXACT_MATCH,0,,
CHEBI:28584,Gossypol,MAPPED,CHEBI:28584,CHEBI,EXACT_MATCH,0,,
cas:1405-97-6,Gramicidin,MAPPED,NCIT:C65816,NCIT,NARROW_MATCH,0,,
CHEBI:28948,Gramine,MAPPED,CHEBI:28948,CHEBI,EXACT_MATCH,0,,
kgmicrobe.compound:grasseriomycin,Grasseriomycin,MAPPED,kgmicrobe.compound:grasseriomycin,kgmicrobe.compound,PLACEHOLDER,0,,
kgmicrobe.ingredient:green_house_soil,Green House Soil,MAPPED,ENVO:00001998,ENVO,NARROW_MATCH,11,,
kgmicrobe.compound:grisamine,Grisamine,MAPPED,kgmicrobe.compound:grisamine,kgmicrobe.compound,PLACEHOLDER,0,,
mesh:C018306,Griseolutein A,MAPPED,mesh:C018306,MESH,EXACT_MATCH,0,,
mesh:C018307,Griseolutein B,MAPPED,mesh:C018307,MESH,EXACT_MATCH,0,,
FOODON:00001282,Ground beef,MAPPED,FOODON:00001282,FOODON,LEXICAL_MATCH,0,,
CHEBI:28591,Guaiacol,MAPPED,CHEBI:28591,CHEBI,EXACT_MATCH,0,,
CHEBI:5550,Guaiazulene,MAPPED,CHEBI:5550,CHEBI,EXACT_MATCH,0,,
cas:50-01-1,Guanidine Hydrochloride,MAPPED,NCIT:C47551,NCIT,NARROW_MATCH,0,,
CHEBI:16235,Guanine,MAPPED,CHEBI:16235,CHEBI,CAS_RN_LOOKUP,22,,
CHEBI:16750,Guanosine,MAPPED,CHEBI:16750,CHEBI,CAS_RN_LOOKUP,10,,
cas:9000-01-5,Gum arabic from acacia tree,MAPPED,FOODON:03412975,FOODON,NARROW_MATCH,0,,
CHEBI:26642,H2SeO3,MAPPED,CHEBI:26642,CHEBI,EXACT_MATCH,16,,
CHEBI:26836,H2SO4,MAPPED,CHEBI:26836,CHEBI,EXACT_MATCH,262,,
CHEBI:36272,H2WO4,MAPPED,CHEBI:36272,CHEBI,EXACT_MATCH,21,,
CHEBI:38267,H3BO2,MAPPED,CHEBI:38267,CHEBI,EXACT_MATCH,2,,
CHEBI:33118,H3BO3,MAPPED,CHEBI:33118,CHEBI,EXACT_MATCH,3729,,
cas:202185-84-0,HOMOPIPES,MAPPED,cas:202185-84-0,CAS,FALLBACK_REGISTRY,4,,
CHEBI:50385,Haemin,MAPPED,CHEBI:50385,CHEBI,EXACT_MATCH,194,,
kgmicrobe.compound:halomicin,Halomicin,MAPPED,kgmicrobe.compound:halomicin,kgmicrobe.compound,PLACEHOLDER,0,,
CHEBI:28172,Harmaline,MAPPED,CHEBI:28172,CHEBI,EXACT_MATCH,0,,
CHEBI:27943,Harmalol,MAPPED,CHEBI:27943,CHEBI,EXACT_MATCH,0,,
CHEBI:5623,Harmane,MAPPED,CHEBI:5623,CHEBI,EXACT_MATCH,0,,
CHEBI:28121,Harmine,MAPPED,CHEBI:28121,CHEBI,EXACT_MATCH,0,,
CHEBI:192558,Harmol,MAPPED,CHEBI:192558,CHEBI,EXACT_MATCH,0,,
cas:40580-83-4,Harmol Hydrochloride,MAPPED,cas:40580-83-4,CAS,FALLBACK_REGISTRY,0,,
CHEBI:17883,HCl,MAPPED,CHEBI:17883,CHEBI,EXACT_MATCH,1105,,
CHEBI:5633,Hecogenin,MAPPED,CHEBI:5633,CHEBI,EXACT_MATCH,0,,
CHEBI:2540,Helenine,MAPPED,CHEBI:2540,CHEBI,EXACT_MATCH,0,,
CHEBI:230519,Heparin sodium salt from porcine intestinal mucosa,MAPPED,CHEBI:230519,CHEBI,EXACT_MATCH,0,,
CHEBI:46756,HEPES,MAPPED,CHEBI:46756,CHEBI,EXACT_MATCH,168,,
CHEBI:16148,Heptadecane,MAPPED,CHEBI:16148,CHEBI,EXACT_MATCH,1,,
CHEBI:32365,heptadecanoic acid,MAPPED,CHEBI:32365,CHEBI,EXACT_MATCH,0,,
CHEBI:45571,Heptanoic acid,MAPPED,CHEBI:45571,CHEBI,EXACT_MATCH,0,,
CHEBI:195607,heptanol,MAPPED,CHEBI:195607,CHEBI,EXACT_MATCH,0,,
CHEBI:28775,Hesperidin,MAPPED,CHEBI:28775,CHEBI,EXACT_MATCH,0,,
CHEBI:24536,Hexachlorocyclo-hexane,MAPPED,CHEBI:24536,CHEBI,EXACT_MATCH,2,,
CHEBI:45296,Hexadecane,MAPPED,CHEBI:45296,CHEBI,EXACT_MATCH,17,,
CHEBI:143552,hexanol,MAPPED,CHEBI:143552,CHEBI,EXACT_MATCH,0,,
CHEBI:18089,Hippuric acid,MAPPED,CHEBI:18089,CHEBI,EXACT_MATCH,0,,
CHEBI:18295,Histamine,MAPPED,CHEBI:18295,CHEBI,EXACT_MATCH,0,,
mesh:C031780,Hitachimycin,MAPPED,mesh:C031780,MESH,EXACT_MATCH,0,,
CHEBI:545959,homovanillic acid,MAPPED,CHEBI:545959,CHEBI,EXACT_MATCH,0,,
CHEBI:173769,homovanillyl alcohol,MAPPED,CHEBI:173769,CHEBI,EXACT_MATCH,0,,
MICRO:0001235,Horse serum,MAPPED,MICRO:0001235,MICRO,EXACT_MATCH,0,,
kgmicrobe.compound:hortesin,Hortesin,MAPPED,kgmicrobe.compound:hortesin,kgmicrobe.compound,PLACEHOLDER,0,,
CHEBI:78330,Huperzine A,MAPPED,CHEBI:78330,CHEBI,EXACT_MATCH,0,,
cas:9067-32-7,Hyaluronic acid sodium salt from Streptococcus equi,MAPPED,CHEBI:201433,CHEBI,NARROW_MATCH,0,,
CHEBI:27612,Hydantoin,MAPPED,CHEBI:27612,CHEBI,EXACT_MATCH,0,,
CHEBI:69919,"Hydrastine (1R, 9S)",MAPPED,CHEBI:69919,CHEBI,EXACT_MATCH,0,,
kgmicrobe.compound:hydro_methylpteroylglutamylglutamic_acid,Hydro Methylpteroylglutamylglutamic Acid,MAPPED,NCIT:C1115,NCIT,NARROW_MATCH,0,,
CHEBI:24632,Hydrocarbon,MAPPED,CHEBI:24632,CHEBI,EXACT_MATCH,0,,
CHEBI:16240,Hydrogen peroxide,MAPPED,CHEBI:16240,CHEBI,EXACT_MATCH,0,,
CHEBI:16136,Hydrogen sulfide,MAPPED,CHEBI:16136,CHEBI,EXACT_MATCH,0,,
CHEBI:18276,Hydrogen gas,MAPPED,CHEBI:18276,CHEBI,EXACT_MATCH,0,,
CHEBI:17594,Hydroquinone,MAPPED,CHEBI:17594,CHEBI,EXACT_MATCH,0,,
CHEBI:50819,hydrous ferric oxide,MAPPED,CHEBI:50819,CHEBI,LEXICAL_MATCH,0,,
CHEBI:18095,Hydroxy-L-Proline,MAPPED,CHEBI:18095,CHEBI,CAS_RN_LOOKUP,3,,
CHEBI:5807,Hydroxylamine hydrochloride,MAPPED,CHEBI:5807,CHEBI,EXACT_MATCH,0,,
CHEBI:44423,Hydroxyurea,MAPPED,CHEBI:44423,CHEBI,EXACT_MATCH,0,,
CHEBI:16976,Hygromycin B,MAPPED,CHEBI:16976,CHEBI,EXACT_MATCH,0,,
cas:2555-28-4,Hymecromone Methyl Ether,MAPPED,CHEBI:107662,CHEBI,NARROW_MATCH,0,,
CHEBI:16668,Hypotaurine,MAPPED,CHEBI:16668,CHEBI,EXACT_MATCH,0,,
CHEBI:17368,Hypoxanthine,MAPPED,CHEBI:17368,CHEBI,EXACT_MATCH,4,,
CHEBI:14434,Imidazole,MAPPED,CHEBI:14434,CHEBI,EXACT_MATCH,0,,
CHEBI:51799,Impenum monohydrate,MAPPED,CHEBI:51799,CHEBI,EXACT_MATCH,0,,
CHEBI:31695,Indigocarmine,MAPPED,CHEBI:31695,CHEBI,EXACT_MATCH,14,,
kgmicrobe.compound:indochrome,Indochrome,MAPPED,kgmicrobe.compound:indochrome,kgmicrobe.compound,PLACEHOLDER,0,,
CHEBI:33070,Indole-3-butyric acid,MAPPED,CHEBI:33070,CHEBI,EXACT_MATCH,0,,
CHEBI:43580,Indole-3-propionic acid,MAPPED,CHEBI:43580,CHEBI,EXACT_MATCH,0,,
cas:0392-12-1,Indole-3-pyruvic acid,MAPPED,cas:0392-12-1,CAS,FALLBACK_REGISTRY,0,,
CHEBI:16881,Indole,MAPPED,CHEBI:16881,CHEBI,EXACT_MATCH,0,,
cas:6505-45-9,indole 3-acetic acid sodium salt,MAPPED,CHEBI:230840,CHEBI,NARROW_MATCH,0,,
CHEBI:80180,Indolicidin,MAPPED,CHEBI:80180,CHEBI,EXACT_MATCH,0,,
CHEBI:17596,Inosine,MAPPED,CHEBI:17596,CHEBI,CAS_RN_LOOKUP,27,,
CHEBI:24848,Inositol,MAPPED,CHEBI:24848,CHEBI,EXACT_MATCH,18,,
CHEBI:15443,Inulin,MAPPED,CHEBI:15443,CHEBI,EXACT_MATCH,4,,
CHEBI:75421,Iodonitrotetrazolium chloride,MAPPED,CHEBI:75421,CHEBI,EXACT_MATCH,0,,
CHEBI:164200,Irgasan,MAPPED,CHEBI:164200,CHEBI,EXACT_MATCH,0,,
CHEBI:81409,Irigenin,MAPPED,CHEBI:81409,CHEBI,EXACT_MATCH,0,,
CHEBI:18248,Iron,MAPPED,CHEBI:18248,CHEBI,EXACT_MATCH,1,,
CHEBI:82664,Iron powder,MAPPED,CHEBI:82664,CHEBI,EXACT_MATCH,3,,
CHEBI:46645,Isobutyl alcohol,MAPPED,CHEBI:46645,CHEBI,EXACT_MATCH,0,,
CHEBI:193555,Isobutyramide,MAPPED,CHEBI:193555,CHEBI,EXACT_MATCH,0,,
CHEBI:16135,Isobutyric acid,MAPPED,CHEBI:16135,CHEBI,EXACT_MATCH,85,,
CHEBI:310312,Isoliquiritigenin,MAPPED,CHEBI:310312,CHEBI,EXACT_MATCH,0,,
CHEBI:28189,Isomaltose,MAPPED,CHEBI:28189,CHEBI,EXACT_MATCH,0,,
CHEBI:6030,Isoniazid,MAPPED,CHEBI:6030,CHEBI,EXACT_MATCH,0,,
CHEBI:17824,Isopropyl alcohol,MAPPED,CHEBI:17824,CHEBI,EXACT_MATCH,4,,
CHEBI:6054,Isosafrole,MAPPED,CHEBI:6054,CHEBI,EXACT_MATCH,0,,
CHEBI:28484,Isovaleric acid,MAPPED,CHEBI:28484,CHEBI,EXACT_MATCH,85,,
CHEBI:193161,Isovanillin,MAPPED,CHEBI:193161,CHEBI,EXACT_MATCH,0,,
CHEBI:30838,Itaconic Acid,MAPPED,CHEBI:30838,CHEBI,EXACT_MATCH,0,,
cas:480-14-4,Izalpinin,MAPPED,cas:480-14-4,CAS,FALLBACK_REGISTRY,0,,
CHEBI:18292,Jasmonic acid,MAPPED,CHEBI:18292,CHEBI,EXACT_MATCH,0,,
CHEBI:15794,Juglone,MAPPED,CHEBI:15794,CHEBI,EXACT_MATCH,0,,
CHEBI:32029,K-acetate,MAPPED,CHEBI:32029,CHEBI,EXACT_MATCH,9,,
CHEBI:131526,K2CO3,MAPPED,CHEBI:131526,CHEBI,EXACT_MATCH,6,,
CHEBI:75249,K2CrO4,MAPPED,CHEBI:75249,CHEBI,EXACT_MATCH,1,,
CHEBI:131527,K2HPO4,MAPPED,CHEBI:131527,CHEBI,EXACT_MATCH,2862,,
CHEBI:131527,K2HPO4 x 3 H2O,MAPPED,CHEBI:131527,CHEBI,EXACT_MATCH,118,,
CHEBI:86466,K2S4O6,MAPPED,CHEBI:86466,CHEBI,EXACT_MATCH,19,,
CHEBI:32036,K2SO4,MAPPED,CHEBI:32036,CHEBI,EXACT_MATCH,76,,
CHEBI:32036,K2SO4 x 7 H2O,MAPPED,CHEBI:32036,CHEBI,EXACT_MATCH,1,,
CHEBI:6104,Kanamycin,MAPPED,CHEBI:6104,CHEBI,EXACT_MATCH,1,,
CHEBI:6109,Kanamycin sulfate,MAPPED,CHEBI:6109,CHEBI,EXACT_MATCH,1,,
mesh:C001493,Kanchanomycin,MAPPED,mesh:C001493,MESH,EXACT_MATCH,0,,
kgmicrobe.ingredient:kao_and_michayluk_vitamin_solution,Kao and Michayluk vitamin solution,MAPPED,MICRO:0000460,MICRO,CLOSE_MATCH,0,,
CHEBI:166631,Karanjin,MAPPED,CHEBI:166631,CHEBI,EXACT_MATCH,0,,
CHEBI:6117,Kawain,MAPPED,CHEBI:6117,CHEBI,EXACT_MATCH,0,,
CHEBI:32030,KBr,MAPPED,CHEBI:32030,CHEBI,EXACT_MATCH,295,,
CHEBI:32588,KCl,MAPPED,CHEBI:32588,CHEBI,EXACT_MATCH,2775,,
mesh:C008231,Ketomycin,MAPPED,mesh:C008231,MESH,EXACT_MATCH,0,,
CHEBI:73605,KF,MAPPED,CHEBI:73605,CHEBI,EXACT_MATCH,4,,
CHEBI:63036,KH2PO4,MAPPED,CHEBI:63036,CHEBI,EXACT_MATCH,3862,,
CHEBI:81862,KHCO3,MAPPED,CHEBI:81862,CHEBI,EXACT_MATCH,16,,
CHEBI:8346,KI,MAPPED,CHEBI:8346,CHEBI,EXACT_MATCH,128,,
CHEBI:220048,kijanimicin,MAPPED,CHEBI:220048,CHEBI,EXACT_MATCH,0,,
CHEBI:63043,KNO3,MAPPED,CHEBI:63043,CHEBI,EXACT_MATCH,413,,
CHEBI:32035,KOH,MAPPED,CHEBI:32035,CHEBI,EXACT_MATCH,150,,
CHEBI:30951,KSCN,MAPPED,CHEBI:30951,CHEBI,EXACT_MATCH,6,,
CHEBI:4828,L-(+)-Ergothioneine,MAPPED,CHEBI:4828,CHEBI,EXACT_MATCH,0,,
CHEBI:23958,L-(+)-Erythrulose,MAPPED,CHEBI:23958,CHEBI,EXACT_MATCH,0,,
CHEBI:17266,L-(-)-sorbose,MAPPED,CHEBI:17266,CHEBI,EXACT_MATCH,0,,
CHEBI:35619,L-2-Aminobutyric acid,MAPPED,CHEBI:35619,CHEBI,EXACT_MATCH,0,,
CHEBI:30849,L-Arabinose,MAPPED,CHEBI:30849,CHEBI,EXACT_MATCH,0,,
cas:5794-13-8,L-Asparagine monohydrate,MAPPED,NCIT:C87433,NCIT,NARROW_MATCH,0,,
cas:1115-63-5,L-Aspartic acid potassium salt,MAPPED,CHEBI:17053,CHEBI,NARROW_MATCH,2,,
cas:323194-76-9,L-Aspartic acid sodium salt monohydrate,MAPPED,CHEBI:17053,CHEBI,NARROW_MATCH,0,,
CHEBI:17126,L-Carnitine,MAPPED,CHEBI:17126,CHEBI,EXACT_MATCH,2,,
CHEBI:233463,L-Carnitine hydrochloride,MAPPED,CHEBI:233463,CHEBI,EXACT_MATCH,0,,
cas:23537-25-9,L-Cysteic acid monohydrate,MAPPED,CHEBI:17285,CHEBI,NARROW_MATCH,0,,
CHEBI:74077,L-Deoxyalliin,MAPPED,CHEBI:74077,CHEBI,EXACT_MATCH,0,,
CHEBI:37618,L-Galactose,MAPPED,CHEBI:37618,CHEBI,EXACT_MATCH,0,,
cas:6382-01-0,L-Glutamic acid monopotassium salt monohydrate,MAPPED,CHEBI:16015,CHEBI,NARROW_MATCH,44,,
CHEBI:16856,L-Glutathione,MAPPED,CHEBI:16856,CHEBI,EXACT_MATCH,0,,
cas:5934-29-2,L-Histidine monohydrochloride monohydrate,MAPPED,NCIT:C87334,NCIT,NARROW_MATCH,0,,
CHEBI:15699,L-Homoserine,MAPPED,CHEBI:15699,CHEBI,EXACT_MATCH,0,,
CHEBI:30797,L-Malic acid,MAPPED,CHEBI:30797,CHEBI,EXACT_MATCH,0,,
cas:207511-06-6,L-Malic acid disodium salt monohydrate,MAPPED,NCIT:C80654,NCIT,NARROW_MATCH,0,,
cas:587-33-7,L-Meta-tyrosine,MAPPED,CHEBI:44303,CHEBI,NARROW_MATCH,0,,
CHEBI:30913,L-Pipecolic Acid,MAPPED,CHEBI:30913,CHEBI,EXACT_MATCH,0,,
CHEBI:18183,L-Pyroglutamic acid,MAPPED,CHEBI:18183,CHEBI,EXACT_MATCH,0,,
cas:10030-85-0,L-Rhamnose monohydrate,MAPPED,cas:10030-85-0,CAS,FALLBACK_REGISTRY,0,,
