source_record	record_sha256	identifier	preferred_term	mapping_status	disposition	basis
data/ingredients/mapped/Bicine_Buffer.yaml	690ca43a7c43f5b5c70498026ac073fefcc8d9d066015c57129bd93755f42aab	CHEBI:40957	BICINE buffer	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Bicyclomycin.yaml	e9a5899185c8df392ff48fdd7c6c3ceac38cef82cb0d3b57fb2256b854835041	CHEBI:60584	Bicyclomycin	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Bile_Acid.yaml	a433faeec5f675fcd77ef98f3196003574eb84813e2a79bb0eeef5743ff9fc66	CHEBI:3098	Bile Acid	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Bile_Salts.yaml	26328208e46587510ff6cd6487213fbb1efb14c85aa25bafe70ffb19eef59132	CHEBI:22868	Bile salts	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Bimuno.yaml	bf37cbeb93548979ebfc093e5f1d30fbed51466f3d0823bcae50f5f13e8eb2d5	NCIT:C187267	Bimuno	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Biochanin_A_Diacetate.yaml	96e4c2b2bbeb20a5e33b973c5a8faf479639627d7707f11427628a719a13f38e	cas:54443-59-3	Biochanin a diacetate	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Biotin.yaml	26056efadc5e57f081cde6e4ce0c2e25c03530c6d564ef0df25da3bcacb59c30	CHEBI:15956	Biotin	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Biotin_Vitamin_Solution.yaml	013bef115224a5848c7ff17e210c181a2a4f9313f49a59839df55000a40635e6	kgmicrobe.ingredient:biotin_vitamin_solution	Biotin Vitamin Solution	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Biphenyl.yaml	95e33e768ce26bad86b32a93bad7dfad4aaa206702691e8e5f48831f168676f0	CHEBI:17097	Biphenyl	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Bis(2-ethylhexyl)phthalate.yaml	8be6c66dc4a11a0baec4d072392e33c64b58c20026a970fa748f7ea58e8d4f8c	CHEBI:17747	Bis(2-ethylhexyl)phthalate	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Bis-4-nitrophenyl-phenyl_Phosphonate.yaml	c07e1129039269c0e1e21be9a2b80e108d0f85a12683846b2041b773c71d03de	kgmicrobe.compound:bis-4-nitrophenyl-phenyl_phosphonate	Bis-4-nitrophenyl-phenyl Phosphonate	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Bis-4-nitrophenyl-phosphorylcholine.yaml	6245a936eaa047ee787fbfa5e6d2ff6aaefe36855383c1bfbd9e4c534733507f	kgmicrobe.compound:bis-4-nitrophenyl-phosphorylcholine	Bis-4-nitrophenyl-phosphorylcholine	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Bis-4-nitrophenyl_Phosphate.yaml	3bb8833f5fb55e1ab7c3ed60fa564af8ecd4ef44f3ca483f0d312846ad67ca7e	CHEBI:3122	Bis-4-nitrophenyl Phosphate	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Bis-tris.yaml	f879fd427c37bddb167a8c410d59b06bebb08b531a0b86617e75b516bf274d0a	CHEBI:41250	Bis-Tris	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Bis_3-aminopropylamine.yaml	38c9e4e52bf17af1cafae1c4c778f3a00e98a8dcf247fee3a5e1dc0e5fff8ff1	CHEBI:16841	Bis(3-aminopropyl)amine	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Bisabolene.yaml	d965df89f7ed6b4e1761076b5f3a5f22c1ac968dbcbfb9199d19f73447f4d0c4	CHEBI:49235	Bisabolene	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Bismuth_Iii_Chloride.yaml	a8e7e54b09f12afef95adb93142dea0581db7eb5a038224c962b284bf8d61e15	cas:7787-60-2	bismuth(III) chloride	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Blasticidin_A.yaml	e214df19e9c00d24f8a36a8e4bfa64808488e55ba269f8a8fa14fc56cd0aedb0	CHEBI:218571	Blasticidin A	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Blasticidin_S.yaml	eefe137451be48471eddf8bf01386d5d3a8c1cdcce7b31a7df8d670dae68726f	CHEBI:15353	Blasticidin S	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Bleomycin.yaml	743b39cd92efd253183dc13b9296f74e82f6c7aac40932ba0fe07ae077ea4721	CHEBI:22907	Bleomycin	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Bleomycin_Sulfate.yaml	bb308066ebebc6f0c09d03fc58f85afb37cd793f8af88982c3be851bcfb25c4d	CHEBI:34582	Bleomycin sulfate	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Blood.yaml	d1bb0db849599b2b88a480bca03dcd2ae09684f2735c7f68b79df8d0c3273330	UBERON:0000178	Blood	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Bluensomycin.yaml	1f46279fd2a89f00445da6eff7b79bbb8a686917030697c2cb99725b9855657d	CHEBI:81193	Bluensomycin	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Bold_Trace_Stock.yaml	7c019b52740484e56f8b4dcc2129822ee19ac8bb75bbd6eba7d85bee21ebc78c	kgmicrobe.ingredient:bold_trace_stock	Bold Trace Stock	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Boldine.yaml	a4f129ef3434a3278b356446ef7b3ad9af8f9dd954b1bc53797c736c99858656	CHEBI:3148	Boldine	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Borate.yaml	47d232e6b2feae8db5cec613ee636cf03ecb0db924f0bd24a943317deabbac54	CHEBI:22908	Borate	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Borneol.yaml	83753af4da9b65ef1cf0bc21fe6c42a3d77de5e35547bfcf3b75b191dc015cf4	CHEBI:28093	Borneol	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Boron_Stock.yaml	46932663b39d601cce45de7e57c451a868711fe533d4194c02d997516b1aff9d	kgmicrobe.ingredient:boron_stock	Boron Stock	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Borrelidin.yaml	96ec14ef353ca3736b0c50f60c1b966c694874f2d6a40da7c143137fda3ddfe8	CHEBI:78661	Borrelidin	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Bottromycin.yaml	802a8dcb41dfe5111133eb269bdc6484c6473bcd359d52f44f961d098d44c0c7	mesh:C024712	Bottromycin	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Bovine_Albumin.yaml	6fede17cd3c2e2547278ae75d0b11cdb8d0aaafaa498a186155c567fdaae22f8	MICRO:0000307	Bovine albumin	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Bovine_Calf_Serum.yaml	3303d83e01c861d0344266c6f5ecc3f34f8ab6f79c7e649c203ea01b0c651857	MICRO:0001709	Bovine calf serum	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Bovine_Serum_Albumin.yaml	7ecc32dc73554cc43983799ebe63081b4a50285971ff6b9e8ec65cfc93ffd9b6	cas:9048-46-8	bovine serum albumin	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Brain_Heart_Infusion.yaml	77230cb3783ad3fbeb96695e96958441f8d0c9ac6f5a9595ac1816a72b7d86d8	MICRO:0000193	Brain heart infusion	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Brain_Heart_Infusion_Broth.yaml	8c742451138c16e6d483be385ee3c4ab97fd1ce47890f2dd04fd76a0f1d8f85a	MICRO:0000193	Brain heart infusion broth	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Brainheart_infusion_agar.yaml	91ee4f1cf64b77ba8d04420abb5ce512335ece0650aad718bd7a5d8898b409d5	MICRO:0000566	brain–heart infusion agar	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Brazilein.yaml	beee0f93ef86410f4709424f85ccdaeb53287f57a326f5ce6301f7e01c737534	CHEBI:69196	Brazilein	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Bromocresol_Purple.yaml	9fb254c410e9df1a296ee04529f2612ffd82e240c5f3a9d9c46894fb36e948eb	CHEBI:86154	Bromocresol purple	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Bromophenol_blue.yaml	d5d34a198e984d6df91daf305f57c413c57314469edbb4e600756498cde2047d	CHEBI:59424	Bromophenol blue	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Bromosuccinate.yaml	bfc3273001b0e4929ccd7532233d74b12120faf2d21e9a173acb20e9c075778f	CHEBI:73706	Bromosuccinate	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Bromothymol_Blue.yaml	f564008408b0b163148d3ca0b924e31c3602fdad07a349085a4a712d06c64bab	CHEBI:86155	Bromothymol blue	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Brucella_Agar.yaml	c3147c52f10bca88286259630df03f3793648da68c82731a71729b4d9ab81784	MICRO:0000595	Brucella agar	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Brucine.yaml	af15be8789a15a298c2d2e790199357faf102277b1f6a1752ab6e279d7d2e72b	CHEBI:3193	Brucine	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Butamine.yaml	3fa4546eadee135c0bce80d9758225cbcf9eb02621faa2459929f25460ca525f	kgmicrobe.compound:butamine	Butamine	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Butan-1-amine.yaml	9d46d05608845e370f6867e471ecb0eb848bd4865ae7a731368d6fa38c97ce50	CHEBI:43799	Butan-1-amine	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Butane-14-diol.yaml	6ccb9d77ecf7ff5ad68114ef8f2c118b6cf6bbf1912410fbace26d8bb2e35932	CHEBI:41189	Butane-1,4-diol	REJECTED	excluded_rejected	../records.tsv (byte-identical source)
data/ingredients/mapped/Butanol.yaml	70fd5a6dc5e57685eaf13c6644d50054cdcbbab29062111e8180d9dfb0c63507	CHEBI:28885	Butanol	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Butyl_Stearate.yaml	a7075c4de783d3c6b7dde20b1ae799da4129b2ea13bdbdbb176618fb0783dfa7	CHEBI:85983	Butyl stearate	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Butyl_Vinyl_Ether.yaml	4e36af0b3c64aa0d4636a78cf165174ebbb413e9a4d6915c06b62bec92cfedbe	mesh:C521980	Butyl vinyl ether	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Butyrate.yaml	de6d5a994c4a10c9c827a82e1082301b93de0deffe1b7216d497717815f6ffda	CHEBI:17968	Butyrate	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Butyric_Acid.yaml	421a741e65598a494cbb8c693e06befa025c59bd49fecc32a0d37869192c7c86	CHEBI:30772	Butyric acid	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Butyricin_7423.yaml	c8e2e72f3c440270df94faaa39536ee59990df442a154fec09c9b92cbbc9128b	mesh:C010427	Butyricin 7423	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Butyrolactam.yaml	0af83871cda4df30ed9c65b9210a8bd6df072f5687702a264e1db69ba3670563	CHEBI:36592	Butyrolactam	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/CCCP.yaml	70f969ab6cf9a2daa8080f05e459d4473fb83657cdbdd832b284dc1a4a5c71d0	CHEBI:3259	CCCP	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/CHIR-090.yaml	0e5c5d617bbec44741084c94e037a32a52eff5fb11362e74c352cb9b549ceff9	CHEBI:134107	CHIR-090	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/CMC_PY_Horse_Serum.yaml	5e8e7958c7c85e55dd772304e8644d2116a91f4799ab24459672f238260e071f	kgmicrobe.ingredient:cmc_py_horse_serum	CMC + PY + Horse Serum	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Ca-folinate.yaml	e6077448154006195021c507f681b7a4bcf115979bdf0a3f3de69040dc73532f	CHEBI:31340	Ca-folinate	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Ca-pantothenate.yaml	28f0ab7b03262a2fcb7013cfadc9c2b6f2d16078dd6d528f49452100c2cfe1e4	CHEBI:31345	Ca-pantothenate	REJECTED	excluded_rejected	../records.tsv (byte-identical source)
data/ingredients/mapped/Ca_No32.yaml	0ae0423521457237c2420e6c3ae700a1bcbfa673ae0c44b3a34eeed021f032ab	CHEBI:64205	Ca(NO3)2	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Ca_No32_X_4_H2o.yaml	efe13cbdbfcfb0d5da686a6b2ca032f3492ed50a55a790aa39fa9d135919a2c1	CHEBI:86159	Ca(NO3)2 x 4 H2O	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Cacl2.yaml	c4a8a17cb58d4aaa6949ca81143f684c04a4cea05da4113df6fd746a11bf0031	CHEBI:3312	CaCl2	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Cacl22h2o.yaml	5f0a5e80a9a0bee1ccdd09234041c29a1c10fb55e52c534da6f87c0c1db6e0ed	CHEBI:86158	CaCl22H2O	REJECTED	excluded_rejected	../records.tsv (byte-identical source)
data/ingredients/mapped/Cacl2_X_2_H2o.yaml	029fee355b235b47ffa10aef066b9b7b3b0afe2aa53c4435b12b4d7bd96370d7	CHEBI:86158	CaCl2 x 2 H2O	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Cacl2_X_6_H2o.yaml	0fa44f37504187cf2cf9aaeb415c5d514210c39e5373c1e67b3ec6ed55e2b243	CHEBI:91243	CaCl2 x 6 H2O	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Cacl2_X_7_H2o.yaml	e52628c1c1ebc62037537e9de3136970898fe69ed07573a55c2d8ca7361c9071	kgmicrobe.compound:cacl2_x_7_h2o	CaCl2 x 7 H2O	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Caco3.yaml	4c316a9a10351cb3104f3f9fb0d5a628644893c54360ae3f6120eb9d1819b646	CHEBI:3311	CaCO3	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Cadaverine.yaml	81a2b87a8f7e9281ba5609f19cd77732a84e0fdae21e66e98fb28dfac3f6c4d0	CHEBI:18127	Cadaverine	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Cadmium_Acetate_Dihydrate.yaml	07cadbd336cef9129741a691cbee09dc6fe0d368df15aab884935a4ec19aefb5	cas:5743-04-4	Cadmium acetate dihydrate	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Cadmium_Chloride_Hemipentahydrate.yaml	44ded2ed19663663db0fff78be3710f851961bc94de4bf9a2ed67c18b5480f16	CHEBI:63938	Cadmium chloride hemipentahydrate	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Cadmium_Nitrate.yaml	99fa2cdf69a48530272993f61cb131db9b5d093fae219d97130523a6893e9b9a	CHEBI:77732	cadmium nitrate	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Caffeic_Acid.yaml	3cecd2552ad423017d56516c92d3f5fdb7eead3c2f3d5bd3409fcbb1b5533734	CHEBI:36281	caffeic acid	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Caffeine.yaml	5afb2967277f972e106a12df532fcf2a526215c8157824f7ff3e66e87dc08a71	CHEBI:27732	Caffeine	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Caffeine_Hydrobromide.yaml	3d599cd0ebabcb592c3af14acd2dfef66c500db262fa31ce2449eea3d12b19c5	cas:5743-18-0	Caffeine Hydrobromide	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Cahpo4.yaml	38d08a6f3481b6043a8aad4237f02bfff1d5a2b9183738127572a3efcbdeb353	CHEBI:32596	CaHPO4	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Calcium(2).yaml	06e0f96b60b9cfe46f1f1477e8ae904d7cadbe8c4b8bd442089d6c64a228c0e7	CHEBI:29108	Calcium(2+)	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Calcium.yaml	3155d7eccb1af764d8076b572bbb5d600b744279e5d46db78b6170585ccd4f47	CHEBI:29108	Calcium	REJECTED	excluded_rejected	../records.tsv (byte-identical source)
data/ingredients/mapped/Calcium_Chloride.yaml	c26d211d61d5df94a3e6c9f282b16dd84c0f060473aeb4ec40f742dfad86d079	CHEBI:3312	Calcium Chloride	REJECTED	excluded_rejected	../records.tsv (byte-identical source)
data/ingredients/mapped/Calcium_D-Pantothenate.yaml	998e92d031c051f86e367a28c7a8cde15478d31b4d9a56683c1fe755387a837b	CHEBI:31345	Calcium D-Pantothenate	REJECTED	excluded_rejected	../records.tsv (byte-identical source)
data/ingredients/mapped/Calcium_Pantothenate.yaml	b5a2eb0063046ecb71d2e9a97285aaebbf5780075f0fb0b7b069b4362bf57121	CHEBI:31345	Calcium pantothenate	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Calcium_lactate.yaml	493bd692d85806d346eab734d6547eb9d7b9524febcdea6afeaa95b74809668e	FOODON:03413044	Calcium lactate	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Calcium_malate.yaml	ab20349b0a9cc9f773315049a9c6a87ce5092e769f77371f5f7c59aa427efdc7	FOODON:03413045	Calcium malate	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Calprotectin.yaml	42089795dca191212388bb24a7f6019a8fc48e2ae9dc7a9273052e740adf7974	NCIT:C105971	Calprotectin	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Camphomycin.yaml	33b792f6f861b6f2d03a399fc9409ceeba5f594cfb02e16be3cfe56db15edf23	kgmicrobe.compound:camphomycin	Camphomycin	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Camptothecin.yaml	c387a616e1256bbbda960629c40bfd8691884796c309857fe54eb9b26c529328	CHEBI:27656	Camptothecin	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Canarius.yaml	af2f972bff0e1c4b2a25e303a39212c576c996aec3157fc16464ab3637766807	kgmicrobe.compound:canarius	Canarius	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Canavanine.yaml	4d210e28bcb4c51311c116ff7b6bac5047bd6e59e18409920af45dc0edf2b406	CHEBI:609827	Canavanine	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Candimycin.yaml	69aa2fbd292fd485d514c1e3fb6cc74a81b19f485ee82cd0fb1fc09fbc91fcbb	kgmicrobe.compound:candimycin	Candimycin	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Candiplanecin.yaml	1fe3f0e6adceb0602563f44bbbff8dfbf3f099acdfbd1a472ca33f64c271e159	mesh:C033379	Candiplanecin	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Cantharidin.yaml	bdc628ed603674265e7e2a3574223f3850c8c63471522b21eabb8ed612b006e9	CHEBI:64213	Cantharidin	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Capecitabine.yaml	336bd82c7b1285497f83072ef797aaa5eb9da34eb1df37ee5ce5cdae2c4bd900	CHEBI:31348	Capecitabine	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Capreomycin.yaml	fab51ff3e5053da6e5a40d82000c0248e5f9cfd7b6de97602b15663702ef18cb	CHEBI:3371	Capreomycin	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Caproic_Acid.yaml	3a0e9bb0f34f0527ccc71b0e740d3582ac047b50bf32c45d600bd69b04a33373	CHEBI:30776	Caproic acid	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Caprolactam.yaml	5c030bdf4adafd38141ffc5e587d84cb6d84938e73b6830c7cd4e964cc2ed8ba	CHEBI:28579	Caprolactam	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Caps_Buffer.yaml	c0623c468173bed9711c2fffa07622cdfd34cc94f7a77f9f59e6e45a3ebf00b7	CHEBI:191088	CAPS buffer	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Capsaicin.yaml	de48fd52665f2bd6cfb146eaa8f5edab39895d0a4929e0d7674fb56257f4e5d3	CHEBI:3374	capsaicin	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Capso.yaml	8eb0cec492d455e339f9a172cbc884c0a56ef2b0ccfa29d94cebc30e01a19351	CHEBI:183882	CAPSO	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Carbenicillin.yaml	e686a4968afa0aee967f60e8a59ca798e4791457f8d9a4d2b20bbcf110c45d06	CHEBI:3393	Carbenicillin	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Carbenicillin_Disodium_Salt.yaml	b7d77a3bd34ca3815336b63f0fbd5dc3a4dff5a54a3a43159e3e32d7da09df7d	CHEBI:34609	Carbenicillin disodium salt	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Carbomycin.yaml	44141047e64f14cf4dfca75117dbae1d4d0961ab198d83ccfac3142b934eb97f	NCIT:C166659	Carbomycin	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Carbon_Monoxide.yaml	be622a5615f098d660d9c32e686163e4f7269387ca5bf93d53dd8b6d482e0ae2	CHEBI:17245	Carbon Monoxide	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Carbon_Source_Solution.yaml	ae316566ac12ddb90a77de07f06443ac47f8510c3ef847ee351ad585909c145d	kgmicrobe.ingredient:carbon_source_solution	Carbon source solution	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Carbon_dioxide_gas.yaml	d39e65eaa0bf672e2a7e7ef8474dc36cfcc610a8f023fffa9b13ac628bf0bd0f	CHEBI:16526	Carbon dioxide gas	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Carboxymethyl_Cellulose.yaml	39c13e1211c19e8973469abed34afb21c2b4b42fdb90abaabebb2f6c1a77a0d8	CHEBI:234035	Carboxymethyl cellulose	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Carcinomycin.yaml	bf6974d3f7308398297d2e5d57d341beaee53543d68c1f46cc251f794ce35d21	kgmicrobe.compound:carcinomycin	Carcinomycin	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Carminate.yaml	f82f8c488840f1030a95a0cdc9e2c544f668523f2d1f5f46a5de7baa73b6475d	CHEBI:149531	Carminate	MAPPED	pass_with_minor_issues	../records.tsv (byte-identical source)
data/ingredients/mapped/Carminomycin.yaml	e9407bf1721973849317d06d069db372855e116026d3879a0022a8b0b3fd1859	CHEBI:31359	Carminomycin	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Carnitine_Dl_Hydrochloride.yaml	8a7e0ac23a72c403bf9cce38a20abe817ee83e0231b558f2ca07ed05d134d190	cas:461-06-3	Carnitine (Dl) Hydrochloride	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Carnitine_Hydrochloride.yaml	c123a3f76cf2277ca68a08c99e58f96845842fd90c75bdd19b90ab8db7bb6780	kgmicrobe.compound:carnitine_hydrochloride	Carnitine Hydrochloride	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Carnosic_Acid.yaml	c7be2626ef25042077f31640c942a94ba04ac42a59bd88c5aeeca7538ab225d5	CHEBI:65585	Carnosic Acid	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Carotenoid.yaml	1be7adca53e173c47f884737822d897b8ff6ea44887bcef80ddc99e1e364fdd7	CHEBI:23044	Carotenoid	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Carrageenan.yaml	b28b7f4b6dc042507232e1e986abd8ec620277fdf9445c9dc7a176f4835bdaf2	CHEBI:3435	Carrageenan	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Carrot.yaml	f0fe4bf07e2264dcb21c6f4bd343575f2ae546e41b26e893be51e55aa441022f	NCIT:C72000	Carrot	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Caryomycin.yaml	9ad2852bdd6c6a8de3a38eeccdb308a3fd16ee4f51b8e489d0a07a929e1da2a9	kgmicrobe.compound:caryomycin	Caryomycin	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Caryophyllene_T.yaml	725994f65da305fb134bbea4b777dfb4daec8c6443ccc33cd264365044cb553b	CHEBI:10357	Caryophyllene [T(-)]	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Casamino_Acids.yaml	d08907d668d6a9b05ca4562d5c878887f18ebdd7fbfd4412a4a1e334e2e1b068	FOODON:03315719	Casamino acids	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Casamino_Acids_Vitamin_Assay.yaml	03949c8795c9ad931a6c2437d48dcc500cb9dcca7deff08f59dda01b788d34c4	mesh:C017721	Casamino acids (vitamin assay)	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Casein.yaml	5c278fe135bc89885328d3704bf03f11591a43ca08bfec0a4b992c0ecc4d393d	FOODON:03420180	Casein	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Casein_Peptone.yaml	fb7511438af2b5a01352f441376690282c1f399a40ed5bc9de564dbe3c929724	FOODON:03315719	Casein peptone	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Casein_hydrolysate.yaml	a61d7e5378b52c5798f9161e8a6a75d1d76da1e5af96275d6207ad15b8199e49	MICRO:0001366	Casein hydrolysate	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Casitone.yaml	0c76b299992b5211f0094e255079b072bec6202f0412174077c4686e4da531a8	MICRO:0000606	Casitone	MAPPED	needs_curation	../records.tsv (byte-identical source)
data/ingredients/mapped/Casitone_Yeast_Extract_Rumen_Fluid.yaml	8ce8d3f6c8e8bd0a2548f088e5308a9453319e830e094d3e7785734605ea0da5	kgmicrobe.ingredient:casitone_yeast_extract_rumen_fluid	Casitone + Yeast Extract + Rumen Fluid	MAPPED	pass	../records.tsv (byte-identical source)
data/ingredients/mapped/Caso4.yaml	6da3aa885099c64ec01b21c9034309f9775620d7c21a6cc9c2c25c950eb29992	CHEBI:31346	CaSO4	MAPPED	needs_curation	../records.tsv (byte-identical source)
